OBJECTID,Facility ID,Install Date,Inlet Type,Access Diameter,Invert Elevation,Access Material,Access Type,Enabled,Active Flag,Owned By,Managed By,Last Update Date,Last Editor,AncillaryRole,DrainArea,StreetName,GlobalID,x,y
2141,6-cb-3598,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,NASH STREET,145e2383-0bea-40d3-b73c-a945894fbac5,-71.2036638204104,42.3725788876671
2142,6-cb-3599,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,BROMFIELD STREET,2d16922a-a920-4536-ae53-99c5d06b44ef,-71.2033114024016,42.3718199513327
2143,6-cb-3600,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,BROMFIELD STREET,cc3fba27-ca31-4ab8-8237-5b1dc87053e6,-71.2032298835476,42.3717981865121
2144,6-cb-3601,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,BROMFIELD STREET,7c195517-5f04-4cdb-b119-45e5d316a45e,-71.2035785457553,42.3712419984914
2145,6-cb-3602,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,BROMFIELD STREET,7e154442-280a-42c6-99a2-2bf3183be622,-71.2035096899557,42.3712217069457
2146,6-cb-3603,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,BROMFIELD STREET,25606a99-fb5f-4234-b4b9-75330950f6f0,-71.2037620937826,42.3706426289786
2147,6-cb-3604,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,BROMFIELD STREET,deae1af1-9609-4f3d-90bb-60ebf06b6a98,-71.2038418757934,42.3706520713053
2148,6-cb-3605,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,ACTON STREET,be5884fa-306b-4520-8bab-6285bedb1aff,-71.2032137022729,42.3704049904617
2149,6-cb-3606,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,ACTON STREET,21f0b219-e130-410b-88b9-958ca86f8315,-71.2032435261821,42.3703336732613
2150,6-cb-3607,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,ACTON STREET,ba04aad6-bdf0-454e-a830-b0b879ad38c8,-71.2039868752138,42.3705861810996
2151,6-cb-3608,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,ACTON STREET,56649052-ad78-469a-8935-39a6c45f980e,-71.2040553237255,42.3705125467265
2152,6-cb-3609,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,BROMFIELD STREET,9d3cc147-4373-4197-aeb0-d3e65373cd9b,-71.2038671278413,42.3704194972199
2153,6-cb-3610,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,BROMFIELD STREET,12d969d4-00ed-414e-9027-74cdb4ec1c98,-71.2039522232414,42.3704101039512
2154,6-cb-3611,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,BROMFIELD STREET,ed3760f2-010f-443e-b62b-bf68afa4832f,-71.2041131934214,42.3700499201643
2155,6-cb-3612,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,BROMFIELD STREET,2b3d0049-7dff-433a-a1c5-a0007bf38b73,-71.204033547504,42.3700432017253
2156,6-cb-3613,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,BUICK STREET,80e967d4-7131-4e8a-9a8e-d21fa1bd7234,-71.2050776528963,42.3694299376311
2157,6-cb-3614,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,BUICK STREET,5bd09082-2469-4af0-a31b-7ec0a5ec97dd,-71.2051128420974,42.3693772830327
2158,6-cb-3615,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,BUICK STREET,99086c92-8003-40d8-ada1-df5832147ce1,-71.2042893077075,42.3692396629103
2159,6-cb-3616,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,BUICK STREET,f317bec2-a76c-42c8-b448-846aaef60177,-71.2043045302108,42.3691782920095
2160,5-cb-3617,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,5,WALTHAM STREET,a4396c1a-e8a1-4184-9297-15a1089135c4,-71.2036152623436,42.3682138878315
2161,5-cb-3618,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,5,WALTHAM STREET,a066b631-b52b-49d0-b7fd-2503bc0c6bdf,-71.203515455485,42.3681188948194
2162,5-cb-3619,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,5,SWETTS COURT,2721731d-fbd6-4f9c-9696-729be8b02ec5,-71.2035451567408,42.3676115920907
2163,6-cb-3620,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,b55729e2-5fba-43c0-9f35-f04daa7c6c8f,-71.2031148826664,42.3686035161428
2164,6-cb-3621,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,35c042b4-94ad-4ba8-8c7b-2dfc3f33fbfd,-71.2031964564732,42.368626914325
2165,6-cb-3622,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,6f2c76b1-80eb-4ee2-a080-d3055d7f410a,-71.203014518386,42.3689848695334
2166,6-cb-3623,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,9f7385a9-9a6d-42e2-be78-4f72249ef6f7,-71.2029168601233,42.3689648354514
2167,6-cb-3624,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,38fabf3f-349d-4521-bfb8-a529d1cbfded,-71.2027724228501,42.3692808448347
2168,6-cb-3625,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,25a9d3a4-dbbd-40d3-befc-39764194700c,-71.2028577133535,42.3693327449801
2169,6-cb-3626,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,565bc1b2-5dc8-4044-91cf-33aa1c650346,-71.2025936750408,42.3696524207424
2170,6-cb-3627,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,f9b11cf9-911f-4d18-9aea-24e2ba8545a9,-71.2027016086763,42.3696562684738
2171,6-cb-3628,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,51d8cae1-0958-4aba-b416-06a55c66ae88,-71.2025249641317,42.3700331127307
2172,6-cb-3629,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,ace040b6-d9b1-4ae3-bbe9-ea3e6d41664b,-71.2024287152371,42.3700094537516
2173,6-cb-3630,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,ACTON STREET,2a3bd1b8-fcb2-4c4e-a320-e2a3232c861f,-71.2025962634875,42.3701543669993
2174,6-cb-3631,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,ACTON STREET,d8a66812-3631-4ed5-94c2-4d3ac31f0b15,-71.2025604879647,42.3702087883628
2175,6-cb-3632,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,5da6e0a2-c0a2-479b-891f-9bc45be083d4,-71.2024126551609,42.3702685412292
2176,6-cb-3633,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,20c7a9df-6eb6-4148-8dc7-09332f8417f3,-71.202327543599,42.3702328607077
2177,6-cb-3634,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,ea60ab26-f8ba-49c0-ab13-f46293748e43,-71.2022195493726,42.370672849595
2178,6-cb-3635,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,c47ad072-b0c7-414d-b587-91cd8bf18a27,-71.2021261656936,42.3706508281959
2179,6-cb-3636,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,51c404bf-f36d-4351-b183-426bcd4322e3,-71.2019291484893,42.371069344967
2180,6-cb-3637,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,2f6e7714-af46-47e4-bf72-fb6569b5eef0,-71.2020244851954,42.3710949357969
2181,6-cb-3638,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,c62ce003-eec5-4240-a99f-103dcd3694e0,-71.2018015688233,42.3715731711204
2182,6-cb-3639,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,74125153-6fc8-408e-a30b-665cf446388d,-71.2017109955635,42.3715401444329
2183,6-cb-3640,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,JENSEN ROAD,ce292cc7-113c-4bd0-9435-6b59df3f9a16,-71.2015456611999,42.3718931472177
2184,6-cb-3641,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,PURITAN ROAD,6e6b59e4-52ed-4ea3-8d6f-c6d9b74a83ae,-71.1991406693161,42.3710761443586
2185,6-cb-3642,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,PURITAN ROAD,0c9bce03-f1c6-4fcd-aba0-b453cd57d941,-71.1991024674552,42.3711421926395
2186,6-cb-3643,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,PURITAN ROAD,18f318a5-ebcb-4289-bd19-944c783f0550,-71.1999810364401,42.3711073976445
2187,6-cb-3644,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,PURITAN ROAD,5a74a1fb-7f07-4394-8cf7-ab20e702be3a,-71.1999180039711,42.3710527391735
2188,6-cb-3645,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,PURITAN ROAD,b2eb5dc3-694b-4c3d-9635-04df61df0924,-71.2001226843961,42.3707361675943
2189,6-cb-3646,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,PURITAN ROAD,9aca7ad2-24fc-4ee3-b646-986750775ccf,-71.2002268759307,42.3707237722047
2190,6-cb-3647,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,PURITAN ROAD,6a81cb85-8ace-40cc-ac00-b266460250a4,-71.2002892883531,42.3704721620198
2191,6-cb-3648,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,PURITAN ROAD,761a3c63-fc53-448e-95ff-c8fff6213cd2,-71.2006185350961,42.3698262181677
2192,6-cb-3649,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,PURITAN ROAD,a7bf846d-16bf-4791-b01e-824ff229e60a,-71.2005071712133,42.3697762750164
2193,6-cb-3650,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,ACTON STREET,68fb13b4-0152-4b10-9992-65ed8ad637d9,-71.2010304676304,42.3697172498943
2194,6-cb-3651,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:52 AM,WSE03\GannonR,0,6,ACTON STREET,18ae8343-f37f-4977-8c17-40177997958e,-71.201277460979,42.3698556968509
2195,6-cb-3652,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ACTON STREET,8526fc4a-ddb3-425d-9fd5-151e071c27b3,-71.2018375779327,42.3699334903901
2196,6-cb-3653,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ACTON STREET,171a5f79-93f1-4995-834d-92b9b7b5b39d,-71.2017912274799,42.369992987805
2197,6-cb-3654,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,BRANDLEY ROAD,24423ea0-10b1-46d4-aa46-1497746256a4,-71.2017604039757,42.3698251331533
2198,6-cb-3655,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,BRANDLEY ROAD,38a45ca9-c696-4562-a3ea-f474917d69d2,-71.2016921185657,42.3698004495109
2199,6-cb-3656,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,BRANDLEY ROAD,ef052225-ccf9-4a40-a1bf-84e73afd0467,-71.2020013106435,42.3693144657693
2200,6-cb-3657,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,FALMOUTH ROAD,58a5d922-fd16-4432-b5af-7e1519727764,-71.2008861767492,42.3695871261339
2201,6-cb-3658,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,FALMOUTH ROAD,206b9b93-fc55-4904-a697-78cba5a064d8,-71.2010276678472,42.3689498034728
2202,6-cb-3659,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,FALMOUTH ROAD,e861edc2-d157-405d-a285-89a491d4af5d,-71.2011130929583,42.368922721718
2203,6-cb-3660,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,MIDLAND ROAD,4d6eac9e-0b64-4b26-a3b0-594080118dea,-71.2004965123046,42.3688412944103
2204,6-cb-3661,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,MIDLAND ROAD,4ecaf3d2-a2fa-470c-9a8a-64e1cb597285,-71.20041954757,42.3689051013472
2205,6-cb-3662,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,FALMOUTH ROAD,3abcbbdd-89a7-4fc9-96db-a0919d2cbd28,-71.2011623241792,42.3686476468751
2206,5-cb-3663,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,5,WALTHAM STREET,d1a89b29-ff3d-4092-93fe-bab18879aec5,-71.2014909093759,42.3681835078982
2207,5-cb-3664,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,5,WALTHAM STREET,a1dfce5c-1c57-43fb-87bc-fdc8bd36e661,-71.2022544569131,42.3681312601957
2208,5-cb-3665,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,5,WALTHAM STREET,40d405dd-4b05-46f5-aaa4-4e7936d1005b,-71.2028561320857,42.3681236638073
2209,5-cb-3666,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,5,WALTHAM STREET,90cfda31-3311-4832-aea2-d0e84362af98,-71.202846031047,42.3680515818222
2210,5-cb-3667,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,5,WALTHAM STREET,53aed132-2095-43b9-bb83-dcf43fdd9b69,-71.2022353594406,42.3680660879413
2211,5-cb-3668,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,5,WALTHAM STREET,c2dd8cdd-6e81-42cc-8469-f1ae6f659606,-71.2015226068439,42.3680976591098
2212,5-cb-3669,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,5,WALTHAM STREET,41db2408-c9bd-4bb0-b168-b98bae91dcf3,-71.200825646613,42.3681432123127
2213,5-cb-3670,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,5,WALTHAM STREET,4d6a59cc-c9e7-4f5c-af17-d422025ba353,-71.2008308673701,42.3682160443257
2214,5-cb-3671,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,5,WALTHAM STREET,5a2d7fbc-a8d8-4192-9ad6-ffd4079001f4,-71.2002094455895,42.3682510435716
2215,5-cb-3672,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,5,WALTHAM STREET,99395902-b1bd-452f-9b3e-2af09c6c447c,-71.2001001456573,42.3681743444873
2216,5-cb-3673,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,5,WALTHAM STREET,4b946f62-6552-4cd1-bdd0-17ed417bb933,-71.2001292905539,42.368256245332
2217,6-cb-3674,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ROSEDALE ROAD,ff960937-6ca8-41e5-9eb9-30f0e6220962,-71.1993500719501,42.3687266686157
2218,6-cb-3675,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ROSEDALE ROAD,f67157d6-a994-4ba4-8910-6268a3b4cb72,-71.1994230649839,42.3687548626578
2219,6-cb-3676,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ROSEDALE ROAD,18994d9e-70d9-4dad-8361-0b6a88c99d00,-71.1990383763594,42.3692977784741
2220,6-cb-3677,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ACTON STREET,ee61a62f-4b51-4258-942d-c0d00a207a95,-71.1991292375623,42.369753730866
2221,6-cb-3678,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ACTON STREET,fc648aa3-a287-42d9-b259-465f5dd7f217,-71.1993310067301,42.3697897907747
2222,6-cb-3679,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ACTON STREET,79a76986-aeba-4d60-b1bc-cdb1d1cdf6db,-71.1995817824056,42.3696812714964
2223,6-cb-3680,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ACTON STREET,e5320de8-b3bf-46a5-a491-e0ec25733511,-71.2000133359627,42.3696587095551
2224,6-cb-3681,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ACTON STREET,0c94578b-44e1-4948-a8e5-bdd187295b73,-71.2001750860376,42.3696997484015
2225,6-cb-3682,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ACTON STREET,c7349a91-6914-4c91-a569-0316ac328bcc,-71.2004903548084,42.3696052757795
2226,6-cb-3683,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ACTON STREET,ff6b8522-f5ef-4f8e-be92-28c8c84cafaa,-71.1997503135094,42.3697398382355
2227,6-cb-3684,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,PILGRIM ROAD,7bc84e83-eaa0-4545-9f08-e459d2b6bc03,-71.1996734898069,42.3698346642501
2228,6-cb-3685,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,PILGRIM ROAD,b4763ae9-5a54-4f24-8454-9372b5a783ef,-71.1995643687082,42.3698555989414
2229,6-cb-3686,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,PILGRIM ROAD,41e0e579-8aae-4c0b-996e-33f50979b6a9,-71.1996830464685,42.3700365495292
2230,6-cb-3687,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,PILGRIM ROAD,b7a703ba-cf7e-4a48-92c9-dded6d6d9c49,-71.1995725878745,42.3700511850645
2231,6-cb-3688,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,PILGRIM ROAD,b9fb121b-decb-4985-bba4-959b2df80b4b,-71.1994820080038,42.3702285074648
2232,6-cb-3689,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,PILGRIM ROAD,2496e4b1-f5c4-4818-8d2a-a7fcbb0dce73,-71.1992805162545,42.3705295906288
2233,6-cb-3690,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,PILGRIM ROAD,c150677b-9b7a-4026-98ea-bd138afec06d,-71.1993520246324,42.3705617510609
2234,6-cb-3691,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,PILGRIM ROAD,a24d8c25-2f5e-4153-a983-66b23ae7298f,-71.1991588793169,42.3708437122151
2235,6-cb-3692,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,PILGRIM ROAD,fc2ec36a-711a-4d78-9f47-07a5b16cd441,-71.1990738226759,42.3708510629032
2236,6-cb-3693,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ROSEDALE ROAD,87140391-e7c9-4856-8162-e2836eee3d7a,-71.1978864171259,42.371154575632
2237,6-cb-3694,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ROSEDALE ROAD,494c036c-f82e-4fc0-aab1-20e74b46f3eb,-71.1979558469503,42.3711839369936
2238,6-cb-3695,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ROSEDALE ROAD,34b85569-6d9e-451c-81eb-614e2260f7ef,-71.1981562065117,42.3707366834372
2239,6-cb-3696,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ROSEDALE ROAD,db2446cb-81e2-484e-b27c-a0531dbf8680,-71.1982519332531,42.3707307406499
2240,6-cb-3697,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ROSEDALE ROAD,b98b3b06-1a7e-4cc8-b893-21d820e961e0,-71.1983837273795,42.3703938379938
2241,6-cb-3698,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ROSEDALE ROAD,f0b3e753-65aa-4833-abe5-942546602e76,-71.1985123540481,42.3703273697702
2242,6-cb-3699,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ROSEDALE ROAD,8458aade-d1e8-4105-9aee-37da7e522ca9,-71.1986396322175,42.3700146176287
2243,6-cb-3700,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ROSEDALE ROAD,cd11205b-bd77-4827-9cc7-c1f1496af6d9,-71.1987993286367,42.3699035881912
2244,6-cb-3701,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ACTON STREET,ecda3abb-42bd-46a3-80f9-972b654c7091,-71.1989178124796,42.3698254072902
2245,6-cb-3702,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ACTON STREET,8a65c7fd-70b7-408c-b45e-10465623faf5,-71.1982686733995,42.3698018051958
2246,6-cb-3703,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ACTON STREET,77f0302b-6ade-42f4-a5f1-125d4047ed06,-71.1982391674534,42.3698587921735
2247,6-cb-3704,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,ACTON STREET,c961e133-e210-436f-bfb3-46aec0b5b49b,-71.1976343951582,42.3697642517185
2248,6-cb-3705,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,MORTON STREET,7101f9f7-012f-4004-8648-3e8ef87e1baf,-71.1973702437028,42.3703904306527
2249,6-cb-3706,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,MORTON STREET,845fbf2a-6717-4918-85e6-31b8c7cf82ec,-71.1972891734712,42.3703683296809
2250,6-cb-3707,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,MORTON STREET,e3b4811d-7653-4595-8645-816fe63c52e6,-71.1971021947479,42.3708824593429
2251,6-cb-3708,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,MORTON STREET,b9e13792-b85a-4f27-b358-e1e0d9dbe248,-71.1970236802967,42.370862764169
2252,6-cb-3709,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,OAKLAND STREET,0a33ed07-60b4-466f-96ed-91f0fb03fa4d,-71.1962198627353,42.3706459134419
2253,6-cb-3710,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,OAKLAND STREET,779ee8fc-6b26-4403-ba7e-2c1b1479d880,-71.196152485374,42.370628842595
2254,6-cb-3711,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,OAKLAND STREET,9943226a-61de-4937-9833-064b813f9648,-71.1964959098003,42.3702576536727
2255,6-cb-3712,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:53 AM,WSE03\GannonR,0,6,OAKLAND STREET,38dad619-5e2b-4c3e-a8f9-ca4c35528873,-71.196422718067,42.3702267528121
