OBJECTID,Facility ID,Install Date,Inlet Type,Access Diameter,Invert Elevation,Access Material,Access Type,Enabled,Active Flag,Owned By,Managed By,Last Update Date,Last Editor,AncillaryRole,DrainArea,StreetName,GlobalID,x,y
1,99-cb-187,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,99,BROOKLINE STREET,41351533-d01f-43aa-a4ff-099e084964d9,-71.1988234341288,42.381790836718
2,33-cb-336,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,33,WATERTOWN STREET,f0d09c1b-48f0-456e-a709-679141c0f2d3,-71.1896145990694,42.3637209195325
3,8-cb-455,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,8,HIGHLAND AVENUE,68c45ebc-ed6e-4228-976b-3b64fbfb2eda,-71.200836240483,42.375266225476
4,8-cb-467,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,8,OLCOTT STREET,2b0eac6f-1376-4b8e-93f7-4020f24a9bfd,-71.1985202800259,42.3738428524351
5,8-cb-469,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,8,OLCOTT STREET,a02bae71-8db3-4e8b-99f5-337b33b92661,-71.198620995517,42.3738662265609
6,6-cb-475,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,6, ,b4655fd1-3584-42b9-94b3-1ee1975ea569,-71.1971600503986,42.3691384835141
7,6-cb-476,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,6, ,f66b3751-663a-4477-815d-efe6940db023,-71.197317967045,42.3688958526623
8,1-cb-504,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,1,STANLEY AVENUE,f5ce1940-5212-48a8-9d1b-b8997a5b0bbb,-71.2077348608795,42.36917010858
9,5-cb-507,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,5,BRIDGE STREET,86710207-bcb8-4c0b-98ea-56bdbf66b448,-71.2047457424996,42.3678852446572
10,5-cb-509,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,5,BRIDGE STREET,7112a867-78ca-4cb2-a6ac-f9629ecf2387,-71.2045776782941,42.3678016486615
11,11a-cb-512,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,BACON STREET,d679dabe-fbd7-4e9c-8ed9-73c8fc4bcd7c,-71.1933461751998,42.3697505382074
12,11a-cb-514,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,BACON STREET,f0b8123f-dc76-4916-b82f-65cd38a1fc6b,-71.1937707848858,42.3694716275885
13,11a-cb-524,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,FOREST STREET,56e11c07-10c7-4674-877b-81725382333f,-71.1900946028086,42.3700222032899
14,11a-cb-526,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,FOREST STREET,6c0e7115-0b48-4edd-851b-3167e373e594,-71.1902231451861,42.3699859818647
15,11c-cb-540,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11c,LOWELL AVENUE,c8c09818-9886-4cc3-ac68-6d7d5764c22a,-71.1869418085503,42.3778813704575
16,11c-cb-542,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11c,LOWELL AVENUE,e74eac27-9f97-4b34-9eaa-8f2d27761862,-71.1868576355009,42.3779309764185
17,11a-cb-554,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,QUIRK STREET,abfe2182-9e8c-4c30-a84f-337a65615a65,-71.1880954283339,42.3725217421876
18,11b-cb-557,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11b,MAUDE TERRACE,98774be1-a3f5-4b45-86a9-877ed942ee18,-71.181984896714,42.3672704808783
19,11b-cb-558,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11b,MAUDE TERRACE,d6230664-587e-4e05-a817-beb9092a9659,-71.1819431329506,42.367245514885
20,11a-cb-564,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,ROBERT FORD ROAD,5d661ab5-7fed-4657-8d34-b1d282fbd68d,-71.1944816500837,42.3774473711427
21,11a-cb-566,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a, ,0f13e5fd-fbf4-4b07-8720-23b248d20123,-71.1942044784215,42.3768758873561
22,11a-cb-568,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,CAREY AVENUE,6e1d3cc0-8485-4364-9b4d-49f8b6f32ff7,-71.1932559565524,42.3763802792097
23,11a-cb-569,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,CAREY AVENUE,68d067a4-023f-4a61-b0b9-b110432c9772,-71.193536152317,42.3764863543483
24,11a-cb-570,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,ROBERT FORD ROAD,7e7a4d82-c8d8-40bd-bef5-bfa6fd001fb7,-71.192702287411,42.3768178181427
25,11a-cb-571,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,PHILIP DARCH ROAD,c1215a41-7760-4ebb-b229-ce1c4fc5e6d7,-71.1924412552289,42.3778356306959
26,11a-cb-572,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,ROBERT FORD ROAD,ec932898-cb53-4a0e-89dc-2b01f4dff656,-71.193404981324,42.3772545691615
27,11a-cb-573,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,PHILIP DARCH ROAD,9fcc5e64-7001-4999-8383-66e61cd64e71,-71.1933097905931,42.377975371817
28,11a-cb-574,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,PHILIP DARCH ROAD,2689c596-5aad-4001-9a0e-dfdfad4b8825,-71.1940053908289,42.3780766042654
29,99-cb-575,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,99,ROSE AVENUE,c26a2296-8314-40fc-9eef-46b8d6c62784,-71.1956735663837,42.3777587873196
30,99-cb-577,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,99,ROSE AVENUE,6de99ff3-9356-4ca1-a2a2-07791ab11116,-71.195491492366,42.3777470961355
31,99-cb-578,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,99,ROSE AVENUE,29f54e1e-8336-417b-8c2e-e5bdfe42e33b,-71.1951239462586,42.377727410352
32,109-cb-581,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,109,HOLT STREET,d0dec5bb-8bc7-45ed-bb87-19542951ed77,-71.191796760225,42.3827947700474
33,109-cb-582,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,109,HOLT STREET,cb88b6f3-0944-4b2e-8932-a69ac28abe60,-71.1943032457237,42.3828489496113
34,109-cb-590,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,109,MANGANO COURT,1969e06c-3106-4c65-abe2-a1870dcaa427,-71.1934464926216,42.3835562576979
35,109-cb-591,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,109,MANGANO COURT,8e77a172-2ce5-4c60-8893-b18ad055c82f,-71.1935453593949,42.383551466912
36,99-cb-593,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,99,WEBSTER STREET,43e38ded-4717-43e3-a9a4-5b6c10f020ff,-71.2008233934577,42.3800667183446
37,11a-cb-594,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,CAREY AVENUE,9dbf66a6-d35c-4520-8b9a-e182bbf56eeb,-71.193654601195,42.3758530286973
38,11a-cb-595,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11a,CAREY AVENUE,d9de4f7a-662e-4ce5-918f-2c91e48bc9bd,-71.1932847352924,42.3761395541986
39,1-cb-596,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,1,WHITMAN ROAD,67fa7e3e-77bd-41c7-b466-d6e2f36ae743,-71.2083512610346,42.3743221113263
40,1-cb-597,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,1,WHITMAN ROAD,0d571f62-b5bd-42d9-8f17-8bbd6f89b414,-71.2080484893472,42.374339190485
41,11c-cb-605,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11c,LOVELL ROAD,700818ed-8721-48f2-ba07-1b15375b6c5e,-71.1774593728841,42.3772310962484
42,11e-cb-626,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11e,RUSSELL AVENUE,379c04ef-ef06-444c-82f6-85adf30aae19,-71.1755134841949,42.371375485238
43,11e-cb-628,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11e,RUSSELL AVENUE,28e67ef8-5582-49a0-bd84-6a1c0de8553f,-71.1753793514381,42.371346684866
44,11e-cb-630,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11e,RUSSELL AVENUE,c48c5c3a-0ed2-446a-adf0-9ded4dd3efd2,-71.175836664358,42.3704308961167
45,11e-cb-631,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11e,RUSSELL AVENUE,171cda77-4ee1-4c3d-9299-520d77512982,-71.1756994548555,42.3704413325646
46,11e-cb-632,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11e,RUSSELL AVENUE,6ba9067e-07db-4657-974a-40e40f6ae2a3,-71.1758582749248,42.3699730488459
47,11e-cb-633,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11e,RUSSELL AVENUE,728a54a9-1329-4131-ad70-f1c8ef098ff5,-71.1760060983354,42.3700052497952
48,11e-cb-635,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11e,BROADWAY,48013ab8-ba55-4137-8a75-a7daccd59e4d,-71.1775472094955,42.3695756186847
49,11e-cb-637,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11e,BROADWAY,5456de89-79a1-4853-a97f-928a9bfafb1d,-71.1776179077004,42.3694732863274
50,11e-cb-638,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11e,BROADWAY,1d6d7202-a2e1-457e-aab5-c3794eb7c3a5,-71.1776331789214,42.3694753385579
51,11c-cb-644,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11c,GREENVILLE ROAD,9afb7168-100d-4f01-b591-438bec1ac11f,-71.174659020215,42.3755810161176
52,11c-cb-645,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11c,GREENVILLE ROAD,8a0ffa1f-3dd8-4245-a8d3-d2ef5759e435,-71.1746056889937,42.3756562656802
53,20d-cb-657,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20d,EDGECLIFFE ROAD,7feea71c-4b3a-48bc-98fa-b4d9005310e6,-71.1585020358643,42.375871572255
54,11c-cb-662,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11c,CARROLL STREET,e972a137-2850-4b1f-80f7-508300a81bec,-71.183889869541,42.3793337971857
55,20b-cb-665,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,SCHOOL LANE,f4faec5c-1717-4403-8848-cec45e049b32,-71.1533135761628,42.3728071359377
56,20b-cb-666,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,SCHOOL LANE,ef71683b-8961-4b6d-8fcf-0b6f454d9b92,-71.1532332555316,42.37284983285
57,CAMB-cb-668,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,CAMB,NORSEMAN AVENUE,0f07b2ff-8f82-4812-86e8-c63a477d6750,-71.1526932501399,42.3732287615701
58,CAMB-cb-669,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,CAMB,NORSEMAN AVENUE,f1e5382a-afcc-4a49-88c6-cf25ad114f74,-71.1526218702191,42.3732470324554
59,CAMB-cb-670,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,CAMB,NORSEMAN AVENUE,7b81f7da-462f-4522-9e09-eb9aa0faa15d,-71.1523163638128,42.3728708831295
60,CAMB-cb-671,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,CAMB,NORSEMAN AVENUE,e6203e36-9c89-4c44-9675-7d014f1ab75d,-71.1524273953674,42.3728083824916
61,CAMB-cb-672,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,CAMB,MOLLOY STREET,91ca1881-1af7-403a-85c8-f791841f6a8f,-71.1510972701735,42.3718165927287
62,CAMB-cb-674,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,CAMB,MOLLOY STREET,bc0b90b6-fbc1-43a4-a049-a58eac4856a2,-71.151272509284,42.3720147831646
63,20a-cb-675,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,BERKELEY STREET,c1a2d209-08d8-4737-9942-e5eb46077c31,-71.1532422978439,42.3659928545592
64,20b-cb-678,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,CLARENDON STREET,44c75199-39d2-4d72-aaed-8932ed204587,-71.1534763775404,42.3653300663845
65,20b-cb-679,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,CLARENDON STREET,adc9655b-3278-4175-9f82-dd6da1e6f5f1,-71.1534250044948,42.3652660219892
66,20a-cb-681,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,COOLIDGE HILL ROAD,e7d76d1e-7dc5-4aec-87e1-f20229e8713e,-71.1519936563965,42.3671093597856
67,20a-cb-682,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,COOLIDGE HILL ROAD,cd0400e9-8408-48ea-a18d-8f01236a5c81,-71.1520663312914,42.3670420439029
68,20a-cb-684,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20a, ,d3f1a236-d919-4296-8af9-8323692e6124,-71.1516585118606,42.3681355706928
69,20b-cb-685,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b, ,10594f07-d771-480c-a9a1-3958d2536c81,-71.15164331117,42.3682628824724
70,20b-cb-686,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b, ,5aa72f10-dacd-4859-a38e-976b09bb14e8,-71.1519881886148,42.3682529735705
71,20b-cb-689,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b, ,d6d65cfd-1ba5-437c-b61e-7b7d9804941f,-71.1517609798358,42.368487713846
72,20b-cb-691,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b, ,d7d7409d-1540-4c70-b567-f7ce70b1d29e,-71.1514348447023,42.3684756561144
73,20b-cb-695,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b, ,0f7e6781-1f38-4d70-92fa-5f72ebfbd62c,-71.1517067763864,42.368638780372
74,20b-cb-696,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b, ,dda6afbc-a0a2-4081-b1d0-a0f708490b30,-71.1517550533095,42.3685176033447
75,20a-cb-697,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20a,COOLIDGE HILL ROAD,88065fdd-66e5-41e9-a36b-87258a062a9e,-71.1509496288351,42.368386909367
76,20b-cb-698,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,COOLIDGE HILL ROAD,58a3914a-accc-41d4-8d44-4c6819f84667,-71.1511824372679,42.3687007416578
77,20b-cb-700,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,KONDAZIAN STREET,a8ff5b8a-7de8-4040-8b6e-d1572dc4c006,-71.1513935014201,42.36891523502
78,20b-cb-701,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,KONDAZIAN STREET,2106b7af-699c-4ebd-a420-171d0a50fa03,-71.1513093369984,42.3689301875139
79,20b-cb-702,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,KONDAZIAN STREET,d7157785-aa36-4f64-9a6a-565278ae9315,-71.1512122088765,42.3690397673149
80,20b-cb-703,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,KONDAZIAN STREET,a7f9579f-be34-4dd7-9a24-2dabfc969838,-71.15204002835,42.3691387309232
81,20b-cb-705,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,KONDAZIAN STREET,6f35024b-7d98-419a-9d8e-b8ba1a3ef32a,-71.1523920719357,42.3691799290941
82,20b-cb-706,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,KONDAZIAN STREET,081620cf-bd9d-4ce7-9e68-b406a6a5f9c9,-71.1523712843079,42.3691097098372
83,20b-cb-707,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,GROVE STREET,bb6c167b-4f11-4336-a5f6-ad9df78c06ac,-71.1541904285687,42.3703678814657
84,20b-cb-709,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,GROVE STREET,33d10303-0b57-4664-8061-8df3eac31fcf,-71.1544723789652,42.3705058032392
85,20b-cb-711,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,CALVIN ROAD,b9759cbf-8e4d-4aee-97e0-38eb7c734d16,-71.1546064446785,42.369821154761
86,20b-cb-714,,Catchbasin,0,0,,Cover,1,1,-1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,WELLS AVENUE,21237c5e-ffa6-418f-be8c-ff14dfee5461,-71.1572547091679,42.3711983408918
87,20b-cb-715,,Catchbasin,0,0,,Cover,1,1,-1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,MOUNT AUBURN STREET,971dc325-b1eb-424e-a778-b4bf420671df,-71.1573547400658,42.3713236819643
88,20b-cb-717,,Catchbasin,0,0,,Cover,1,1,-1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,WELLS AVENUE,0d7f506b-f92f-4876-b9b3-9420743b7ba3,-71.1567019439789,42.3713271877227
89,20b-cb-718,,Catchbasin,0,0,,Cover,1,1,-1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,ARLINGTON STREET,6bbea28b-bd36-43c4-ba1b-c848ead79889,-71.1566405109276,42.3714584187342
90,20b-cb-719,,Catchbasin,0,0,,Cover,1,1,-1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,WELLS AVENUE,39e2ab4f-9e31-4f15-b3ec-17d0bf2205ce,-71.156417906274,42.3711363411669
91,20b-cb-720,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,MERRIFIELD AVENUE,515d3807-c5aa-4d43-861e-c63c2fd151be,-71.1570132145321,42.3702262826685
92,20b-cb-723,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,MERRIFIELD AVENUE,f4980a16-f1d5-4d2b-8c9c-fb3f675d3398,-71.1570416530435,42.3703558057387
93,20c-cb-725,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20c,ELTON AVENUE,1530ff58-7786-4194-bade-55beecf53aba,-71.1583752154049,42.3687714151837
94,20c-cb-727,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20c,MELENDY AVENUE,3c38ab0b-e58c-45d6-b599-ab453d2471e2,-71.1601760788544,42.3673802994026
95,20c-cb-731,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20c,OAK STREET,ccfcf788-8047-4fc5-b35b-02a554af2711,-71.1607689636883,42.3667576007233
96,18-cb-734,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,18,CYPRESS STREET,8cb16b4e-8625-49ce-a09f-03e3b7965a48,-71.1652323290295,42.3654431134097
97,18-cb-736,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,18,CYPRESS STREET,5964e542-68cc-4fb1-8562-9e7c778d9e70,-71.165233510947,42.3655283152497
98,18-cb-738,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,18,LAUREL STREET,5b2b0e1b-faef-46ec-9c15-b0a62bb7afdc,-71.1647776683937,42.3661738922227
99,11e-cb-739,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11e,SPRUCE STREET,b8bd8687-527e-4b3e-a534-3642d44dd83e,-71.1714189678745,42.3690032958302
100,11e-cb-740,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11e,SPRUCE STREET,a421cd09-12fc-4aa9-9a47-adddc8111cf0,-71.1713200707002,42.3689642362788
101,11e-cb-741,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11e,LINCOLN STREET,da67e628-995c-4e81-ac42-73ea2df69bb3,-71.1722840849381,42.3687531389585
102,11e-cb-742,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,11e,LINCOLN STREET,b04c4b0c-d713-475a-a0f0-26053688ff74,-71.172067793537,42.3691774139145
103,11e-cb-743,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,18a,LINCOLN STREET,f9dfc021-1dbc-4ff4-b128-750c4e0688ee,-71.1720405032488,42.3692247540257
104,20c-cb-749,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20c,NICHOLS AVENUE,b5a7290e-e7db-4fab-806d-4bcaf1c503c2,-71.1588937815307,42.3678045943302
105,20c-cb-750,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20c,NICHOLS AVENUE,4c70e604-ca5a-41a0-a5fb-a7b8a7cc092c,-71.1587092064803,42.3677647836325
106,20b-cb-755,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,BIGELOW AVENUE,5937c029-e2ce-4840-9bab-0f3c8eb02677,-71.1575634958787,42.3706166564987
107,20b-cb-756,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20b,MERRIFIELD AVENUE,ddacbc47-2522-4790-8fbe-7d0cf025b46d,-71.1575155338393,42.370496240328
108,20c-cb-757,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20c,BOYLSTON STREET,886dbdfe-108f-40cc-a5bc-fef9c690eda0,-71.1677694471313,42.3678081359853
109,20c-cb-759,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20c,CONCORD ROAD,c443cc12-81a9-4eb0-b393-91001d35a4d3,-71.1679580700363,42.3682909589737
110,20c-cb-761,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20, ,0c8f7c1d-f96b-4d06-bd6e-7baf7cd447a9,-71.1643064927729,42.3643501183789
111,20c-cb-763,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20, ,21b9c4da-4c12-462c-85cf-5984a2bb0c85,-71.1642741077337,42.3645316391475
112,20c-cb-764,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20, ,40c8c46d-80ea-40a1-b611-f1df1e66450f,-71.1639732453402,42.3644229334919
113,20c-cb-766,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20, ,5636dcfa-ec2d-4289-a238-9506387ed539,-71.1638659411109,42.3646365014397
114,20c-cb-767,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20, ,f8f1f0b0-cadd-4fe7-951a-3935de6e1558,-71.1629735075785,42.3644505433454
115,20c-cb-768,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20, ,4a7176de-cbc1-4aef-9c97-6003d2f0a60f,-71.1629912869397,42.3646126871708
116,20-cb-769,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:49 AM,WSE03\GannonR,0,20, ,0f7b3786-fe87-4b4b-84db-fad03d40249c,-71.1650667831837,42.3645794640348
