FID,OBJECTID,ANCILLARYR,ENABLED,SUBTYPEFIE,FACILITYID,SYMBOLROTA,LIFECYCLES,WATERTYPE,INSTALLDAT,SURFACEELE,LASTEDITOR,LASTEDITDA,COMMENTS,OWNER,ARCFMID,HISTORICAL,FRAMEMATER,ACCESSMATE,WALLMATERI,GRATETYPE,DEPTH,INVERTELEV,ADDRESS,COATINGTYP,HOODED,CURBINLET,NORMENABLE,SOURCE1,LastCleanD,DEEP,x,y
6756,3207,0,1,1,D41CBN5102,47,IS,STORM,5/13/98 0:00,999,GTS,10/26/11 0:00,NEEDS VACTOR,CDPW, , ,STL,STL, ,F,0,999, ,UNK,1,0,0,ORCH-REC-05A,,Y,-71.11990523,42.39111573
6757,3194,0,1,1,D41CBN5201,47,IS,STORM,5/13/98 0:00,999,GTS,6/20/11 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,1,0,0,ORCH-REC-05A,4/21/11 0:00,Y,-71.11980355,42.39103988
6758,1748,0,1,1,D41CBN4655,48,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004941, , , , ,D,0,999,2166 MASS AVE,UNK,1,1,0, ,4/19/11 0:00,Y,-71.12487825,42.39248103
6759,1528,0,1,1,D41CBN2664,48,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00,REPAIR,CDPW,SCB000005114, , , , ,D,0,999,2175 MASS AVE.,UNK,0,1,0, ,4/19/11 0:00,Y,-71.12470357,42.39262362
6760,6504,0,1,1,D41CBN4649,48,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00,REPAIR,CDPW,SCB000004938, , , , ,D,0,999,2222 MASS AVE,UNK,1,1,0, ,4/19/11 0:00,Y,-71.12609685,42.39356871
6761,1534,0,1,1,D41CBN4648,48,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000005120, , , , ,F,0,999,2225 MASS AVE.,UNK,1,1,0, ,4/21/11 0:00,Y,-71.12603657,42.39379578
6762,5986,0,1,1,D41CBN4510,48,IS,STORM,1/31/02 0:00,999,GTS,6/20/11 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,1,0,0,LAND PROJECTS: DOVER/DAY,4/21/11 0:00,N,-71.12523654,42.39458332
6763,6053,0,1,1,D41CBN4643,48,IS,STORM,1/1/1753 12:00:00 AM,999, ,6/20/11 0:00, ,CDPW,SCB000004976, , , , ,F,0,999,2286 MASS AVE,UNK,1,0,0, ,4/19/11 0:00,Y,-71.12740512,42.39473693
6764,170,0,1,1,D41CBN4634,48,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004554, , , , ,D,0,999,2343 MASS AVE,UNK,1,1,0, ,4/21/11 0:00,Y,-71.12873049,42.39619252
6765,1227,0,1,1,D41CBN7078,48,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000005127, , , , ,D,0,999,2285 MASS AVE.,UNK,1,1,0,19-Aug,4/21/11 0:00,Y,-71.12748382,42.39508949
6766,13863,0,0,1,D41CBN9959,40, ,STORM,,0,GTS,6/20/11 0:00, ,CDPW, , , , , , ,0,0, , ,0,0,0, ,,Y,-71.12975198,42.39988676
6767,6105,0,1,1,D41CBN9958,40,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW, , ,STL,STL, ,D,0,999, ,UNK,1,0,0, ,4/21/11 0:00,Y,-71.12993388,42.39961702
6768,11580,0,1,3,D41CBN9875,40,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004607, , , , ,D,0,999,28 SEVEN PINES,UNK,1,1,0, ,4/21/11 0:00, ,-71.12950537,42.39926537
6769,840,0,1,1,D41CBN2517,50,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004628, , , , ,D,0,999,2465 MASS AVE,UNK,1,1,0, ,6/15/11 0:00,Y,-71.1316928,42.39874852
6770,3204,0,1,1,D41CBN2515,40,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004629, , , , ,F,0,999,2495 MASS AVE,UNK,1,1,0, ,6/15/11 0:00,Y,-71.13229215,42.39921413
6771,3203,0,1,1,D41CBN2514,40,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004630, , , , ,D,0,999,2501 MASS AVE,UNK,1,1,0, ,6/15/11 0:00,Y,-71.13253996,42.39939589
6772,3767,0,1,1,D41CBN2501,30,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004411, , , , ,F,0,999,MOBIL STATION MASSAVE AND ARLG,UNK,1,0,0, ,6/15/11 0:00,N,-71.13568048,42.40090424
6773,13864,0,0,1,D41CBN2495,30, ,STORM,,0,GTS,, ,CDPW, , , , , , ,0,0, , ,1,0,0, ,6/15/11 0:00,Y,-71.13477023,42.40049615
6774,1408,0,1,1,D41CBN2504,30,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004412, , , , ,D,0,999,2561 MASS AVE.,UNK,1,1,0, ,6/15/11 0:00,Y,-71.13429602,42.40029486
6775,3202,0,1,1,D41CBN2506,30,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004407, , , , ,D,0,999,2535 MASS AVE,UNK,1,0,0, ,6/15/11 0:00,Y,-71.13364702,42.40001581
6776,5602,0,1,3,D41CBN2512,30,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004401, , , , ,D,0,999,MASS AVE AT CHURCHILL,UNK,1,1,0,2525 Mass Ave Site Plan 19981029,6/15/11 0:00, ,-71.13328573,42.39983821
6777,1466,0,1,1,D41CBN9975,50,IS,STORM,1/1/1753 12:00:00 AM,24.01,GTS,6/20/11 0:00, ,CDPW,SCB000004402, , , , ,F,0,999,CHURCHILL AVE,UNK,1,1,0,50 Churchill C-L2 6/24/71,6/15/11 0:00,Y,-71.13252526,42.40047253
6778,5648,0,1,1,D41CBN9976,40,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,1,0,0, ,6/15/11 0:00,Y,-71.132349,42.40049627
6779,5783,0,1,1,D41CBN9946,31,IS,STORM,1/1/1753 12:00:00 AM,24.25,GTS,6/20/11 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,1,0,0,50 Churchill C-L2 6/24/71,6/15/11 0:00,Y,-71.1323274,42.40061963
6780,11346,0,1,3,D41CBN2110,0,IS,STORM,11/19/75 0:00,999,GTS,6/20/11 0:00, ,CDPW,SCB000004579, ,CI,CI,BRK,D,0,999,ACROSS FROM 40 HARVEY ST,UNK,1,1,0,PHASE2CONTRACT2SHEET3B,6/15/11 0:00, ,-71.13166199,42.39727635
6781,11347,0,1,3,D41CBN2111,0,IS,STORM,11/19/75 0:00,999,GTS,6/20/11 0:00, ,CDPW,SCB000004580, ,CI,CI,BRK,D,0,999,40 HARVEY ST,UNK,1,1,0,PHASE2CONTRACT2SHEET3B,6/15/11 0:00, ,-71.13166324,42.39722753
6782,11492,0,1,3,D41CBN9710,60,IS,STORM,11/19/75 0:00,999,GTS,6/20/11 0:00, ,CDPW,SCB000004572, ,CI,CI,BRK,D,0,999,134 REED ST AT HARVEY,UNK,1,1,0,PHASE2CONTRACT2SHEET3,6/15/11 0:00, ,-71.13226661,42.39725989
6783,5892,0,1,1,D41CBN9716,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW, , ,STL,STL, ,D,0,999, ,UNK,1,0,0, ,6/15/11 0:00,Y,-71.13219781,42.39774592
6784,6039,0,1,1,D39CBN1721,0,IS,STORM,11/19/75 0:00,999,GTS,6/20/11 0:00, ,CDPW,SCB000004577, ,UNK,UNK,UNK,D,0,999,LEFT OF 114 HARVEY ST,UNK,1,1,0,PHASE2CONTRACT2SHEET2,6/15/11 0:00,Y,-71.13364229,42.39734998
6785,6090,0,1,1,D41CBN9720,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004578, , , , ,D,0,999,80 HARVEY ST,UNK,1,1,0, ,6/15/11 0:00,Y,-71.13287386,42.39730347
6786,6126,0,1,1,D39CBN1716,0,IS,STORM,11/19/75 0:00,999,GTS,6/20/11 0:00, ,CDPW,SCB000004575, ,UNK,UNK,UNK,D,0,999,OPPOSITE 126 HARVEY ST,UNK,1,0,0,PHASE2CONTRACT2SHEET2,6/15/11 0:00,Y,-71.13420441,42.39743686
6787,3056,0,1,1,D41CBN2109,0,IS,STORM,11/19/75 0:00,999,GTS,6/20/11 0:00, ,CDPW,SCB000004582, ,UNK,UNK,UNK,D,0,999,13 HARRINGTON RD,UNK,1,0,0,PHASE2CONTRACT2SHEET3B,6/15/11 0:00,Y,-71.13149994,42.39657082
6788,5942,0,1,1,D41CBN9717,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW, , ,STL,STL, ,D,0,999, ,UNK,1,0,0, ,6/15/11 0:00,Y,-71.13213068,42.39774107
6789,6021,0,1,1,D41CBN9721,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,1,0,0, ,6/15/11 0:00,Y,-71.13317924,42.39732199
6790,6063,0,1,1,D41CBN9715,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004573, , , , ,D,0,999,WESTLEY AVE AT 61 REED ST,UNK,1,1,0, ,6/15/11 0:00,Y,-71.13223712,42.39733885
6791,5870,0,1,1,D39CBN1706,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004538, , , , ,D,0,999,109 CLAY ST,UNK,1,0,0, ,6/16/11 0:00,Y,-71.13421344,42.39657402
6792,6011,0,1,1,D39CBN1312,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004532, , , , ,D,0,999,CORNER OF DUDLEY AND CLAY ST,UNK,1,0,0, ,6/16/11 0:00,Y,-71.13418293,42.39566594
6793,3647,0,1,1,D39CBN1132,0,IS,STORM,11/19/75 0:00,999,GTS,6/20/11 0:00, ,CDPW,SCB000004549, ,CI,CI,CBLK,D,0,999,ACROSSFROM CORNER OF 216 HARVY,UNK,1,1,0,PHASE2CONTRACT2SHEET2,6/16/11 0:00,Y,-71.13641914,42.3975771
6794,11577,0,1,3,D39CBN1416,0,IS,STORM,11/19/75 0:00,25.84,GTS,6/20/11 0:00, ,CDPW,SCB000004537, ,CI,CI,CBLK,D,0,999,163 HARVEY ST,UNK,1,1,0,PHASE2CONTRACT2SHEET2,6/15/11 0:00, ,-71.13522411,42.39750029
6795,6005,0,1,1,D39CBN1417,0,IS,STORM,11/19/75 0:00,25.28,GTS,6/20/11 0:00, ,CDPW,SCB000004529, ,CI,CI,CBLK,D,0,17.5,IN FRONT OF 163 HARVEY ST.,UNK,1,1,0,PHASE2CONTRACT2SHEET2,6/16/11 0:00,Y,-71.13524873,42.39745077
6796,6038,0,1,1,D39CBN1403,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004535, , , , ,F,0,999,109 JACKSON ST,UNK,1,0,0, ,6/16/11 0:00,Y,-71.13525002,42.3964864
6797,6093,0,1,1,D39CBN1404,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004528, , , , ,F,0,999,108 JACKSON ST.,UNK,1,0,0, ,6/16/11 0:00,Y,-71.13534139,42.39648702
6798,5879,0,1,1,D39CBN1402,0,IS,STORM,11/12/09 0:00,999,GTS,6/20/11 0:00, ,CDPW, , , , , , ,0,999,84 JACKSON ST,UNK,1,1,0,REMEDIAL FY11,6/16/11 0:00,N,-71.13531459,42.39578673
6799,5936,0,1,1,D39CBN1117,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004545, , , , ,D,0,999,81 CLIFTON ST,UNK,1,0,0,CH 90 CONTRACT 5 CLIFTON AT DUDLEY .DWG,6/16/11 0:00,Y,-71.13625982,42.39575191
6800,5984,0,1,1,D39CBN1114,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004543, , , , ,D,0,999,67 CLIFTON ST.,UNK,1,1,0, ,6/16/11 0:00,Y,-71.1362539,42.39562879
6801,7305,0,1,1,D39CBN1115,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW,SCB000004543, , , , ,D,0,999,67 CLIFTON ST.,UNK,1,1,0, ,6/16/11 0:00,Y,-71.13634375,42.39562806
6802,9946,0,1,1,D39CBN1120,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW, , , , , ,CAS,0,999, ,UNK,1,0,0,FIELD CHECK,6/16/11 0:00,Y,-71.136211,42.39565704
6803,9947,0,1,1,D39CBN1121,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00, ,CDPW, , , , , ,CAS,0,999, ,UNK,1,0,0,FIELD CHECK,6/16/11 0:00,Y,-71.13621386,42.39572133
6804,6300,0,1,1,D31CBN3907,60,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/20/11 0:00,REPAIR,CDPW,SCB000000985, , , , ,D,0,999,CHAUNCY,UNK,1,0,0,29 Garden St SitePlan 20020617,5/20/11 0:00,Y,-71.12354126,42.3792889
6805,6139,0,1,1,D31CBN3815,57,IS,STORM,7/25/80 0:00,999,GTS,6/20/11 0:00,REPAIR,CDPW,SCB000000831, ,UNK,UNK,UNK,D,999,999,CHAUNCY AND GARDEN,UNK,1,1,0,PHASE5CONTRACT1SHEET2,6/25/10 0:00,Y,-71.12429586,42.37903201
6806,13865,0,0,1,D31CBN3812,40, ,STORM,,0,GTS,6/20/11 0:00, ,CDPW, , , , , , ,0,0, , ,1,0,0, ,4/25/11 0:00,Y,-71.12439871,42.37890463
6807,6199,0,1,1,D31CBN3816,57,IS,STORM,7/25/80 0:00,999,GTS,6/20/11 0:00, ,CDPW,SCB000000829, ,UNK,UNK,UNK,F,999,999,29 GARDEN,UNK,1,0,0,PHASE5CONTRACT1SHEET2,4/25/11 0:00,Y,-71.1240717,42.37894292
6808,6325,0,1,1,D29CBN1515,70,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/15/11 0:00, ,CDPW, , ,STL,STL, ,D,0,999, ,UNK,1,0,0,FOLLEN STREET ASBUILT,4/25/11 0:00,Y,-71.12325599,42.37824811
6809,6359,0,1,1,D29CBN1514,40,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/15/11 0:00, ,CDPW, , ,STL,STL, ,D,0,999, ,UNK,1,0,0,FOLLEN STREET ASBUILT,4/25/11 0:00,Y,-71.12334056,42.3780956
6810,6366,0,1,1,D29CBN1517,70,IS,STORM,6/1/94 0:00,999,GTS,6/15/11 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,1,0,0,CMH Cont 93-1 Follen Street,4/25/11 0:00,Y,-71.12252651,42.37845499
6812,3121,0,1,1,D31CBN4641,57,IS,STORM,7/25/80 0:00,999,GTS,6/15/11 0:00, ,CDPW,SCB000000933, ,UNK,UNK,UNK,D,999,999,48 SHEPARD ST,UNK,1,0,0,PHASE5CONTRACT1SHEET5,4/25/11 0:00,N,-71.12370922,42.3807333
6813,6201,0,1,1,D31CBN4416,70,IS,STORM,7/25/80 0:00,999,GTS,10/26/11 0:00,NEEDS VACTOR,CDPW,SCB000000926, ,CI,CI,BRK,D,999,999,44 WALKER ST,UNK,1,1,0,PHASE5CONTRACT1SHEET4,6/17/11 0:00,Y,-71.12299833,42.38016746
6815,6264,0,1,1,D38CBN4325,35,IS,STORM,4/14/08 0:00,999,GTS,10/5/10 0:00, ,CDPW,SCB000004831, , , , ,F,0,999,19 VASSAL LN,UNK,0,1,0,REMEDIAL 2004,9/28/10 0:00, ,-71.13475355,42.3818484
6818,1563,0,1,1,D38CBN6105,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000004828, , , , ,D,0,999,85 WALDEN ST,UNK,0,1,0, ,8/24/10 0:00, ,-71.1356262,42.38251093
6820,443,0,1,3,D32CBN6111,45,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000002715, ,STL,STL, ,OTH,0,999,HIGHLGND AND APPLETON,UNK,0,0,0,SEW 10-06,7/27/10 0:00, ,-71.13390874,42.37917484
6822,5727,0,1,1,D26CBN2000,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/22/10 0:00, ,CDPW,SCB000004209, , , , ,F,0,999, ,UNK,0,0,0,1 Brattle Sq SitePlan 19871117,, ,-71.12161205,42.37298813
6824,5671,0,1,1,D26CBN2014,48,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,8/10/11 0:00, ,CDPW,SCB000004206, , , , ,F,0,999, ,UNK,0,0,0,1 Brattle Sq Sewer Asbuilt 19910905,, ,-71.12109239,42.37320578
6826,16662,0,1,1,D26CBN2013,48,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,8/10/11 0:00, ,CDPW,SCB000004206, , , , , ,0,999, ,UNK,0,0,0,1 Brattle Sq Sewer Asbuilt 19910905,, ,-71.1211834,42.37316261
6827,11669,0,1,1,D46CBN2027,0,IS,STORM,,0,GTS,12/21/10 0:00, ,CDPW, , ,STL,STL, ,OTH,0,0, ,UNK,0,0,1,Discovery Park Asbuilt 20110118,, ,-71.14951567,42.39830236
6828,5774,0,1,1,D26CBN2010,45,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,8/10/11 0:00, ,CDPW,SCB000004207, , , , ,F,0,999, ,UNK,0,0,0,1 Brattle Sq Sewer Asbuilt 19910905,, ,-71.12134177,42.37306309
6829,11671,0,1,1,D46CBN2032,0,IS,STORM,,0,GTS,12/21/10 0:00, ,CDPW, , ,STL,STL, ,OTH,0,0, ,UNK,0,0,1,Discovery Park Asbuilt 20110118,, ,-71.14939043,42.39818413
6831,11662,0,1,1,D46CBN2012,80,IS,STORM,,0,GTS,12/21/10 0:00, ,CDPW, , ,STL,STL, ,OTH,0,0, ,UNK,0,0,1,Discovery Park Asbuilt 20110118,, ,-71.15040127,42.39829554
6832,11668,0,1,1,D46CBN2024,25,IS,STORM,,0,GTS,12/21/10 0:00, ,CDPW, , ,STL,STL, ,OTH,0,0, ,UNK,0,0,1,Discovery Park Asbuilt 20110118,, ,-71.14913263,42.39890215
6833,11674,0,1,1,D46CBN2110,0,IS,STORM,,0,GTS,12/21/10 0:00, ,CDPW, , ,STL,STL, ,OTH,0,0, ,UNK,0,0,1,Discovery Park Asbuilt 20110118,, ,-71.14861347,42.39850235
6862,565,0,1,1,D10CBN0344,64,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,5/2/02 0:00, ,CDPW,SCB000002082, , , , ,F,0,999,428 MEM DR,UNK,0,0,0, ,, ,-71.09892692,42.35546024
6863,566,0,1,1,D10CBN0340,64,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,5/2/02 0:00, ,CDPW,SCB000002083, , , , ,F,0,999,428 MEM DR,UNK,0,0,0, ,, ,-71.09877516,42.35550755
6890,5320,0,1,1,D01CBN0161,9,IS,STORM,5/24/76 0:00,999,GTS,10/7/10 0:00,CLAMSHELL OBSTRUCTION - GRATE INSIDE,CDPW, , ,CI,CI,BRK,F,0,999, ,UNK,0,1,0,PHASE3CONTRACT1SHEET2,3/18/10 0:00, ,-71.07800325,42.36569493
6953,4701,0,1,1,D08CBN5068,68,IS,STORM,11/1/99 0:00,20.44,CDM,3/11/05 0:00, ,CDPW, , ,STL,STL, ,OTH,0,17.66, ,UNK,0,0,0,SMASSAVE C-2,, ,-71.09296403,42.35770492
6956,9325,0,1,1,D01CBN1141,10,IS,STORM,,0,GTS,12/13/10 0:00, ,CDPW, , ,STL,STL, ,OTH,0,0, ,UNK,1,0,1,320 Charles Street Site Plan - 2001,12/1/10 0:00, ,-71.08694764,42.36768418
6957,510,0,1,3,D07CBN0752,5,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,11/24/09 0:00, ,CDPW,SCB000001782, ,STL,STL, ,OTH,0,999, ,UNK,0,0,1,CRA Sewer Works Sht 19 - Feb 1980,, ,-71.08614993,42.36559131
6958,509,0,1,3,D07CBN0750,5,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,11/24/09 0:00, ,CDPW,SCB000001781, ,STL,STL, ,OTH,0,999, ,UNK,0,0,1,CRA Sewer Works Sht 19 - Feb 1980,, ,-71.08618935,42.36559545
6959,11811,0,1,3,D33CBN3206,79,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,1/31/11 0:00, ,CDPW,SCB000005742, , , , ,D,0,999, ,UNK,1,0,0,CH 90 CONT 12 CUSHING ST SHT C3,11/24/10 0:00, ,-71.15196218,42.37726851
6960,11812,0,1,1,D33CBN3207,79,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,1/31/11 0:00, ,CDPW,SCB000005742, , , , ,D,0,999, ,UNK,1,0,0,CH 90 CONT 12 CUSHING ST SHT C3,11/24/10 0:00, ,-71.15186044,42.3772364
6961,11632,0,1,1,D33CBN3406,79,IS,STORM,7/29/10 0:00,999,GTS,10/24/11 0:00, ,CDPW,SCB000001594, , , , ,F,0,999,CUSHING RKX LOT,UNK,0,0,0,CH 90 CONT 12 CUSHING ST SHT C1,, ,-71.15208557,42.37812468
6962,11633,0,1,1,D33CBN3407,79,IS,STORM,7/2/10 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000001594, , , , ,F,0,999,CUSHING RKX LOT,UNK,0,0,0,CH 90 CONT 12 CUSHING ST SHT C1,, ,-71.1521775,42.37811039
6963,11813,0,1,1,D33CBN5603,79,IS,STORM,7/29/10 0:00,999,GTS,1/31/11 0:00, ,CDPW,SCB000001586, , , , ,D,0,999,66 CUSHING ST,UNK,0,1,0,CH 90 CONT 12 CUSHING ST SHT C2,, ,-71.15165607,42.37642987
6964,11814,0,1,1,D37CBN1352,15,IS,STORM,,0,GTS,10/26/11 0:00, ,CDPW, , ,STL,STL, ,OTH,0,0, ,UNK,1,0,1,CH 90 CONT 12 HUBBARD AVE SHT H2,6/27/11 0:00,Y,-71.12641265,42.38846961
6965,11815,0,1,1,D19CBN1015,0,IS,STORM,7/2/10 0:00,999,GTS,10/27/11 0:00, ,CDPW,SCB000000166, ,STL,STL, ,OTH,0,999,71PUTNAM,UNK,1,0,1,CH 90 CONT 12 PUTNAM AVE SHT P1,7/14/11 0:00,Y,-71.11357933,42.36785783
6966,6706,0,1,1,D17CBN2806,0,IS,STORM,,0,GTS,10/27/11 0:00, ,CDPW, , ,STL,STL, ,OTH,0,0, ,UNK,1,0,1,FIELD CHECK,8/16/11 0:00,Y,-71.11309182,42.36674485
6967,11817,0,1,1,D17CBN2812,0,IS,STORM,7/2/10 0:00,0,GTS,10/27/11 0:00, ,CDPW, , ,STL,STL, ,OTH,0,0, ,UNK,1,0,1,CH 90 CONT 12 PUTNAM AVE SHT P1,7/14/11 0:00,Y,-71.11359273,42.36711998
6968,1644,0,1,1,D17CBN1824,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000000267, , , , ,D,0,999,MLK SCHOOL ON PUTNAM,UNK,0,1,0,CH 90 CONT 12 PUTNAM AVE SHT P1,8/12/10 0:00, ,-71.11351254,42.36659809
6969,11820,0,1,1,D39CBN1017,75,IS,STORM,7/2/10 0:00,999,GTS,10/26/11 0:00, ,CDPW, , ,STL,STL, ,OTH,0,999, ,UNK,1,0,0,CH 90 CONT 12 RAYMOND ST SHT H1,6/27/11 0:00,Y,-71.12824886,42.38870728
6974,2066,0,1,1,D33CBN2219,75,IS,STORM,7/1/08 0:00,999,GTS,10/27/11 0:00, ,CDPW,SCB000001547, ,UNK,UNK,UNK,D,0,999,275 BLANCHARD,UNK,1,1,0,Blanchard Rd - General Plan 20080701 01,5/26/11 0:00,Y,-71.15980291,42.38653231
6975,11822,0,1,1,BELMONT17,75,IS,STORM,7/1/08 0:00,999,GTS,1/31/11 0:00, ,CDPW,SCB000001547, ,UNK,UNK,UNK,D,0,999,275 BLANCHARD,UNK,0,1,0,Blanchard Rd - General Plan 20080701 01,12/12/08 0:00, ,-71.15985106,42.38660166
6976,2065,0,1,1,D33CBN2213,75,IS,STORM,9/10/73 0:00,999,GTS,10/27/11 0:00, ,CDPW,SCB000001570, ,CI,CI,CBLK,D,0,999,2 BLANCHARD,UNK,1,1,0,PHASE1CONTRACT2SHEET13,5/26/11 0:00,Y,-71.1584805,42.38671271
6983,1035,0,1,1,D33CBN1907,0,IS,STORM,7/1/08 0:00,999,GTS,10/27/11 0:00, ,CDPW,SCB000001563, , , , ,F,0,999,136 BLANCHARD,UNK,1,1,0,Blanchard Rd - General Plan 20080701 02,5/26/11 0:00,Y,-71.15705827,42.38977021
6986,11824,0,1,1,D33CBN1935,15,IS,STORM,7/1/08 0:00,0,GTS,10/27/11 0:00, ,CDPW, , ,STL,STL, ,DG,0,0, ,UNK,1,0,1,Blanchard Rd - General Plan 20080701 02,,Y,-71.15735154,42.3886115
6987,3081,0,1,1,D39CBN3322,80,IS,STORM,2/17/10 0:00,999,GTS,1/31/11 0:00, ,CDPW,SCB000004967, ,CI,CI,CBLK,D,84,999,52 MIDDLESEX ST,UNK,1,1,0,Ch 90 Cont 12 Middlesex Rd Sht B2,11/18/10 0:00, ,-71.13064471,42.39192467
6988,3080,0,1,1,D39CBN3321,80,IS,STORM,2/17/10 0:00,999,GTS,1/31/11 0:00, ,CDPW,SCB000004966, , , , ,D,0,999,ACROSS 52 MIDDLESEX,UNK,0,0,0,Ch 90 Cont 12 Middlesex Rd Sht B2,9/15/10 0:00, ,-71.13073133,42.39191902
6989,11238,0,1,1,D39CBN3320,80,IS,STORM,2/17/10 0:00,999,GTS,1/31/11 0:00, ,CDPW,SCB000004966, , , , ,D,0,999,ACROSS 52 MIDDLESEX,UNK,0,0,0,Ch 90 Cont 12 Middlesex Rd Sht B2,9/10/10 0:00, ,-71.13072425,42.3918436
6990,11245,0,1,1,D32CBN6561,85,IS,STORM,2/17/10 0:00,999,GTS,1/31/11 0:00, ,CDPW, , ,STL,STL, , ,0,999, ,UNK,0,0,0,Ch 90 Cont 12 Brattle Sht 04,8/27/10 0:00, ,-71.13749002,42.3767466
6991,11825,0,1,3,D32CBN6559,80,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,1/31/11 0:00, ,CDPW, , ,STL,STL, ,D,0,999, ,UNK,0,0,0,Ch 90 Cont 12 Brattle Sht 04,3/11/10 0:00, ,-71.13742187,42.3768581
6992,11826,0,1,3,D32CBN6554,80,IS,STORM,2/17/10 0:00,999,GTS,1/31/11 0:00, ,CDPW,SCB000002783, , , , ,D,0,999,174 BRATTLE,UNK,0,1,0,Ch 90 Cont 12 Brattle Sht 05,8/27/10 0:00, ,-71.13601152,42.37698861
