OBJECTID,FEATURE_TY,SOURCE,TYPE,X_COORD,Y_COORD,EDITDATE,EDITBY,EDITWHY,BMPNOTES,StrucIDnum,PublicOwne,DudeID,Longitude,Latitude
"1170",CBN,,CBN,731418.437500000000000,3014140.000000000000000,,,,,"1151",yes,DStr1151,-71.22086630,42.51862991
"1174",CBN,,CBN,731387.625000000000000,3001265.500000000000000,,,,,"1156",yes,DStr1156,-71.22113680,42.48330318
"1175",CBN,,CBN,731384.750000000000000,3012531.500000000000000,,,,,"1157",yes,DStr1157,-71.22101080,42.51421659
"1176",CBN,,CBN,731383.687500000000000,3001222.749999999534339,,,,,"1158",yes,DStr1158,-71.22115190,42.48318591
"1177",CBN,,CBN,731378.937500000116415,3014011.750000000465661,,,,,"1159",yes,DStr1159,-71.22101440,42.51827835
"1178",CBN,,CBN,731372.312500000000000,3007402.500000000465661,,,,,"1160",yes,DStr1160,-71.22112370,42.50012635
"1179",CBN,,CBN,731368.875000000000000,3012514.750000000000000,,,,,"1162",yes,DStr1162,-71.22106990,42.51417077
"1180",CBN,,CBN,731364.250000000000000,3015042.250000000000000,,,,,"1163",yes,DStr1163,-71.22105640,42.52110611
"1188",CBN,,CBN,731363.875000000000000,3014028.000000000000000,,,,,"1164",yes,DStr1164,-71.22107010,42.51832308
"1189",CBN,,CBN,731362.812500000000000,3012007.999999999534339,,,,,"1165",yes,DStr1165,-71.22109850,42.51278033
"1191",CBN,,CBN,731359.375000000000000,3002502.749999999534339,,,,,"1167",yes,DStr1167,-71.22122650,42.48669841
"1195",CBN,,CBN,731349.937500000000000,3007415.750000000000000,,,,,"1171",yes,DStr1171,-71.22120660,42.50016291
"1196",CBN,,CBN,731349.500000000000000,3010235.500000000000000,,,,,"1172",yes,DStr1172,-71.22116940,42.50791682
"1198",CBN,,CBN,731347.187500000000000,3001290.250000000000000,,,,,"1174",yes,DStr1174,-71.22128640,42.48337146
"1199",CBN,,CBN,731341.187500000000000,3015050.750000000000000,,,,,"1175",yes,DStr1175,-71.22114180,42.52112964
"1200",CBN,,CBN,731336.937500000000000,3007935.000000000000000,,,,,"1176",yes,DStr1176,-71.22124850,42.50158782
"1201",CBN,,CBN,731331.250000000000000,3010214.749999999534339,,,,,"1177",yes,DStr1177,-71.22123730,42.50786005
"1202",CBN,,CBN,731331.187500000000000,3009772.000000000000000,,,,,"1178",yes,DStr1178,-71.22128720,42.50665118
"1203",CBN,,CBN,731331.125000000000000,3003303.999999999534339,,,,,"1179",yes,DStr1179,-71.22132150,42.48889726
"1204",CBN,,CBN,731329.999999999883585,3001351.999999999534339,,,,,"1180",yes,DStr1180,-71.22140540,42.48359394
"1205",CBN,,CBN,731319.625000000000000,3007951.000000000000000,,,,,"1181",yes,DStr1181,-71.22131250,42.50163188
"1208",CBN,,CBN,731308.125000000000000,3003288.750000000000000,,,,,"1184",yes,DStr1184,-71.22140700,42.48885562
"1209",CBN,,CBN,731305.374999999883585,3001296.750000000000000,,,,,"1185",yes,DStr1185,-71.22144130,42.48338967
"1210",CBN,,CBN,731298.875000000000000,3002502.749999999534339,,,,,"1186",yes,DStr1186,-71.22145080,42.48669895
"1212",CBN,,CBN,731295.000000000000000,3015460.750000000000000,,,,,"1188",yes,DStr1188,-71.22130820,42.52225507
"1215",CBN,,CBN,731291.687500000000000,3009839.750000000000000,,,,,"1192",yes,DStr1192,-71.22139390,42.50681057
"1217",CBN,,CBN,731271.875000000000000,3009817.750000000000000,,,,,"1194",yes,DStr1194,-71.22146540,42.50676072
"1219",CBN,,CBN,731263.250000000000000,3015001.750000000000000,,,,,"1196",yes,DStr1196,-71.22143150,42.52099589
"1220",CBN,,CBN,731262.750000000000000,3008503.500000000000000,,,,,"1197",yes,DStr1197,-71.22151670,42.50314842
"1223",CBN,,CBN,731251.687500000000000,3009085.000000000000000,,,,,"1200",yes,DStr1200,-71.22153210,42.50474587
"1225",CBN,,CBN,731247.312500000000000,3001345.750000000000000,,,,,"1202",yes,DStr1202,-71.22165600,42.48352464
"1226",CBN,,CBN,731243.750000000000000,3008518.000000000000000,,,,,"1203",yes,DStr1203,-71.22158700,42.50318838
"1229",CBN,,CBN,731241.500000000000000,3001382.000000000000000,,,,,"1204",yes,DStr1204,-71.22167710,42.48362416
"1233",CBN,,CBN,731231.125000000000000,3001347.500000000000000,,,,,"1208",yes,DStr1208,-71.22166050,42.48350623
"1236",CBN,,CBN,731229.562500000000000,3002790.749999999534339,,,,,"1211",yes,DStr1211,-71.22171080,42.48746870
"1238",CBN,,CBN,731225.187500000000000,3008991.500000000000000,,,,,"1213",yes,DStr1213,-71.22164550,42.50450447
"1241",CBN,,CBN,731218.625000000116415,3015013.499999999534339,,,,,"1216",yes,DStr1216,-71.22159690,42.52102853
"1245",CBN,,CBN,731206.250000000000000,3010340.249999999534339,,,,,"1220",yes,DStr1220,-71.22169940,42.50820553
"1246",CBN,,CBN,731196.312500000000000,3008973.500000000000000,,,,,"1221",yes,DStr1221,-71.22175280,42.50445533
"1247",CBN,,CBN,731190.437500000000000,3011734.500000000000000,,,,round top CBN,"1222",yes,DStr1222,-71.22174120,42.51203141
"1248",CBN,,CBN,731189.062499999883585,3010318.000000000000000,,,,,"1223",yes,DStr1223,-71.22176340,42.50814463
"1249",CBN,,CBN,731171.375000000000000,3008438.250000000000000,,,,,"1225",yes,DStr1225,-71.22185630,42.50297020
"1252",CBN,,CBN,731145.875000000000000,3009005.250000000000000,,,,,"1228",yes,DStr1228,-71.22195530,42.50453077
"1254",CBN,,CBN,731138.937500000116415,3015411.000000000000000,,,,,"1230",yes,DStr1230,-71.22188770,42.52211995
"1258",CBN,,CBN,731119.750000000000000,3013737.250000000465661,,,,,"1234",yes,DStr1234,-71.22197910,42.51752747
"1259",CBN,,CBN,731117.500000000000000,3015430.000000000000000,,,,,"1235",yes,DStr1235,-71.22196700,42.52217228
"1260",CBN,,CBN,731109.500000000000000,3016087.000000000000000,,,,,"1236",yes,DStr1236,-71.22198870,42.52397511
"1261",CBN,,CBN,731106.562500000000000,3016050.500000000000000,,,,,"1238",yes,DStr1238,-71.22200000,42.52387499
"1264",CBN,,CBN,731101.062499999883585,3015445.000000000000000,,,,,"1241",yes,DStr1241,-71.22202780,42.52221359
"1265",CBN,,CBN,731100.125000000000000,3012999.000000000000000,,,,,"1242",yes,DStr1242,-71.22206080,42.51550193
"1266",CBN,,CBN,731093.750000000000000,3015420.500000000000000,,,,,"1243",yes,DStr1243,-71.22205520,42.52214643
"1267",CBN,,CBN,733802.250000000000000,3006007.500000000000000,,,,,"1884",yes,DStr1884,-71.21212600,42.49629302
"1268",CBN,,CBN,733801.687499999883585,3005867.000000000000000,,,,,"1885",yes,DStr1885,-71.21212990,42.49590750
"1269",CBN,,CBN,733800.875000000000000,3005861.499999999534339,,,,,"1886",yes,DStr1886,-71.21213290,42.49589242
"1270",CBN,,CBN,733795.312500000000000,2997132.500000000000000,,,,,"1887",yes,DStr1887,-71.21226270,42.47194038
"1271",CBN,,CBN,733793.750000000000000,2997193.000000000000000,,,,,"1888",yes,DStr1888,-71.21227270,42.47209003
"1272",CBN,,CBN,733791.250000000000000,2997580.000000000000000,,,,,"1889",yes,DStr1889,-71.21227220,42.47316835
"1274",CBN,,CBN,733785.374999999883585,2997168.500000000000000,,,,,"1891",yes,DStr1891,-71.21230280,42.47201945
"1275",CBN,,CBN,733781.250000000000000,3005992.250000000000000,,,,,"1892",yes,DStr1892,-71.21220410,42.49625137
"1279",CBN,,CBN,733777.750000000000000,3018020.249999999534339,,,,,"1896",yes,DStr1896,-71.21206640,42.52925551
"1280",CBN,,CBN,733776.625000000000000,3006140.000000000000000,,,,,"1897",yes,DStr1897,-71.21221940,42.49665684
"1282",CBN,,CBN,733775.562500000000000,2997615.250000000000000,,,,,"1899",yes,DStr1899,-71.21232990,42.47326522
"1283",CBN,,CBN,733769.562500000000000,3004821.750000000000000,,,,,"1900",yes,DStr1900,-71.21226200,42.49303968
"1284",CBN,,CBN,733769.250000000000000,3010804.500000000000000,,,,,"1901",yes,DStr1901,-71.21218830,42.50945605
"1286",CBN,,CBN,733764.000000000000000,3014068.249999999534339,,,,,"1903",yes,DStr1903,-71.21216690,42.51841162
"1288",CBN,,CBN,733763.187500000000000,3006093.250000000000000,,,,,"1905",yes,DStr1905,-71.21226980,42.49652868
"1292",CBN,,CBN,733756.000000000000000,3014042.250000000000000,,,,,"1909",yes,DStr1909,-71.21219690,42.51834035
"1293",CBN,,CBN,733756.000000000000000,3007980.250000000000000,,,,,"1910",yes,DStr1910,-71.21227280,42.50170659
"1294",CBN,,CBN,733755.187500000000000,3007379.250000000000000,,,,,"1911",yes,DStr1911,-71.21228100,42.50003664
"1296",CBN,,CBN,733755.000000000000000,3006144.250000000000000,,,is this still here?,,"1913",yes,DStr1913,-71.21229950,42.49666870
"1297",CBN,,CBN,733754.875000000000000,3018014.250000000000000,,,,,"1914",yes,DStr1914,-71.21215140,42.52923925
"1298",CBN,,CBN,733750.500000000000000,2997521.500000000000000,,,,,"1915",yes,DStr1915,-71.21242400,42.47300820
"1299",CBN,,CBN,733748.437500000000000,3006303.750000000000000,,,,,"1916",yes,DStr1916,-71.21232180,42.49710642
"1300",CBN,,CBN,733748.000000000000000,2998574.500000000000000,,,,,"1917",yes,DStr1917,-71.21242010,42.47589763
"1301",CBN,,CBN,733747.500000000000000,3010817.750000000000000,,,,,"1918",yes,DStr1918,-71.21226880,42.50949261
"1304",CBN,,CBN,733742.687500000000000,3012605.250000000000000,,,,,"1921",yes,DStr1921,-71.21226430,42.51439744
"1305",CBN,,CBN,733742.375000000000000,3004840.250000000000000,,,,,"1922",yes,DStr1922,-71.21236260,42.49309069
"1309",CBN,,CBN,733730.312500000116415,3006275.500000000000000,,,,,"1926",yes,DStr1926,-71.21238940,42.49702907
"1311",CBN,,CBN,733728.875000000000000,3009856.250000000000000,,,,,"1928",yes,DStr1928,-71.21234990,42.50685448
"1312",CBN,,CBN,733728.500000000000000,2997570.750000000000000,,,,,"1929",yes,DStr1929,-71.21250490,42.47314355
"1313",CBN,,CBN,733726.250000000000000,3007976.250000000000000,,,,,"1930",yes,DStr1930,-71.21238320,42.50169589
"1314",CBN,,CBN,733726.250000000000000,3007343.500000000000000,,,,,"1931",yes,DStr1931,-71.21239640,42.49994091
"1316",CBN,,CBN,733721.500000000000000,2996976.250000000000000,,,,,"1933",yes,DStr1933,-71.21254900,42.47149400
"1317",CBN,,CBN,733720.125000000000000,3012619.000000000000000,,,,,"1934",yes,DStr1934,-71.21234780,42.51443538
"1318",CBN,,CBN,733717.812500000000000,3007365.750000000000000,,,,,"1935",yes,DStr1935,-71.21242690,42.50000237
"1319",CBN,,CBN,733716.937500000000000,3006442.500000000465661,,,,,"1936",yes,DStr1936,-71.21243690,42.49748744
"1321",CBN,,CBN,733711.812500000000000,2996947.500000000000000,,,,,"1939",yes,DStr1939,-71.21257810,42.47142114
"1322",CBN,,CBN,733709.187500000000000,3004910.000000000000000,,,,,"1940",yes,DStr1940,-71.21248480,42.49328239
"1323",CBN,,CBN,733705.374999999883585,3018271.500000000000000,,,,,"1941",yes,DStr1941,-71.21233180,42.52994559
"1325",CBN,,CBN,733694.562500000000000,3016005.499999999534339,,,,,"1943",yes,DStr1943,-71.21237580,42.52373551
"1326",CBN,,CBN,733693.500000000000000,3018297.500000000000000,,,,,"1944",yes,DStr1944,-71.21237550,42.53001704
"1328",CBN,,CBN,733686.250000000000000,3016194.250000000000000,,,,,"1946",yes,DStr1946,-71.21242870,42.52424594
"1329",CBN,,CBN,733678.625000000116415,3004931.500000000000000,,,,,"1947",yes,DStr1947,-71.21259780,42.49334167
"1331",CBN,,CBN,733678.000000000116415,3015488.750000000000000,,,,,"1949",yes,DStr1949,-71.21246820,42.52231017
"1333",CBN,,CBN,733671.375000000000000,3002483.750000000000000,,,,,"1951",yes,DStr1951,-71.21265530,42.48662520
"1334",CBN,,CBN,733670.875000000000000,3014523.000000000000000,,,,,"1952",yes,DStr1952,-71.21250670,42.51966029
"1335",CBN,,CBN,733669.500000000000000,3006550.500000000000000,,,,,"1953",yes,DStr1953,-71.21261150,42.49778422
"1337",CBN,,CBN,733659.937500000000000,3009927.750000000000000,,,,,"1956",yes,DStr1956,-71.21260470,42.50705131
"1339",CBN,,CBN,733657.250000000000000,3003663.500000000000000,,,,,"1958",yes,DStr1958,-71.21269290,42.48986252
"1340",CBN,,CBN,733656.125000000000000,3007600.250000000000000,,,,,"1959",yes,DStr1959,-71.21264790,42.50066481
"1341",CBN,,CBN,733655.312500000000000,3006532.500000000000000,,,,,"1960",yes,DStr1960,-71.21266430,42.49773496
"1342",CBN,,CBN,733654.937500000116415,3002508.250000000000000,,,,,"1961",yes,DStr1961,-71.21271590,42.48669258
"1343",CBN,,CBN,733651.937500000000000,3014107.750000000465661,,,,,"1962",yes,DStr1962,-71.21258210,42.51852105
"1344",CBN,,CBN,733651.250000000000000,3018245.750000000000000,,,,,"1963",yes,DStr1963,-71.21253290,42.52987543
"1347",CBN,,CBN,733649.062499999883585,3016181.750000000000000,,,,,"1965",yes,DStr1965,-71.21256680,42.52421199
"1348",CBN,,CBN,733647.562500000000000,2998553.250000000465661,,,,,"1966",yes,DStr1966,-71.21279260,42.47584025
"1350",CBN,,CBN,733633.187500000000000,3007568.750000000000000,,,,,"1970",yes,DStr1970,-71.21273340,42.50057859
"1351",CBN,,CBN,733631.687500000000000,3017722.250000000000000,,,,,"1972",yes,DStr1972,-71.21261200,42.52843917
"1352",CBN,,CBN,733631.625000000000000,3017156.500000000000000,,,,,"1973",yes,DStr1973,-71.21261930,42.52688679
"1353",CBN,,CBN,733630.625000000116415,3004454.000000000000000,,,,,"1974",yes,DStr1974,-71.21278180,42.49203187
"1354",CBN,,CBN,733630.062500000000000,3007596.500000000000000,,,,,"1975",yes,DStr1975,-71.21274460,42.50065476
"1355",CBN,,CBN,733629.875000000000000,3002207.250000000000000,,,,,"1976",yes,DStr1976,-71.21278070,42.48586894
"1356",CBN,,CBN,733628.437500000000000,3003653.750000000000000,,,,,"1977",yes,DStr1977,-71.21279990,42.48983604
"1360",CBN,,CBN,733614.937500000116415,3017200.750000000000000,,,,,"1982",yes,DStr1982,-71.21268070,42.52700837
"1361",CBN,,CBN,733612.187500000000000,3017677.750000000000000,,,,,"1983",yes,DStr1983,-71.21268490,42.52831724
"1362",CBN,,CBN,733611.562500000000000,3012449.000000000000000,,,,,"1984",yes,DStr1984,-71.21275260,42.51396992
"1365",CBN,,CBN,733604.125000000000000,3018422.250000000000000,,,,,"1987",yes,DStr1987,-71.21270550,42.53036017
"1366",CBN,,CBN,733603.250000000000000,3017731.000000000000000,,,,,"1988",yes,DStr1988,-71.21271740,42.52846344
"1368",CBN,,CBN,733601.999999999883585,3012435.250000000000000,,,,,"1990",yes,DStr1990,-71.21278820,42.51393227
"1369",CBN,,CBN,733599.875000000000000,3016117.250000000000000,,,,,"1991",yes,DStr1991,-71.21275010,42.52403546
"1371",CBN,,CBN,733596.125000000000000,3015578.000000000000000,,,,,"1993",yes,DStr1993,-71.21277080,42.52255583
"1373",CBN,,CBN,733583.812500000000000,3005334.000000000000000,,,,,"1995",yes,DStr1995,-71.21294440,42.49444699
"1374",CBN,,CBN,733581.687499999883585,3017513.500000000000000,,,,,"1996",yes,DStr1996,-71.21280010,42.52786684
"1375",CBN,,CBN,733581.562500000000000,3015553.750000000000000,,,,,"1997",yes,DStr1997,-71.21282510,42.52248942
"1376",CBN,,CBN,733578.125000000000000,3016740.249999999534339,,,,,"1998",yes,DStr1998,-71.21282300,42.52574513
"1377",CBN,,CBN,733577.187500000000000,3018411.250000000000000,,,,,"1999",yes,DStr1999,-71.21280560,42.53033024
"1378",CBN,,CBN,733577.187500000000000,2998057.750000000000000,,,,,"2000",yes,DStr2000,-71.21305970,42.47448126
"1381",CBN,,CBN,733574.687500000000000,3016703.750000000000000,,,,,"2003",yes,DStr2003,-71.21283620,42.52564501
"1382",CBN,,CBN,733573.687499999883585,3010549.499999999534339,,,,,"2004",yes,DStr2004,-71.21291680,42.50875815
"1387",CBN,,CBN,733567.500000000000000,3005352.750000000000000,,,,,"2006",yes,DStr2006,-71.21300460,42.49449859
"1392",CBN,,CBN,733560.937500000000000,3002167.500000000000000,,,,,"2011",yes,DStr2011,-71.21307550,42.48574667
"1394",CBN,,CBN,733559.062500000000000,3017516.000000000000000,,,,,"2014",yes,DStr2014,-71.21288400,42.52787391
"1395",CBN,,CBN,733556.687500000000000,2998102.749999999534339,,,,,"2015",yes,DStr2015,-71.21313510,42.47460493
"1396",CBN,,CBN,733554.062500000000000,2996508.000000000000000,,,,,"2016",yes,DStr2016,-71.21316930,42.47020941
"1397",CBN,,CBN,733552.375000000000000,3010562.500000000000000,,,,,"2017",yes,DStr2017,-71.21299570,42.50879402
"1398",CBN,,CBN,733552.125000000000000,2997154.500000000000000,,,,,"2018",yes,DStr2018,-71.21316380,42.47200300
"1399",CBN,,CBN,733551.062500000000000,3016691.000000000000000,,,,,"2019",yes,DStr2019,-71.21292400,42.52561024
"1400",CBN,,CBN,733547.625000000000000,2996478.000000000000000,,,,,"2020",yes,DStr2020,-71.21319350,42.47013120
"1402",CBN,,CBN,733539.250000000000000,3016122.750000000000000,,,,,"2022",yes,DStr2022,-71.21297490,42.52405111
"1403",CBN,,CBN,733538.187500000000000,2997073.000000000000000,,,,,"2023",yes,DStr2023,-71.21321650,42.47177949
"1404",CBN,,CBN,733537.999999999883585,3011633.000000000000000,,,,,"2024",yes,DStr2024,-71.21303560,42.51173154
"1405",CBN,,CBN,733537.000000000000000,3004445.750000000000000,,,,,"2025",yes,DStr2025,-71.21312900,42.49201010
"1406",CBN,,CBN,733536.625000000000000,3017266.000000000000000,,,,,"2026",yes,DStr2026,-71.21297040,42.52718813
"1408",CBN,,CBN,733529.687499999883585,2997175.000000000000000,,,,,"2028",yes,DStr2028,-71.21324670,42.47205946
"1410",CBN,,CBN,733528.312500000000000,3017216.250000000000000,,,,,"2030",yes,DStr2030,-71.21300190,42.52705170
"1412",CBN,,CBN,733521.875000000000000,2998031.500000000000000,,,,,"2033",yes,DStr2033,-71.21326500,42.47440974
"1414",CBN,,CBN,733519.750000000000000,3007938.750000000000000,,,,,"2035",yes,DStr2035,-71.21314940,42.50159490
"1415",CBN,,CBN,733514.125000000000000,3010328.500000000000000,,,,,"2036",yes,DStr2036,-71.21314050,42.50815229
"1417",CBN,,CBN,733507.812500000000000,3010214.250000000000000,,,,,"2038",yes,DStr2038,-71.21316530,42.50783885
"1422",CBN,,CBN,734175.250000000000000,3010121.000000000000000,,,,,"2043",yes,DStr2043,-71.21069120,42.50757679
"1428",CBN,,CBN,734171.437500000000000,3012830.000000000000000,,,,,"2046",yes,DStr2046,-71.21067120,42.51501016
"1430",CBN,,CBN,734166.875000000000000,3012822.250000000000000,,,,,"2048",yes,DStr2048,-71.21068830,42.51498894
"1432",CBN,,CBN,734162.937500000116415,3014514.000000000000000,,,,,"2050",yes,DStr2050,-71.21068850,42.51961615
"1433",CBN,,CBN,734162.375000000000000,3010625.000000000000000,,,,,"2051",yes,DStr2051,-71.21073260,42.50895986
"1434",CBN,,CBN,734161.500000000000000,3015399.250000000000000,,,,,"2052",yes,DStr2052,-71.21067580,42.52206010
"1435",CBN,,CBN,734160.187500000000000,3014487.750000000000000,,,,,"2053",yes,DStr2053,-71.21069900,42.51954415
"1437",CBN,,CBN,734157.625000000000000,3012806.500000000000000,,,,,"2055",yes,DStr2055,-71.21072280,42.51494580
"1438",CBN,,CBN,734155.687500000000000,3011838.750000000000000,,,,,"2056",yes,DStr2056,-71.21074210,42.51229038
"1440",CBN,,CBN,734147.937500000000000,3002793.750000000000000,,,,,"2058",yes,DStr2058,-71.21088460,42.48747141
"1441",CBN,,CBN,734146.187500000000000,3009629.750000000000000,,,,,"2059",yes,DStr2059,-71.21080520,42.50622910
"1442",CBN,,CBN,734145.937500000000000,2996892.000000000000000,,,,,"2060",yes,DStr2060,-71.21096620,42.47127720
"1443",CBN,,CBN,734144.812500000000000,3019797.250000000000000,,,,,"2061",yes,DStr2061,-71.21068230,42.53412805
"1444",CBN,,CBN,734135.437500000000000,3009597.250000000000000,,,,,"2062",yes,DStr2062,-71.21084540,42.50614002
"1447",CBN,,CBN,734129.374999999883585,3013684.750000000000000,,,,,"2065",yes,DStr2065,-71.21081650,42.51735593
"1450",CBN,,CBN,734121.937500000000000,3007847.750000000000000,,,,,"2068",yes,DStr2068,-71.21091750,42.50133962
"1451",CBN,,CBN,734121.625000000000000,3002825.000000000000000,,,,,"2069",yes,DStr2069,-71.21098180,42.48755740
"1457",CBN,,CBN,734104.187500000000000,3009483.500000000000000,,,,,"2075",yes,DStr2075,-71.21096280,42.50582819
"1458",CBN,,CBN,734089.312500000000000,3019734.000000000000000,,,,,"2076",yes,DStr2076,-71.21088900,42.53395501
"1459",CBN,,CBN,734085.125000000000000,3009499.500000000000000,,,,,"2077",yes,DStr2077,-71.21103330,42.50587227
"1460",CBN,,CBN,734082.500000000000000,3013725.250000000000000,,,,,"2078",yes,DStr2078,-71.21098990,42.51746749
"1461",CBN,,CBN,734065.062499999883585,3010218.750000000000000,,,,,"2079",yes,DStr2079,-71.21109860,42.50784604
"1463",CBN,,CBN,734064.125000000000000,3019562.750000000000000,,,,,"2081",yes,DStr2081,-71.21098460,42.53348535
"1465",CBN,,CBN,734062.625000000116415,3016418.000000000000000,,,,,"2083",yes,DStr2083,-71.21102970,42.52485640
"1466",CBN,,CBN,734061.250000000000000,3013872.500000000000000,,,,,"2084",yes,DStr2084,-71.21106680,42.51787174
"1468",CBN,,CBN,734054.937500000116415,3010410.250000000000000,,,,,"2086",yes,DStr2086,-71.21113380,42.50837160
"1469",CBN,,CBN,734053.437500000000000,3005760.250000000000000,,,,,"2088",yes,DStr2088,-71.21116710,42.49562825
"1470",CBN,,CBN,734051.375000000000000,3016396.500000000000000,,,,,"2089",yes,DStr2089,-71.21107170,42.52479751
"1471",CBN,,CBN,734050.437500000000000,3010197.499999999534339,,,,,"2090",yes,DStr2090,-71.21115310,42.50778786
"1472",CBN,,CBN,734049.187500000000000,3015997.750000000000000,,,,,"2091",yes,DStr2091,-71.21108490,42.52370339
"1475",CBN,,CBN,734046.312500000116415,3015933.000000000000000,,,,,"2094",yes,DStr2094,-71.21109630,42.52352575
"1476",CBN,,CBN,734039.812500000000000,3013865.750000000000000,,,,,"2095",yes,DStr2095,-71.21114640,42.51785341
"1477",CBN,,CBN,734038.812500000000000,3005785.250000000465661,,,,,"2096",yes,DStr2096,-71.21123470,42.49569881
"1478",CB Abandoned,,CBN,734033.937500000000000,3017291.000000000000000,11/26/2008,LRM,Downstream pipeline abandoned,,"2097",yes,DStr2097,-71.21112520,42.52725212
"1479",CBN,,CBN,734030.687500000000000,3019608.000000000465661,,,,,"2098",yes,DStr2098,-71.21110810,42.53360982
"1480",CBN,,CBN,734026.500000000000000,3010402.750000000000000,,,,,"2099",yes,DStr2099,-71.21123930,42.50835128
"1482",CBN,,CBN,734023.000000000000000,3012519.500000000000000,,,,,"2101",yes,DStr2101,-71.21122570,42.51415955
"1484",CBN,,CBN,734016.187500000000000,2997142.000000000000000,,,,,"2103",yes,DStr2103,-71.21144390,42.47196440
"1485",CBN,,CBN,734010.625000000116415,3017149.750000000000000,,,,,"2104",yes,DStr2104,-71.21121340,42.52686476
"1489",CBN,,CBN,734003.750000000000000,3012532.249999999534339,,,,,"2108",yes,DStr2108,-71.21129690,42.51419471
"1492",CBN,,CBN,733997.875000000000000,3005107.000000000000000,,,,,"2111",yes,DStr2111,-71.21141190,42.49382027
"1493",CBN,,CBN,733997.000000000000000,3005050.000000000000000,,,,,"2112",yes,DStr2112,-71.21141590,42.49366388
"1494",CBN,,CBN,733994.562500000000000,3018407.750000000000000,,,,,"2113",yes,DStr2113,-71.21125720,42.53031676
"1495",CBN,,CBN,733994.250000000000000,3007462.749999999534339,,,,,"2114",yes,DStr2114,-71.21139370,42.50026938
"1497",CBN,,CBN,733989.937500000000000,3008012.000000000000000,,,,,"2116",yes,DStr2116,-71.21140490,42.50179154
"1498",CBN,,CBN,733986.812500000000000,3017148.500000000000000,,,,,"2117",yes,DStr2117,-71.21130180,42.52686155
"1499",CBN,,CBN,733986.375000000000000,3011084.250000000000000,,,,,"2118",yes,DStr2118,-71.21137960,42.51022165
"1501",CBN,,CBN,733982.000000000116415,3007455.500000000000000,,,,,"2120",yes,DStr2120,-71.21144820,42.50024700
"1502",CBN,,CBN,733980.250000000000000,2997123.250000000000000,,,,,"2121",yes,DStr2121,-71.21157740,42.47191328
"1508",CBN,,CBN,734920.250000000000000,3006613.499999999534339,,,,,"2647",yes,DStr2647,-71.20797280,42.49794542
"1509",CBN,,CBN,734919.000000000000000,3018356.500000000000000,,,,,"2648",yes,DStr2648,-71.20782830,42.53016749
"1510",CBN,,CBN,734917.875000000000000,3010429.000000000000000,,,,,"2649",yes,DStr2649,-71.20793320,42.50841498
"1512",CBN,,CBN,734914.062500000000000,3016796.000000000000000,,,,,"2651",yes,DStr2651,-71.20786640,42.52588564
"1513",CBN,,CBN,734911.250000000000000,3012327.500000000000000,,,,,"2652",yes,DStr2652,-71.20793360,42.51362441
"1514",CBN,,CBN,734908.875000000000000,3018338.750000000000000,,,,,"2653",yes,DStr2653,-71.20786610,42.53011889
"1515",CBN,,CBN,734907.375000000000000,3003650.500000000000000,,,,,"2654",yes,DStr2654,-71.20806270,42.48979208
"1517",CBN,,CBN,734897.125000000000000,3006619.500000000000000,,,,,"2656",yes,DStr2656,-71.20805850,42.49796211
"1522",CBN,,CBN,734887.375000000000000,3016804.500000000000000,,,,,"2661",yes,DStr2661,-71.20796530,42.52590922
"1523",CBN,,CBN,734879.312500000000000,3012325.000000000000000,,,,,"2662",yes,DStr2662,-71.20805210,42.51361785
"1525",CBN,,CBN,734864.312500000000000,3002250.250000000000000,,,,,"2664",yes,DStr2664,-71.20824210,42.48595254
"1528",CBN,,CBN,734860.750000000000000,3002272.500000000000000,,,,,"2667",yes,DStr2667,-71.20826070,42.48601036
"1529",CBN,,CBN,734858.500000000000000,3011703.000000000000000,,,,,"2668",yes,DStr2668,-71.20813720,42.51191131
"1530",CBN,,CBN,734858.250000000000000,3002292.249999999534339,,,,,"2669",yes,DStr2669,-71.20826540,42.48606939
"1531",CBN,,CBN,734857.374999999883585,3016550.500000000000000,,,,,"2670",yes,DStr2670,-71.20807980,42.52521254
"1532",CBN,,CBN,734856.437500000000000,3012371.500000000000000,,,,,"2671",yes,DStr2671,-71.20813640,42.51374565
"1533",CBN,,CBN,734854.750000000000000,3011345.500000000000000,,,,,"2672",yes,DStr2672,-71.20815570,42.51093039
"1534",CBN,,CBN,734854.625000000116415,3008586.750000000000000,,,,,"2673",yes,DStr2673,-71.20823280,42.50332045
"1535",CBN,,CBN,734854.250000000000000,3002316.500000000000000,,,,,"2674",yes,DStr2674,-71.20827510,42.48613524
"1538",CBN,,CBN,734842.312500000116415,3012639.000000000000000,,,,,"2677",yes,DStr2677,-71.20818540,42.51447979
"1540",CBN,,CBN,735944.375000000000000,3004251.750000000465661,,,,,"2679",yes,DStr2679,-71.20420570,42.49145519
"1542",CBN,,CBN,735939.125000000000000,3011687.500000000000000,,,,,"2681",yes,DStr2681,-71.20412950,42.51185856
"1543",CBN,,CBN,731084.187500000000000,3012978.250000000000000,,,,,"1244",yes,DStr1244,-71.22212020,42.51544514
"1545",CBN,,CBN,732074.375000000000000,3009812.500000000000000,,,,,"1246",yes,DStr1246,-71.21848630,42.50674959
"1546",CBN,,CBN,732072.187500000000000,3012216.500000000000000,,,,,"1247",yes,DStr1247,-71.21847550,42.51333205
