OBJECTID,FEATURE_TY,SOURCE,TYPE,X_COORD,Y_COORD,EDITDATE,EDITBY,EDITWHY,BMPNOTES,StrucIDnum,PublicOwne,DudeID,Longitude,Latitude
"2765",CBN,,CBN,735878.250000000000000,3012658.500000000000000,,,,,"2720",yes,DStr2720,-71.20434280,42.51452350
"2767",CBN,,CBN,735873.687499999883585,3006742.250000000000000,,,,,"2722",yes,DStr2722,-71.20443580,42.49828969
"2768",CBN,,CBN,735872.375000000000000,3018995.000000000000000,,,,,"2723",yes,DStr2723,-71.20428310,42.53191047
"2769",CBN,,CBN,735868.375000000000000,2997000.500000000000000,,,,,"2724",yes,DStr2724,-71.20458060,42.47155871
"2770",CBN,,CBN,735861.812500000000000,3002618.000000000000000,,,,,"2725",yes,DStr2725,-71.20454250,42.48695840
"2771",CBN,,CBN,735859.750000000000000,3011410.500000000000000,,,,,"2726",yes,DStr2726,-71.20442750,42.51109924
"2773",CBN,,CBN,735857.999999999883585,3014706.750000000000000,,,,,"2728",yes,DStr2728,-71.20439710,42.52012896
"2774",CBN,,CBN,735857.125000000000000,3002627.500000000000000,,,,,"2729",yes,DStr2729,-71.20455930,42.48698308
"2776",CBN,,CBN,735850.250000000000000,2997021.500000000000000,,,,,"2731",yes,DStr2731,-71.20464750,42.47161651
"2779",CBN,,CBN,735840.875000000000000,3014723.000000000000000,,,,,"2734",yes,DStr2734,-71.20446040,42.52017372
"2780",CBN,,CBN,735835.750000000000000,3011484.000000000000000,,,,,"2735",yes,DStr2735,-71.20451560,42.51130115
"2781",CBN,,CBN,735831.625000000000000,3013991.750000000000000,,,,,"2736",yes,DStr2736,-71.20450420,42.51816730
"2782",CBN,,CBN,735830.250000000000000,3004513.750000000000000,,,,,"2737",yes,DStr2737,-71.20462550,42.49217519
"2785",CBN,,CBN,735812.062500000000000,3004504.250000000000000,,,,,"2740",yes,DStr2740,-71.20469300,42.49214930
"2787",CBN,,CBN,735809.062499999883585,3002644.000000000000000,,,,,"2742",yes,DStr2742,-71.20474020,42.48702739
"2789",CBN,,CBN,735808.187500000000000,3013965.500000000000000,,,,,"2744",yes,DStr2744,-71.20459140,42.51809550
"2791",CBN,,CBN,735804.687500000000000,3014009.500000000000000,,,,,"2746",yes,DStr2746,-71.20460380,42.51821626
"2795",CBN,,CBN,735793.999999999883585,3008883.750000000000000,,,,,"2751",yes,DStr2751,-71.20470380,42.50416661
"2797",CBN,,CBN,735791.875000000000000,3018716.500000000000000,,,,,"2753",yes,DStr2753,-71.20458530,42.53114705
"2799",CBN,,CBN,735781.625000000000000,3011040.750000000000000,,,,,"2755",yes,DStr2755,-71.20472200,42.51008541
"2802",CBN,,CBN,735768.687500000000000,3008849.750000000000000,,,,,"2758",yes,DStr2758,-71.20479810,42.50407356
"2804",CBN,,CBN,735762.750000000000000,3018719.250000000000000,,,,,"2760",yes,DStr2760,-71.20469340,42.53115487
"2805",CBN,,CBN,735762.437500000000000,3011020.250000000000000,,,,,"2761",yes,DStr2761,-71.20479340,42.51002935
"2812",CBN,,CBN,735749.062499999883585,3006145.250000000000000,,,,,"2768",yes,DStr2768,-71.20490560,42.49665273
"2815",CBN,,CBN,735729.062499999883585,3013664.250000000000000,,,,,"2772",yes,DStr2772,-71.20488880,42.51726964
"2817",CBN,,CBN,735728.437500000000000,3006149.750000000000000,,,,,"2775",yes,DStr2775,-71.20498200,42.49666528
"2818",CBN,,CBN,735725.937500000000000,3013853.250000000000000,,,,,"2776",yes,DStr2776,-71.20489800,42.51778827
"2819",CBN,,CBN,735710.312500000116415,3017952.000000000000000,,,,,"2777",yes,DStr2777,-71.20489770,42.52905010
"2820",CBN,,CBN,735707.937500000000000,3013678.750000000000000,,,,,"2779",yes,DStr2779,-71.20496700,42.51730963
"2822",CBN,,CBN,735698.625000000116415,3017935.250000000000000,,,,,"2781",yes,DStr2781,-71.20494130,42.52900425
"2823",CBN,,CBN,735696.812500000000000,3005150.500000000000000,,,,,"2783",yes,DStr2783,-71.20511210,42.49392368
"2824",CBN,,CBN,735695.500000000000000,3022477.500000000000000,,,,,"2784",yes,DStr2784,-71.20489460,42.54146785
"2825",CBN,,CBN,735687.750000000000000,3005166.000000000000000,,,,,"2785",yes,DStr2785,-71.20514550,42.49396629
"2827",CBN,,CBN,735684.000000000000000,3013886.000000000000000,,,,,"2787",yes,DStr2787,-71.20505310,42.51787854
"2828",CBN,,CBN,735681.062499999883585,3005839.500000000000000,,,,,"2788",yes,DStr2788,-71.20516160,42.49581441
"2829",CBN,,CBN,735669.437500000000000,3013895.000000000000000,,,,,"2789",yes,DStr2789,-71.20510700,42.51790337
"2831",CBN,,CBN,735666.875000000000000,3022452.000000000000000,,,,,"2791",yes,DStr2791,-71.20500110,42.54139815
"2833",CBN,,CBN,735658.812500000000000,3005842.750000000000000,,,,,"2793",yes,DStr2793,-71.20524410,42.49582354
"2835",CBN,,CBN,735656.125000000000000,3005533.000000000000000,,,,,"2795",yes,DStr2795,-71.20525800,42.49497363
"2836",CBN,,CBN,735653.625000000000000,3013878.000000000000000,,,,,"2796",yes,DStr2796,-71.20516590,42.51785687
"2837",CBN,,CBN,735653.562500000000000,3010934.500000000000000,,,,,"2797",yes,DStr2797,-71.20519830,42.50979509
"2838",CBN,,CBN,735650.750000000000000,3011777.000000000000000,,,,,"2798",yes,DStr2798,-71.20519790,42.51210688
"2839",CBN,,CBN,735650.250000000000000,3003970.250000000000000,,,,,"2799",yes,DStr2799,-71.20529980,42.49068556
"2840",CBN,,CBN,735649.875000000000000,3004042.000000000000000,,,,,"2800",yes,DStr2800,-71.20530030,42.49088244
"2841",CBN,,CBN,735649.000000000000000,3005543.250000000000000,,,,,"2801",yes,DStr2801,-71.20528430,42.49500182
"2842",CBN,,CBN,735645.875000000000000,3005539.250000000000000,,,,,"2802",yes,DStr2802,-71.20529600,42.49499087
"2845",CBN,,CBN,735643.250000000000000,2996327.000000000000000,,,,,"2803",yes,DStr2803,-71.20542360,42.46971278
"2846",CBN,,CBN,735642.187500000000000,3005061.499999999534339,,,,,"2804",yes,DStr2804,-71.20531580,42.49367998
"2847",CBN,,CBN,735640.500000000000000,3014443.500000000000000,,,,,"2805",yes,DStr2805,-71.20520730,42.51940869
"2848",CBN,,CBN,735638.750000000000000,3022393.500000000000000,,,,,"2806",yes,DStr2806,-71.20510620,42.54123790
"2849",CBN,,CBN,735638.000000000116415,3005537.000000000000000,,,,,"2807",yes,DStr2807,-71.20532520,42.49498477
"2851",CBN,,CBN,735634.187500000000000,3005053.000000000000000,,,,,"2809",yes,DStr2809,-71.20534550,42.49365674
"2852",CBN,,CBN,735634.125000000000000,3022466.000000000000000,,,,,"2810",yes,DStr2810,-71.20512250,42.54143688
"2853",CBN,,CBN,735633.125000000000000,3005176.000000000465661,,,,,"2811",yes,DStr2811,-71.20534790,42.49399425
"2855",CBN,,CBN,735632.375000000000000,2996336.000000000000000,,,,,"2813",yes,DStr2813,-71.20546380,42.46973758
"2860",CBN,,CBN,735625.812500000000000,3005290.750000000000000,,,,,"2818",yes,DStr2818,-71.20537350,42.49430919
"2864",CBN,,CBN,735624.750000000000000,3005523.000000000000000,,,,,"2822",yes,DStr2822,-71.20537450,42.49494649
"2866",CBN,,CBN,735624.000000000000000,3004837.000000000000000,,,,,"2824",yes,DStr2824,-71.20538610,42.49306414
"2870",CBN,,CBN,735621.562500000000000,3014458.000000000000000,,,,,"2828",yes,DStr2828,-71.20527740,42.51944866
"2871",CBN,,CBN,735619.750000000000000,3005060.000000000000000,,,,,"2829",yes,DStr2829,-71.20539900,42.49367608
"2872",CBN,,CBN,735616.500000000000000,3018324.750000000000000,,,,,"2830",yes,DStr2830,-71.20524100,42.53007379
"2873",CBN,,CBN,735610.125000000000000,3005299.250000000000000,,,,,"2831",yes,DStr2831,-71.20543160,42.49433266
"2875",CBN,,CBN,735605.937500000000000,3021653.499999999534339,,,,,"2833",yes,DStr2833,-71.20523750,42.53920771
"2878",CBN,,CBN,735598.687500000000000,3021626.500000000465661,,,,,"2836",yes,DStr2836,-71.20526470,42.53913370
"2881",CBN,,CBN,736285.687499999883585,3017629.750000000000000,,,,,"2839",yes,DStr2839,-71.20276740,42.52816038
"2882",CBN,,CBN,736285.500000000000000,3020199.500000000000000,,,,,"2840",yes,DStr2840,-71.20273480,42.53521158
"2883",CBN,,CBN,736278.000000000116415,3020435.500000000000000,,,,,"2841",yes,DStr2841,-71.20275960,42.53585922
"2885",CBN,,CBN,736273.750000000000000,3020508.750000000000000,,,,,"2844",yes,DStr2844,-71.20277440,42.53606025
"2886",CBN,,CBN,736273.500000000000000,3005913.000000000000000,,,,,"2845",yes,DStr2845,-71.20296400,42.49601045
"2890",CBN,,CBN,736265.437500000000000,3007707.750000000465661,,,,,"2849",yes,DStr2849,-71.20297070,42.50093524
"2891",CBN,,CBN,736260.437500000000000,3020506.500000000465661,,,,,"2850",yes,DStr2850,-71.20282380,42.53605420
"2892",CBN,,CBN,736260.437500000000000,3007682.750000000000000,,,,,"2851",yes,DStr2851,-71.20298960,42.50086669
"2893",CBN,,CBN,736256.250000000000000,3010461.250000000000000,,,,,"2854",yes,DStr2854,-71.20296920,42.50849077
"2894",CBN,,CBN,736249.812500000000000,3008914.500000000000000,,,,,"2855",yes,DStr2855,-71.20301310,42.50424664
"2896",CBN,,CBN,736243.062500000000000,3010621.500000000000000,,,,,"2859",yes,DStr2859,-71.20301600,42.50893062
"2900",CBN,,CBN,736230.000000000116415,3015138.500000000000000,,,,,"2863",yes,DStr2863,-71.20301170,42.52131011
"2902",CBN,,CBN,736229.374999999883585,2996320.250000000000000,,,,,"2865",yes,DStr2865,-71.20325580,42.46967143
"2905",CBN,,CBN,736217.937500000000000,3019682.750000000000000,,,,,"2868",yes,DStr2868,-71.20299220,42.53379430
"2907",CBN,,CBN,736215.687500000000000,3003756.250000000000000,,,,,"2870",yes,DStr2870,-71.20320620,42.49009297
"2908",CBN,,CBN,736212.125000000000000,2996374.500000000000000,,,,,"2871",yes,DStr2871,-71.20331910,42.46982045
"2909",CBN,,CBN,736209.812500000000000,3015154.000000000000000,,,,,"2872",yes,DStr2872,-71.20308640,42.52135283
"2914",CBN,,CBN,736192.437500000000000,3019689.750000000000000,,,,,"2877",yes,DStr2877,-71.20308670,42.53381376
"2916",CBN,,CBN,736168.000000000000000,3021486.000000000000000,,,,,"2879",yes,DStr2879,-71.20315410,42.53874276
"2919",CBN,,CBN,742407.437500000000000,3002925.500000000000000,3/5/18,TFH,Correct CB location,,"786",yes,DStr786,-71.18026430,42.48765683
"2920",CBN,,CBN,736159.750000000000000,3021459.500000000000000,,,,,"2882",yes,DStr2882,-71.20318510,42.53867012
"2921",CBN,,CBN,736154.375000000000000,3008955.250000000000000,,,,,"2883",yes,DStr2883,-71.20336650,42.50435937
"2923",CBN,,CBN,736149.062499999883585,3019475.000000000000000,,,,,"2885",yes,DStr2885,-71.20325040,42.53322491
"2924",CBN,,CBN,736148.562500000000000,3019493.750000000000000,,,,,"2886",yes,DStr2886,-71.20325200,42.53327637
"2925",CBN,,CBN,736147.562500000000000,3016777.250000000465661,,,,,"2887",yes,DStr2887,-71.20329080,42.52582250
"2926",CBN,,CBN,736146.500000000000000,3006561.000000000000000,,,,,"2888",yes,DStr2888,-71.20342650,42.49778975
"2928",CBN,,CBN,736144.062500000000000,2997068.000000000000000,,,,,"2890",yes,DStr2890,-71.20355790,42.47174131
"2930",CBN,,CBN,736142.937500000116415,2997095.250000000000000,,,,,"2892",yes,DStr2892,-71.20356170,42.47181609
"2931",CBN,,CBN,736141.875000000000000,3012796.500000000000000,,,,,"2893",yes,DStr2893,-71.20336330,42.51489965
"2932",CBN,,CBN,736141.687499999883585,3003923.250000000000000,,,,,"2894",yes,DStr2894,-71.20347840,42.49055192
"2933",CBN,,CBN,736136.812500000000000,3020278.500000000000000,,,,,"2895",yes,DStr2895,-71.20329000,42.53541216
"2934",CBN,,CBN,736136.000000000000000,3021494.749999999534339,,,,,"2896",yes,DStr2896,-71.20327280,42.53876707
"2935",CBN,,CBN,736132.812500000000000,3020299.250000000000000,,,,,"2897",yes,DStr2897,-71.20330460,42.53546913
"2936",CBN,,CBN,736132.750000000000000,3007318.000000000000000,,,,,"2898",yes,DStr2898,-71.20346780,42.49986705
"2937",CBN,,CBN,736129.812500000000000,3008138.500000000465661,,,,,"2899",yes,DStr2899,-71.20346810,42.50211849
"2939",CBN,,CBN,736128.875000000000000,3006586.250000000000000,,,,,"2901",yes,DStr2901,-71.20349160,42.49785920
"2940",CBN,,CBN,736122.312500000116415,3016770.500000000000000,,,,,"2902",yes,DStr2902,-71.20338450,42.52580422
"2941",CBN,,CBN,736120.187500000000000,3003915.750000000465661,,,,,"2903",yes,DStr2903,-71.20355820,42.49053154
"2943",CBN,,CBN,736118.125000000000000,2996733.750000000000000,,,,,"2905",yes,DStr2905,-71.20365830,42.47082438
"2944",CBN,,CBN,736117.374999999883585,3019497.500000000000000,,,,,"2906",yes,DStr2906,-71.20336770,42.53328695
"2945",CBN,,CBN,736117.125000000000000,3017703.000000000000000,,,,,"2907",yes,DStr2907,-71.20339590,42.52835375
"2948",CBN,,CBN,736112.625000000000000,3006568.750000000000000,,,,,"2910",yes,DStr2910,-71.20355210,42.49781134
"2949",CBN,,CBN,736109.000000000000000,3019422.000000000000000,,,,,"2911",yes,DStr2911,-71.20339970,42.53307987
"2950",CBN,,CBN,736106.437500000000000,3008145.250000000000000,,,,,"2912",yes,DStr2912,-71.20355470,42.50213723
"2951",CBN,,CBN,736105.312500000000000,3017678.250000000000000,,,,,"2913",yes,DStr2913,-71.20343590,42.52829518
"2953",CBN,,CBN,736103.250000000000000,3019470.500000000000000,,,,,"2915",yes,DStr2915,-71.20342040,42.53321300
"2956",CBN,,CBN,736101.562500000000000,3007282.500000000000000,,,,,"2918",yes,DStr2918,-71.20358390,42.49976994
"2957",CBN,,CBN,736091.375000000000000,3013056.750000000000000,,,,,"2919",yes,DStr2919,-71.20355270,42.51559925
"2959",CBN,,CBN,736089.687499999883585,3022327.750000000000000,,,,,"2921",yes,DStr2921,-71.20343390,42.54105320
"2960",CBN,,CBN,736086.937500000116415,3022359.000000000000000,,,,,"2922",yes,DStr2922,-71.20344370,42.54113897
"2961",CBN,,CBN,736083.500000000000000,3018828.250000000000000,,,,,"2923",yes,DStr2923,-71.20350200,42.53145091
"2963",CBN,,CBN,736072.375000000000000,3013067.000000000000000,,,,,"2926",yes,DStr2926,-71.20362310,42.51562756
"2964",CBN,,CBN,736071.000000000000000,3018807.500000000000000,,,,,"2928",yes,DStr2928,-71.20354860,42.53139409
"2968",CBN,,CBN,736052.187500000000000,2996718.000000000000000,,,,,"2932",yes,DStr2932,-71.20390290,42.47078179
"2969",CBN,,CBN,736049.312500000000000,3014245.000000000000000,,,,,"2933",yes,DStr2933,-71.20369340,42.51886013
"2971",CBN,,CBN,736039.812500000000000,3002673.500000000000000,,,,,"2935",yes,DStr2935,-71.20387060,42.48710965
"2972",CBN,,CBN,736038.687500000000000,3014266.500000000465661,,,,,"2936",yes,DStr2936,-71.20373260,42.51891923
"2973",CBN,,CBN,736030.437500000000000,3007213.000000000000000,,,,,"2939",yes,DStr2939,-71.20384850,42.49957991
"2977",CBN,,CBN,736020.312500000000000,3013381.499999999534339,,,,,"2945",yes,DStr2945,-71.20381210,42.51649102
"2979",CBN,,CBN,736019.750000000000000,3012984.000000000465661,,,,,"2947",yes,DStr2947,-71.20381930,42.51540031
"2981",CBN,,CBN,736017.000000000000000,3008898.500000000000000,,,,,"2949",yes,DStr2949,-71.20387660,42.50420496
"2982",CBN,,CBN,736014.937500000116415,3007508.249999999534339,,,,,"2950",yes,DStr2950,-71.20390320,42.50034555
"2985",CBN,,CBN,736014.000000000116415,3013196.500000000000000,,,,,"2953",yes,DStr2953,-71.20383790,42.51598345
"2988",CBN,,CBN,736005.937500000000000,3021975.250000000000000,,,,,"2957",yes,DStr2957,-71.20374920,42.54008676
"2989",CBN,,CBN,736004.687500000000000,3003668.000000000000000,,,,,"2958",yes,DStr2958,-71.20398960,42.48985283
"2990",CBN,,CBN,736002.187500000000000,3022005.750000000000000,,,,,"2959",yes,DStr2959,-71.20376270,42.54017049
"2992",CBN,,CBN,735997.250000000000000,3013389.250000000000000,,,,,"2961",yes,DStr2961,-71.20389760,42.51651251
"2993",CBN,,CBN,735996.750000000000000,3012906.250000000000000,,,,,"2962",yes,DStr2962,-71.20390010,42.51520218
"2994",CBN,,CBN,735992.125000000000000,3003687.750000000000000,,,,,"2963",yes,DStr2963,-71.20403590,42.48990714
"2996",CBN,,CBN,735991.500000000000000,3007502.000000000000000,,,,,"2965",yes,DStr2965,-71.20399910,42.50032508
"2998",CBN,,CBN,735987.000000000000000,3020840.750000000000000,,,,,"2967",yes,DStr2967,-71.20383400,42.53697397
"3000",CBN,,CBN,735986.562500000000000,3020863.000000000000000,,,,,"2970",yes,DStr2970,-71.20383540,42.53703503
"3002",CBN,,CBN,735982.500000000000000,3013855.000000000000000,,,,,"2973",yes,DStr2973,-71.20394630,42.51779063
"3003",CBN,,CBN,735982.312500000116415,3015758.250000000000000,,,,,"2974",yes,DStr2974,-71.20391690,42.52302802
"3004",CBN,,CBN,735981.937500000000000,3015794.500000000000000,,,,,"2975",yes,DStr2975,-71.20391790,42.52312749
"3006",CBN,,CBN,735979.312500000000000,3013892.000000000000000,,,,,"2977",yes,DStr2977,-71.20395760,42.51789219
"3007",CBN,,CBN,735977.500000000000000,3012921.500000000000000,,,,,"2978",yes,DStr2978,-71.20397130,42.51524421
"3010",CBN,,CBN,735974.687500000000000,3004214.000000000000000,,,,,"2982",yes,DStr2982,-71.20409380,42.49135132
"3013",CBN,,CBN,735971.000000000000000,3008919.750000000000000,,,,,"2986",yes,DStr2986,-71.20404690,42.50426371
"3014",CBN,,CBN,735967.062500000000000,3011352.000000000465661,,,,,"2987",yes,DStr2987,-71.20403020,42.51093770
"3015",CBN,,CBN,735962.500000000000000,3013341.500000000000000,,,,,"2988",yes,DStr2988,-71.20402710,42.51638181
"3017",CBN,,CBN,735958.375000000000000,3004199.000000000000000,,,,,"2990",yes,DStr2990,-71.20415450,42.49131031
"3020",CBN,,CBN,735956.125000000000000,3008878.250000000000000,,,,,"2993",yes,DStr2993,-71.20410260,42.50414998
"3021",CBN,,CBN,735954.687500000000000,3011316.249999999534339,,,,,"2994",yes,DStr2994,-71.20407660,42.51083972
"3022",CBN,,CBN,735952.000000000000000,3011071.250000000000000,,,,,"2995",yes,DStr2995,-71.20408970,42.51016748
"3023",CBN,,CBN,735949.937500000000000,3011383.250000000000000,,,,,"2996",yes,DStr2996,-71.20409330,42.51102361
"3025",CBN,,CBN,736559.000000000000000,3008949.250000000000000,,,,,"2998",yes,DStr2998,-71.20186600,42.50433903
"3026",CBN,,CBN,736555.000000000000000,3008986.250000000000000,,,,,"2999",yes,DStr2999,-71.20188040,42.50444060
"3028",CBN,,CBN,736410.687500000000000,3014640.000000000000000,,,,,"3081",yes,DStr3081,-71.20234790,42.51994053
"3036",CBN,,CBN,736409.437500000000000,3017340.000000000000000,,,,,"3082",yes,DStr3082,-71.20231200,42.52736414
"3037",CBN,,CBN,736406.500000000000000,3021411.250000000000000,,,,,"3083",yes,DStr3083,-71.20227020,42.53853537
"3038",CBN,,CBN,736404.937500000000000,3007623.000000000000000,,,,,"3084",yes,DStr3084,-71.20245450,42.50070135
"3040",CBN,,CBN,736401.999999999883585,3004777.750000000000000,,,,,"3086",yes,DStr3086,-71.20250220,42.49289414
"3041",CBN,,CBN,736401.750000000000000,3008920.000000000465661,,,,,"3088",yes,DStr3088,-71.20244950,42.50426028
"3042",CBN,,CBN,736401.000000000000000,3021383.500000000000000,,,,,"3089",yes,DStr3089,-71.20229090,42.53845927
"3043",CBN,,CBN,736398.687500000000000,3019332.500000000000000,,,,,"3090",yes,DStr3090,-71.20232610,42.53283152
"3044",CBN,,CBN,736398.250000000000000,2999343.000000000000000,,,,,"3091",yes,DStr3091,-71.20258640,42.47798141
"3047",CBN,,CBN,736391.500000000000000,3013213.750000000000000,2/28/18,TFH,Correct CB location,,"3094",yes,DStr3094,-71.20288610,42.51622842
"3048",CBN,,CBN,736391.312500000000000,3010670.500000000000000,,,,,"3095",yes,DStr3095,-71.20246760,42.50904841
"3049",CBN,,CBN,736391.250000000000000,3021888.750000000000000,,,,,"3096",yes,DStr3096,-71.20232060,42.53984573
"3051",CBN,,CBN,736389.687499999883585,3019310.000000000000000,,,,,"3098",yes,DStr3098,-71.20235980,42.53276986
"3054",CBN,,CBN,736385.812500000000000,3007582.250000000000000,,,,,"3102",yes,DStr3102,-71.20252600,42.50058972
"3059",CBN,,CBN,736379.187500000000000,3004770.250000000000000,,,,,"3107",yes,DStr3107,-71.20258690,42.49287378
"3060",CBN,,CBN,736377.687499999883585,3017314.000000000000000,,,,,"3108",yes,DStr3108,-71.20243010,42.52729310
"3061",CBN,,CBN,736377.562500000000000,2996897.250000000000000,,,,,"3109",yes,DStr3109,-71.20270480,42.47130582
"3062",CBN,,CBN,736377.125000000000000,3005666.750000000000000,,,,,"3110",yes,DStr3110,-71.20258290,42.49533376
"3063",CBN,,CBN,736374.312500000116415,2996823.000000000000000,,,,,"3111",yes,DStr3111,-71.20271220,42.47104957
"3064",CBN,,CBN,736368.062500000000000,2999342.750000000000000,,,,,"3112",yes,DStr3112,-71.20269830,42.47798102
"3068",CBN,,CBN,736358.125000000000000,3014653.000000000000000,,,,,"3116",yes,DStr3116,-71.20254270,42.51997670
"3069",CBN,,CBN,736357.500000000000000,3007492.500000000000000,,,,,"3117",yes,DStr3117,-71.20263210,42.50034372
"3071",CBN,,CBN,736347.437500000000000,3005662.500000000000000,,,,,"3120",yes,DStr3120,-71.20269310,42.49532238
"3074",CBN,,CBN,736336.875000000000000,3020102.500000000000000,,,,,"3123",yes,DStr3123,-71.20254550,42.53494493
"3077",CBN,,CBN,736334.625000000116415,3020128.750000000000000,,,,,"3126",yes,DStr3126,-71.20255350,42.53501698
"3080",CBN,,CBN,736332.625000000000000,3010501.250000000000000,,,,,"3129",yes,DStr3129,-71.20266810,42.50858782
"3083",CBN,,CBN,736326.437500000000000,3016585.500000000000000,,,,,"3132",yes,DStr3132,-71.20262970,42.52529464
"3084",CBN,,CBN,736326.250000000000000,3007240.750000000000000,,,,,"3133",yes,DStr3133,-71.20275120,42.49965323
"3088",CBN,,CBN,736313.187500000000000,3020200.250000000000000,,,,,"3137",yes,DStr3137,-71.20263210,42.53521337
"3090",CBN,,CBN,736310.875000000000000,3016555.750000000465661,,,,,"3139",yes,DStr3139,-71.20268780,42.52521316
"3091",CBN,,CBN,736309.312500000000000,2996480.000000000000000,,,,,"3140",yes,DStr3140,-71.20295750,42.47010901
"3092",CBN,,CBN,736305.125000000000000,3020808.250000000000000,,,,,"3141",yes,DStr3141,-71.20265410,42.53688175
"3094",CBN,,CBN,736302.750000000000000,2996506.250000000000000,,,,,"3143",yes,DStr3143,-71.20298150,42.47018110
"3096",CBN,,CBN,736301.437500000000000,3020765.000000000000000,,,,,"3145",yes,DStr3145,-71.20266840,42.53676311
"3097",CBN,,CBN,736300.937500000000000,3020507.750000000465661,,,,,"3146",yes,DStr3146,-71.20267350,42.53605725
"3099",CBN,,CBN,736298.687500000000000,3010509.750000000000000,,,,,"3149",yes,DStr3149,-71.20281090,42.50860856
"3100",CBN,,CBN,736298.625000000116415,3005913.750000000000000,,,,,"3150",yes,DStr3150,-71.20287080,42.49601227
"3101",CBN,,CBN,736294.312500000116415,3003675.250000000000000,,,,,"3151",yes,DStr3151,-71.20291570,42.48986995
"3102",CBN,,CBN,736293.625000000000000,3008909.250000000000000,,,,,"3152",yes,DStr3152,-71.20285070,42.50423182
"3107",CBN,,CBN,736824.750000000000000,3019265.000000000000000,,,,,"3158",yes,DStr3158,-71.20074620,42.53264221
"3109",CBN,,CBN,736824.187500000000000,3009569.500000000000000,,,,,"3160",yes,DStr3160,-71.20087450,42.50603841
"3110",CBN,,CBN,736822.687500000000000,3007137.750000000000000,,,,,"3161",yes,DStr3161,-71.20091170,42.49936584
"3111",CBN,,CBN,736822.125000000000000,3017839.500000000000000,,,,,"3162",yes,DStr3162,-71.20077750,42.52871246
"3112",CBN,,CBN,736821.875000000000000,3016047.750000000000000,,,,,"3163",yes,DStr3163,-71.20079880,42.52381434
"3114",CBN,,CBN,736815.437500000000000,3009129.500000000000000,,,,,"3166",yes,DStr3166,-71.20091270,42.50483116
"3115",CBN,,CBN,736815.375000000000000,3004948.750000000000000,,,,,"3167",yes,DStr3167,-71.20096730,42.49335939
"3118",CBN,,CBN,736808.750000000000000,3017819.500000000000000,,,,,"3171",yes,DStr3171,-71.20082760,42.52866120
"3121",CBN,,CBN,736792.937500000000000,3004200.750000000000000,,,,,"3174",yes,DStr3174,-71.20106020,42.49130712
"3122",CBN,,CBN,736789.750000000000000,3004962.750000000000000,,,,,"3175",yes,DStr3175,-71.20106210,42.49339805
"3123",CBN,,CBN,736788.312500000000000,3003298.250000000000000,,,,,"3176",yes,DStr3176,-71.20108910,42.48883074
"3124",CBN,,CBN,736786.250000000000000,3014128.250000000000000,,,,,"3177",yes,DStr3177,-71.20096150,42.51853271
"3125",CBN,,CBN,736785.500000000000000,3014106.000000000000000,,,,,"3178",yes,DStr3178,-71.20096450,42.51847167
"3126",CBN,,CBN,736785.374999999883585,3011038.000000000000000,,,,,"3179",yes,DStr3179,-71.20100110,42.51005011
"3131",CBN,,CBN,736772.750000000000000,2996754.750000000000000,,,,,"3184",yes,DStr3184,-71.20123620,42.47085847
"3132",CBN,,CBN,736772.625000000000000,3016835.000000000000000,,,,,"3185",yes,DStr3185,-71.20097120,42.52597497
"3133",CBN,,CBN,736766.625000000116415,2996780.000000000000000,,,,,"3186",yes,DStr3186,-71.20125860,42.47092782
"3134",CBN,,CBN,736765.625000000000000,3014126.250000000000000,,,,,"3187",yes,DStr3187,-71.20103800,42.51852743
"3139",CBN,,CBN,736761.125000000000000,3014120.750000000000000,,,,,"3192",yes,DStr3192,-71.20105480,42.51851238
"3140",CBN,,CBN,736758.937500000116415,3016822.500000000000000,,,,,"3193",yes,DStr3193,-71.20102220,42.52594080
"3141",CBN,,CBN,736758.750000000000000,3017878.749999999534339,,,,,"3194",yes,DStr3194,-71.20101450,42.52882421
"3142",CBN,,CBN,736754.125000000000000,3011051.250000000000000,,,,,"3195",yes,DStr3195,-71.20111680,42.51008677
"3144",CBN,,CBN,736753.687499999883585,3004287.500000000000000,,,,,"3197",yes,DStr3197,-71.20120460,42.49154554
"3145",CBN,,CBN,736752.875000000000000,3021326.500000000000000,,,,,"3198",yes,DStr3198,-71.20098610,42.53829949
"3152",CBN,,CBN,736739.687500000000000,2996151.250000000000000,,,,,"3205",yes,DStr3205,-71.20136660,42.46920280
"3153",CBN,,CBN,736738.625000000116415,3008222.500000000000000,,,,,"3206",yes,DStr3206,-71.20120930,42.50234315
"3157",CBN,,CBN,736734.375000000000000,3014442.500000000465661,,,,,"3210",yes,DStr3210,-71.20114980,42.51939549
"3161",CBN,,CBN,736726.687500000000000,3014126.250000000000000,,,,,"3214",yes,DStr3214,-71.20118240,42.51852780
"3164",CBN,,CBN,736720.000000000000000,2996170.000000000000000,,,,,"3217",yes,DStr3217,-71.20143930,42.46925444
"3166",CBN,,CBN,736718.875000000000000,3018426.000000000000000,,,,,"3219",yes,DStr3219,-71.20115000,42.53034107
"3167",CBN,,CBN,736718.875000000000000,3008242.500000000000000,,,,,"3220",yes,DStr3220,-71.20128230,42.50239821
"3168",CBN,,CBN,736718.500000000000000,3014420.750000000000000,,,,,"3221",yes,DStr3221,-71.20120900,42.51933597
