OBJECTID,SYSTEMID,FACILITYID,INSTALLDAT,PLANDATE,PLANDATUM,STNDDATUM,SOURCEDOC,LOCDESC,LOCSOURCE,LIFECYCLES,CBTYPE,PLANRIMELV,PLANINVIN,PLANINVOUT,PLANHIPIPE,STNDRIMELV,STNDINVIN,STNDINVOUT,STNDHIPIPE,MU_IN,MU_OUT,CALC_INVIN,CALC_INVOU,Z_SURFACE_,DSOUTFALLI,MAJWATERSH,MINWATERSH,IDDE_ID,LEGACYID,GPS_ID,GPSDATE,SUMP,WALLMAT,CUTDEPTH,LINED,CONDITION,FLOWDIR,ROTATION,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,COMMENTS,ENABLED,Latitude,Longitude
2028,I109-c009,swCB-2028,,1984/01/16 00:00:00.000,NGVD,NGVD,000-L-608,Haverhill St,AER,,CB,81.250000000000000,,,,81.250000000000000,,,,,,,,84.416175839999994,I109,Ipswich,Cedar Swamp,,,,,Y,,,,,,250.583599999999990,,"1","1",2012/07/11 14:32:21.000,CDM_INC\KEALEYDM,,"1",42.54896318,-71.09438391
2029,I109-c003,swCB-2029,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-29,Haverhill St,EST,,CB,,,,,,,,,,,,,78.470863339999994,I109,Ipswich,Cedar Swamp,,,,,Y,,,,,,267.617900000000020,,"1","1",2012/04/25 11:51:05.000,CDM_INC\desantima,,"1",42.54832350,-71.09357077
2030,I095-c002,swCB-2030,,1964/01/01 00:00:00.000,TOWN,NGVD,600-L-219,Haverhill St,EST,,CB,,,,,,,,,,,,,85.476783749999996,I095,Ipswich,Cedar Swamp,,,,,Y,,,,,,196.317299999999989,,"1","1",2012/07/29 18:48:59.000,CDM_INC\KEALEYDM,,"1",42.54979714,-71.09533698
2031,I081-c003,swCB-2031,,1954/09/29 00:00:00.000,TOWN,NGVD,100-L-049,Pearl St,AER,,CB,,,,,,,,,,,,,99.666625980000006,I081,Ipswich,Cedar Swamp,,,,,Y,,,,,,192.047599999999989,,"1","1",2012/06/19 15:57:39.000,CDM_INC\KEALEYDM,,"1",42.55064441,-71.10264097
2032,I081-c004,swCB-2032,,1954/09/29 00:00:00.000,TOWN,NGVD,100-L-049,Pearl St,AER,,CB,,,,,,,,,,,,,99.387901310000004,I081,Ipswich,Cedar Swamp,,,,,Y,,,,,,282.946100000000001,,"1","1",2012/06/19 15:57:39.000,CDM_INC\KEALEYDM,,"1",42.55069085,-71.10270192
2033,I082-c003,swCB-2033,,1967/08/28 00:00:00.000,TOWN,NGVD,300-L-309,Brentwood Dr,AER,,CB,,,,,,,,,,,,,104.757698059999996,I082,Ipswich,Cedar Swamp,,,,,Y,,,,,,318.711400000000026,,"1","1",2012/07/27 22:40:13.000,CDM_INC\KEALEYDM,,"1",42.54850757,-71.10456348
2034,I082-c001,swCB-2034,,1967/08/28 00:00:00.000,TOWN,NGVD,300-L-309,Brentwood Dr,AER,,CB,,,,,,,,,,,,,103.291664119999993,I082,Ipswich,Cedar Swamp,,,,,Y,,,,,,249.212700000000012,,"1","1",2012/07/27 22:40:11.000,CDM_INC\KEALEYDM,,"1",42.54843318,-71.10456149
2035,I082-c002,swCB-2035,,1967/08/28 00:00:00.000,TOWN,NGVD,300-L-309,Brentwood Dr,AER,,CB,,,,,,,,,,,,,103.549507140000003,I082,Ipswich,Cedar Swamp,,,,,Y,,,,,,56.520899999999997,,"1","1",2012/07/27 22:40:14.000,CDM_INC\KEALEYDM,,"1",42.54847935,-71.10443848
2036,I083-c001,swCB-2036,,1937/01/01 00:00:00.000,NGVD,NGVD,900-L-124,Main St,EST,,CRB,104.599999999999994,,100.799999999999997,,104.599999999999994,,100.799999999999997,,,,,,105.226333620000005,I083,Ipswich,Cedar Swamp,,,,,Y,,,,,,1.460000000000000,,"1","1",2012/07/29 15:22:39.000,CDM_INC\KEALEYDM,,"1",42.54725559,-71.10437633
2037,I084-c003,swCB-2037,,1937/01/01 00:00:00.000,NGVD,NGVD,900-L-124,Main St,EST,,CB,104.200000000000003,,100.239999999999995,,104.200000000000003,,100.239999999999995,,,,,,105.551086429999998,I084,Ipswich,Cedar Swamp,,,,,Y,,,,,,265.282600000000002,,"1","1",2012/07/29 15:19:23.000,CDM_INC\KEALEYDM,,"1",42.54613267,-71.10438653
2038,I084-c002,swCB-2038,,1937/01/01 00:00:00.000,NGVD,NGVD,900-L-124,Main St,AER,,CB,104.200000000000003,102.200000000000003,100.299999999999997,,104.200000000000003,102.200000000000003,100.299999999999997,,,,,,105.452957150000003,I084,Ipswich,Cedar Swamp,,,,,Y,,,,,,1.302600000000000,,"1","1",2012/07/29 15:19:23.000,CDM_INC\KEALEYDM,,"1",42.54613575,-71.10433299
2039,I084-c001,swCB-2039,,1937/01/01 00:00:00.000,NGVD,NGVD,900-L-124,Main St,EST,,CB,102.200000000000003,99.200000000000003,99.200000000000003,,102.200000000000003,99.200000000000003,99.200000000000003,,,,,,103.606552120000003,I084,Ipswich,Cedar Swamp,,,,,Y,,,,,,2.694800000000000,,"1","1",2012/07/29 15:19:23.000,CDM_INC\KEALEYDM,,"1",42.54583129,-71.10434426
2040,I086-c001,swCB-2040,,1937/01/01 00:00:00.000,NGVD,NGVD,900-L-124,Main St,EST,,CB,111.719999999999999,,106.879999999999995,,111.719999999999999,,106.879999999999995,,,,,,113.318641659999997,I086,Ipswich,Cedar Swamp,,,,,Y,,,,,,182.656800000000004,,"1","1",2012/07/29 15:19:23.000,CDM_INC\KEALEYDM,,"1",42.54500687,-71.10416140
2041,I087-c002,swCB-2041,,1954/10/07 00:00:00.000,TOWN,NGVD,100-L-050,Cross Country,AER,,CB,,,,,,,,,,,,,95.032226559999998,I087,Ipswich,Cedar Swamp,,,,,Y,,,,,,347.737799999999993,,"1","1",2012/07/29 17:25:22.000,CDM_INC\KEALEYDM,,"1",42.55284352,-71.10171350
2042,I087-c001,swCB-2042,,1954/10/07 00:00:00.000,TOWN,NGVD,100-L-050,Cross Country,EST,,CB,,,,,,,,,,,,,94.910125730000004,I087,Ipswich,Cedar Swamp,,,,,Y,,,,,,47.280200000000001,,"1","1",2012/06/19 16:09:32.000,CDM_INC\KEALEYDM,,"1",42.55278306,-71.10163215
2043,I087-c004,swCB-2043,,1954/10/07 00:00:00.000,TOWN,NGVD,100-L-050,Pearl St,EST,,CB,,,,,,,,,,,,,96.809516909999999,I087,Ipswich,Cedar Swamp,,,,,Y,,,,,,344.223000000000013,,"1","1",2012/06/19 16:06:26.000,CDM_INC\KEALEYDM,,"1",42.55372986,-71.10152749
2044,I087-c003,swCB-2044,,1954/10/07 00:00:00.000,TOWN,NGVD,100-L-050,Pearl St,EST,,CB,,,,,,,,,,,,,96.828689580000002,I087,Ipswich,Cedar Swamp,,,,,Y,,,,,,59.880400000000002,,"1","1",2012/06/19 16:06:26.000,CDM_INC\KEALEYDM,,"1",42.55367215,-71.10147196
2045,S079-c003,swCB-2045,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-03,Hopkins St,EST,,CB,187.469999999999999,183.129999999999995,183.129999999999995,,187.469999999999999,183.129999999999995,183.129999999999995,,,,,,185.260452270000002,S079,Saugus,Walker's Brook,,,,,Y,,,,,,328.166600000000017,,"1","1",2012/05/01 16:23:57.000,CDM_INC\desantima,,"1",42.50552261,-71.09859764
2046,S079-c004,swCB-2046,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-03,Hopkins St,EST,,CB,188.129999999999995,184.219999999999999,184.219999999999999,,188.129999999999995,184.219999999999999,184.219999999999999,,,,,,188.254669189999987,S079,Saugus,Walker's Brook,,,,,Y,,,,,,345.683199999999999,,"1","1",2012/05/01 16:23:54.000,CDM_INC\desantima,,"1",42.50579733,-71.09869054
2047,S079-c005,swCB-2047,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-03,Hopkins St,EST,,CB,188.150000000000006,185.030000000000001,185.030000000000001,,188.150000000000006,185.030000000000001,185.030000000000001,,,,,,188.908325200000007,S079,Saugus,Walker's Brook,,,,,Y,,,,,,331.389499999999998,,"1","1",2012/05/01 16:23:52.000,CDM_INC\desantima,,"1",42.50589189,-71.09875947
2048,A-c079,swCB-2048,,2006/12/01 00:00:00.000,NGVD,NGVD,900-L-739,Cross Country,EST,,CB,134.599999999999994,130.699999999999989,130.699999999999989,,134.599999999999994,130.699999999999989,130.699999999999989,,,,,,134.780426030000001,,Aberjona,Main Stem,,,,,Y,,,,,,0.282100000000000,,"1","1",2012/07/29 21:10:21.000,CDM_INC\KEALEYDM,,"1",42.50938150,-71.12339536
2049,I098-c002,swCB-2049,,1964/01/01 00:00:00.000,TOWN,NGVD,600-L-219,Haverhill St,AER,,CB,,,,,,,,,,,,,82.191093440000003,I098,Ipswich,Cedar Swamp,,,,,Y,,,,,,280.839999999999975,,"1","1",2012/07/29 18:55:41.000,CDM_INC\KEALEYDM,,"1",42.55170160,-71.09618733
2050,I098-c001,swCB-2050,,1964/01/01 00:00:00.000,TOWN,NGVD,600-L-219,Haverhill St,EST,,CB,,,,,,,,,,,,,82.272926330000004,I098,Ipswich,Cedar Swamp,,,,,Y,,,,,,53.888399999999997,,"1","1",2012/07/29 18:55:41.000,CDM_INC\KEALEYDM,,"1",42.55170230,-71.09606741
2051,I098-c003,swCB-2051,,1964/01/01 00:00:00.000,TOWN,NGVD,600-L-219,Haverhill St,AER,,CB,,,,,,,,,,,,,81.388771059999996,I098,Ipswich,Cedar Swamp,,,,,Y,,,,,,39.489400000000003,,"1","1",2012/07/29 18:55:44.000,CDM_INC\KEALEYDM,,"1",42.55245045,-71.09613349
2052,I098-c004,swCB-2052,,1964/01/01 00:00:00.000,TOWN,NGVD,600-L-219,Haverhill St,EST,,CB,,,,,,,,,,,,,81.640670779999994,I098,Ipswich,Cedar Swamp,,,,,Y,,,,,,290.641999999999996,,"1","1",2012/07/29 18:55:43.000,CDM_INC\KEALEYDM,,"1",42.55243774,-71.09624311
2053,I098-c005,swCB-2053,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-34,Haverhill St,EST,,CB,83.010000000000005,79.700000000000003,79.700000000000003,,83.010000000000005,79.700000000000003,79.700000000000003,,,,,,83.895736690000007,I098,Ipswich,Cedar Swamp,,34-3,,,Y,,,,,,347.607799999999997,,"1","1",2012/04/25 11:51:05.000,CDM_INC\desantima,,"1",42.55290006,-71.09631102
2054,I099-c007,swCB-2054,,1997/12/26 00:00:00.000,TOWN,NGVD,900-M-868,Haverhill St,EST,,CB,,,,,,,,,,,,,84.319038390000003,I099,Ipswich,Cedar Swamp,,,,,Y,,,,,,142.500699999999995,,"1","1",2012/07/29 19:17:47.000,CDM_INC\KEALEYDM,,"1",42.55435700,-71.09595029
2055,I099-c008,swCB-2055,,1997/12/26 00:00:00.000,TOWN,NGVD,900-M-868,Haverhill St,EST,,CB,,,,,,,,,,,,,84.370216369999994,I099,Ipswich,Cedar Swamp,,,,,Y,,,,,,249.842399999999998,,"1","1",2012/07/29 19:17:47.000,CDM_INC\KEALEYDM,,"1",42.55436762,-71.09605871
2056,I099-c004,swCB-2056,,1997/12/26 00:00:00.000,TOWN,NGVD,900-M-868,Haverhill St,AER,,CB,,,,,,,,,,,,,83.466339110000007,I099,Ipswich,Cedar Swamp,,,,,Y,,,,,,275.394499999999994,,"1","1",2012/07/29 19:17:47.000,CDM_INC\KEALEYDM,,"1",42.55503393,-71.09586328
2057,I099-c003,swCB-2057,,2013/06/19 00:00:00.000,NGVD,NGVD,1000-I-093,Haverhill St,AER,,CB,,,,,,,,,,,,,80.186485289999993,I099,Ipswich,Cedar Swamp,,,,,Y,,,,,,22.426700000000000,,"1","1",2012/04/25 11:42:24.000,CDM_INC\desantima,,"1",42.55545599,-71.09564865
2058,I099-c001,swCB-2058,,2013/06/19 00:00:00.000,NGVD,NGVD,1000-I-093,Haverhill St,AER,,CB,,,,,,,,,4.000000000000000,4.050000000000000,75.767070000000004,75.717070000000007,81.429931640000007,I099,Ipswich,Cedar Swamp,,,,,Y,,,,,,284.459999999999980,,"1","1",2013/08/01 10:54:21.000,CDM_INC\KEALEYDM,,"1",42.55530179,-71.09573590
2059,I099-c005,swCB-2059,,2013/06/19 00:00:00.000,NGVD,NGVD,1000-I-093,Batchelder Rd,EST,,CB,,,,,,,,,,,,,83.191719059999997,I099,Ipswich,Cedar Swamp,,,,,Y,,,,,,0.000000000000000,,"1","1",2013/08/01 11:03:14.000,CDM_INC\KEALEYDM,,"1",42.55534225,-71.09594406
2060,I099-c006,swCB-2060,,2013/06/19 00:00:00.000,NGVD,NGVD,1000-I-093,Batchelder Rd,AER,,CB,,,,,,,,,,,,,83.165473939999998,I099,Ipswich,Cedar Swamp,,,,,Y,,,,,,245.392799999999994,,"1","1",2013/08/01 11:03:14.000,CDM_INC\KEALEYDM,,"1",42.55529664,-71.09608047
2061,I088-c006,swCB-2061,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-33,Franklin St,EST,,DCB,,,,,,,,,,,,,115.638694760000007,I088,Ipswich,Cedar Swamp,,,,,Y,,,,,,3.012800000000000,,"1","1",2014/08/18 14:18:28.000,CDM_INC\rathburned,,"1",42.55216847,-71.11146524
2062,I088-c007,swCB-2062,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-33,Pearl St,EST,,CB,,,,,,,,,,,,,114.762596130000006,I088,Ipswich,Cedar Swamp,,,,,Y,,,,,,52.914200000000001,,"1","1",2012/04/25 11:51:14.000,CDM_INC\desantima,,"1",42.55213480,-71.11136961
2063,I088-c001,swCB-2063,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-33,Franklin St,EST,,CB,,,,,,,,,,,,,109.682899480000003,I088,Ipswich,Cedar Swamp,,,,,Y,,,,,,341.565099999999973,,"1","1",2012/04/25 11:51:14.000,CDM_INC\desantima,,"1",42.55174126,-71.11186026
2064,I088-c004,swCB-2064,,1959/10/01 00:00:00.000,UNK,NGVD,100-L-063,Franklin St,EST,,CB,,,91.090000000000003,,,,,,,,,,107.066276549999998,I088,Ipswich,Cedar Swamp,,,,,Y,,,,,,283.345500000000015,,"1","1",2012/06/21 12:40:32.000,CDM_INC\KEALEYDM,,"1",42.55131931,-71.11253519
2065,I088-c005,swCB-2065,,1964/01/01 00:00:00.000,NGVD,NGVD,600-L-189,Franklin St,EST,,CB,,,,,,,,,,4.100000000000000,,,107.378685000000004,I088,Ipswich,Cedar Swamp,,,,,Y,,,,,,349.692000000000007,,"1","1",2012/07/20 15:45:26.000,CDM_INC\KEALEYDM,,"1",42.55130693,-71.11278607
2066,I088-c008,swCB-2066,,1964/01/01 00:00:00.000,NGVD,NGVD,600-L-189,Franklin St,EST,,CB,,,,,,,,,,3.000000000000000,,,109.459190370000002,I088,Ipswich,Cedar Swamp,,,,,Y,,,,,,309.091600000000028,,"1","1",2012/07/20 15:45:26.000,CDM_INC\KEALEYDM,,"1",42.55129914,-71.11287857
2067,I089-c001,swCB-2067,,1931/01/01 00:00:00.000,NGVD,NGVD,900-L-126,Main St,AER,,CB,97.200000000000003,,95.099999999999994,,97.200000000000003,,95.099999999999994,,,,,,100.912544249999996,I089,Ipswich,Cedar Swamp,,,,,Y,,,,,,85.419100000000000,,"1","1",2012/07/29 15:32:33.000,CDM_INC\KEALEYDM,,"1",42.55154462,-71.10470982
2068,I092-c001,swCB-2068,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-33,Main St,EST,,CB,99.500000000000000,,96.900000000000006,,99.500000000000000,,96.900000000000006,,,,,,99.281692500000005,I092,Ipswich,Cedar Swamp,,,,,Y,,,,,,141.926700000000011,,"1","1",2012/07/29 15:31:18.000,CDM_INC\KEALEYDM,,"1",42.55282067,-71.10490518
2069,I024-c009,swCB-2069,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-33,Franklin St,EST,,CB,,,,,,,,,,,,,119.822952270000002,I024,Ipswich,Reading Town Forest,,,,,Y,,,,,,268.113499999999988,,"1","1",2012/04/25 11:51:14.000,CDM_INC\desantima,,"1",42.55318305,-71.11056848
2070,I100-c001,swCB-2070,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-34,Haverhill St,AER,,CB,76.819999999999993,72.099999999999994,72.099999999999994,,76.819999999999993,72.099999999999994,72.099999999999994,,,,,,79.021659850000006,I100,Ipswich,Cedar Swamp,,34-10,,,Y,,,,,,0.000000000000000,,"1","1",2012/04/25 11:42:24.000,CDM_INC\desantima,,"1",42.55725211,-71.09466760
2071,I100-c002,swCB-2071,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-34,Haverhill St,AER,,CB,,,,,,,,,,,,,78.426414489999999,I100,Ipswich,Cedar Swamp,,,,,Y,,,,,,0.000000000000000,,"1","1",2012/04/25 11:42:24.000,CDM_INC\desantima,,"1",42.55722310,-71.09456416
2072,I005-c001,swCB-2072,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-38,Haverhill St,AER,,CB,,,,,,,,,,,,,74.175277710000003,I005,Ipswich,Bear Meadow,,,,,Y,,,,,,278.450400000000002,,"1","1",2012/04/25 11:42:24.000,CDM_INC\desantima,,"1",42.55831757,-71.09394548
2073,I005-c002,swCB-2073,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-38,Haverhill St,AER,,CB,,,,,,,,,,,,,74.207275390000007,I005,Ipswich,Bear Meadow,,,,,Y,,,,,,138.920099999999991,,"1","1",2012/07/29 19:23:23.000,CDM_INC\KEALEYDM,,"1",42.55827288,-71.09385398
2074,I100-c005,swCB-2074,,1956/01/01 00:00:00.000,TOWN,NGVD,300-L-026,Batchelder Rd,AER,,CB,,,180.300000000000011,,78.049999999999997,74.299999999999997,74.650000000000006,,,,,,76.740753170000005,I100,Ipswich,Cedar Swamp,,,,,Y,,,,,,278.269900000000007,,"1","1",2012/07/28 22:18:08.000,CDM_INC\KEALEYDM,,"1",42.55754816,-71.09487622
2075,I100-c006,swCB-2075,,1956/01/01 00:00:00.000,TOWN,NGVD,300-L-026,Batchelder Rd,AER,,CB,,,180.000000000000000,,,,74.349999999999994,,,,,,77.131088259999999,I100,Ipswich,Cedar Swamp,,,,,Y,,,,,,349.142699999999991,,"1","1",2012/07/28 22:18:08.000,CDM_INC\KEALEYDM,,"1",42.55760026,-71.09483858
2076,I095-c003,swCB-2076,,1964/01/01 00:00:00.000,TOWN,NGVD,600-L-219,Granger Ave,AER,,CB,,,,,,,,,,,,,86.076591489999998,I095,Ipswich,Cedar Swamp,,,,,Y,,,,,,188.694799999999987,,"1","1",2012/07/29 18:48:57.000,CDM_INC\KEALEYDM,,"1",42.54978950,-71.09545243
2077,I109-c021,swCB-2077,,1970/05/04 00:00:00.000,TOWN,NGVD,300-L-339,Rustic Ln,AER,,CB,195.469999999999999,,192.250000000000000,,89.819999999999993,,86.599999999999994,,,,,,89.758209230000006,I109,Ipswich,Cedar Swamp,,,,,Y,,,,,,307.042899999999975,,"1","1",2012/07/28 18:06:17.000,CDM_INC\KEALEYDM,,"1",42.54633121,-71.09723301
2078,I109-c020,swCB-2078,,1970/05/04 00:00:00.000,TOWN,NGVD,300-L-339,Rustic Ln,AER,,CB,195.469999999999999,,192.250000000000000,,89.819999999999993,,86.599999999999994,,,,,,90.087287900000007,I109,Ipswich,Cedar Swamp,,,,,Y,,,,,,228.032100000000014,,"1","1",2012/07/28 18:06:16.000,CDM_INC\KEALEYDM,,"1",42.54625545,-71.09722585
2079,I109-c016,swCB-2079,,1970/05/04 00:00:00.000,TOWN,NGVD,300-L-337,Rustic Ln,AER,,CB,,,,,,,,,,,,,87.023193359999993,I109,Ipswich,Cedar Swamp,,,,,Y,,,,,,281.130699999999990,,"1","1",2012/07/28 17:58:10.000,CDM_INC\KEALEYDM,,"1",42.54678248,-71.09613921
2080,I109-c015,swCB-2080,,1970/05/04 00:00:00.000,TOWN,NGVD,300-L-337,Rustic Ln,EST,,CB,,,,,,,,,,,,,87.270507809999998,I109,Ipswich,Cedar Swamp,,,,,Y,,,,,,205.032299999999992,,"1","1",2012/07/28 17:58:10.000,CDM_INC\KEALEYDM,,"1",42.54671949,-71.09607114
2081,S016-c001,swCB-2081,,1949/01/01 00:00:00.000,TOWN,NGVD,700-L-191,Brook St,AER,,CB,,,188.500000000000000,,,,82.849999999999994,,,,,,86.048324579999999,S016,Saugus,Walker's Brook,,,,,Y,,,,,,162.367799999999988,,"1","1",2012/06/04 11:47:09.000,CDM_INC\KEALEYDM,,"1",42.51304034,-71.09675716
2082,S002-c005,swCB-2082,,1976/03/31 00:00:00.000,TOWN,NGVD,900-M-551,Cross Country,EST,,CB,197.500000000000000,195.500000000000000,195.500000000000000,,91.849999999999994,89.849999999999994,89.849999999999994,,,,,,91.131263730000001,S002,Saugus,Walker's Brook,,,,,Y,,,,,,307.203500000000020,,"1","1",2012/06/04 12:48:17.000,CDM_INC\KEALEYDM,,"1",42.51896378,-71.10147155
2083,S002-c001,swCB-2083,,1990/11/09 00:00:00.000,TOWN,NGVD,900-L-549,Cross Country,EST,,CB,196.500000000000000,,,,90.849999999999994,,,,,,,,90.750740050000005,S002,Saugus,Walker's Brook,,,,,Y,,,,,,241.962400000000002,,"1","1",2012/06/04 12:35:23.000,CDM_INC\KEALEYDM,,"1",42.51863709,-71.10046517
2084,S126-c030,swCB-2084,,2006/06/12 00:00:00.000,UNK,NGVD,900-L-737,Cross Country,AER,,CB,,,,,,,,,,,,,120.252891539999993,S126,Saugus,Walker's Brook,,,,,Y,,,,,,193.284199999999998,,"1","1",2012/06/06 09:33:35.000,CDM_INC\KEALEYDM,,"1",42.52464961,-71.10186195
2085,S012-c036,swCB-2085,,2006/06/12 00:00:00.000,UNK,NGVD,900-L-737,Cross Country,EST,,CB,,,,,,,,,,,,,123.611701969999999,S012,Saugus,Walker's Brook,,,,,Y,,,,,,279.695699999999988,,"1","1",2012/06/06 09:35:58.000,CDM_INC\KEALEYDM,,"1",42.52423945,-71.10197575
2086,A003-c002,swCB-2086,,1937/01/01 00:00:00.000,NGVD,NGVD,900-L-121,Main St,EST,,CB,102.269999999999996,99.349999999999994,99.349999999999994,,102.269999999999996,99.349999999999994,99.349999999999994,,,,,,100.840339659999998,A003,Aberjona,Main Stem,,,,,Y,,,,,,287.903300000000002,,"1","1",2012/07/29 14:58:53.000,CDM_INC\KEALEYDM,,"1",42.53566952,-71.10492889
2087,A003-c006,swCB-2087,,1937/01/01 00:00:00.000,NGVD,NGVD,900-L-121,Main St,AER,,CB,102.000000000000000,,100.000000000000000,,102.000000000000000,,100.000000000000000,,,,,,104.709762569999995,A003,Aberjona,Main Stem,,,,,Y,,,,,,267.872599999999977,,"1","1",2012/07/29 14:58:54.000,CDM_INC\KEALEYDM,,"1",42.53630536,-71.10507997
2088,A003-c005,swCB-2088,,1937/01/01 00:00:00.000,NGVD,NGVD,900-L-121,Main St,AER,,CB,102.150000000000006,,99.719999999999999,,102.150000000000006,,99.719999999999999,,,,,,101.678619380000001,A003,Aberjona,Main Stem,,,,,Y,,,,,,289.727399999999989,,"1","1",2012/07/29 14:58:53.000,CDM_INC\KEALEYDM,,"1",42.53588300,-71.10500867
2089,S062-c010,swCB-2089,,1995/06/14 00:00:00.000,TOWN,NGVD,900-L-636,King St,AER,,CB,227.710000000000008,223.069999999999993,222.949999999999989,224.060000000000002,122.060000000000002,117.420000000000002,117.299999999999997,118.409999999999997,,,,,121.811058040000006,S062,Saugus,Walker's Brook,,,,,Y,,,,,,239.837299999999999,,"1","1",2012/06/08 10:40:51.000,CDM_INC\KEALEYDM,,"1",42.52361632,-71.11690592
2090,S062-c012,swCB-2090,,1995/06/14 00:00:00.000,TOWN,NGVD,900-L-636,King St,AER,,CB,230.500000000000000,,225.500000000000000,,124.849999999999994,,119.849999999999994,,,,,,124.168373110000005,S062,Saugus,Walker's Brook,,,,,Y,,,,,,190.652099999999990,,"1","1",2012/06/08 10:40:52.000,CDM_INC\KEALEYDM,,"1",42.52348474,-71.11687690
2091,S062-c008,swCB-2091,,1995/06/14 00:00:00.000,TOWN,NGVD,900-L-636,King St,SCL,,CB,225.080000000000013,220.930000000000007,220.280000000000001,220.180000000000007,119.430000000000007,115.280000000000001,114.629999999999995,114.530000000000001,,,,,119.225997919999998,S062,Saugus,Walker's Brook,,,,,Y,,,,,,0.000000000000000,,"1","1",2012/06/08 10:40:02.000,CDM_INC\KEALEYDM,,"1",42.52373804,-71.11661859
2092,S062-c009,swCB-2092,,1995/06/14 00:00:00.000,TOWN,NGVD,900-L-636,King St,EST,,CB,225.650000000000006,,222.240000000000009,,120.000000000000000,,116.590000000000003,,,,,,119.805404659999994,S062,Saugus,Walker's Brook,,,,,Y,,,,,,174.312999999999988,,"1","1",2012/06/08 10:49:56.000,CDM_INC\KEALEYDM,,"1",42.52366430,-71.11660912
2093,S062-c004,swCB-2093,,1995/06/14 00:00:00.000,TOWN,NGVD,900-L-680,King St,EST,,CB,217.930000000000007,213.800000000000011,213.750000000000000,215.479999999999990,112.280000000000001,108.150000000000006,108.099999999999994,109.829999999999998,,,,,112.038429260000001,S062,Saugus,Walker's Brook,,,,,Y,,,,,,0.000000000000000,,"1","1",2012/06/08 13:34:14.000,CDM_INC\KEALEYDM,,"1",42.52405882,-71.11586532
2094,S092-c001,swCB-2094,,1995/06/14 00:00:00.000,TOWN,NGVD,900-L-680,Morgan Park,EST,,CB,216.030000000000001,,213.530000000000001,,110.379999999999995,,107.879999999999995,,,,,,110.048263550000001,S092,Saugus,Walker's Brook,,,,,Y,,,,,,346.052700000000016,,"1","1",2012/06/08 13:35:17.000,CDM_INC\KEALEYDM,,"1",42.52348307,-71.11501162
2095,S092-c002,swCB-2095,,1995/06/14 00:00:00.000,TOWN,NGVD,900-L-680,Morgan Park,EST,,CB,216.069999999999993,,213.430000000000007,,110.420000000000002,,107.780000000000001,,,,,,110.181716920000000,S092,Saugus,Walker's Brook,,,,,Y,,,,,,289.498899999999992,,"1","1",2012/06/08 13:35:18.000,CDM_INC\KEALEYDM,,"1",42.52345014,-71.11507644
2096,S099-c002,swCB-2096,,1943/04/01 00:00:00.000,TOWN,NGVD,700-L-100,Temple St,AER,,CB,218.900000000000006,216.379999999999995,216.379999999999995,216.169999999999987,113.250000000000000,110.730000000000004,110.730000000000004,110.519999999999996,,,,,111.257202149999998,S099,Saugus,Walker's Brook,,,,,Y,,,,,,301.085300000000018,,"1","1",2014/01/10 13:30:54.000,CDM_INC\KEALEYDM,,"1",42.52225723,-71.11336432
2097,S099-c003,swCB-2097,,1943/04/01 00:00:00.000,TOWN,NGVD,700-L-100,Temple St,AER,,CB,219.159999999999997,,217.370000000000005,,113.510000000000005,111.189999999999998,111.719999999999999,,,,,,110.815567020000003,S099,Saugus,Walker's Brook,,,,,Y,,,,,,183.307099999999991,,"1","1",2014/01/10 13:30:19.000,CDM_INC\KEALEYDM,,"1",42.52214944,-71.11330667
2098,S099-c007,swCB-2098,,1943/04/01 00:00:00.000,TOWN,NGVD,700-L-100,Temple St,AER,,CB,229.449999999999989,,224.199999999999989,,123.799999999999997,,118.549999999999997,,,,,,120.983253480000002,S099,Saugus,Walker's Brook,,,,,Y,,,,,,306.632099999999980,,"1","1",2012/06/12 09:43:19.000,CDM_INC\KEALEYDM,,"1",42.52182760,-71.11443110
2099,S099-c006,swCB-2099,,1943/04/01 00:00:00.000,TOWN,NGVD,700-L-100,Temple St,AER,,CB,229.419999999999987,,225.340000000000003,,123.769999999999996,,119.689999999999998,,,,,,121.800621030000002,S099,Saugus,Walker's Brook,,,,,Y,,,,,,201.671300000000002,,"1","1",2012/06/12 09:43:18.000,CDM_INC\KEALEYDM,,"1",42.52177165,-71.11439205
