OBJECTID,SYSTEMID,FACILITYID,INSTALLDAT,PLANDATE,PLANDATUM,STNDDATUM,SOURCEDOC,LOCDESC,LOCSOURCE,LIFECYCLES,CBTYPE,PLANRIMELV,PLANINVIN,PLANINVOUT,PLANHIPIPE,STNDRIMELV,STNDINVIN,STNDINVOUT,STNDHIPIPE,MU_IN,MU_OUT,CALC_INVIN,CALC_INVOU,Z_SURFACE_,DSOUTFALLI,MAJWATERSH,MINWATERSH,IDDE_ID,LEGACYID,GPS_ID,GPSDATE,SUMP,WALLMAT,CUTDEPTH,LINED,CONDITION,FLOWDIR,ROTATION,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,COMMENTS,ENABLED,Latitude,Longitude
1,S001-c013,swCB-1,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Main St,AER,,CB,94.810000000000002,88.370000000000005,88.370000000000005,,94.810000000000002,88.370000000000005,88.370000000000005,,,,,,92.927482600000005,S001,Saugus,Walker's Brook,,9-58,,,Y,,,,,,5.628900000000000,,"1","1",2012/03/27 13:00:58.000,CDM_INC\KEALEYDM,,"1",42.51719029,-71.10361655
2,S001-c010,swCB-2,,2013/06/19 00:00:00.000,NGVD,NGVD,1000-I-038,Minot St,AER,,CB,,,,,,,,,,3.400000000000000,,92.015510000000006,94.321434019999998,S001,Saugus,Walker's Brook,,,,,Y,,,,,,334.427900000000022,,"1","1",2013/07/18 10:25:04.000,CDM_INC\KEALEYDM,,"1",42.51703853,-71.10371720
3,S001-c019,swCB-3,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Main St,EST,,CB,,,,,,,,,,,,,94.019584660000007,S001,Saugus,Walker's Brook,,,,,Y,,,,,,73.911100000000005,,"1","1",2012/03/27 13:01:00.000,CDM_INC\KEALEYDM,,"1",42.51750974,-71.10382144
4,S001-c022,swCB-4,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Main St,AER,,CB,,,,,,,,,,,,,93.665924070000003,S001,Saugus,Walker's Brook,,,,,Y,,,,,,52.079400000000000,,"1","1",2012/03/27 13:01:00.000,CDM_INC\KEALEYDM,,"1",42.51757502,-71.10370709
5,S001-c026,swCB-5,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Minot St,AER,,CB,,,,,,,,,,,,,93.839927669999994,S001,Saugus,Walker's Brook,,,,,Y,,,,,,29.699200000000001,,"1","1",2012/03/27 13:01:01.000,CDM_INC\KEALEYDM,,"1",42.51786340,-71.10420537
6,S001-c025,swCB-6,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Minot Ave,AER,,CB,,,,,,,,,,,,,93.919403079999995,S001,Saugus,Walker's Brook,,,,,Y,,,,,,285.100300000000004,,"1","1",2012/03/27 13:01:01.000,CDM_INC\KEALEYDM,,"1",42.51783545,-71.10427839
7,S001-c015,swCB-7,,2013/06/19 00:00:00.000,NGVD,NGVD,1000-I-038,Minot St,AER,,CB,,,,,,,,,,3.100000000000000,,91.742329999999995,93.901748659999996,S001,Saugus,Walker's Brook,,,,,Y,,,,,,287.136300000000006,,"1","1",2013/07/18 10:13:25.000,CDM_INC\KEALEYDM,,"1",42.51719339,-71.10382528
8,S001-c014,swCB-8,,2013/06/19 00:00:00.000,NGVD,NGVD,1000-I-038,Minot St,AER,,CB,,,,,,,,,,3.900000000000000,,91.805779999999999,93.214393619999996,S001,Saugus,Walker's Brook,,,,,Y,,,,,,43.424700000000001,,"1","1",2013/07/18 10:13:31.000,CDM_INC\KEALEYDM,,"1",42.51720557,-71.10375179
9,S001-c038,swCB-9,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Center Ave,AER,,CB,,,,,,,,,,,,,94.849952700000003,S001,Saugus,Walker's Brook,,,,,Y,STO,,,,,140.216900000000010,,"1","1",2012/04/28 15:12:11.000,CDM_INC\KEALEYDM,,"1",42.51888694,-71.10507958
10,S001-c036,swCB-10,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Center Ave,AER,,CB,96.319999999999993,92.620000000000005,92.620000000000005,,96.319999999999993,92.620000000000005,92.620000000000005,,,,,,94.397003170000005,S001,Saugus,Walker's Brook,,,,,Y,STO,,,,,140.216900000000010,,"1","1",2012/04/28 15:12:12.000,CDM_INC\KEALEYDM,,"1",42.51892842,-71.10512584
11,S001-c035,swCB-11,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Warren Ave,AER,,CB,96.730000000000004,90.420000000000002,90.420000000000002,,96.730000000000004,90.420000000000002,90.420000000000002,,,,,,94.350654599999999,S001,Saugus,Walker's Brook,,9-46,,,Y,STO,,,,,0.000000000000000,,"1","1",2012/04/28 15:12:12.000,CDM_INC\KEALEYDM,,"1",42.51897412,-71.10508107
12,S001-c044,swCB-12,,1948/12/01 00:00:00.000,TOWN,NGVD,700-L-185,Minot Ave,AER,,CB,204.180000000000007,202.530000000000001,201.560000000000002,,98.530000000000001,96.879999999999995,95.909999999999997,,,,,,95.689552309999996,S001,Saugus,Walker's Brook,,,,,Y,STO,,,,,198.750200000000007,,"1","1",2012/04/28 15:12:12.000,CDM_INC\KEALEYDM,,"1",42.51961653,-71.10553397
13,S001-c043,swCB-13,,1948/12/01 00:00:00.000,TOWN,NGVD,700-L-185,Warren Ave,AER,,CB,203.949999999999989,,202.199999999999989,,98.299999999999997,,96.549999999999997,,,,,,95.973541260000005,S001,Saugus,Walker's Brook,,,,,Y,BR,,,,,238.628500000000003,,"1","1",2012/04/28 15:11:17.000,CDM_INC\KEALEYDM,,"1",42.51951936,-71.10554894
14,S001-c045,swCB-14,,1948/12/01 00:00:00.000,TOWN,NGVD,700-L-185,Minot Ave,AER,,CB,203.879999999999995,,202.710000000000008,,98.230000000000004,,97.060000000000002,,,,,,96.499282840000006,S001,Saugus,Walker's Brook,,,,,Y,BMP,,,,,236.382200000000012,,"1","1",2012/04/28 15:11:21.000,CDM_INC\KEALEYDM,,"1",42.51956216,-71.10559148
15,S001-c012,swCB-15,,2013/06/19 00:00:00.000,NGVD,NGVD,1000-I-038,Main St,EST,,CB,,,,,,,,,,,,,93.060264590000003,S001,Saugus,Walker's Brook,,,,,Y,,,,,,37.082200000000000,,"1","1",2013/07/18 10:24:16.000,CDM_INC\KEALEYDM,,"1",42.51706796,-71.10347036
16,S001-c009,swCB-16,,2013/06/19 00:00:00.000,NGVD,NGVD,1000-I-038,Main St,AER,,CB,,,,,,,,,4.550000000000000,4.830000000000000,91.109520000000003,90.829520000000002,93.991905209999999,S001,Saugus,Walker's Brook,,9-59,,,Y,,,,,,0.000000000000000,,"1","1",2013/07/18 10:25:59.000,CDM_INC\KEALEYDM,,"1",42.51690902,-71.10363975
17,S001-c006,swCB-17,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Main St,AER,,CB,,,,,,,,,,,,,93.347518919999999,S001,Saugus,Walker's Brook,,,,,Y,,,,,,67.632300000000001,,"1","1",2012/07/29 12:48:08.000,CDM_INC\KEALEYDM,,"1",42.51660866,-71.10345048
18,S001-c003,swCB-18,,1967/03/01 00:00:00.000,TOWN,NGVD,600-L-264,Avon St,AER,,CB,,,,,,,,,,,,,92.692276000000007,S001,Saugus,Walker's Brook,,,,,Y,,,,,,15.642099999999999,,"1","1",2012/07/29 12:48:00.000,CDM_INC\KEALEYDM,,"1",42.51627888,-71.10346067
19,S001-c002,swCB-19,,1967/03/01 00:00:00.000,TOWN,NGVD,600-L-264,Avon St,AER,,CB,,,,,,,,,,,,,93.084152220000007,S001,Saugus,Walker's Brook,,,,,Y,,,,,,103.106300000000005,,"1","1",2012/07/29 12:48:01.000,CDM_INC\KEALEYDM,,"1",42.51620645,-71.10348858
20,S001-c001,swCB-20,,1979/12/24 00:00:00.000,NGVD,NGVD,900-L-413,Main St,AER,,CB,,,,,,,,,4.750000000000000,4.850000000000000,89.124920000000003,89.024919999999995,93.515632629999999,S001,Saugus,Walker's Brook,,9-61,,,Y,,,,,,0.000000000000000,,"1","1",2013/07/18 16:04:06.000,CDM_INC\KEALEYDM,,"1",42.51624244,-71.10369319
21,S001-c021,swCB-21,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Main St,AER,,CB,,,,,,,,,,,,,92.981849670000003,S001,Saugus,Walker's Brook,,,,,Y,,,,,,4.071700000000000,,"1","1",2012/07/29 13:51:25.000,CDM_INC\KEALEYDM,,"1",42.51762176,-71.10341357
22,S001-c020,swCB-22,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Main St,AER,,CB,94.459999999999994,90.209999999999994,90.209999999999994,,94.459999999999994,90.209999999999994,90.209999999999994,,,,,,92.591957089999994,S001,Saugus,Walker's Brook,,9-57,,,Y,,,,,,3.377700000000000,,"1","1",2012/07/29 13:51:18.000,CDM_INC\KEALEYDM,,"1",42.51765936,-71.10357617
23,S001-c040,swCB-23,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Main St,AER,,CB,,,,,,,,,,,,,93.431777949999997,S001,Saugus,Walker's Brook,,,,,Y,,,,,,89.028300000000002,,"1","1",2012/03/27 13:01:09.000,CDM_INC\KEALEYDM,,"1",42.51848807,-71.10350945
24,S001-c042,swCB-24,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Main St,AER,,CB,,,,,,,,,,,,,95.075691219999996,S001,Saugus,Walker's Brook,,,,,Y,,,,,,114.684700000000007,,"1","1",2012/03/27 13:01:09.000,CDM_INC\KEALEYDM,Position on plan is incorrect,"1",42.51890491,-71.10332317
25,S001-c041,swCB-25,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Main St,AER,,CB,,,,,,,,,,,,,93.961563110000000,S001,Saugus,Walker's Brook,,,,,Y,,,,,,45.774099999999997,,"1","1",2012/03/27 13:01:09.000,CDM_INC\KEALEYDM,Position on plan is incorrect,"1",42.51897964,-71.10347293
26,S001-c004,swCB-26,,1967/03/01 00:00:00.000,TOWN,NGVD,600-L-264,Main St,AER,,CB,93.909999999999997,89.959999999999994,89.959999999999994,,93.909999999999997,89.959999999999994,89.959999999999994,,,,,,93.540885930000002,S001,Saugus,Walker's Brook,,9-65,,,Y,,,,,,0.000000000000000,,"1","1",2012/07/29 12:51:31.000,CDM_INC\KEALEYDM,"Rim elev, inv in and inv out from DMP","1",42.51548356,-71.10375029
27,S001-c005,swCB-27,,1967/03/01 00:00:00.000,TOWN,NGVD,600-L-264,Main St,AER,,CB,93.400000000000006,89.969999999999999,89.969999999999999,,93.400000000000006,89.969999999999999,89.969999999999999,,,,,,94.158714290000006,S001,Saugus,Walker's Brook,,,,,Y,,,,,,94.184899999999999,,"1","1",2012/07/29 12:46:53.000,CDM_INC\KEALEYDM,"Rim elev, inv in and inv out from DMP","1",42.51547424,-71.10358855
28,S001-c008,swCB-28,,1967/03/01 00:00:00.000,TOWN,NGVD,600-L-264,Main St,AER,,CB,,,,,,,,,,,,,94.198936459999999,S001,Saugus,Walker's Brook,,,,,Y,,,,,,264.074500000000000,,"1","1",2012/07/29 12:46:51.000,CDM_INC\KEALEYDM,,"1",42.51521381,-71.10360846
29,S001-c007,swCB-29,,1967/03/01 00:00:00.000,TOWN,NGVD,600-L-264,Main St,AER,,CB,93.609999999999999,89.659999999999997,89.659999999999997,,93.609999999999999,89.659999999999997,89.659999999999997,,,,,,93.835388179999995,S001,Saugus,Walker's Brook,,9-66,,,Y,,,,,,183.513200000000012,,"1","1",2012/07/29 12:46:51.000,CDM_INC\KEALEYDM,"Rim elev, inv in and inv out from DMP","1",42.51522258,-71.10377043
30,S001-c011,swCB-30,,1937/12/01 00:00:00.000,TOWN,NGVD,300-L-013,Main St,AER,,CB,93.939999999999998,196.860000000000014,196.860000000000014,,93.939999999999998,91.209999999999994,91.209999999999994,,,,,,94.900840759999994,S001,Saugus,Walker's Brook,,9-67,,,Y,,,,,,0.000000000000000,,"1","1",2012/06/22 16:03:07.000,CDM_INC\KEALEYDM,Rim elev from DMP,"1",42.51490460,-71.10379882
31,S001-c016,swCB-31,,1937/12/01 00:00:00.000,TOWN,NGVD,300-L-013,Pinevale Ave,AER,,CB,,,,,,,,,,,,,95.634315490000006,S001,Saugus,Walker's Brook,,,,,Y,,,,,,302.977199999999982,,"1","1",2012/06/22 16:03:12.000,CDM_INC\KEALEYDM,,"1",42.51474268,-71.10390324
32,S001-c017,swCB-32,,1937/12/01 00:00:00.000,TOWN,NGVD,300-L-013,Pinevale Ave,AER,,CB,,,,,,,,,,,,,95.638282779999997,S001,Saugus,Walker's Brook,,,,,Y,,,,,,237.284999999999997,,"1","1",2012/06/22 16:03:11.000,CDM_INC\KEALEYDM,,"1",42.51467764,-71.10396711
33,S001-c018,swCB-33,,1968/01/01 00:00:00.000,TOWN,NGVD,600-L-295,Main St,AER,,CB,93.290000000000006,94.969999999999999,94.969999999999999,,93.290000000000006,94.969999999999999,94.969999999999999,,,,,,95.426780699999995,S001,Saugus,Walker's Brook,,9-68,,,Y,,,,,,0.000000000000000,,"1","1",2012/07/29 12:37:21.000,CDM_INC\KEALEYDM,"Rim elev, inv in and inv out from DMP","1",42.51461557,-71.10382126
34,S001-c028,swCB-34,,1937/12/01 00:00:00.000,TOWN,NGVD,300-L-013,Pinevale Ave,AER,,CB,,,,,,,,,,,,,94.305557250000007,S001,Saugus,Walker's Brook,,,,,Y,,,,,,305.232399999999984,,"1","1",2012/06/22 16:03:10.000,CDM_INC\KEALEYDM,,"1",42.51465890,-71.10487962
35,S001-c027,swCB-35,,1937/12/01 00:00:00.000,TOWN,NGVD,300-L-013,Pinevale Ave,AER,,CB,,,,,,,,,,,,,95.939231870000000,S001,Saugus,Walker's Brook,,,,,Y,,,,,,231.148400000000009,,"1","1",2012/06/22 16:03:09.000,CDM_INC\KEALEYDM,,"1",42.51459797,-71.10486929
36,S001-c029,swCB-36,,1937/12/01 00:00:00.000,TOWN,NGVD,300-L-013,Pinevale Ave,AER,,CB,,,,,,,,,,,,,96.795234679999993,S001,Saugus,Walker's Brook,,,,,Y,,,,,,290.798400000000015,,"1","1",2012/06/22 16:03:09.000,CDM_INC\KEALEYDM,,"1",42.51455196,-71.10553545
37,S001-c023,swCB-37,,1937/12/01 00:00:00.000,TOWN,NGVD,300-L-013,Pinevale Ave,AER,,CB,,,,,,,,,,,,,95.552879329999996,S001,Saugus,Walker's Brook,,,,,Y,,,,,,224.015500000000003,,"1","1",2012/06/22 16:03:10.000,CDM_INC\KEALEYDM,,"1",42.51462488,-71.10456052
38,S001-c024,swCB-38,,1937/12/01 00:00:00.000,TOWN,NGVD,300-L-013,Pinevale Ave,AER,,CB,,,,,,,,,,,,,94.193763730000001,S001,Saugus,Walker's Brook,,,,,Y,,,,,,292.386399999999981,,"1","1",2012/06/22 16:03:11.000,CDM_INC\KEALEYDM,,"1",42.51467888,-71.10462072
39,S002-c014,swCB-39,,1970/01/01 00:00:00.000,NGVD,NGVD,600-M-035,Ash St,AER,,CB,,204.550000000000011,,,,204.550000000000011,,,,,,,100.467933650000006,S002,Saugus,Walker's Brook,,,,,Y,,,,,,208.286300000000011,,"1","1",2012/03/08 10:35:01.000,CDM_INC\KEALEYDM,,"1",42.51709657,-71.10094555
40,S002-c013,swCB-40,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Ash St,AER,,CB,98.349999999999994,95.159999999999997,95.159999999999997,,98.349999999999994,95.159999999999997,95.159999999999997,,,,,,100.711708070000000,S002,Saugus,Walker's Brook,,9-89,,,Y,,,,,,208.286300000000011,,"1","1",2012/03/27 13:01:14.000,CDM_INC\KEALEYDM,,"1",42.51716116,-71.10089803
41,S002-c012,swCB-41,,1970/01/01 00:00:00.000,NGVD,NGVD,600-M-035,Ash St,AER,,CB,,,199.400000000000006,,,,199.400000000000006,,,,,,95.000022889999997,S002,Saugus,Walker's Brook,,,,,Y,,,,,,213.631900000000002,,"1","1",2012/05/03 15:11:59.000,CDM_INC\KEALEYDM,,"1",42.51774519,-71.10140547
42,S002-c008,swCB-42,,1964/03/01 00:00:00.000,TOWN,NGVD,600-L-202,Ash St,AER,,CB,94.219999999999999,196.550000000000011,196.490000000000009,,94.219999999999999,90.900000000000006,90.840000000000003,,,,,,92.186088560000002,S002,Saugus,Walker's Brook,,9-90,,,Y,,,,,,147.719699999999989,,"1","1",2012/06/04 11:22:54.000,CDM_INC\KEALEYDM,Rim elev from DMP,"1",42.51817681,-71.10161714
43,S-c001,swCB-43,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Main St,AER,,CB,,,,,,,,,,,,,94.681655879999994,,Saugus,Walker's Brook,,,,,Y,,,,,,174.242899999999992,,"1","1",2012/03/27 13:01:14.000,CDM_INC\KEALEYDM,,"1",42.52075611,-71.10315837
44,S-c002,swCB-44,,2013/06/19 00:00:00.000,NGVD,NGVD,1000-I-032,Main St,AER,,CB,,,,,,,,,,2.500000000000000,,97.537800000000004,97.098182679999994,,Saugus,Walker's Brook,,,,,Y,,,,,,249.600599999999986,,"1","1",2013/06/30 21:59:05.000,CDM_INC\KEALEYDM,,"1",42.52101909,-71.10333514
45,S-c003,swCB-45,,2013/06/19 00:00:00.000,NGVD,NGVD,1000-I-032,Main St,AER,,CB,,,,,,,,,,2.850000000000000,,97.151600000000002,96.490257260000007,,Saugus,Walker's Brook,,,,,Y,,,,,,278.113999999999976,,"1","1",2013/06/30 21:58:20.000,CDM_INC\KEALEYDM,,"1",42.52118321,-71.10332525
46,S-c004,swCB-46,,2013/06/19 00:00:00.000,NGVD,NGVD,1000-I-032,Main St,AER,,CB,,,,,,,,,,,,,96.814544679999997,,Saugus,Walker's Brook,,,,,Y,,,,,,319.159299999999973,,"1","1",2013/06/30 22:08:27.000,CDM_INC\KEALEYDM,,"1",42.52140837,-71.10328749
47,S-c005,swCB-47,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Cross Country,EST,,CB,,,,,,,,,,,,,96.901168819999995,,Saugus,Walker's Brook,,,,,Y,,,,,,9.494400000000001,,"1","1",2012/03/27 13:01:17.000,CDM_INC\KEALEYDM,Cannot verify by aerials,"1",42.52066740,-71.10265443
48,S-c006,swCB-48,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Cross Country,EST,,CB,,,,,,,,,,,,,94.903625489999996,,Saugus,Walker's Brook,,,,,Y,,,,,,228.267500000000013,,"1","1",2012/03/27 13:01:17.000,CDM_INC\KEALEYDM,Cannot verify by aerials,"1",42.52033066,-71.10281143
49,S-c007,swCB-49,,1939/06/01 00:00:00.000,TOWN,NGVD,700-L-028,Washington St,AER,,CB,205.620000000000005,,,,99.969999999999999,,,,,1.700000000000000,,100.032600000000002,97.339279169999998,,Saugus,Walker's Brook,,,,,Y,,,,,,210.902600000000007,,"1","1",2013/06/30 21:52:48.000,CDM_INC\KEALEYDM,Connection to system not shown in plan. Configuration unclear.,"1",42.52113834,-71.10398040
50,S-c008,swCB-50,,1939/06/01 00:00:00.000,TOWN,NGVD,700-L-028,Washington St,AER,,CB,205.389999999999986,,,,99.739999999999995,,,,2.920000000000000,2.930000000000000,98.150700000000001,98.140699999999995,97.822738650000005,,Saugus,Walker's Brook,,,,,Y,,,,,,0.000000000000000,,"1","1",2013/06/30 21:53:50.000,CDM_INC\KEALEYDM,Connection to system not shown in plan. Configuration unclear.,"1",42.52103956,-71.10382003
51,S-c009,swCB-51,,1939/06/01 00:00:00.000,TOWN,NGVD,700-L-028,Washington St,EST,,CB,205.750000000000000,,,,100.099999999999994,,,,,2.500000000000000,,98.510900000000007,96.585395809999994,,Saugus,Walker's Brook,,,,,Y,,,,,,11.241099999999999,,"1","1",2013/06/30 21:53:56.000,CDM_INC\KEALEYDM,Connection to system not shown in plan. Configuration unclear.,"1",42.52114091,-71.10379214
52,S008-c001,swCB-52,,1955/12/14 00:00:00.000,NGVD,NGVD,300-L-031,Bolton St,AER,,CB,,195.500000000000000,195.500000000000000,,,195.500000000000000,195.500000000000000,,,,,,91.285041809999996,S008,Saugus,Walker's Brook,,,,,Y,,,,,,175.560800000000000,,"1","1",2012/03/08 14:31:35.000,CDM_INC\KEALEYDM,,"1",42.52012885,-71.10194500
53,S008-c002,swCB-53,,1955/12/14 00:00:00.000,NGVD,NGVD,300-L-031,Bolton St,AER,,CB,,,,,,,,,,,,,91.051925659999995,S008,Saugus,Walker's Brook,,,,,Y,,,,,,175.560800000000000,,"1","1",2012/03/08 14:31:35.000,CDM_INC\KEALEYDM,,"1",42.52006873,-71.10193907
54,S011-c003,swCB-54,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Cross Country,SCL,,CB,,,,,,,,,,,,,92.123657230000006,S011,Saugus,Walker's Brook,,,,,Y,,,,,,171.355199999999996,,"1","1",2012/03/27 13:01:19.000,CDM_INC\KEALEYDM,Cannot verify by aerials,"1",42.51973602,-71.10184687
55,S011-c002,swCB-55,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Cross Country,SCL,,CB,,,,,,,,,,,,,90.550422670000003,S011,Saugus,Walker's Brook,,,,,Y,,,,,,238.855199999999996,,"1","1",2012/03/27 13:01:19.000,CDM_INC\KEALEYDM,Cannot verify by aerials,"1",42.51990062,-71.10204690
56,S011-c001,swCB-56,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Cross Country,SCL,,CB,92.730000000000004,90.909999999999997,90.909999999999997,,92.730000000000004,90.909999999999997,90.909999999999997,,,,,,91.419769290000005,S011,Saugus,Walker's Brook,,9-129,,,Y,,,,,,0.000000000000000,,"1","1",2012/03/27 13:01:20.000,CDM_INC\KEALEYDM,Cannot verify by aerials,"1",42.51996862,-71.10189317
57,S009-c002,swCB-57,,1960/07/01 00:00:00.000,NGVD,NGVD,300-L-221,Bolton St,AER,,CB,195.409999999999997,,,,195.409999999999997,,,,,,,,87.752861019999997,S009,Saugus,Walker's Brook,,,,,Y,,,,,,301.795999999999992,,"1","1",2012/06/04 15:09:07.000,CDM_INC\KEALEYDM,,"1",42.52024332,-71.09987524
58,S009-c001,swCB-58,,1960/07/01 00:00:00.000,NGVD,NGVD,300-L-221,Bolton St,AER,,CB,195.409999999999997,,,,195.409999999999997,,,,,,,,87.722953799999999,S009,Saugus,Walker's Brook,,,,,Y,,,,,,225.956400000000002,,"1","1",2012/06/04 15:09:14.000,CDM_INC\KEALEYDM,,"1",42.52018099,-71.09986376
59,S035-c005,swCB-59,,1974/01/01 00:00:00.000,TOWN,NGVD,600-L-452,Washington St,AER,,CB,,,,,,,,,,,,,92.623527530000004,S035,Saugus,Walker's Brook,,,,,Y,,,,,,7.193900000000000,,"1","1",2012/04/27 14:22:23.000,CDM_INC\KEALEYDM,,"1",42.52107678,-71.10191387
60,S002-c006,swCB-60,,1990/11/09 00:00:00.000,TOWN,NGVD,900-L-549,Ash St,AER,,CB,199.560000000000002,89.859999999999999,89.859999999999999,,93.909999999999997,89.859999999999999,89.859999999999999,,,,,,92.139343260000004,S002,Saugus,Walker's Brook,,9-92,,,Y,,,,,,238.913499999999999,,"1","1",2012/06/04 12:38:12.000,CDM_INC\KEALEYDM,Inv in and inv out from DMP,"1",42.51828998,-71.10169631
61,S002-c007,swCB-61,,1990/11/09 00:00:00.000,TOWN,NGVD,900-L-549,Ash St,AER,,CB,199.610000000000014,196.460000000000008,196.460000000000008,,93.959999999999994,90.810000000000002,90.810000000000002,,,,,,92.045967099999999,S002,Saugus,Walker's Brook,,,,,Y,,,,,,238.913499999999999,,"1","1",2012/06/04 12:38:12.000,CDM_INC\KEALEYDM,,"1",42.51825590,-71.10177355
62,S002-c010,swCB-62,,1990/11/09 00:00:00.000,TOWN,NGVD,900-L-549,Ash St,AER,,CB,199.949999999999989,,197.900000000000006,,94.299999999999997,,92.250000000000000,,,,,,91.411178590000006,S002,Saugus,Walker's Brook,,,,,Y,,,,,,331.313300000000027,,"1","1",2012/06/04 12:38:14.000,CDM_INC\KEALEYDM,,"1",42.51860086,-71.10192372
63,S002-c009,swCB-63,,1990/11/09 00:00:00.000,TOWN,NGVD,900-L-549,Ash St,AER,,CB,199.939999999999998,,,,94.290000000000006,,,,,,,,91.053527829999993,S002,Saugus,Walker's Brook,,,,,Y,,,,,,331.403799999999990,,"1","1",2012/06/04 12:38:14.000,CDM_INC\KEALEYDM,,"1",42.51849080,-71.10194473
64,S002-c004,swCB-64,,1990/11/09 00:00:00.000,TOWN,NGVD,900-L-549,Ash St,AER,,CB,,,,,,,,,,,,,91.297927860000001,S002,Saugus,Walker's Brook,,,,,Y,,,,,,156.135999999999996,,"1","1",2012/06/04 12:29:49.000,CDM_INC\KEALEYDM,,"1",42.51828494,-71.10145988
65,S002-c003,swCB-65,,1990/11/09 00:00:00.000,TOWN,NGVD,900-L-549,Ash St,AER,,CB,,,,,,,,,,,,,91.319198610000001,S002,Saugus,Walker's Brook,,,,,Y,,,,,,245.899100000000004,,"1","1",2012/06/04 12:29:49.000,CDM_INC\KEALEYDM,,"1",42.51842819,-71.10106913
66,S002-c002,swCB-66,,1976/03/31 00:00:00.000,TOWN,NGVD,900-M-551,Cross Country,AER,,CB,198.110000000000014,194.930000000000007,194.930000000000007,,92.459999999999994,89.280000000000001,89.280000000000001,,,,,,90.860191349999994,S002,Saugus,Walker's Brook,,9-97,,,Y,,,,,,0.000000000000000,,"1","1",2012/06/04 12:48:17.000,CDM_INC\KEALEYDM,,"1",42.51869305,-71.10099412
67,S003-c004,swCB-67,,1938/01/01 00:00:00.000,TOWN,NGVD,700-L-016,Center Ave,EST,,CB,,,,,,,,,,,,,94.005455019999999,S003,Saugus,Walker's Brook,,,,,Y,,,,,,17.078800000000001,,"1","1",2012/04/30 14:17:10.000,CDM_INC\KEALEYDM,,"1",42.51863680,-71.10593257
68,S003-c003,swCB-68,,1938/01/01 00:00:00.000,TOWN,NGVD,700-L-016,Center Ave,EST,,CB,,,,,,,,,,,,,95.307594300000005,S003,Saugus,Walker's Brook,,,,,Y,,,,,,98.667699999999996,,"1","1",2012/04/30 14:17:11.000,CDM_INC\KEALEYDM,,"1",42.51859382,-71.10590749
69,S003-c002,swCB-69,,1938/01/01 00:00:00.000,TOWN,NGVD,700-L-016,Center Ave,AER,,CB,,,,,,,,,,,,,95.147941590000002,S003,Saugus,Walker's Brook,,,,,Y,,,,,,66.483400000000003,,"1","1",2012/04/30 14:17:11.000,CDM_INC\KEALEYDM,,"1",42.51825006,-71.10699871
70,S003-c001,swCB-70,,1938/01/01 00:00:00.000,TOWN,NGVD,700-L-016,Center Ave,AER,,CB,202.930000000000007,199.270000000000010,199.270000000000010,,97.280000000000001,93.620000000000005,93.620000000000005,,,,,,95.532203670000001,S003,Saugus,Walker's Brook,,,,,Y,,,,,,0.000000000000000,,"1","1",2012/04/30 14:17:11.000,CDM_INC\KEALEYDM,,"1",42.51820907,-71.10712768
71,S004-c001,swCB-71,,1948/12/01 00:00:00.000,TOWN,NGVD,700-L-185,Washington St,AER,,CB,207.389999999999986,205.889999999999986,205.389999999999986,,101.739999999999995,100.239999999999995,99.739999999999995,,,,,,99.787765500000006,S004,Saugus,Walker's Brook,,,,,Y,,,,,,228.949299999999994,,"1","1",2012/04/28 14:57:56.000,CDM_INC\KEALEYDM,,"1",42.52082920,-71.10583958
72,S005-c001,swCB-72,,1976/12/01 00:00:00.000,NGVD,NGVD,MasterPlan-09,Washington St,AER,,CB,,,,,,,,,,,,,101.423744200000002,S005,Saugus,Walker's Brook,,,,,Y,,,,,,355.216400000000021,,"1","1",2012/03/27 13:01:25.000,CDM_INC\KEALEYDM,,"1",42.52093530,-71.10496521
