p_id,p_facility,p_inlettyp,p_in_typ_o,p_locdesc,p_ownedby,p_legacy_i,p_cvtype,p_cv_typ_o,p_cvshape,p_cv_shp_o,p_cvmateri,p_cv_mat_o,p_cvsize,p_oilhood,p_framemat,p_frm_mat_,p_chimney,p_chimydia,p_chimymat,p_chm_mat_,p_conetype,p_con_typ_,p_conemate,p_con_mat_,p_wallmat,p_wal_mat_,p_bench,p_benchmat,p_ben_mat_,p_channel,p_chanmate,p_chn_mat_,p_chanexpo,p_rimelev,p_inv_dept,p_invertel,p_sump_dep,p_fin_dept,p_installd,p_maintby,p_lastupda,p_lastedit,p_plans,p_comments,p_elevatio,p_map_date,p_mapped_b,p_map_by_o,p_map_meth,p_map_met_,p_map_stat,p_rotation,p_conditio,p_flow,p_activefl,p_enabled,p_operable,p_keyjncti,p_anclryro,p_division,p_asset,p_st_cntr_,Longitude,Latitude
62649,CB-915,Catchbasin,,19 HIAWATHA RD,City,dCB_1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,,,,,1/1/70,City,3/8/22,MSB,,,100.0999985,1/1/70,,,Aerial Photo,,,-248.4126264,,,,,,,,HIGHWAY,Stormwater,6433,-71.17223256,42.46553064
62754,CB-1020,Catchbasin,,1 WILLOW ST,City,dCB_878,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Aerial Photo,,,-150.5107347,,,,,,,,HIGHWAY,Stormwater,6095,-71.17247993,42.47323211
62758,CB-1024,Catchbasin,,58 WATER ST,City,dCB_882,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6,,,,,1/1/70,City,3/8/22,MSB,,,53.59999847,1/1/70,,,Aerial Photo,,,-171.5668763,,,,,,,,HIGHWAY,Stormwater,6041,-71.16022198,42.4735961
62703,CB-970,Catchbasin,,11 SUMMER ST,City,dCB_828,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.3,4,127.3,2,6,1/1/70,City,3/8/22,MSB,,,131.3000031,1/1/70,,,Aerial Photo,,,-62.94560856,,,,,,,,HIGHWAY,Stormwater,4668,-71.15159617,42.47584847
62338,CB-591,Catchbasin,,31 HARRISON AVE,City,dCB_561,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.34,3,76.34,0,3,,City,3/8/22,MSB,,,79.343,3/8/22,City,,RTK GPS,,Final,-163.5250478,,,,,,,,HIGHWAY,Stormwater,5633,-71.15721693,42.48112518
62334,CB-587,Catchbasin,,None,City,dCB_557,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5,2,77.5,2,4,1/1/70,City,3/8/22,MSB,,,79.5,1/1/70,,,Aerial Photo,,,15.12345953,,,,,,,,HIGHWAY,Stormwater,5633,-71.15645862,42.48128167
62625,CB-889,Catchbasin,,12 AKESON RD,City,dCB_761,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1,4,73.1,1,5,1/1/70,City,3/8/22,MSB,,,77.09999847,1/1/70,,,Aerial Photo,,,73.69120296,,,,,,,,HIGHWAY,Stormwater,6449,-71.16730084,42.47648113
62723,CB-989,Catchbasin,,257 MAIN ST,City,dCB_847,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,4,90,2,6,1/1/70,City,3/8/22,MSB,,Tagged,94,7/31/18,,,Aerial Photo,,,-247.334745,,,,,,,,HIGHWAY,Stormwater,5564,-71.15031677,42.47636115
62460,CB-723,Catchbasin,,221 MAIN ST,City,dCB_927,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,2,88.9,0,2,1/1/70,City,3/8/22,MSB,,Tagged,90.90000152,8/1/18,,,Aerial Photo,,,-169.9033751,,,,,,,,HIGHWAY,Stormwater,6563,-71.14910417,42.47487315
62727,CB-993,Catchbasin,,19 GREEN ST,City,dCB_851,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.9,3,107.9,2,5,1/1/70,City,3/8/22,MSB,,,110.9000015,1/1/70,,,Aerial Photo,,,10.49743194,,,,,,,,HIGHWAY,Stormwater,4990,-71.14639886,42.47524034
62307,CB-560,Catchbasin,,112 BEDFORD RD,City,dCB_530,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8,2,85.8,2,4,1/1/70,City,3/8/22,MSB,,,87.80000305,1/1/70,,,Aerial Photo,,,-157.0352557,,,,,,,,HIGHWAY,Stormwater,6311,-71.17240004,42.48159921
62556,CB-819,Catchbasin,,47 WEBSTER ST,City,dCB_1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.4,3,114.4,1,4,1/1/70,City,3/8/22,MSB,,,117.4000015,1/1/70,,,Aerial Photo,,,-209.1863023,,,,,,,,HIGHWAY,Stormwater,4720,-71.1688025,42.5070943
62578,CB-841,Catchbasin,,8A EDWARDS RD,City,dCB_1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.4,3,111.4,2,5,1/1/70,City,3/8/22,MSB,,,114.4000015,1/1/70,,,Aerial Photo,,,-189.6875612,,,,,,,,HIGHWAY,Stormwater,5029,-71.16426755,42.50685996
62354,CB-607,Catchbasin,,4 FEDERAL ST,City,dCB_578,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2,3,89.2,3,6,1/1/70,City,3/8/22,MSB,,,92.19999694,1/1/70,,,Aerial Photo,,,-48.97618979,,,,,,,,HIGHWAY,Stormwater,5038,-71.1535149,42.47987036
62921,CB-1204,Catchbasin,,3 JILLIAN CIR,City,dCB_1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9,,,,,1/1/70,City,3/8/22,MSB,,,73.90000152,1/1/70,,,Aerial Photo,,,-126.9950006,,,,,,,,HIGHWAY,Stormwater,5927,-71.1516137,42.51146893
63001,CB-1281,Catchbasin,,293 CAMBRIDGE RD,City,dCB_1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,1/1/70,City,3/8/22,MSB,,,94,1/1/70,,,Aerial Photo,,,-43.44011264,,,,,,,,HIGHWAY,Stormwater,5793,-71.16515965,42.46029719
63023,CB-1303,Catchbasin,,4 CROSSMAN RD,City,dCB_1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.8,,,,,1/1/70,City,3/8/22,MSB,,,146.8000031,1/1/70,,,Aerial Photo,,,-165.7137808,,,,,,,,HIGHWAY,Stormwater,4885,-71.17063195,42.45900602
63090,CB-1371,Catchbasin,,None,City,dCB_1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5,,,,,1/1/70,City,3/8/22,MSB,,,72.5,1/1/70,,,Aerial Photo,,,-134.1300516,,,,,,,,HIGHWAY,Stormwater,4678,-71.14684036,42.51672274
62819,CB-1086,Catchbasin,,4 BUCKMAN CT,City,dCB_1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.9,2,79.9,4,6,1/1/70,City,3/8/22,MSB,,,81.90000152,1/1/70,,,Aerial Photo,,,-66.81842915,,,,,,,,HIGHWAY,Stormwater,6350,-71.15139039,42.46856246
63104,CB-1385,Catchbasin,,49 WINTER ST,City,dCB_1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,,,,,1/1/70,City,3/8/22,MSB,,,101.8000031,1/1/70,,,Aerial Photo,,,48.09097987,,,,,,,,HIGHWAY,Stormwater,5766,-71.16870541,42.51472333
63175,CB-1458,Catchbasin,,10 RICHMOND AVE,City,dCB_1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2,3,92.2,1,4,1/1/70,City,3/8/22,MSB,,,95.19999694,1/1/70,,,Aerial Photo,,,-66.29830235,,,,,,,,HIGHWAY,Stormwater,6572,-71.1596171,42.51448832
63152,CB-1434,Catchbasin,,None,City,dCB_1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6,,,,,1/1/70,City,3/8/22,MSB,,,61.59999847,1/1/70,,,Aerial Photo,,,-187.2242587,,,,,,,,HIGHWAY,Stormwater,4659,-71.14570581,42.51446883
63178,CB-1461,Catchbasin,,971 MAIN ST,City,dCB_1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6,,,,,1/1/70,City,3/8/22,MSB,,,97.59999847,1/1/70,,,Aerial Photo,,,-86.41510336,,,,,,,,HIGHWAY,Stormwater,6532,-71.16086955,42.5142448
63216,CB-1500,Catchbasin,,919 MAIN ST,City,dCB_1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.5,,,,,1/1/70,City,3/8/22,MSB,,,108.5,1/1/70,,,Aerial Photo,,,-255.3895058,,,,,,,,HIGHWAY,Stormwater,5924,-71.16120252,42.50986173
63238,CB-1522,Catchbasin,,11 PEARL ST,City,dCB_1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5,,,,,1/1/70,City,3/8/22,MSB,,,112.5,1/1/70,,,Aerial Photo,,,47.14485286,,,,,,,,HIGHWAY,Stormwater,4904,-71.16752898,42.49885547
63195,CB-1478,Catchbasin,,80 MERRIMAC ST,City,dCB_1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.9,2,73.9,2,4,1/1/70,City,3/8/22,MSB,,,75.90000152,1/1/70,,,Aerial Photo,,,-211.8381592,,,,,,,,HIGHWAY,Stormwater,5140,-71.15157176,42.51310179
63173,CB-1456,Catchbasin,,955 MAIN ST,City,dCB_1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,2,97.1,1,3,1/1/70,City,3/8/22,MSB,,,99.09999847,1/1/70,,,Aerial Photo,,,86.5932914,,,,,,,,HIGHWAY,Stormwater,6531,-71.16108819,42.51321423
63184,CB-1467,Catchbasin,,990 MAIN ST,City,dCB_1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,2,99.4,1,3,1/1/70,City,3/8/22,MSB,,,101.4000015,1/1/70,,,Aerial Photo,,,,,,,,,,,HIGHWAY,Stormwater,,-71.16314682,42.51289202
63443,CB-1730,Catchbasin,,20 VAN NORDEN RD,City,dCB_1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5,3,101.5,2,5,1/1/70,City,3/8/22,MSB,,,104.5,1/1/70,,,Aerial Photo,,,-96.36114866,,,,,,,,HIGHWAY,Stormwater,5336,-71.15551148,42.50463285
63429,CB-1717,Catchbasin,,81 PEARL ST,City,dCB_1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Aerial Photo,,,59.67441988,,,,,,,,HIGHWAY,Stormwater,6104,-71.16591257,42.5051218
63467,CB-1757,Catchbasin,,12 WOODSIDE TERR,City,dCB_1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3,,,,,1/1/70,City,3/8/22,MSB,,,93.30000305,1/1/70,,,Aerial Photo,,,-21.73978066,,,,,,,,HIGHWAY,Stormwater,5459,-71.14928975,42.50474822
63476,CB-1766,Catchbasin,,1 DOBBINS DR,City,dCB_1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.3,,,,,1/1/70,City,3/8/22,MSB,,,111.3000031,1/1/70,,,Aerial Photo,,,25.55441705,,,,,,,,HIGHWAY,Stormwater,5266,-71.16490816,42.50153185
63486,CB-1776,Catchbasin,,9 CORTLAND CIR,City,dCB_1679,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,1/1/70,City,3/8/22,MSB,,,106,1/1/70,,,Aerial Photo,,,-234.9666568,,,,,,,,HIGHWAY,Stormwater,5518,-71.16070726,42.50161923
63487,CB-1777,Catchbasin,,6 CORTLAND CIR,City,dCB_1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.4,,,,,1/1/70,City,3/8/22,MSB,,,106.4000015,1/1/70,,,Aerial Photo,,,-235.2259926,,,,,,,,HIGHWAY,Stormwater,5518,-71.16118857,42.50227166
63538,CB-1827,Catchbasin,,2 BARBARA CIR,City,dCB_1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,,,,,1/1/70,City,3/8/22,MSB,,,103.1999969,1/1/70,,,Aerial Photo,,,-76.49674844,,,,,,,,HIGHWAY,Stormwater,5333,-71.15035878,42.50221241
63553,CB-1842,Catchbasin,,19 BARBARA CIR,City,dCB_1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8,3.3,91.5,,,1982,City,3/8/22,MSB,As-Built 1982,,94.80000305,3/8/22,Consultant,,Aerial Photo,,Final,-4.405971179,,,,,,,,HIGHWAY,Stormwater,5122,-71.148873,42.50308157
63402,CB-1690,Catchbasin,,51 SCHOOL ST,City,dCB_1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,4,99.4,2,6,1/1/70,City,3/8/22,MSB,,,103.4000015,1/1/70,,,Aerial Photo,,,-30.21791508,,,,,,,,HIGHWAY,Stormwater,5280,-71.15613619,42.50789689
63304,CB-1590,Catchbasin,,None,City,dCB_2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3,3,51.3,2,5,1/1/70,City,3/8/22,MSB,,,54.29999923,1/1/70,,,Aerial Photo,,,-256.3467611,,,,,,,,HIGHWAY,Stormwater,5071,-71.14026649,42.49638994
63430,CB-1718,Catchbasin,,52 ELM ST,City,dCB_1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.7,3,126.7,0,3,1/1/70,City,3/8/22,MSB,,,129.6999969,1/1/70,,,Aerial Photo,,,-61.72371797,,,,,,,,HIGHWAY,Stormwater,5186,-71.16224165,42.50463826
63514,CB-1804,Catchbasin,,12 ALFRED ST,City,dCB_1707,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,3,93.2,2,5,1/1/70,City,3/8/22,MSB,,,96.19999694,1/1/70,,,Aerial Photo,,,-209.9651437,,,,,,,,HIGHWAY,Stormwater,6273,-71.15635799,42.50176203
64137,CB-2433,Catchbasin,,7 CRONIN WAY,City,dCB_2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.3,,,,,1/1/70,City,3/8/22,MSB,,,149.3000031,1/1/70,,,Aerial Photo,,,-76.03709587,,,,,,,,HIGHWAY,Stormwater,5312,-71.14736478,42.49841678
64155,CB-2452,Catchbasin,,4 ELLEN RD,City,dCB_2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6,,,,,1/1/70,City,3/8/22,MSB,,,107.5999985,1/1/70,,,Aerial Photo,,,56.68262754,,,,,,,,HIGHWAY,Stormwater,5294,-71.16460893,42.49655215
64421,CB-2724,Catchbasin,,None,City,dCB_2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8,4,70.8,2,6,1/1/70,City,3/8/22,MSB,,,74.80000305,1/1/70,,,Aerial Photo,,,65.92372178,,,,,,,,HIGHWAY,Stormwater,5955,-71.1378095,42.52217913
64304,CB-2602,Catchbasin,,None,City,dCB_2687,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.5,,,,,1/1/70,City,3/8/22,MSB,,,77.5,1/1/70,,,Aerial Photo,,,-178.4783986,,,,,,,,HIGHWAY,Stormwater,6664,-71.13953986,42.52024373
64344,CB-2645,Catchbasin,,2-4 CAPOZZI CIRCLE,City,dCB_2419,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.4,,,,,1/1/70,City,3/8/22,MSB,,,111.4000015,1/1/70,,,Aerial Photo,,,21.73850125,,,,,,,,HIGHWAY,Stormwater,6033,-71.15509007,42.49420114
64178,CB-2476,Catchbasin,,23 HART PL,City,dCB_2392,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.7,3,102.7,2,5,1/1/70,City,3/8/22,MSB,,,105.6999969,1/1/70,,,Aerial Photo,,,-146.3100347,,,,,,,,HIGHWAY,Stormwater,4645,-71.15801938,42.49496911
64354,CB-2655,Catchbasin,,5 BROWN PL,City,dCB_2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.3,3,103.3,2,5,1/1/70,City,3/8/22,MSB,,,106.3000031,1/1/70,,,Aerial Photo,,,-157.3625573,,,,,,,,HIGHWAY,Stormwater,4752,-71.1578042,42.49403951
64425,CB-2728,Catchbasin,,None,City,dCB_2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.5,,,,,1/1/70,City,3/8/22,MSB,,,77.5,1/1/70,,,Aerial Photo,,,69.23517383,,,,,,,,HIGHWAY,Stormwater,6255,-71.13910983,42.52037053
64181,CB-2479,Catchbasin,,723 MAIN ST,City,dCB_2395,,,,,,,,,,,,,,,,,,,Cobblestone,,,,,,,,,112.1,4,108.1,2,6,1/1/70,City,3/8/22,MSB,,,112.0999985,1/1/70,,,Aerial Photo,,,-79.4630648,,,,,,,,HIGHWAY,Stormwater,4624,-71.15543048,42.49527323
64184,CB-2482,Catchbasin,,1 COOLIDGE RD,City,dCB_2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.6,4,109.6,2,6,1/1/70,City,3/8/22,MSB,,,113.5999985,4/20/18,City,,Aerial Photo,,,-79.50136169,,,,,,,,HIGHWAY,Stormwater,5935,-71.15559013,42.49589465
64192,CB-2490,Catchbasin,,101 MISHAWUM RD,City,dCB_2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.6,4,113.6,2,6,1/1/70,City,3/8/22,MSB,,,117.5999985,1/1/70,,,Aerial Photo,,,-133.2054887,,,,,,,,HIGHWAY,Stormwater,5875,-71.14735498,42.49603747
64636,CB-2940,Catchbasin,,None,City,dCB_3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2,,,,,1/1/70,City,3/8/22,MSB,,,84.19999694,1/1/70,,,Aerial Photo,,,57.11841331,,,,,,,,HIGHWAY,Stormwater,5789,-71.14253587,42.50619837
64711,CB-3015,Catchbasin,,None,City,dCB_2873,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6,,,,,1/1/70,City,3/8/22,MSB,,,65.59999847,1/1/70,,,Aerial Photo,,,-237.1066713,,,,,,,,HIGHWAY,Stormwater,6186,-71.13597159,42.51493201
64716,CB-3020,Catchbasin,,None,City,dCB_2878,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1,,,,,1/1/70,City,3/8/22,MSB,,,65.09999847,1/1/70,,,Aerial Photo,,,-240.9566008,,,,,,,,HIGHWAY,Stormwater,5475,-71.13578519,42.51493498
64890,CB-3203,Catchbasin,,None,City,dCB_3163,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4,,,,,1/1/70,City,3/8/22,MSB,,,60.40000152,1/1/70,,,Aerial Photo,,,-243.709443,,,,,,,,HIGHWAY,Stormwater,6221,-71.13187838,42.50896357
64891,CB-3204,Catchbasin,,None,City,dCB_3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3,,,,,1/1/70,City,3/8/22,MSB,,,60.29999923,1/1/70,,,Aerial Photo,,,-243.1560769,,,,,,,,HIGHWAY,Stormwater,5911,-71.13209948,42.50890661
64781,CB-3085,Catchbasin,,None,City,dCB_3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.4,4,54.4,1,5,1/1/70,City,3/8/22,MSB,,,58.40000152,1/1/70,,,Aerial Photo,,,-63.08203764,,,,,,,,HIGHWAY,Stormwater,5638,-71.13338546,42.51130342
64615,CB-2919,Catchbasin,,None,City,dCB_3174,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5,6,86.5,1,7,1/1/70,City,3/8/22,MSB,,,92.5,1/1/70,,,Aerial Photo,,,-237.2255705,,,,,,,,HIGHWAY,Stormwater,5352,-71.14461059,42.50651711
64763,CB-3067,Catchbasin,,None,City,dCB_2925,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1,3,63.1,1,4,1/1/70,City,3/8/22,MSB,,,66.09999847,1/1/70,,,Aerial Photo,,,-63.24948169,,,,,,,,HIGHWAY,Stormwater,5601,-71.14399464,42.51277959
64918,CB-3231,Catchbasin,,None,City,dCB_3257,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5,,,,,1/1/70,City,3/8/22,MSB,,,60.5,1/1/70,,,Aerial Photo,,,-260.088334,,,,,,,,HIGHWAY,Stormwater,5910,-71.13124794,42.50626396
65267,CB-3580,Catchbasin,,21 MAPLE AVE,City,dCB_3784,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.7,3,142.7,2,5,1/1/70,City,3/8/22,MSB,,,145.6999969,1/1/70,,,Aerial Photo,,,-133.3177454,,,,,,,,HIGHWAY,Stormwater,5768,-71.14121665,42.48992516
64962,CB-3274,Catchbasin,,29 INDUSTRIAL PKWY,City,dCB_3304,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.1,,,,,1/1/70,City,3/8/22,MSB,,,81.09999847,1/1/70,,,Aerial Photo,,,-26.98858938,,,,,,,,HIGHWAY,Stormwater,6410,-71.14172317,42.50529022
65098,CB-3410,Catchbasin,,192 MISHAWUM RD,City,dCB_3455,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Aerial Photo,,,-111.3224296,,,,,,,,HIGHWAY,Stormwater,5576,-71.14191392,42.50184376
65228,CB-3540,Catchbasin,,289 WASHINGTON ST,City,dCB_3617,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6,,,,,1/1/70,City,3/8/22,MSB,,,75.59999847,1/1/70,,,Aerial Photo,,,-65.84109175,,,,,,,,HIGHWAY,Stormwater,4744,-71.12375254,42.49335424
64978,CB-3290,Catchbasin,,None,City,dCB_3321,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,4,74,1,5,1/1/70,City,3/8/22,MSB,,,78,1/1/70,,,Aerial Photo,,,-24.30514976,,,,,,,,HIGHWAY,Stormwater,6139,-71.13936871,42.50422726
65191,CB-3504,Catchbasin,,59 HINSTON RD,City,dCB_3581,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9,1,87.9,4,5,1/1/70,City,3/8/22,MSB,,,88.90000152,1/1/70,,,Aerial Photo,,,-240.4323344,,,,,,,,HIGHWAY,Stormwater,4903,-71.13952865,42.4942138
65197,CB-3510,Catchbasin,,3 EMELINE ST,City,dCB_3587,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,3,97.2,1,4,1/1/70,City,3/8/22,MSB,,,100.1999969,1/1/70,,,Aerial Photo,,,-52.70988483,,,,,,,,HIGHWAY,Stormwater,4766,-71.13990235,42.4933079
65290,CB-3603,Catchbasin,,242 SALEM ST,City,dCB_3807,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,1/1/70,City,3/8/22,MSB,,Tagged,80,1/1/70,,,Aerial Photo,,,27.32233926,,,,,,,,HIGHWAY,Stormwater,6024,-71.13347858,42.48858783
65428,CB-3742,Catchbasin,,287 SALEM ST,City,dCB_3715,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,1/1/70,City,3/8/22,MSB,,Tagged,45.59999847,1/1/70,,,Aerial Photo,,,-125.8182749,,,,,,,,HIGHWAY,Stormwater,6609,-71.1286556,42.49189623
65433,CB-3747,Catchbasin,,None,City,dCB_3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,,,,,1/1/70,City,3/8/22,MSB,,Tagged,47.5,1/1/70,,,Aerial Photo,,,-131.9260466,,,,,,,,HIGHWAY,Stormwater,6608,-71.13065559,42.49032393
65494,CB-3808,Catchbasin,,None,City,dCB_3886,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.1,,,,,1/1/70,City,3/8/22,MSB,,,137.1000061,1/1/70,,,Aerial Photo,,,-130.1212705,,,,,,,,HIGHWAY,Stormwater,5908,-71.14458562,42.48763852
65506,CB-3820,Catchbasin,,None,City,dCB_3898,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Aerial Photo,,,-47.72687872,,,,,,,,HIGHWAY,Stormwater,5908,-71.14565159,42.48625228
65606,CB-3923,Catchbasin,,25 BUTTARO RD,City,dCB_4004,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.3,,,,,1/1/70,City,3/8/22,MSB,,,135.3000031,1/1/70,,,Aerial Photo,,,-233.2008999,,,,,,,,HIGHWAY,Stormwater,6235,-71.13605677,42.48453725
65386,CB-3699,Catchbasin,,22 LILLIAN ST,City,dCB_3672,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.5,4,111.5,1,5,1/1/70,City,3/8/22,MSB,,,115.5,1/1/70,,,Aerial Photo,,,-53.56981597,,,,,,,,HIGHWAY,Stormwater,5283,-71.13950227,42.49186329
65593,CB-3908,Catchbasin,,19 HILLTOP PKWY,City,dCB_3988,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.5,3,175.5,2,5,1/1/70,City,3/8/22,MSB,,,178.5,1/1/70,,,Aerial Photo,,,31.07138889,,,,,,,,HIGHWAY,Stormwater,6691,-71.13789655,42.48534655
65587,CB-3902,Catchbasin,,101 SALEM ST,City,dCB_3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.5,3,123.5,0,3,1/1/70,City,3/8/22,MSB,,Tagged,126.5,1/1/70,,,Aerial Photo,,,-136.4792255,,,,,,,,HIGHWAY,Stormwater,6730,-71.14494796,42.4857201
65510,CB-3824,Catchbasin,,173 SALEM ST,City,dCB_3902,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3,5,120.3,2,7,1/1/70,City,3/8/22,MSB,,Tagged,125.3000031,1/1/70,,,Aerial Photo,,,-176.6245015,,,,,,,,HIGHWAY,Stormwater,5393,-71.13893761,42.48732394
65438,CB-3752,Catchbasin,,12 ARTHUR G PERNOKAS DR,City,dCB_3725,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5,4,56.5,2,6,1/1/70,City,3/8/22,MSB,,,60.5,1/1/70,,,Aerial Photo,,,-236.6637006,,,,,,,,HIGHWAY,Stormwater,6486,-71.12408174,42.49035313
65611,CB-3928,Catchbasin,,3 JOSAM LN,City,dCB_4008,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.2,4,173.2,1,5,1/1/70,City,3/8/22,MSB,,,177.1999969,1/1/70,,,Aerial Photo,,,-28.12267338,,,,,,,,HIGHWAY,Stormwater,6059,-71.13678473,42.48371401
66180,CB-4534,Catchbasin,,2 LEONARD ST,City,dCB_4644,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.4,,,,,1/1/70,City,3/8/22,MSB,,,126.4000015,1/1/70,,,Aerial Photo,,,9.741653137,,,,,,,,HIGHWAY,Stormwater,6454,-71.14136274,42.47587598
66156,CB-4506,Catchbasin,,37 GREEN ST,City,dCB_4616,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.6,4,119.6,1,5,1/1/70,City,3/8/22,MSB,,,123.5999985,1/1/70,,,Aerial Photo,,,-78.70487452,,,,,,,,HIGHWAY,Stormwater,6497,-71.14384394,42.47553405
66292,CB-4649,Catchbasin,,40 LEONARD ST,City,dCB_4761,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.2,4,168.2,2,6,1/1/70,City,3/8/22,MSB,,,172.1999969,1/1/70,,,Aerial Photo,,,-63.51451846,,,,,,,,HIGHWAY,Stormwater,6313,-71.14040965,42.4742194
66336,CB-235,Catchbasin,,6 DAVID CIR,City,dCB_224,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9,,,,,1/1/70,City,3/8/22,MSB,,,104.9000015,1/1/70,,,Aerial Photo,,,-250.9027366,,,,,,,,HIGHWAY,Stormwater,6290,-71.16211599,42.48684298
66394,CB-4743,Catchbasin,,13 CARTER ST,City,dCB_4855,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,5,109,1,6,1/1/70,City,3/8/22,MSB,,,114,1/1/70,,,Aerial Photo,,,-146.6362612,,,,,,,,HIGHWAY,Stormwater,5588,-71.14322846,42.47050374
