p_id,p_facility,p_inlettyp,p_in_typ_o,p_locdesc,p_ownedby,p_legacy_i,p_cvtype,p_cv_typ_o,p_cvshape,p_cv_shp_o,p_cvmateri,p_cv_mat_o,p_cvsize,p_oilhood,p_framemat,p_frm_mat_,p_chimney,p_chimydia,p_chimymat,p_chm_mat_,p_conetype,p_con_typ_,p_conemate,p_con_mat_,p_wallmat,p_wal_mat_,p_bench,p_benchmat,p_ben_mat_,p_channel,p_chanmate,p_chn_mat_,p_chanexpo,p_rimelev,p_inv_dept,p_invertel,p_sump_dep,p_fin_dept,p_installd,p_maintby,p_lastupda,p_lastedit,p_plans,p_comments,p_elevatio,p_map_date,p_mapped_b,p_map_by_o,p_map_meth,p_map_met_,p_map_stat,p_rotation,p_conditio,p_flow,p_activefl,p_enabled,p_operable,p_keyjncti,p_anclryro,p_division,p_asset,p_st_cntr_,Longitude,Latitude
66788,CB-5211,Catchbasin,,139 LEXINGTON ST,City,dCB_5325,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5,,,,,1/1/70,City,3/8/22,MSB,,,53.5,1/1/70,,,Aerial Photo,,,36.48437654,,,,,,,,HIGHWAY,Stormwater,6460,-71.17441642,42.47243631
66816,CB-5260,Catchbasin,,19 CRESCENT RD,City,dCB_5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.6,,,,,1/1/70,City,3/8/22,MSB,,,187.6000061,1/1/70,,,Aerial Photo,,,76.98082488,,,,,,,,HIGHWAY,Stormwater,5153,-71.18762228,42.46885938
66818,CB-5267,Catchbasin,,10 BAY ST,City,dCB_5381,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.3,,,,,1/1/70,City,3/8/22,MSB,,,247.3000031,1/1/70,,,Aerial Photo,,,78.88223093,,,,,,,,HIGHWAY,Stormwater,5587,-71.18977136,42.46976535
66902,CB-5370,Catchbasin,,198 LEXINGTON ST,City,dCB_5487,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1,,,,,1/1/70,City,3/8/22,MSB,,,62.09999847,1/1/70,,,Aerial Photo,,,-265.466743,,,,,,,,HIGHWAY,Stormwater,5167,-71.17787555,42.46776175
66916,CB-5384,Catchbasin,,183 CAMBRIDGE RD,City,dCB_5501,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6,,,,,1/1/70,City,3/8/22,MSB,,,62.59999847,1/1/70,,,Aerial Photo,,,-50.1490445,,,,,,,,HIGHWAY,Stormwater,6551,-71.17827142,42.46761816
66933,CB-5401,Catchbasin,,194 CAMBRIDGE RD,City,dCB_5518,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,,,,1/1/70,City,3/8/22,MSB,,,73.40000152,1/1/70,,,Aerial Photo,,,-232.7630955,,,,,,,,HIGHWAY,Stormwater,6488,-71.17747027,42.46694649
66935,CB-5403,Catchbasin,,187 CAMBRIDGE RD,City,dCB_5520,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,,,,,1/1/70,City,3/8/22,MSB,,,64.40000152,1/1/70,,,Aerial Photo,,,-93.63338863,,,,,,,,HIGHWAY,Stormwater,5453,-71.1779414,42.46688991
67025,CB-5507,Catchbasin,,None,City,dCB_5630,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Aerial Photo,,,,,,,,,,,HIGHWAY,Stormwater,,-71.17717723,42.46427355
67028,CB-5510,Catchbasin,,None,City,dCB_5633,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1,,,,,1/1/70,City,3/8/22,MSB,,,69.09999847,1/1/70,,,Aerial Photo,,,-98.85553218,,,,,,,,HIGHWAY,Stormwater,6262,-71.1777931,42.46428882
67045,CB-5523,Catchbasin,,22 GRANT ST,City,dCB_5646,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.7,,,,,1/1/70,City,3/8/22,MSB,,,195.6999969,1/1/70,,,Aerial Photo,,,-215.8160329,,,,,,,,HIGHWAY,Stormwater,5187,-71.20500914,42.46250914
67063,CB-6298,Catchbasin,,BURLINGTON ST,City,dCB_6454,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,,,,-196.6702879,,,,,,,,HIGHWAY,Stormwater,5340,-71.16695625,42.47724929
67093,CB-6356,Catchbasin,,WOBURN PARKWAY,City,dCB_6883,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,FULL OF SEDIMENT,,1/1/70,,,,,,-14.89924299,,,,,,,,HIGHWAY,Stormwater,6102,-71.15530772,42.46307738
67140,CB-5587,Catchbasin,,17 WAVERLY RD,City,dCB_5710,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Aerial Photo,,,-105.0986352,,,,,,,,HIGHWAY,Stormwater,6415,-71.18072509,42.46285109
66803,CB-5246,Catchbasin,,7 WINDSOR CIR,City,dCB_5360,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.4,5,231.4,1,6,1/1/70,City,3/8/22,MSB,,,236.3999939,1/1/70,,,Aerial Photo,,,30.88244541,,,,,,,,HIGHWAY,Stormwater,5587,-71.19140078,42.46950932
67119,CB-5564,Catchbasin,,12 HOWARD CT,City,dCB_5687,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.1,3,158.1,1,4,1/1/70,City,3/8/22,MSB,,,161.1000061,1/1/70,,,Aerial Photo,,,-236.6419699,,,,,,,,HIGHWAY,Stormwater,4688,-71.19467231,42.46327465
67002,CB-5478,Catchbasin,,163 RUSSELL ST,City,dCB_5601,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.6,4,139.6,2,6,1/1/70,City,3/8/22,MSB,,,143.6000061,1/1/70,,,Aerial Photo,,,-148.076189,,,,,,,,HIGHWAY,Stormwater,5686,-71.18492557,42.46522287
67089,CB-5546,Catchbasin,,526 RUSSELL ST,City,dCB_5669,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.8,4,218.8,1,5,1/1/70,City,3/8/22,MSB,,,222.8000031,1/1/70,,,Aerial Photo,,,-120.9537219,,,,,,,,HIGHWAY,Stormwater,5995,-71.19894975,42.46276321
66931,CB-5399,Catchbasin,,85 RUSSELL ST,City,dCB_5516,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.6,3,67.6,2,5,1/1/70,City,3/8/22,MSB,,,70.59999847,1/1/70,,,Aerial Photo,,,38.23019858,,,,,,,,HIGHWAY,Stormwater,6047,-71.18128053,42.46700875
66984,CB-5460,Catchbasin,,2 BELFORD CIR,City,dCB_5577,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.8,4,172.8,5,9,1/1/70,City,3/8/22,MSB,,Tagged,176.8000031,1/1/70,,,Aerial Photo,,,25.52602985,,,,,,,,HIGHWAY,Stormwater,4763,-71.1911846,42.46568002
67987,CB-6160,Catchbasin,,None,City,dCB_6287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Other,,,-117.5835105,,,,,,,,HIGHWAY,Stormwater,5789,-71.14106896,42.50776648
68030,CB-6203,Catchbasin,,409 MAIN ST,City,dCB_6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Other,,,-17.44730962,,,,,,,,HIGHWAY,Stormwater,6356,-71.15123569,42.48049632
68050,CB-6223,Catchbasin,,15 SONREL ST,City,dCB_6354,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,Tagged,,1/1/70,,,Other,,,-153.0796773,,,,,,,,HIGHWAY,Stormwater,5757,-71.14167482,42.47317637
68085,CB-6258,Catchbasin,,12 BURLINGTON ST,City,dCB_6389,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,see catherine circle drawing,,1/1/70,,,Other,,,-112.3906686,,,,,,,,HIGHWAY,Stormwater,6109,-71.16430706,42.47778175
68150,CB-6361,Catchbasin,,15 CURTIS RD,City,dCB_6888,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,,,,-81.32203315,,,,,,,,HIGHWAY,Stormwater,6390,-71.15647301,42.49336103
68224,CB-6453,Catchbasin,,111 MISHAWUM RD,City,dCB_6943,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,,,,,,,,,,,,HIGHWAY,Stormwater,,-71.1458619,42.49682539
68250,CB-6480,Catchbasin,,161 SALEM ST,City,dCB_6984,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,,,,-179.0976613,,,,,,,,HIGHWAY,Stormwater,6351,-71.13989251,42.48734076
68318,CB-6575,Catchbasin,,None,City,,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,123.8,,,,,12/7/07,City,3/8/22,MSB,,,123.8,1/1/70,,,,,,,,,,,,,,HIGHWAY,Stormwater,,-71.14629688,42.48353973
68275,CB-6508,Catchbasin,,133 GARFIELD AVE,City,dCB_7028,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,2,,2,4,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,,,,-149.739068,,,,,,,,HIGHWAY,Stormwater,6555,-71.14069461,42.46985501
68006,CB-6179,Catchbasin,,22 GRACE RD,City,dCB_6307,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,0,3,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Other,,,21.59734453,,,,,,,,HIGHWAY,Stormwater,6709,-71.17982661,42.45728283
68110,CB-6291,Catchbasin,,42 WYMAN ST,City,dCB_6447,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,2,,3,5,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,,,,-83.33975408,,,,,,,,HIGHWAY,Stormwater,4879,-71.16063924,42.49160572
68109,CB-6290,Catchbasin,,42 WYMAN ST,City,dCB_6446,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,2,,3,5,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,,,,6.963657184,,,,,,,,HIGHWAY,Stormwater,6705,-71.16054275,42.49164232
68200,CB-6423,Catchbasin,,25 SIXTH RD,City,dCB_1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7,3,70.7,1,4,1/1/70,City,3/8/22,MSB,,,73.69999694,1/1/70,,,Aerial Photo,,,-61.77323475,,,,,,,,HIGHWAY,Stormwater,5180,-71.14782157,42.5107629
68108,CB-6288,Catchbasin,,5 MARION AVE,City,dCB_6444,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,2,,4,6,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Other,,,-70.95727992,,,,,,,,HIGHWAY,Stormwater,4880,-71.16089488,42.49234236
68149,CB-6354,Catchbasin,,356 RUSSELL ST,City,dCB_6399,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,4,,1,5,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,,,,-219.8825986,,,,,,,,HIGHWAY,Stormwater,4888,-71.19287947,42.46492414
68225,CB-6454,Catchbasin,,37 WOOD ST,City,dCB_6945,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,3,,1,4,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,,,,-251.4753791,,,,,,,,HIGHWAY,Stormwater,6583,-71.13508357,42.48607529
68264,CB-6497,Catchbasin,,26 WINTER ST,City,dCB_7017,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,5,,1,6,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,,,,90,,,,,,,,HIGHWAY,Stormwater,5158,-71.16855515,42.51265455
68075,CB-6248,Catchbasin,,95 NASHUA ST,City,dCB_6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,1,3,1/1/70,City,3/8/22,MSB,,,,6/27/17,,,Other,,,-267.2222571,,,,,,,,HIGHWAY,Stormwater,4930,-71.13309224,42.48040643
68201,CB-6424,Catchbasin,,25 SIXTH RD,City,dCB_1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.1,4,70.1,2,6,1/1/70,City,3/8/22,MSB,,,74.09999847,1/1/70,,,Aerial Photo,,,-152.3241619,,,,,,,,HIGHWAY,Stormwater,6401,-71.14787122,42.51089529
68440,CB-6740,Catchbasin,,None,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/17/17,City,,Plan,,,-57.75771541,,,,,,,,HIGHWAY,Stormwater,5796,-71.13206999,42.5197688
68448,CB-6748,Catchbasin,,None,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/17/17,City,,Plan,,,13.77077938,,,,,,,,HIGHWAY,Stormwater,5720,-71.13227505,42.52022496
68461,CB-6761,Catchbasin,,None,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/17/17,City,,Plan,,,,,,,,,,,HIGHWAY,Stormwater,,-71.13321505,42.52251368
68469,CB-6769,Catchbasin,,None,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/17/17,City,,Plan,,,-243.4761839,,,,,,,,HIGHWAY,Stormwater,5689,-71.13217017,42.52357775
68493,CB-6793,Catchbasin,,7 CONSTITUTION WAY,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/24/17,City,,,,,,,,,,,,,HIGHWAY,Stormwater,,-71.12801877,42.50918051
68502,CB-6802,Catchbasin,,868 MAIN ST,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,1/25/17,City,,,,,-76.32190306,,,,,,,,HIGHWAY,Stormwater,5578,-71.1596208,42.50508813
68504,CB-6804,Catchbasin,,6 ALFRED E. PETERSON WAY,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,2/1/17,City,,Plan,,,,,,,,,,,HIGHWAY,Stormwater,,-71.16919481,42.51241225
68520,CB-6821,Catchbasin,,17 SCHOOL ST,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.06,3.75,104.31,,,1/1/70,City,3/8/22,MSB,,,,2/21/17,City,,,,,19.3683146,,,,,,,,HIGHWAY,Stormwater,4845,-71.15936219,42.50833898
68529,CB-6830,Catchbasin,,271 MISHAWUM RD,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,2/22/17,City,,,,,,,,,,,,,HIGHWAY,Stormwater,,-71.13939919,42.50234575
68532,CB-6833,Catchbasin,,271 MISHAWUM RD,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,2/22/17,City,,,,,,,,,,,,,HIGHWAY,Stormwater,,-71.13925546,42.5021889
68540,CB-6841,Catchbasin,,None,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,2/22/17,City,,,,,26.28162678,,,,,,,,HIGHWAY,Stormwater,4894,-71.13886045,42.50317275
68544,CB-6845,Catchbasin,,None,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1/1/70,City,3/8/22,MSB,,,,2/22/17,City,,,,,,,,,,,,,HIGHWAY,Stormwater,,-71.13840573,42.50292711
64208,CB-2506,Catchbasin,,None,City,dCB_2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1,4,61.1,2,6,1/1/70,City,3/8/22,MSB,,,65.09999847,1/1/70,,,Aerial Photo,,,-259.3576903,,,,,,,,HIGHWAY,Stormwater,5577,-71.14530391,42.51732995
62730,CB-996,Catchbasin,,50 PROSPECT ST,City,dCB_854,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,2,92,2,4,1/1/70,City,3/8/22,MSB,,,94,1/1/70,,,Aerial Photo,,,-69.32940196,,,,,,,,HIGHWAY,Stormwater,4935,-71.14771664,42.47621011
61777,CB-710,Catchbasin,,PROSPECT ST,City,dCB_725,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.28,3,91.28,1,4,1/1/70,City,3/8/22,MSB,,,94.28,1/1/70,,,Aerial Photo,,,-248.255953,,,,,,,,HIGHWAY,Stormwater,4934,-71.14860885,42.47792019
64834,CB-3138,Catchbasin,,166 NEW BOSTON ST,City,dCB_3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7,4,75.7,1,5,1/1/70,City,3/8/22,MSB,,,79.69999694,1/1/70,,,Aerial Photo,,,-106.0957501,,,,,,,,HIGHWAY,Stormwater,6700,-71.14426291,42.50909839
68280,CB-6513,Catchbasin,,43 LEONARD ST,City,dCB_7035,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,4,,1,5,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,,,,-243.5145185,,,,,,,,HIGHWAY,Stormwater,6313,-71.14029159,42.47396007
68794,CB-7121,Catchbasin,,68 CAMPBELL ST,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,City,3/8/22,MSB,,,,4/29/20,Other,,,,Draft,,,,1,1,1,,0,HIGHWAY,Stormwater,,-71.14620925,42.48170261
67356,CB-5753,Catchbasin,,304 LEXINGTON ST,City,dCB_5876,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.2,3,157.2,1,4,1/1/70,City,3/8/22,MSB,,,160.1999969,1/1/70,,,Aerial Photo,,,-239.2527298,,,,,,,,HIGHWAY,Stormwater,5747,-71.18288807,42.45774775
62407,CB-667,Catchbasin,,30 ELLIS ST,City,dCB_638,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5,,,,,1/1/70,City,3/8/22,MSB,,,79.5,1/1/70,,,Aerial Photo,,,83.64373136,,,,,,,,HIGHWAY,Stormwater,6562,-71.1599166,42.47935072
66833,CB-5280,Catchbasin,,1 INDEPENDENCE DR,City,dCB_5394,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.4,5,133.4,1,6,1/1/70,City,3/8/22,MSB,,,138.3999939,1/1/70,,,Aerial Photo,,,-151.3059828,,,,,,,,HIGHWAY,Stormwater,5821,-71.18274401,42.46986568
66295,CB-4652,Catchbasin,,48 LEONARD ST,City,dCB_4764,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,1,195,2,3,1/1/70,City,3/8/22,MSB,,,196,1/1/70,,,Aerial Photo,,,-12.39154543,,,,,,,,HIGHWAY,Stormwater,6313,-71.1395619,42.47346428
66419,CB-4765,Catchbasin,,133 GARFIELD AVE,City,dCB_4877,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.3,3,102.3,2,5,1/1/70,City,3/8/22,MSB,,,105.3000031,1/1/70,,,Aerial Photo,,,-31.84315288,,,,,,,,HIGHWAY,Stormwater,5387,-71.14033747,42.46970026
65736,CB-4059,Catchbasin,,83 NASHUA ST,City,dCB_4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7,3,60.7,1,4,1/1/70,City,3/8/22,MSB,,,63.70000076,1/1/70,,,Aerial Photo,,,7.046902768,,,,,,,,HIGHWAY,Stormwater,5033,-71.13302591,42.4795176
65951,CB-4289,Catchbasin,,58 NASHUA ST,City,dCB_4374,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3,3,51.3,2,5,1/1/70,City,3/8/22,MSB,,,54.29999923,1/1/70,,,Aerial Photo,,,-2.241149797,,,,,,,,HIGHWAY,Stormwater,5094,-71.12945513,42.47782572
65954,CB-4292,Catchbasin,,54 NASHUA ST,City,dCB_4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3,4,51.3,2,6,1/1/70,City,3/8/22,MSB,,,55.29999923,1/1/70,,,Aerial Photo,,,-182.2411498,,,,,,,,HIGHWAY,Stormwater,5094,-71.12882078,42.47780159
67143,CB-6439,Catchbasin,,FOX ROAD,City,dCB_4667,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,106.7,4,102.7,1,5,1/1/70,City,3/8/22,MSB,,,106.6999969,1/1/70,,,Aerial Photo,,,-104.0090891,,,,,,,,HIGHWAY,Stormwater,5697,-71.13451121,42.47541758
62666,CB-932,Catchbasin,,46 NASHUA ST,City,dCB_6971,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,4,,2,6,1/1/70,City,3/8/22,MSB,,,,10/23/17,,,,,,-181.3988579,,,,,,,,HIGHWAY,Stormwater,5094,-71.12758788,42.47775778
65949,CB-4287,Catchbasin,,66 NASHUA ST,City,dCB_4372,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8,5,47.8,1,6,1/1/70,City,3/8/22,MSB,,,52.79999923,1/1/70,,,Aerial Photo,,,-187.3998113,,,,,,,,HIGHWAY,Stormwater,6274,-71.13071758,42.47788542
65958,CB-4296,Catchbasin,,33 NASHUA ST,City,dCB_4382,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9,3,54.9,1,4,1/1/70,City,3/8/22,MSB,,,57.90000152,1/1/70,,,Aerial Photo,,,87.73342771,,,,,,,,HIGHWAY,Stormwater,6275,-71.1274389,42.47785676
66288,CB-4645,Catchbasin,,19 BLUEBERRY HILL RD,City,dCB_4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.6,2,194.6,1,3,1/1/70,City,3/8/22,MSB,,,196.6000061,1/1/70,,,Aerial Photo,,,53.88751133,,,,,,,,HIGHWAY,Stormwater,5427,-71.13923143,42.4733917
66276,CB-4633,Catchbasin,,23 BLUEBERRY HILL RD,City,dCB_4745,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.7,4,191.7,2,6,1/1/70,City,3/8/22,MSB,,,195.6999969,1/1/70,,,Aerial Photo,,,-139.9475682,,,,,,,,HIGHWAY,Stormwater,5428,-71.13832447,42.47411678
68054,CB-6227,Catchbasin,,45 BLUEBERRY HILL RD,City,dCB_6358,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,1,5,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Other,,,-228.9635219,,,,,,,,HIGHWAY,Stormwater,5214,-71.13515001,42.47492487
67877,CB-6048,Catchbasin,,None,City,dCB_6171,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,1,4,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,Other,,,-188.8429879,,,,,,,,HIGHWAY,Stormwater,5388,-71.1326962,42.47480166
66303,CB-4660,Catchbasin,,None,City,dCB_4772,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,4,83.5,2,6,1/1/70,City,3/8/22,MSB,,,87.5,1/1/70,,,Aerial Photo,,,-3.436373427,,,,,,,,HIGHWAY,Stormwater,5388,-71.13334808,42.47484819
66275,CB-4632,Catchbasin,,26 BLUEBERRY HILL RD,City,dCB_4744,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.5,6,189.5,1,7,1/1/70,City,3/8/22,MSB,,,195.5,1/1/70,,,Aerial Photo,,,-139.9475682,,,,,,,,HIGHWAY,Stormwater,5428,-71.13837773,42.47421551
61858,CB-79,Catchbasin,,26 FULTON ST,City,dCB_7031,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,4,,1,5,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,,,,-222.603339,,,,,,,,HIGHWAY,Stormwater,6541,-71.13907048,42.47384452
66296,CB-4653,Catchbasin,,18 BLUEBERRY HILL RD,City,dCB_4765,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.6,4,193.6,2,6,1/1/70,City,3/8/22,MSB,,,197.6000061,1/1/70,,,Aerial Photo,,,-12.39154543,,,,,,,,HIGHWAY,Stormwater,6313,-71.13956034,42.47336121
66374,CB-4723,Catchbasin,,8 BLUEBERRY HILL RD,City,dCB_4835,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.9,3,157.9,1,4,1/1/70,City,3/8/22,MSB,,,160.8999939,1/1/70,,,Aerial Photo,,,21.79217551,,,,,,,,HIGHWAY,Stormwater,6258,-71.14131059,42.47238058
66291,CB-4648,Catchbasin,,18 FULTON ST,City,dCB_4760,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.3,3,161.3,2,5,1/1/70,City,3/8/22,MSB,,,164.3000031,1/1/70,,,Aerial Photo,,,-60.80250166,,,,,,,,HIGHWAY,Stormwater,6541,-71.13974311,42.47464078
66189,CB-4543,Catchbasin,,8 FULTON ST,City,dCB_4653,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.6,3,128.6,2,5,1/1/70,City,3/8/22,MSB,,,131.6000061,11/20/17,,,Aerial Photo,,,-238.9340694,,,,,,,,HIGHWAY,Stormwater,4938,-71.1404811,42.47562279
66192,CB-4546,Catchbasin,,10 FULTON ST,City,dCB_4656,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.1,3,133.1,2,5,1/1/70,City,3/8/22,MSB,,Tagged,136.1000061,11/20/17,,,Aerial Photo,,,-61.89767856,,,,,,,,HIGHWAY,Stormwater,6541,-71.14040471,42.47538354
66290,CB-4647,Catchbasin,,31 FULTON ST,City,dCB_4759,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.4,3,160.4,2,5,1/1/70,City,3/8/22,MSB,,,163.3999939,1/1/70,,,Aerial Photo,,,-240.8025017,,,,,,,,HIGHWAY,Stormwater,6541,-71.13982412,42.47460364
68279,CB-6512,Catchbasin,,46 LEONARD ST,City,dCB_7034,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,2,,2,4,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,,,,-53.97217828,,,,,,,,HIGHWAY,Stormwater,6313,-71.14000909,42.47369307
66293,CB-4650,Catchbasin,,28 LEONARD ST,City,dCB_4762,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.4,3,148.4,3,6,1/1/70,City,3/8/22,MSB,,,151.3999939,1/1/70,,,Aerial Photo,,,-60.39961919,,,,,,,,HIGHWAY,Stormwater,6313,-71.14077338,42.47470612
66193,CB-4547,Catchbasin,,20 LEONARD ST,City,dCB_4657,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.4,3,136.4,3,6,1/1/70,City,3/8/22,MSB,,Tagged,139.3999939,1/1/70,,,Aerial Photo,,,-61.44247512,,,,,,,,HIGHWAY,Stormwater,6313,-71.14106485,42.47509373
62421,CB-682,Catchbasin,,6 FOLEY RD,City,dCB_653,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.1,3,136.1,1,4,1/1/70,City,3/8/22,MSB,,,139.1000061,1/1/70,,,Aerial Photo,,,-264.1927388,,,,,,,,HIGHWAY,Stormwater,5589,-71.16264136,42.47909767
68281,CB-6514,Catchbasin,,7 SKYVIEW RD,City,dCB_7036,,,,,,,,,,,,,,,,,,,Precast Concrete,,,,,,,,,0,3,,2,5,1/1/70,City,3/8/22,MSB,,,,1/1/70,,,,,,-161.6438331,,,,,,,,HIGHWAY,Stormwater,5374,-71.13867718,42.47300944
65950,CB-4288,Catchbasin,,65 NASHUA ST,City,dCB_4373,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8,3,49.8,1,4,1/1/70,City,3/8/22,MSB,,,52.79999923,1/1/70,,,Aerial Photo,,,-1.625868555,,,,,,,,HIGHWAY,Stormwater,6274,-71.13048899,42.47793496
