X,Y,OBJECTID,Subtype,FacilityID,InstallDat,LifecycleS,WaterType,PlanNum,Owner,Comments,AccessDiam,AccessMate,AccesType,Station,RimElevati,FieldBook,Invert,Plan1,Plan2,Plan3,FeatureID,DupeNum,Source,OrthoUpdated,GlobalID,created_user,created_date,last_edited_user,last_edited_date,Dewb_Edited
-71.091880823134,42.3821168728339,"1",,SW-CB-01479,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{128E3F73-64E7-4975-9DD1-68CE9CDB69B0},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.102142668122,42.3937945037322,"2","0",SW-CB-00400,1981/01/01 00:00:00,Proposed,Storm,TB-067,Somerv, ,"9999",Unk,Unk,"9999",9999, ,74.41,TB-067,,,CB-SD-401,"1",Original City Data,Yes,{468F0B52-B4F7-4C09-A52F-CDEE512D995B},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0884247733267,42.3986589574872,"3",,SW-CB-01975,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{E9EF37F4-FAF9-41CC-B368-622EE1CB8DA9},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1123389093481,42.3921189263498,"4",,SW-CB-02782,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{C35CF596-609D-4694-BD9C-F8C1EC6DD4D3},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1159477426047,42.398330452189,"5",,SW-CB-03482,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{9DCA9DED-9748-43F5-A62B-B25201B15E1F},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0911459909398,42.3854151969147,"6",,SW-CB-01267,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{9D871818-4055-449C-946E-B8E3D3F6DC34},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0952351523261,42.3804513559167,"7",,SW-CB-00770,,,,,,,,,,,,,,,,,,,Stantec,Yes,{C5E5C406-B8E9-4AC3-97E7-A9AE74AEE85F},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1156402971098,42.3957035500678,"8","0",SW-CB-00442,9999/09/09 00:00:00,Active,Storm,TB-026,Somerv, ,"9999",Unk,Unk,"9999",9999, ,9999,TB-026,,,CB-SD-443,"1",Original City Data,Yes,{C42AE7CB-96E5-41EA-816E-F98AAF68D5BC},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0967014824306,42.3848344324981,"9",,SW-CB-02631,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{A15A32C7-9BF6-48C8-8020-015F8EF1B200},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1163448648107,42.3927678251487,"10",,SW-CB-02882,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{C9406A14-6D88-41DC-87F8-B44FA31AEE7B},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0881169930284,42.378660393384,"11","1",SW-CB-00567,1957/03/01 00:00:00,Proposed,Storm,NA,Somerv,DATA FROM SOMERVILLE HOUSING AUTHORITY,"9999",Unk,Unk,"9999",9999, ,9999,NA,,,CB-SD-568,"1",Original City Data,Yes,{3FB1A70F-EADD-425B-9214-5D8B9FD2570D},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1174245754882,42.3964018924697,"12","0",SW-CB-00434,9999/09/09 00:00:00,Active,Storm,TB-025,Somerv, ,"9999",Unk,Unk,"9999",9999, ,9999,TB-025,,,CB-SD-435,"1",Original City Data,Yes,{79B481DA-A78F-476F-9411-A3D492659D08},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0971348947273,42.3880181917836,"13","1",SW-CB-00130,1927/01/01 00:00:00,Active,Storm,MM-6,Somerv, ,"0", , ,"9999",9999, ,9999,MM-06,,,CB-SD-131,"1",Original City Data,Not Visible,{E6E0EB95-75FA-45B6-85F9-A7665463E10E},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.10906522193,42.385009511497,"14",,SW-CB-00951,,,,,,,,,,,,,,,,,,,Stantec,Yes,{F8BBE394-506F-4665-B9F1-1657DFD54975},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0928514751791,42.3753827994468,"15",,SW-CB-02334,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{FEB82082-C195-4CFC-B6F8-05E37674C5EC},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1100321496947,42.3920012208121,"16","0",SW-CB-00468,9999/09/09 00:00:00,Active,Storm,TB-044,Somerv, ,"9999",Unk,Unk,"9999",65.79, ,62.09,TB-044,,,CB-SD-469,"1",Original City Data,Yes,{D5047B1D-2CB4-4A08-BD97-D72572BB6A00},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0877100605673,42.3856937600142,"17",,SW-CB-01244,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{C0D49F74-A089-4C98-9530-5DF0BFBD66F3},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0838112112269,42.390715696302,"18",,SW-CB-02096,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{D3AE2E75-6502-40BD-A9F4-DCFC74271A79},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0810411346586,42.3863365533133,"19",,SW-CB-01379,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{B31E5F1E-5D98-4266-8CA5-1660CD2BF0B2},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0911381014137,42.3837387222173,"20",,SW-CB-01266,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{DCD867BC-3A25-4A61-9D4E-4949A8E542A3},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1179986258722,42.3890736099625,"21",,SW-CB-03566,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{FC95C7A0-3ED1-4EED-8EBC-A26C6AA4BFC3},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1075114361068,42.3907493589016,"22","0",SW-CB-00479,9999/09/09 00:00:00,Active,Storm,TB-045,Somerv, ,"9999",Unk,Unk,"9999",9999, ,9999,TB-045,,,CB-SD-480,"1",Original City Data,Yes,{D8E8356F-A38A-4ED4-BC13-37877EE16691},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1270173603519,42.4013779789039,"23","0",SW-CB-00502,1981/02/02 00:00:00,Proposed,Storm,TB-069,Somerv, ,"9999",Unk,Unk,"9999",9999, ,9999,TB-069,,,CB-SD-503,"1",Original City Data,Yes,{AABE2163-7E73-48F9-BA03-FEFA789042F7},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1149561174434,42.3944760897171,"24",,SW-CB-03468,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{6DE9E7C9-FCD5-454D-B0E5-4D4DDF0257B1},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0896051306388,42.3798277181649,"25",,SW-CB-02252,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{C10FCCB9-2498-4CCA-BE6F-0DDEFC132CAC},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0905837318671,42.3952468380621,"26",,SW-CB-01919,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{502B52B2-181E-4758-A66F-66CA38C5DAA2},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0877497550767,42.392708812191,"27",,SW-CB-01864,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{CA4FB791-0301-4D26-81DC-A641B4B042E9},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1341567127705,42.4042612706808,"28",,SW-CB-03115,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{0983A127-CA28-4BCE-B50B-9FA2CE4F4189},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1214803617897,42.4011787586672,"29","1",SW-CB-00059,1980/01/01 00:00:00,Proposed,Storm,TB-004,Somerv, ,"9999",Unk,Unk,"9999",9999, ,27.5,TB-004,,,CB-SD-60,"1",Original City Data,Yes,{AA7B3D4F-B4AC-4598-B9D5-A3536F35BC4D},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0825234964438,42.3900755004691,"30",,SW-CB-03594,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{594D9C2E-61E9-4DE2-BBFD-B04F788BAF23},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1026966096995,42.3930070375322,"31","0",SW-CB-00394,9999/09/09 00:00:00,Proposed,Storm,TB-066,Somerv, ,"9999",Unk,Unk,"9999",66.86, ,62.86,TB-066,,,CB-SD-395,"1",Original City Data,Yes,{E206E250-0226-445F-ACEF-D2A2081F62B6},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0937841639874,42.3951927824438,"32",,SW-CB-02076,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{05646875-B725-4357-AB1A-07C14E32436E},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0901606852293,42.3743010991294,"33",,SW-CB-02310,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{F86A149D-61AC-4544-A8A9-D1D1ACC3100F},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1216666476013,42.3961511656726,"34",,SW-CB-02802,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{DDE298B5-3C9E-43CE-B065-084AC8A450FD},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1065161036031,42.3796485524374,"35",,SW-CB-02597,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{63D152F6-6B42-4A11-836D-440FFDF29BF5},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1175238703864,42.4039992933391,"36",,SW-CB-03335,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{C18DE87D-42DF-4784-82D1-D0D9E781ACD7},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1312975051382,42.4059417380835,"37",,SW-CB-03093,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{FE479A70-CF32-4EFE-ACDF-1A6C02D8AEAA},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1242373245516,42.4079256158441,"38",,SW-CB-03250,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{83B2E182-A876-48D0-930D-54E60541B5C8},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0792786959565,42.3948271559511,"39",,SW-CB-01833,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{F3DAEA02-7FBD-40B1-BCDE-55944358FDFD},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0834968456379,42.3774033899587,"40",,SW-CB-01610,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{22F5A011-A0E9-47C8-A7C0-27351DC68C4F},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1268949241208,42.3970767447616,"41",,SW-CB-03011,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{11810D12-AD93-4226-BFD9-8DD8CC87B1F1},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0829779806557,42.3741660141798,"42",,SW-CB-02175,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{B68F7CC1-6AB7-48A5-A746-35C73A129A38},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0848533538498,42.3972129169514,"43",,SW-CB-01777,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{FC09ACE0-D377-4E7D-A79D-6CC58FB355A0},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1122580970276,42.3849213186857,"44",,SW-CB-00909,,,,,,,,,,,,,,,,,,,Stantec,Yes,{713D5930-E74A-449D-965E-D9648712850B},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0916070358741,42.3909306558742,"45",,SW-CB-01543,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{9B2387B8-EF16-44DF-94B8-F60DD0F38B17},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0980351446433,42.3752659696018,"46",,SW-CB-02467,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{54393BF0-B5C3-4795-A024-3C463F77231F},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1279885982741,42.408064061994,"47",,SW-CB-03270,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{B875E420-A75F-437C-B9D0-C48FD6E9B022},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.092615714148,42.3774886855677,"48",,SW-CB-00592,,,,,,,,,,,,,,,,,,,Stantec,Yes,{2B6F8DC8-CB66-4A92-9875-28D7EAC0D88E},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1019422271891,42.3906056458426,"49","1",SW-CB-00018,1928/01/01 00:00:00,Active,Storm,MM-8,Somerv,ASSUMED FROM PLAN TO BE CATCH BASIN - MAY BE OWNED BY B&L R.R. - PLANS GIVE NO PROFILE OR DATA ON STRUCTURES,"0",Unk,Unk,"9999",9999, ,9999,MM-08,,,CB-SD-19,"1",Original City Data,Yes,{1E4B25C1-2411-404D-970E-1DED3262DED1},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1002219154929,42.3772744358657,"50",,SW-CB-02510,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{4436241A-564F-4341-9889-744F50C03564},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0813352897968,42.3960452870412,"51",,SW-CB-01797,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{23FBE969-6FFD-4AA7-B805-08E8A479820E},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0848695529509,42.3923885532908,"52",,SW-CB-03607,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{4C5CCD44-AAFA-4941-BF31-A3308F94299A},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0898008684319,42.3857769730651,"53",,SW-CB-01252,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{79678DAA-09BC-476A-8B91-1C722C4570F6},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1234391469849,42.3977316457422,"54","1",SW-CB-00293,9999/09/09 00:00:00,Active,Storm,TB-031,Somerv, ,"9999",Unk,Unk,"9999",9999, ,9999,TB-031,,,CB-SD-294,"1",Original City Data,Yes,{98B8387B-2AC9-431A-97A3-26BE3C7BC610},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0785657537208,42.3866782685636,"55",,SW-CB-01639,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{93E3AE04-F83A-4BB2-8796-A0BF156F038A},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1169279756855,42.3874171252585,"56",,SW-CB-00836,,,,,,,,,,,,,,,,,,,Stantec,Yes,{620A3793-24F6-48AF-ACB4-54BE3E3CF331},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1174332377093,42.4013230406618,"57","1",SW-CB-00225,1939/06/01 00:00:00,Active,Storm,PF-41,Somerv,SHOWN AS EXISTING MH IN PROPOSED PLANS OF 1939 - CONNECTS TO MH ACROSS THE STREET,"0",Unk,Unk,"9999",40, ,9999,PF-041,,,CB-SD-226,"1",Original City Data,Yes,{24C1240E-FD95-4D09-8775-1D23A40E15C0},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1100758755247,42.3852183867932,"58",,SW-CB-00934,,,,,,,,,,,,,,,,,,,Stantec,Not Visible,{BE1A6FA5-F1F2-4530-BBDE-24752AE912B7},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0820621936696,42.3872596087465,"59",,SW-CB-01299,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{A98E4D7E-CFC5-4F4D-A89A-61A38B096D89},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1030928078936,42.3924472060519,"60","0",SW-CB-00398,9999/09/09 00:00:00,Proposed,Storm,TB-066,Somerv, ,"9999",Unk,Unk,"9999",65.14, ,61.14,TB-066,,,CB-SD-399,"1",Original City Data,Yes,{E3966AE0-C720-46A5-B521-BACCF941D86A},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1281915014118,42.4029251477534,"61",,SW-CB-03075,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{29D784E7-2FB9-4C31-9DA4-5C69679B5545},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0886080429505,42.3741301103966,"62",,SW-CB-02321,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{1D939F24-ECDC-4BD4-8A06-E95930A98916},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1102531935579,42.3841371741792,"63",,SW-CB-03561,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{BC140497-4758-41A8-A34F-2BD5F29759AD},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0893183832373,42.3934704061104,"64",,SW-CB-01900,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{E77D43C4-B23D-4F3E-8CE3-19ADCAA40441},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1011169184219,42.3916353440218,"65",,SW-CB-02738,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{A38804C1-30D6-4684-AB1A-A2D3EAC3E37D},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1132495819534,42.3911446866169,"66",,SW-CB-02854,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{9FC83B22-BD93-4DB9-992F-E539044AC5A2},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1246839720524,42.3959510327681,"67","0",SW-CB-00523,1977/11/01 00:00:00,Proposed,Storm,TB-035,Somerv, ,"9999",Unk,Unk,"9999",9999, ,9999,TB-035,,,CB-SD-524,"1",Original City Data,Yes,{523D0D74-5EBB-4DE7-A710-73E0247D227B},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0872941897665,42.3969548868564,"68",,SW-CB-01934,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{79A4437C-A83C-41E2-AD37-EAE7E70E2A36},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.121474001409,42.3964976157591,"69","1",SW-CB-00304,1978/10/25 00:00:00,Proposed,Storm,TB-079,Somerv, ,"9999",Unk,Unk,"9999",9999, ,9999,TB-079,,,CB-SD-305,"1",Original City Data,Yes,{3EAF9C86-CAB6-42FA-A69A-A401484142B4},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0800807322489,42.3773527461611,"70",,SW-CB-01632,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{494B35AA-407C-477D-AD3D-2A2626426037},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.101534614378,42.3784608130582,"71",,SW-CB-02517,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{D3A7D13B-1D5C-42CD-9113-8D9E675CF7E1},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0775072665875,42.3890490820155,"72",,SW-CB-01676,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{B466FECA-9BF0-45AF-BDD6-C913F6232E6B},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1062188864173,42.3770628981103,"73",,SW-CB-02394,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{910DDC6D-B3B3-47BF-A4D3-F7B10F5C3BB6},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1086937293357,42.3912282512647,"74","0",SW-CB-00471,9999/09/09 00:00:00,Active,Storm,TB-045,Somerv, ,"9999",Unk,Unk,"9999",65.06, ,62.06,TB-045,,,CB-SD-472,"1",Original City Data,Yes,{F6E59EFE-1A64-4396-9629-ECC044AB6ADC},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1156177213892,42.3882577149093,"75",,SW-CB-02915,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{34863204-E673-435E-89A0-76F0BA43E0FF},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1076264047124,42.3853920133077,"76",,SW-CB-00961,,,,,,,,,,,,,,,,,,,Stantec,Yes,{54E808E7-CD0B-4AAA-A4A0-894A1E1E8FB8},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0877247547255,42.373920097349,"77",,SW-CB-02270,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{72B971DA-AABE-4B69-85DD-E2A7AC703B37},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0947118876297,42.3877905344557,"78",,SW-CB-01491,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{7E124A99-6670-4AEA-A474-18415A225CB9},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1300048619229,42.4044826025436,"79",,SW-CB-03125,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{9E304E88-1994-40AF-8011-482A8DE77588},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1193003124914,42.4057879722168,"80",,SW-CB-03338,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{23651FA3-F881-44D9-959E-354DF9857151},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1068964728437,42.3802962613966,"81",,SW-CB-02574,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{5B15D2F2-14F8-4DB6-9347-91FF77A5FFDC},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.089256303228,42.3984041628777,"82",,SW-CB-01981,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{996FE26E-D134-4B82-87A8-4CA7AB7DB47A},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0839428352466,42.3747417632946,"83",,SW-CB-02180,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{741B5C2A-FDD4-486C-AA30-4056A685BDFB},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.103591523,42.3964271629974,"84",,SW-CB-02670,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{E1BE8C65-0894-464A-844D-42E4814F8C00},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1196205040212,42.3990415319436,"85",,SW-CB-03418,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{3D747C12-8B3E-481B-881B-D931E9E35A3A},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1070599004519,42.381498472303,"86",,SW-CB-02610,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{F7696BFB-DFA1-49BA-946C-F8265468AFD4},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0947738691408,42.3786189618976,"87",,SW-CB-00657,,,,,,,,,,,,,,,,,,,Stantec,Yes,{2EC1EDDD-A5A1-4D15-AFF7-94282F248A1B},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0843600042786,42.3911934358392,"88",,SW-CB-01568,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{5A9FCA53-945B-4999-B49F-6A7444A53743},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0854366843468,42.3963269832116,"89",,SW-CB-01953,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{D3BF25E6-52DA-4546-9CDE-5D77EE7527FD},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0874932681692,42.3904092066504,"90",,SW-CB-01432,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{76C0E640-474A-4108-912E-56BB427DD70C},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.102280829915,42.3921507152423,"91","0",SW-CB-00392,1981/01/30 00:00:00,Proposed,Storm,TB-065,Somerv, ,"9999",Unk,Unk,"9999",70.5, ,66.5,TB-065,,,CB-SD-393,"1",Original City Data,Yes,{7A7CD2FB-5B14-479E-94E6-029B4F1D36F3},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0924329319236,42.3921921235678,"92",,SW-CB-01854,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{9717F12E-895D-4AF7-A289-89EA9E43EFBA},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1055898248425,42.3958585753414,"93",,SW-CB-03522,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{40639139-07B8-4BCE-97B0-828181B61826},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.08788620338,42.3982557103593,"94",,SW-CB-01972,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{EE23A567-1D7F-4D4D-9ABE-E546A288C229},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0866110501847,42.3760137836454,"95",,SW-CB-02232,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{CB7221AA-A971-4C95-BD4C-E5DA33AA007D},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0907788998432,42.3969782958664,"96",,SW-CB-02118,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{77016D5D-9932-47E8-B1B9-1A6550881045},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.0900622565989,42.3839385574648,"97",,SW-CB-01330,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{DA361D49-218C-4E82-8EE1-2FB6C526C6FB},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1256857854378,42.3973130308787,"98",,SW-CB-03012,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{2E7ACC39-4296-4932-8CCB-EB9CF12AC0C5},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.1172103503241,42.39363475629,"99",,SW-CB-02869,,,,,,,,,,,,,,,,,,,2017 Orthophotography,Yes,{64C35D8F-9E4C-4DF5-BA30-E5CE1FCFD099},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
-71.101831860024,42.3922103793192,"100","0",SW-CB-00389,1981/01/01 00:00:00,Proposed,Storm,TB-064,Somerv, ,"9999",Unk,Unk,"9999",71.62, ,67.62,TB-064,,,CB-SD-390,"1",Original City Data,Yes,{0315654D-D46B-481F-9D37-EE71036C19A6},GIS,2020/09/17 15:47:23,GIS,2020/09/17 15:47:23,
