FID,ANCILLARYR,ENABLED,SUBTYPE,INSTALLDAT,LIFECYCLES,PLANNUM,OWNER,COMMENTS,RIMELEVATI,BASEELEVAT,INITIAL,STREETNAME,TYPE,FID2,ACCESSTYPE,ACCESSMAT,SEALMETHD,WALLMATERI,CONDITION,CLEANING,SUMP,HOODED,FEATUREID,COMMENT,REINSPECT,DATESTAMP,CREW,DataSource,Depth_to_S,SedimentDe,SOURCE_1,x,y
105,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1007,DGR,CI, ,BRICK,GOOD,NONE,NO,NO,1007,"MH AND CB ARE THE SAME STRUCTURE (EAST), CHAMBER IS UNDER SIDEWALK",OTH,11/26/03 17:10,Laptop 2,2,999,999,FIELD,-71.0574992,42.45581629
106,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1008,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,1008,"MH AND CB ARE ONE STUCTURE (SOUTH), DATA MISSINGING REINSPECT, D GRATE",OTH,11/26/03 17:14,Laptop 2,2,999,999,FIELD,-71.05737096,42.4556039
107,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1009,CGR,CI, ,BRICK,GOOD,DEBRIS,NO,NO,1009,"MH AND CB ARE ONE STUCTURE (NORTH), DATA MISSING, REINSPECT",OTH,11/26/03 17:14,Laptop 2,2,999,999,FIELD,-71.05740468,42.45549817
108,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1011,MHC,CI, ,BRICK,GOOD,DEBRIS,YES,YES,1011,CB WITH MHC AND GI ACCESS TYPE,OTH,12/1/03 10:18,Laptop 2,2,999,999,FIELD,-71.05720187,42.45446756
109,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1012,MHC,CI, ,BRICK,GOOD,NONE,YES,YES,1012,MH WITH GUTTER ACCESS TYPE,OTH,12/1/03 10:18,Laptop 2,2,999,999,FIELD,-71.05710277,42.45448482
110,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1014,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1014, ,NO,11/11/03 15:14,Laptop 2,2,999,999,FIELD,-71.05821004,42.45359713
111,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1016,GR,CI, ,MHBLK,GOOD,LEAVES,NO,NO,1016, ,NO,11/7/03 10:51,Laptop 2,2,999,999,FIELD,-71.05334702,42.45434765
112,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1017,DGR,CI, ,BRICK,GOOD,LEAVES,YES,NO,1017, ,NO,11/26/03 16:31,Laptop 2,2,999,999,FIELD,-71.05473522,42.45561644
113,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1018,CGR,CI, ,BRICK,GOOD,LEAVES,YES,NO,1018, ,NO,11/26/03 16:31,Laptop 2,2,999,999,FIELD,-71.05479356,42.45559847
114,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1019,CGR,CI, ,BRICK,GOOD,SAND,YES,NO,1019, ,NO,11/10/03 14:55,Laptop 2,2,999,999,FIELD,-71.05476871,42.45592209
115,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1020,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1020, ,NO,11/26/03 16:30,Laptop 2,2,999,999,FIELD,-71.05454272,42.45596292
116,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1022,GR,CI, ,UNK,UNK,UNK,UNK,UNK,1022, ,IMMOVABLE COVER,11/7/03 8:48,Laptop 2,2,999,999,FIELD,-71.05021613,42.45481335
117,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1023,GR,CI, ,BRICK,GOOD,SAND,YES,NO,1023, ,NO,11/7/03 8:31,Laptop 2,2,999,999,FIELD,-71.05031302,42.45483082
118,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1024,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,1024, ,NO,11/26/03 14:57,Laptop 2,2,999,999,FIELD,-71.04961038,42.45500666
119,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1025,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1025, ,NO,11/6/03 12:00,Laptop 2,2,999,999,FIELD,-71.04886609,42.45511905
120,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1026,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1026, ,NO,11/6/03 11:40,Laptop 2,2,999,999,FIELD,-71.04884734,42.45503004
121,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1027,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1027, ,NO,11/26/03 15:10,Laptop 2,2,999,999,FIELD,-71.04869978,42.45477646
122,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1028,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1028, ,NO,11/26/03 15:10,Laptop 2,2,999,999,FIELD,-71.04877281,42.45476715
123,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1029,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,1029, ,NO,11/26/03 15:13,Laptop 2,2,999,999,FIELD,-71.0482632,42.45460948
124,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1030,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,1030,"CLEANING, 4' SAND",NO,11/26/03 15:13,Laptop 2,2,48,64,FIELD,-71.04835339,42.45455383
125,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1031,GR,CI, ,MHBLK,GOOD,DEBRIS,YES,NO,1031, ,NO,11/6/03 14:12,Laptop 2,2,999,999,FIELD,-71.0479321,42.45457015
126,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1032,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1032, ,NO,11/26/03 15:17,Laptop 2,2,999,999,FIELD,-71.04893596,42.45351766
127,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1033,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,1033, ,NO,11/6/03 11:24,Laptop 2,2,999,999,FIELD,-71.04886934,42.45352295
128,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1035,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,1035, ,NO,11/26/03 14:27,Laptop 2,2,999,999,FIELD,-71.04673077,42.45476956
129,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1036,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,1036, ,NO,11/26/03 14:27,Laptop 2,2,999,999,FIELD,-71.04671552,42.45471557
130,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1037,GR,CI, ,MHBLK,GOOD,DEBRIS,YES,NO,1037, ,NO,11/26/03 14:27,Laptop 2,2,999,999,FIELD,-71.04602043,42.45495347
131,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1038,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,1038, ,NO,11/26/03 14:27,Laptop 2,2,999,999,FIELD,-71.04589563,42.45500349
132,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1039,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1039, ,NO,11/26/03 14:41,Laptop 2,2,999,999,FIELD,-71.04605336,42.45551719
133,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1040,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1040, ,NO,11/26/03 14:41,Laptop 2,2,999,999,FIELD,-71.04594154,42.4555249
134,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1041,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1041, ,NO,11/26/03 13:14,Laptop 2,2,999,999,FIELD,-71.04494386,42.45516191
135,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1042,GR,CI, ,MHBLK,GOOD,LEAVES,YES,NO,1042, ,NO,11/4/03 15:04,Laptop 2,2,999,999,FIELD,-71.04498055,42.45508434
136,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1043,GR,CI, ,CON,GOOD,NONE,NO,NO,1043, ,NO,11/4/03 14:20,Laptop 2,2,999,999,FIELD,-71.04582542,42.45393046
137,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1044,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1044, ,NO,11/6/03 9:21,Laptop 2,2,999,999,FIELD,-71.04642933,42.45327233
138,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1045,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1045, ,NO,11/26/03 12:01,Laptop 2,2,999,999,FIELD,-71.04650651,42.45328297
139,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1046,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1046, ,NO,11/26/03 12:01,Laptop 2,2,999,999,FIELD,-71.04650424,42.45354313
140,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1047,GR,CI, ,BRICK,GOOD,NONE,NO,NO,1047, ,NO,11/6/03 8:58,Laptop 2,2,999,999,FIELD,-71.04570203,42.45329709
141,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1048,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1048, ,NO,11/25/03 15:39,Laptop 2,2,999,999,FIELD,-71.04278797,42.45369157
142,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1049,GR,CI, ,MHBLK,GOOD,NONE,NO,NO,1049, ,NO,11/3/03 15:44,Laptop 2,2,999,999,FIELD,-71.04287988,42.45358678
143,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1050,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,1050, ,NO,11/3/03 15:41,Laptop 2,2,999,999,FIELD,-71.04298368,42.45369199
144,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1051,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,1051, ,NO,11/3/03 15:51,Laptop 2,2,999,999,FIELD,-71.04296961,42.45357531
145,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1053,GR,CI, ,MHBLK,GOOD,SAND,NO,NO,1053, ,NO,11/4/03 8:48,Laptop 2,2,999,999,FIELD,-71.04218868,42.45419282
146,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1054,GR,STEEL, ,UNK,UNK,UNK,UNK,UNK,1054,REINSPECT TO CONNECT TO SYSTEM AND FILL MISSING DATA,CAR PARKED,11/26/03 11:15,Laptop 2,2,999,999,FIELD,-71.0421992,42.45442773
147,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1055,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1055, ,NO,11/26/03 11:14,Laptop 2,2,999,999,FIELD,-71.04227505,42.45436676
148,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1056,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1056, ,NO,11/26/03 11:16,Laptop 2,2,999,999,FIELD,-71.04285234,42.45468431
149,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1057,GR,CI, ,BRICK,GOOD,SAND,YES,NO,1057, ,NO,11/26/03 11:16,Laptop 2,2,999,999,FIELD,-71.04275408,42.45462873
150,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1058,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1058, ,NO,11/26/03 13:09,Laptop 2,2,999,999,FIELD,-71.04474993,42.4542403
151,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1059,GR,CI, ,UNK,UNK,UNK,UNK,UNK,1059,REINSPECT FOR MISSING DATA,OTH,11/26/03 11:42,Laptop 2,2,999,999,FIELD,-71.04309702,42.45505123
152,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1060,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1060, ,NO,11/4/03 11:31,Laptop 2,2,999,999,FIELD,-71.04318191,42.45500722
153,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1061,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1061, ,NO,11/26/03 11:42,Laptop 2,2,999,999,FIELD,-71.04351576,42.45511246
154,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1062,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1062, ,NO,11/26/03 11:42,Laptop 2,2,999,999,FIELD,-71.04343294,42.45506545
155,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1065,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1065, ,NO,11/4/03 13:32,Laptop 2,2,999,999,FIELD,-71.04431301,42.45454266
156,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1067,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1067, ,NO,11/4/03 13:55,Laptop 2,2,999,999,FIELD,-71.04467849,42.4541769
157,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1068,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1068, ,NO,11/26/03 13:48,Laptop 2,2,999,999,FIELD,-71.04377394,42.45551167
158,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1069,GR,CI, ,MHBLK,GOOD,NONE,YES,YES,1069,"FLOODING, WATER DOESN'T REACH CB, PUDDLE CREATED SOUTH OF MH",OTH,11/26/03 13:47,Laptop 2,2,999,999,FIELD,-71.04382514,42.45544023
159,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1070,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1070, ,NO,11/26/03 13:46,Laptop 2,2,999,999,FIELD,-71.04417052,42.4557149
160,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1071,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1071, ,NO,11/26/03 13:46,Laptop 2,2,999,999,FIELD,-71.04473345,42.45593914
161,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1072,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1072, ,NO,11/26/03 13:46,Laptop 2,2,999,999,FIELD,-71.04478038,42.45587053
162,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1073,CGR,CI, ,CON,GOOD,NONE,YES,NO,1073, ,NO,11/26/03 11:12,Laptop 2,2,999,999,FIELD,-71.04168206,42.45431435
163,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1074,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,1074, ,NO,11/26/03 11:12,Laptop 2,2,999,999,FIELD,-71.04160888,42.45427356
164,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1076,CGR,CI, ,CON,GOOD,NONE,YES,NO,1076, ,NO,11/26/03 11:13,Laptop 2,2,999,999,FIELD,-71.04189574,42.45421924
165,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1078,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,1078, ,NO,11/26/03 11:13,Laptop 2,2,999,999,FIELD,-71.0418142,42.454126
166,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1082,CGR,CI, ,BRICK,GOOD,LEAVES,YES,NO,1082, ,NO,11/25/03 13:53,Laptop 2,2,999,999,FIELD,-71.0592755,42.45164092
167,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1083,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,1083, ,NO,11/25/03 13:53,Laptop 2,2,999,999,FIELD,-71.05926687,42.45158736
168,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1085,CGR,CI, ,BRICK,GOOD,NONE,NO,NO,1085,"MH AND CB ARE ONE STUCTURE (SOUTH), DATA MISSINGING REINSPECT",OTH,11/25/03 13:37,Laptop 2,2,999,999,FIELD,-71.05777313,42.45174935
169,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1086,GR,CI, ,MHBLK,GOOD,NONE,NO,NO,1086, ,NO,11/14/03 10:41,Laptop 2,2,999,999,FIELD,-71.05756795,42.45182704
170,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1087,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1087, ,NO,11/25/03 13:28,Laptop 2,2,999,999,FIELD,-71.05709703,42.45177383
171,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1089,CGR,CI, ,BRICK,GOOD,DEBRIS,NO,NO,1089,"MH AND CB ARE ONE STUCTURE (NORTH), DATA MISSINGING REINSPECT",OTH,11/25/03 13:29,Laptop 2,2,999,999,FIELD,-71.05712167,42.45186938
172,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1091,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,1091, ,NO,11/25/03 14:30,Laptop 2,2,999,999,FIELD,-71.05529707,42.45200461
173,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1092,CGR,CI, ,BRICK,GOOD,NONE,NO,YES,1092, ,NO,11/6/03 14:55,Laptop 2,2,999,999,FIELD,-71.0538117,42.45231753
174,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1093,CGR,CI, ,BRICK,GOOD,LEAVES,YES,NO,1093,"BROKEN GRATE, CORNER",NO,11/6/03 14:52,Laptop 2,2,999,999,FIELD,-71.05388408,42.45230615
175,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1094,DGR,CI, ,UNK,UNK,UNK,UNK,UNK,1094,BROKEN GRATE CRACKED COMPLETELY IN HALF,IMMOVABLE COVER,11/6/03 10:42,Laptop 2,2,999,999,FIELD,-71.0500149,42.45287163
176,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1095,DGR,CI, ,BRICK,GOOD,NONE,YES,YES,1095, ,NO,11/6/03 10:33,Laptop 2,2,999,999,FIELD,-71.05006305,42.45282695
177,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1096,CGR,CI, ,BRICK,GOOD,SAND,YES,NO,1096, ,NO,11/26/03 15:24,Laptop 2,2,999,999,FIELD,-71.04912476,42.4528106
178,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1097,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,1097, ,NO,11/26/03 15:24,Laptop 2,2,999,999,FIELD,-71.04912323,42.45275616
179,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1098,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1098, ,NO,11/26/03 15:24,Laptop 2,2,999,999,FIELD,-71.04863194,42.45287782
180,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1099,GR,CI, ,MHBLK,GOOD,LEAVES,YES,NO,1099, ,NO,11/6/03 9:58,Laptop 2,2,999,999,FIELD,-71.04861914,42.45282753
181,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1100,GR,CI, ,MHBLK,GOOD,FLOODED,YES,NO,1100, ,NO,11/26/03 15:24,Laptop 2,2,999,999,FIELD,-71.04799943,42.45297018
182,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1103,GR,CI, ,CON,GOOD,NONE,NO,NO,1103,CB ACCESS ELL'S POND BROOK CULVERT HERE,NO,11/24/03 17:40,Laptop 2,2,999,999,FIELD,-71.06279832,42.45647306
183,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1108,GR,CI, ,BRICK,GOOD,NONE,NO,NO,1108, ,NO,10/17/03 14:37,Laptop 2,2,999,999,FIELD,-71.06317238,42.45609098
184,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1111,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,1111, ,NO,11/24/03 17:39,Laptop 2,2,999,999,FIELD,-71.06227699,42.45558347
185,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1112,GR,CI, ,BRICK,GOOD,NONE,YES,YES,1112, ,NO,11/24/03 17:39,Laptop 2,2,999,999,FIELD,-71.06215944,42.45563297
186,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1113,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,1113, ,NO,11/24/03 17:35,Laptop 2,2,999,999,FIELD,-71.06158913,42.45584911
187,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1114,GR,CI, ,BRICK,GOOD,NONE,YES,YES,1114, ,NO,11/24/03 17:35,Laptop 2,2,999,999,FIELD,-71.06154171,42.45580404
188,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1115,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1115, ,NO,11/24/03 17:45,Laptop 2,2,999,999,FIELD,-71.06327662,42.45540042
189,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1116,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1116, ,NO,11/24/03 17:45,Laptop 2,2,999,999,FIELD,-71.06324792,42.45535987
190,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1117,GR,CI, ,BRICK,GOOD,NONE,YES,YES,1117, ,NO,11/24/03 17:12,Laptop 2,2,999,999,FIELD,-71.06278058,42.45483912
191,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1118,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,1118,BROKEN GRATE,NO,11/24/03 17:12,Laptop 2,2,999,999,FIELD,-71.06275768,42.45477471
192,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1119,DGR,CI, ,BRICK,GOOD,NONE,NO,NO,1119, ,NO,10/20/03 10:16,Laptop 2,2,999,999,FIELD,-71.06357885,42.45470217
193,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1120,DGR,CI, ,BRICK,GOOD,NONE,NO,YES,1120, ,NO,10/20/03 10:17,Laptop 2,2,999,999,FIELD,-71.06356908,42.4546419
194,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1123,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1123, ,NO,11/24/03 16:57,Laptop 2,2,999,999,FIELD,-71.06099992,42.45508323
195,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1124,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1124, ,NO,11/24/03 16:57,Laptop 2,2,999,999,FIELD,-71.06090058,42.45503376
196,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1125,DGR,CI, ,BRICK,UNK,DEBRIS,YES,NO,1125,CB IS A D-GRATE W/ GUTTER INLET,NO,10/8/03 14:08,Laptop 2,2,999,999,FIELD,-71.06625301,42.45226125
197,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1126,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,1126, ,OTH,10/8/03 14:00,Laptop 2,2,999,999,FIELD,-71.06619408,42.45228575
198,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1127,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,1127, ,NO,10/9/03 8:30,Laptop 2,2,999,999,FIELD,-71.06558693,42.45266499
199,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1128,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1128, ,NO,10/9/03 10:00,Laptop 2,2,999,999,FIELD,-71.06469863,42.45262714
200,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1130,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1130, ,NO,11/24/03 16:03,Laptop 2,2,999,999,FIELD,-71.06530729,42.45337549
201,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1131,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1131, ,NO,10/20/03 13:52,Laptop 2,2,999,999,FIELD,-71.06431492,42.45405309
202,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,EAST FOSTER ROAD,CB,1132,DGR,CI, ,BRICK,GOOD,NONE,YES,YES,1132, ,NO,10/20/03 10:46,Laptop 2,2,999,999,FIELD,-71.06438117,42.45456386
203,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,EAST FOSTER ROAD,CB,1133,DGR,CI, ,BRICK,BADBRK,DEBRIS,YES,NO,1133, ,NO,10/20/03 10:43,Laptop 2,2,999,999,FIELD,-71.06440586,42.45449195
204,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,EAST FOSTER ROAD,CB,1134,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,1134, ,NO,10/20/03 10:35,Laptop 2,2,999,999,FIELD,-71.06450387,42.45448173
205,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1137,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1137, ,NO,11/24/03 14:38,Laptop 2,2,999,999,FIELD,-71.06305765,42.45196162
206,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,1138,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,1138, ,NO,11/24/03 14:54,Laptop 2,2,999,999,FIELD,-71.06199647,42.45206171
