FID,facilityid,inlettype,in_typ_ot,locdesc,ownedby,legacy_id,cvtype,cv_typ_ot,cvshape,cv_shp_ot,cvmaterial,cv_mat_ot,cvsize,oilhood,framemater,frm_mat_ot,chimney,chimydia,chimymater,chm_mat_ot,conetype,con_typ_ot,conemater,con_mat_ot,wallmat,wal_mat_ot,bench,benchmater,ben_mat_ot,channel,chanmater,chn_mat_ot,chanexposr,rimelev,inv_depth,invertelev,sump_depth,fin_depth,installdat,maintby,lastupdate,lasteditor,plans,comments,pt_geom_x_,pt_geom_y_,elevation,map_date,mapped_by,map_by_ot,map_method,map_met_ot,map_status,rotation,condition,flow,activeflag,enabled,operable,keyjnction,anclryrole,division,asset,st_cntr_id,Longitude,Latitude
1,swIN-415,Catchbasin, , ,1,cb-339, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,755050.2,2973591.8, ,10/10/18 0:00,Town, ,Tablet, ,Final,-209.9103543, , ,0,1,1, ,0,HIGHWAY,Stormwater,1431,-71.13386208,42.40710489
2,swIN-416,Catchbasin, ,55 BROADWAY,1,cb-331, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.2,0,4.3,6.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,754173.0997,2974139.2, ,9/26/18 0:00,Town, ,Tablet, ,Final,-211.1174287, , ,0,1,1, ,0,HIGHWAY,Stormwater,1434,-71.13710108,42.40861725
3,swIN-417,Double Catchbasin, ,75 BROADWAY,1,cb-323, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.4,0,3.9,6.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,753843.2999,2974350.6, ,9/26/18 0:00,Town, ,Tablet, ,Final,-32.75270568, , ,0,1,1, ,0,HIGHWAY,Stormwater,1429,-71.13831893,42.40920117
4,swIN-418,Double Catchbasin, ,79 BROADWAY,1,cb-324, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4.5,7.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,753782.4998,2974390.4, ,9/26/18 0:00,Town, ,Tablet, ,Final,-31.48529291, , ,0,1,1, ,0,HIGHWAY,Stormwater,1428,-71.13854344,42.40931109
5,swIN-419,Catchbasin, ,16 GARDNER ST,1,cb-329, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,754356.5,2974355.3, ,9/26/18 0:00,Town, ,Tablet, ,Final,50.33463574, , ,0,1,0, ,0,HIGHWAY,Stormwater,1377,-71.13641857,42.40920808
6,swIN-420,Catchbasin, ,16 GARDNER ST,1,cb-330, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,2.5,5.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,754371.1,2974336.6, ,9/26/18 0:00,Town, ,Tablet, ,Final,50.33463574, , ,0,1,1, ,0,HIGHWAY,Stormwater,1377,-71.13636481,42.4091566
7,swIN-421,Catchbasin, ,127 BROADWAY,1,cb-381, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.1,0,0.2,3.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752851.2999,2974998.2, ,9/19/18 0:00,Town, ,Tablet, ,Final,-48.23252445, , ,0,1,0, ,0,HIGHWAY,Stormwater,1079,-71.14198205,42.41098967
8,swIN-422,Catchbasin, ,101 BROADWAY,1,cb-322, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4.2,0,2.6,6.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,753515,2974562.5, ,9/26/18 0:00,Town, ,Tablet, ,Final,-212.5658327, , ,0,1,1, ,0,HIGHWAY,Stormwater,1427,-71.13953125,42.40978644
9,swIN-423,Catchbasin, ,105 BROADWAY,1,cb-365, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.1,0,2.9,5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,753383.9999,2974647.3, ,10/10/18 0:00,Town, ,Tablet, ,Final,-32.56583269, , ,0,1,1, ,0,HIGHWAY,Stormwater,1427,-71.14001499,42.41002065
10,swIN-424,Catchbasin, ,0 BROADWAY,1,cb-409, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,3,3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752767.2997,2975081.1, ,9/19/18 0:00,Town, ,Tablet, ,Final,-124.5528564, , ,0,1,0, ,0,HIGHWAY,Stormwater,1371,-71.14229181,42.41121812
11,swIN-425,Catchbasin, ,53 WARREN ST,1,cb-424, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.3,0,0.8,3.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752365.6998,2975573.6, ,9/18/18 0:00,Town, ,Tablet, ,Final,-227.600722, , ,0,1,1, ,0,HIGHWAY,Stormwater,1076,-71.14377128,42.41257415
12,swIN-426,Catchbasin, ,63 WARREN ST,1,cb-419, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,0,2.5,5.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752209.6998,2975739.5, ,9/18/18 0:00,Town, ,Tablet, ,Final,-47.60072197, , ,0,1,1, ,0,HIGHWAY,Stormwater,1076,-71.14434639,42.41303116
13,swIN-427,Catchbasin, ,2 RIVER ST,1,cb-417, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,2,5.9,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752687.6998,2975174.4, ,9/18/18 0:00,Town, ,Tablet, ,Final,-225.9256008, , ,0,1,0, ,0,HIGHWAY,Stormwater,1735,-71.14258511,42.41147505
14,swIN-428,Catchbasin, ,2 RIVER ST,1,cb-418, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.3,0,4.9,7.2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752722.9999,2975187.8, ,9/18/18 0:00,Town, ,Tablet, ,Final,-225.9256008, , ,0,1,0, ,0,HIGHWAY,Stormwater,1735,-71.14245419,42.41151141
15,swIN-429,Drain Inlet (Vertical), ,47 WARREN ST,1,cb-423,Grate, ,Square, ,Cast Iron, , ,0,Brick, ,0, , , , , , , ,Brick, , , , , , , , , ,2.5,-2.5,0.5,2.5,1/1/70 0:00,1,12/23/20 0:00,"Caus, Ahmet", , ,752391.8999,2975545, ,9/18/18 0:00,Town, ,Tablet, ,Final,-138, , ,0,1,0, ,0,HIGHWAY,Stormwater,1077,-71.14367471,42.41249537
16,swIN-430,Catchbasin, ,66 WARREN ST,1,cb-420,Grate, ,Square, ,Cast Iron, , ,0,Brick, ,0, , , , , , , ,Brick, , , , , , , , , ,4.8,-3,2.2,7.6,1/1/70 0:00,1,12/23/20 0:00,"Caus, Ahmet", , ,752178.7999,2975722.8, ,9/18/18 0:00,Town, ,Tablet, ,Final,-138, , ,0,1,0, ,0,HIGHWAY,Stormwater,1076,-71.14446107,42.41298569
17,swIN-431,Catchbasin, ,52 WARREN ST,1,cb-421, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,5,0,2,7.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752345.5998,2975535.5, ,9/18/18 0:00,Town, ,Tablet, ,Final,55.30709528, , ,0,1,1, ,0,HIGHWAY,Stormwater,438,-71.1438463,42.41246983
18,swIN-432,Catchbasin, ,215 BROADWAY,1,cb-430, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,5.1,8.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751950.4,2975488.5, ,9/19/18 0:00,Town, ,Tablet, ,Final,-208.561835, , ,0,1,0, ,0,HIGHWAY,Stormwater,1692,-71.14531045,42.41234539
19,swIN-433,Catchbasin, ,219 BROADWAY,1,cb-432, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,0,5.8,8.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751873,2975530.1, ,9/19/18 0:00,Town, ,Tablet, ,Final,46.27849816, , ,0,1,0, ,0,HIGHWAY,Stormwater,947,-71.14559643,42.41246042
20,swIN-434,Catchbasin, ,84 TUFTS ST,1,cb-415, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.5,6.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752582.4999,2975268.2, ,9/18/18 0:00,Town, ,Tablet, ,Final,-132.3608134, , ,0,1,0, ,0,HIGHWAY,Stormwater,878,-71.14297321,42.41173364
21,swIN-435,Catchbasin, ,177 BROADWAY,1,cb-412, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,5.4,9,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752461.2,2975141.4, ,9/19/18 0:00,Town, ,Tablet, ,Final,47.63918658, , ,0,1,1, ,0,HIGHWAY,Stormwater,878,-71.14342434,42.4113871
22,swIN-436,Catchbasin, ,177 BROADWAY,1,cb-414, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,3.5,5.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752519.4984,2975191.543, ,9/19/18 0:00,Town, ,Tablet, ,Final,47.63918658, , ,0,1,0, ,0,HIGHWAY,Stormwater,878,-71.14320769,42.41152402
23,swIN-437,Catchbasin, ,197 BROADWAY,1,cb-427, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752203.1998,2975345.6, ,9/19/18 0:00,Town, ,Tablet, ,Final,-208.9804442, , ,0,1,0, ,0,HIGHWAY,Stormwater,1422,-71.14437655,42.41195038
24,swIN-438,Catchbasin, ,197 BROADWAY,1,cb-428, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,1.6,3.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752245.4999,2975346, ,9/19/18 0:00,Town, ,Tablet, ,Final,55.32003268, , ,0,1,0, ,0,HIGHWAY,Stormwater,438,-71.1442199,42.41195099
25,swIN-439,Catchbasin, ,13 RAWSON RD,1,cb-422, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,3,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752366.8999,2975513.2, ,9/18/18 0:00,Town, ,Tablet, ,Final,55.30709528, , ,0,1,0, ,0,HIGHWAY,Stormwater,438,-71.14376778,42.4124084
26,swIN-440,Catchbasin, ,173 BROADWAY,1,cb-413, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.4,0,6.6,9.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752531.6998,2975164, ,9/19/18 0:00,Town, ,Tablet, ,Final,47.63918658, , ,0,1,0, ,0,HIGHWAY,Stormwater,878,-71.14316293,42.4114483
27,swIN-441,Catchbasin, ,173 BROADWAY,1,cb-416, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,752594.7,2975252.4, ,9/18/18 0:00,Town, ,Tablet, ,Final,-132.3608134, , ,0,1,0, ,0,HIGHWAY,Stormwater,878,-71.14292828,42.41169015
28,swIN-442,Catchbasin, ,267 BROADWAY,1,cb-529, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4.2,0,3.8,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751238,2975876.7, ,9/19/18 0:00,Town, ,Tablet, ,Final,-208.6242415, , ,0,1,0, ,0,HIGHWAY,Stormwater,1418,-71.14794253,42.41341871
29,swIN-443,Catchbasin, ,275 BROADWAY,1,cb-530, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751113,2975945, ,9/19/18 0:00,Town, ,Tablet, ,Final,-28.6242415, , ,0,1,0, ,0,HIGHWAY,Stormwater,1418,-71.14840437,42.41360754
30,swIN-444,Catchbasin, ,295 BROADWAY,1,cb-532, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,6,0,3.2,9.2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750877.7,2976072.8, ,9/19/18 0:00,Town, ,Tablet, ,Final,-209.6499848, , ,0,1,0, ,0,HIGHWAY,Stormwater,1417,-71.14927376,42.41396088
31,swIN-445,Catchbasin, ,259 BROADWAY,1,cb-525, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4.1,0,2.7,6.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751430.2,2975770.9, ,9/19/18 0:00,Town, ,Tablet, ,Final,-208.9409261, , ,0,1,0, ,0,HIGHWAY,Stormwater,1419,-71.14723243,42.41312621
32,swIN-446,Catchbasin, ,261 BROADWAY,1,cb-528, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751288.5999,2975848.6, ,9/19/18 0:00,Town, ,Tablet, ,Final,-28.90238246, , ,0,1,0, ,0,HIGHWAY,Stormwater,1419,-71.14775559,42.41334103
33,swIN-447,Catchbasin, ,239 BROADWAY,1,cb-521, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4.1,0,2.3,6.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751635.3998,2975658.8, ,9/19/18 0:00,Town, ,Tablet, ,Final,-208.9714398, , ,0,1,0, ,0,HIGHWAY,Stormwater,1420,-71.14647428,42.41281628
34,swIN-448,Catchbasin, ,245 BROADWAY,1,cb-523, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4.5,0,3.1,7.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751481.4998,2975743.2, ,9/19/18 0:00,Town, ,Tablet, ,Final,-209.5197042, , ,0,1,0, ,0,HIGHWAY,Stormwater,1420,-71.14704289,42.41304962
35,swIN-449,Catchbasin, ,223 BROADWAY,1,cb-433, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.2,0,3.4,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751820.1999,2975554.9, ,9/19/18 0:00,Town, ,Tablet, ,Final,-208.7027766, , ,0,1,0, ,0,HIGHWAY,Stormwater,1421,-71.14579156,42.41252907
36,swIN-450,Catchbasin, ,231 BROADWAY,1,cb-519, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,5.4,0,3.4,8.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,751677.4998,2975635.5, ,9/19/18 0:00,Town, ,Tablet, ,Final,48.30409068, , ,0,1,1, ,0,HIGHWAY,Stormwater,331,-71.14631875,42.41275186
37,swIN-451,Catchbasin, ,457 MASS AVE,1,cb-518, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.5,0,1.8,5.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750241,2976432.7, ,10/17/18 0:00,Town, ,Tablet, ,Final,-34.94293529, , ,0,1,0, ,0,HIGHWAY,Stormwater,1564,-71.15162607,42.41495561
38,swIN-452,Catchbasin, ,299 BROADWAY,1,cb-538, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,4.4,6.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,750710.6,2976165.9, ,9/19/18 0:00,Town, ,Tablet, ,Final,-209.2868006, , ,0,1,0, ,0,HIGHWAY,Stormwater,1417,-71.14989113,42.41421823
39,swIN-453,Catchbasin, ,14 WATER ST,1,cb-591, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,3,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749518,2977200.7, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,76.87403444, , ,0,1,0, ,0,HIGHWAY,Stormwater,1666,-71.15429192,42.41707107
40,swIN-454,Catchbasin, ,15 COURT ST,1,cb-588, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749291.4,2977196.3, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,-188.9688882, , ,0,1,0, ,0,HIGHWAY,Stormwater,457,-71.15513115,42.41706151
41,swIN-455,Catchbasin, ,23 COURT ST,1,cb-587, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.2,-3.2,3.7,6.9,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749253.5,2977190.1, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,78.6635522, , ,0,1,0, ,0,HIGHWAY,Stormwater,458,-71.15527159,42.41704492
42,swIN-456,Catchbasin, ,18 WATER ST,1,cb-590, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.7,-2.4,4.8,7.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749500.9,2977228.5, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,76.87403444, , ,0,1,0, ,0,HIGHWAY,Stormwater,1666,-71.15435483,42.41714754
43,swIN-457,Catchbasin, ,673 MASS AVE,1,cb-580, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749385.1,2976833.7, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,-184.599355, , ,0,1,0, ,0,HIGHWAY,Stormwater,1256,-71.15478959,42.4160655
44,swIN-458,Catchbasin, ,693 MASS AVE,1,cb-584, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749207.4,2976870.2, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,75.51451293, , ,0,1,0, ,0,HIGHWAY,Stormwater,458,-71.1554471,42.41616763
45,swIN-459,Catchbasin, ,9 COURT ST,1,cb-586, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.3,-3.3,2.9,6.2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749248,2977063.8, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,73.2633225, , ,0,1,0, ,0,HIGHWAY,Stormwater,458,-71.15529385,42.41669842
46,swIN-460,Catchbasin, ,0 MASS AVE,1,cb-517, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749914.5148,2976657.058, ,1/1/70 0:00, , , , ,Draft,39.19713475, , ,0,1,0, ,0,HIGHWAY,Stormwater,1545,-71.15283171,42.4155749
47,swIN-461,Catchbasin, ,0 RAILROAD AVE,1,cb-581, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,3,3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749714.2,2977017.2, ,10/11/18 0:00,Town, ,Tablet, ,Final,72.9238867, , ,0,1,1, ,0,HIGHWAY,Stormwater,256,-71.1535681,42.41656536
48,swIN-462,Catchbasin, ,0 MASS AVE,1,cb-582, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749661.174,2976967.383, ,1/1/70 0:00, , , , ,Draft,0, , ,0,1,0, ,0,HIGHWAY,Stormwater,0,-71.15376521,42.41642926
49,swIN-463,Catchbasin, ,645 MASS AVE,1,cb-579, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.5,0,5.5,9,1/1/70 0:00,1,11/22/19 0:00,"Kurowski, Adam", , ,749664.6039,2976741.375, ,10/17/18 0:00,Town, ,Tablet, ,Final,-295, , ,0,1,0, ,0,HIGHWAY,Stormwater,261,-71.15375591,42.41580905
50,swIN-464,Catchbasin, ,0 RAILROAD AVE,1,cb-583, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749702.4,2976982.6, ,10/11/18 0:00,Town, ,Tablet, ,Final,72.9238867, , ,0,1,1, ,0,HIGHWAY,Stormwater,256,-71.15361232,42.41647055
51,swIN-465,Catchbasin, ,14 WATER ST,1,cb-589, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,-2,4.2,7.2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749479.2,2977140.4, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,-196.2757749, , ,0,1,0, ,0,HIGHWAY,Stormwater,457,-71.15443651,42.41690604
52,swIN-466,Catchbasin, ,699 MASS AVE,1,cb-585, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,0,3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749156.9,2976881.4, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,75.51451293, , ,0,1,0, ,0,HIGHWAY,Stormwater,458,-71.15563395,42.41619892
53,swIN-467,Catchbasin, ,17 1/2 SPRING VALLEY,1,cb-475, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4.5,0,2.5,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748882.5,2974975.5, ,8/31/18 0:00,Town, ,Aerial Photo, ,Final,-220.4381223, , ,0,1,0, ,0,HIGHWAY,Stormwater,499,-71.15667853,42.41097217
55,swIN-469,Catchbasin, ,29 ADDISON ST,1,cb-486, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.5,0,4.2,6.7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749268.104,2975351.605, ,1/1/70 0:00, , ,GPS, ,Final,-52.01216762, , ,0,1,0, ,0,HIGHWAY,Stormwater,779,-71.15524504,42.41199994
56,swIN-470,Catchbasin, ,39 WELLINGTON ST,1,cb-488, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,6.5,6.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749718.5689,2975190.525, ,8/31/18 0:00,Town, ,Tablet, ,Final,-215.5659224, , ,0,1,0, ,0,HIGHWAY,Stormwater,52,-71.1535794,42.41155292
57,swIN-471,Catchbasin, ,39 WELLINGTON ST,1,cb-489, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.9,0,4.2,7.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749718.6057,2975159.118, ,8/31/18 0:00,Town, ,Tablet, ,Final,-215.5658664, , ,0,1,0, ,0,HIGHWAY,Stormwater,52,-71.15357974,42.41146674
58,swIN-472,Catchbasin, ,20 WELLINGTON ST,1,cb-495, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.3,0,3.3,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749446.1,2975535, ,8/31/18 0:00,Town, ,Tablet, ,Final,-230.6778066, , ,0,1,0, ,0,HIGHWAY,Stormwater,53,-71.15458317,42.41250119
59,swIN-473,Catchbasin, ,114 PLEASANT ST,1,cb-480, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.9,0,1.2,4.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748872.5,2975598.2, ,8/31/18 0:00,Town, ,Tablet, ,Final,37.5626258, , ,0,1,0, ,0,HIGHWAY,Stormwater,1641,-71.15670628,42.41268097
60,swIN-474,Catchbasin, ,30 ADDISON ST,1,cb-485, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,0,3.8,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749283.2079,2975369.596, ,1/1/70 0:00, , ,GPS, ,Final,-52.01216762, , ,0,1,0, ,0,HIGHWAY,Stormwater,779,-71.15518884,42.41204914
61,swIN-475,Catchbasin, ,37 WELLINGTON ST,1,cb-490, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749753.4035,2975350.114, ,1/1/70 0:00, , , , ,Draft,0, , ,0,1,0, ,0,HIGHWAY,Stormwater,0,-71.15344801,42.41199045
62,swIN-476,Catchbasin, ,37 WELLINGTON ST,1,cb-492, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.3,0,4.7,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749580.1,2975327.4, ,8/31/18 0:00,Town, ,Tablet, ,Final,-53.15738941, , ,0,1,0, ,0,HIGHWAY,Stormwater,52,-71.15409009,42.41193005
63,swIN-477,Catchbasin, ,37 WELLINGTON ST,1,cb-493, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.6,0,4.4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749596.3,2975344.2, ,8/31/18 0:00,Town, ,Tablet, ,Final,-53.15738941, , ,0,1,0, ,0,HIGHWAY,Stormwater,52,-71.15402985,42.41197597
64,swIN-478,Catchbasin, , ,1,cb-491, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749626.9,2975481, ,1/1/70 0:00,Town, ,Tablet, ,Final,0, , ,0,1,0, ,0,HIGHWAY,Stormwater,0,-71.15391448,42.41235101
65,swIN-479,Catchbasin, ,21 WELLINGTON ST,1,cb-494, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.3,0,3.7,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749425.8,2975526.9, ,8/31/18 0:00,Town, ,Tablet, ,Final,-230.6778066, , ,0,1,0, ,0,HIGHWAY,Stormwater,53,-71.15465847,42.41247919
66,swIN-480,Catchbasin, ,65 NORFOLK RD,1,cb-444, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,2,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748100.5,2974577.8, ,8/28/18 0:00,Town, ,Tablet, ,Final,-219.2204865, , ,0,1,0, ,0,HIGHWAY,Stormwater,183,-71.15958009,42.40988949
67,swIN-481,Catchbasin, ,183 PLEASANT ST,1,cb-443, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748290.7,2974433.5, ,8/28/18 0:00,Town, ,Tablet, ,Final,-217.6904875, , ,0,1,0, ,0,HIGHWAY,Stormwater,183,-71.15887795,42.40949145
68,swIN-482,Catchbasin, ,70 NORFOLK RD,1,cb-445, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.2,6.2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748113.5,2974593.9, ,8/28/18 0:00,Town, ,Tablet, ,Final,-219.2204865, , ,0,1,0, ,0,HIGHWAY,Stormwater,183,-71.15953172,42.40993353
69,swIN-483,Catchbasin, ,0 NORFOLK RD,1,cb-442, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.7,6.7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748308.2,2974446.3, ,8/28/18 0:00,Town, ,Tablet, ,Final,-217.6904875, , ,0,1,0, ,0,HIGHWAY,Stormwater,183,-71.15881296,42.40952638
70,swIN-484,Catchbasin, ,182 PLEASANT ST,1,cb-441, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,1.6,0,2.2,3.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748325.2,2974448.4, ,8/28/18 0:00,Town, ,Tablet, ,Final,52.19886674, , ,0,1,0, ,0,HIGHWAY,Stormwater,1621,-71.15874998,42.40953195
