FID,facilityid,inlettype,in_typ_ot,locdesc,ownedby,legacy_id,cvtype,cv_typ_ot,cvshape,cv_shp_ot,cvmaterial,cv_mat_ot,cvsize,oilhood,framemater,frm_mat_ot,chimney,chimydia,chimymater,chm_mat_ot,conetype,con_typ_ot,conemater,con_mat_ot,wallmat,wal_mat_ot,bench,benchmater,ben_mat_ot,channel,chanmater,chn_mat_ot,chanexposr,rimelev,inv_depth,invertelev,sump_depth,fin_depth,installdat,maintby,lastupdate,lasteditor,plans,comments,pt_geom_x_,pt_geom_y_,elevation,map_date,mapped_by,map_by_ot,map_method,map_met_ot,map_status,rotation,condition,flow,activeflag,enabled,operable,keyjnction,anclryrole,division,asset,st_cntr_id,Longitude,Latitude
3457,swIN-3536,Catchbasin, ,71 APPLETON ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4.7,7.7,1/1/70 0:00,0,1/1/70 0:00, , , ,742670.5927,2979225.536, ,6/15/18 0:00,Town, ,Aerial Photo, ,Final,-180.6209707, , ,0,0,0, ,0,HIGHWAY,Stormwater,1388,-71.1796216,42.4227006
3458,swIN-3537,Double Catchbasin, ,34 ACTON ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,1.2,4.2,1/1/70 0:00,0,1/1/70 0:00, , , ,743575.5775,2978902.721, ,6/15/18 0:00,Town, ,Aerial Photo, ,Final,-56.85254528, , ,0,0,0, ,0,HIGHWAY,Stormwater,866,-71.17627443,42.42180542
3459,swIN-3538,Catchbasin, ,82 APPLETON ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,5,8,1/1/70 0:00,0,1/1/70 0:00, , , ,742487.3036,2979202.692, ,6/15/18 0:00,Town, ,Tablet, ,Final,-85.10329778, , ,0,0,0, ,0,HIGHWAY,Stormwater,489,-71.18030075,42.42263981
3460,swIN-3539,Catchbasin, ,124 PARK AVE,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.6,6.6,1/1/70 0:00,0,1/1/70 0:00, , , ,741722.0454,2978998.229, ,6/15/18 0:00,Town, ,Tablet, ,Final,-254.263591, , ,0,0,0, ,0,HIGHWAY,Stormwater,1119,-71.18313777,42.4220866
3461,swIN-3540,Double Catchbasin, ,35 THESDA ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,3.1,7.1,1/1/70 0:00,0,1/1/70 0:00, , , ,742158.2236,2983522.659, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-203.1936422, , ,0,0,0, ,0,HIGHWAY,Stormwater,543,-71.18145975,42.43449713
3462,swIN-3541,Catchbasin, ,34 THESDA ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,54,0,4,9,1/1/70 0:00,0,1/1/70 0:00, , , ,742193.7496,2983510.346, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-203.1936422, , ,0,0,0, ,0,HIGHWAY,Stormwater,543,-71.18132832,42.43446298
3463,swIN-3542,Catchbasin, ,342 FOREST ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,0,1/1/70 0:00, , , ,744091.8872,2984139.51, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-38.98728124, , ,0,0,0, ,0,HIGHWAY,Stormwater,811,-71.17428815,42.43616971
3464,swIN-3543,Catchbasin, ,10 DUNSTER LN,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,0,1/1/70 0:00, , , ,744095.3157,2984161.637, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-38.98728124, , ,0,0,0, ,0,HIGHWAY,Stormwater,811,-71.17427514,42.43623039
3465,swIN-3544,Catchbasin, ,0 FOREST ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,0,1/1/70 0:00, , , ,744260.4986,2984154.459, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-136.3394508, , ,0,0,0, ,0,HIGHWAY,Stormwater,1207,-71.17366334,42.43620897
3466,swIN-3545,Catchbasin, ,99 THESDA ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4.5,0,3.2,7.7,1/1/70 0:00,0,1/1/70 0:00, , , ,742803.4196,2983473.713, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-22.7098642, , ,0,0,0, ,0,HIGHWAY,Stormwater,543,-71.17907043,42.43435618
3467,swIN-3546,Catchbasin, ,0 FOREST ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.3,0,3.7,7,1/1/70 0:00,0,1/1/70 0:00, , , ,743900.3588,2983742.382, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-118.5968472, , ,0,0,0, ,0,HIGHWAY,Stormwater,1209,-71.17500326,42.435082
3468,swIN-3547,Catchbasin, ,298 FOREST ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.11,0,4.49,6.6,1/1/70 0:00,0,1/1/70 0:00, , , ,743763.464,2983457.251, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-105.2457581, , ,0,0,0, ,0,HIGHWAY,Stormwater,1202,-71.17551438,42.43430104
3469,swIN-3548,Catchbasin, ,266 FOREST ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.3,0,3.7,7,1/1/70 0:00,0,1/1/70 0:00, , , ,743707.9845,2982967.875, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-104.03618, , ,0,0,0, ,0,HIGHWAY,Stormwater,1202,-71.17572679,42.43295878
3470,swIN-3549,Catchbasin, ,0 BRAND ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,5,0,2.6,7.6,1/1/70 0:00,0,1/1/70 0:00, , , ,743675.0491,2982821.472, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,67.09095543, , ,0,0,0, ,0,HIGHWAY,Stormwater,1203,-71.17585085,42.4325574
3471,swIN-3550,Catchbasin, ,30 HANCOCK ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.9,0,4.1,7,1/1/70 0:00,0,1/1/70 0:00, , , ,743487.9574,2983245.769, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,76.24323793, , ,0,0,0, ,0,HIGHWAY,Stormwater,259,-71.17653791,42.43372361
3472,swIN-3551,Catchbasin, ,19 HANCOCK ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.5,6.5,1/1/70 0:00,0,1/1/70 0:00, , , ,743522.6707,2983249.104, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,76.24323793, , ,0,0,0, ,0,HIGHWAY,Stormwater,259,-71.17640928,42.4337324
3473,swIN-3552,Catchbasin, ,0 ELWERN RD,1, ,Grate, ,Square, ,Cast Iron, , ,0,Other,Cast Iron,0, , , , , , , ,Concrete, , , , , , , , , ,2.3,-2,4,6.3,10/1/20 0:00,0,3/19/21 0:00,"Copithorne, William", ,Existing standard catchbasin was replaced with a leaching basin by a private contractor in 2020.  This work was in compliance with an agreement between DeMartino Contracting and the Town of Arlington to connect a drainage main from a residential developm,743532.3387,2984115.105, ,3/19/21 0:00,Town, ,Plan, ,Final,-43, , ,1,1,1, ,0,HIGHWAY,Stormwater,890,-71.17636129,42.43610859
3474,swIN-3553,Catchbasin, ,0 ELWERN RD,1, ,Grate, ,Square, ,Cast Iron, , ,0, , ,0, , , , , , , ,Concrete, , , , , , , , , ,3.3,-4.2,4.3,7.6,10/1/20 0:00,0,3/19/21 0:00,"Copithorne, William", ,Existing standard catchbasin was replaced with a leaching basin by a private contractor in 2020.  This work was in compliance with an agreement between DeMartino Contracting and the Town of Arlington to connect a drainage main from a residential developm,743547.7981,2984095.866, ,3/19/21 0:00,Town, ,Plan, ,Final,-43, , ,1,1,1, ,0,HIGHWAY,Stormwater,890,-71.17630429,42.43605564
3475,swIN-3554,Catchbasin, ,60 WRIGHT ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,0.6,2.6,1/1/70 0:00,0,1/1/70 0:00, , , ,743217.5999,2982816.765, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-94.41494518, , ,0,0,0, ,0,HIGHWAY,Stormwater,201,-71.17754539,42.43254924
3476,swIN-3555,Catchbasin, ,319 FOREST ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,2.5,2.5,1/1/70 0:00,0,1/1/70 0:00, , , ,744003.5903,2983788.935, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-47.66318008, , ,0,0,0, ,0,HIGHWAY,Stormwater,743,-71.1746202,42.43520867
3477,swIN-3556,Catchbasin, ,3 LORRAINE TER,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.1,0,0.9,3,1/1/70 0:00,0,1/1/70 0:00, , , ,744077.6727,2983708.339, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-48.42933284, , ,0,0,0, ,0,HIGHWAY,Stormwater,743,-71.17434691,42.43498674
3478,swIN-3557,Catchbasin, ,36 DODGE ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.5,5.3,1/1/70 0:00,0,1/1/70 0:00, , , ,744482.6265,2983270.008, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-245.5702314, , ,0,0,0, ,0,HIGHWAY,Stormwater,742,-71.17285306,42.43377971
3479,swIN-3558,Double Catchbasin, ,91 BRAND ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,6,0,8.9,8.9,1/1/70 0:00,0,1/1/70 0:00, , , ,744432.4665,2981953.44, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-248.3269001, , ,0,0,0, ,0,HIGHWAY,Stormwater,1658,-71.17305757,42.43016759
3480,swIN-3559,Catchbasin, ,273 WASHINGTON ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.5,0,4,7.5,1/1/70 0:00,0,1/1/70 0:00, , , ,745068.944,2982018.702, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-74.56438899, , ,0,0,0, ,0,HIGHWAY,Stormwater,1286,-71.17069909,42.43033995
3481,swIN-3560, , ,447 SUMMER ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,7.4,7.4,1/1/70 0:00,0,1/1/70 0:00, , , ,744366.7372,2980715.56, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-135.9536978, , ,0,0,0, ,0,HIGHWAY,Stormwater,982,-71.1733186,42.42677155
3482,swIN-3561,Catchbasin, ,447 SUMMER ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.9,0,7,7,1/1/70 0:00,0,1/1/70 0:00, , , ,744385.6912,2980701.214, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-135.9536978, , ,0,0,0, ,0,HIGHWAY,Stormwater,982,-71.1732486,42.42673199
3483,swIN-3562,Catchbasin, ,447 SUMMER ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.9,0,0.11,4.11,1/1/70 0:00,0,1/1/70 0:00, , , ,744346.2106,2980672.394, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-45.255982, , ,0,0,0, ,0,HIGHWAY,Stormwater,1493,-71.17339524,42.42665332
3484,swIN-3563,Catchbasin, ,459 SUMMER ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,3.5,7.5,1/1/70 0:00,0,1/1/70 0:00, , , ,744326.6109,2980739.554, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-45.26124291, , ,0,0,0, ,0,HIGHWAY,Stormwater,1493,-71.17346688,42.42683781
3485,swIN-3564,Catchbasin, ,2 GLENBROOK LN,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,5.3,0,2.9,8.2,1/1/70 0:00,0,1/1/70 0:00, , , ,744441.3099,2980860.772, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-72.59565623, , ,0,0,0, ,0,HIGHWAY,Stormwater,982,-71.17304033,42.42716923
3486,swIN-3565,Catchbasin, ,1 GLENBROOK LN,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,0,1/1/70 0:00, , , ,744467.9884,2980867.727, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-252.5956562, , ,0,0,0, ,0,HIGHWAY,Stormwater,982,-71.17294142,42.42718803
3487,swIN-3566,Catchbasin, ,2 GLENBROOK LN,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,0,1/1/70 0:00, , , ,744349.0383,2981001.671, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-254.9982321, , ,0,0,0, ,0,HIGHWAY,Stormwater,982,-71.17338009,42.42755682
3488,swIN-3567,Catchbasin, ,2 GLENBROOK LN,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,0,1/1/70 0:00, , , ,744373.0338,2981014.74, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-74.99823211, , ,0,0,0, ,0,HIGHWAY,Stormwater,982,-71.17329103,42.42759243
3489,swIN-3568,Double Catchbasin, ,26 AERIAL ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,6,0,8.11,8.11,1/1/70 0:00,0,1/1/70 0:00, , , ,744437.7636,2981899.153, ,6/18/18 0:00,Town, ,Aerial Photo, ,Final,-261.4829515, , ,0,0,0, ,0,HIGHWAY,Stormwater,1658,-71.17303872,42.43001857
3490,swIN-3569,Catchbasin, ,34 REED ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,0,1/1/70 0:00, , , ,741610.9622,2983477.808, ,6/18/18 0:00,Town, ,Tablet, ,Final,67.65718682, , ,0,0,0, ,0,HIGHWAY,Stormwater,771,-71.18348759,42.43437965
3491,swIN-3570,Double Catchbasin, ,342 RIDGE ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.2,0,2.6,5.8,1/1/70 0:00,0,1/1/70 0:00, , , ,745974.3752,2982640.382, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-47.95403232, , ,0,0,0, ,0,HIGHWAY,Stormwater,450,-71.16733634,42.43203619
3492,swIN-3571,Catchbasin, ,27 TERESA CIR,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.4,0,2.4,5.8,1/1/70 0:00,0,1/1/70 0:00, , , ,746164.7403,2982240.277, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-152.721147, , ,0,0,0, ,0,HIGHWAY,Stormwater,432,-71.16663699,42.43093626
3493,swIN-3572,Catchbasin, ,27 TERESA CIR,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,2.8,5.8,1/1/70 0:00,0,1/1/70 0:00, , , ,746119.6553,2982149.736, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-237.0390438, , ,0,0,0, ,0,HIGHWAY,Stormwater,432,-71.1668053,42.4306883
3494,swIN-3573,Catchbasin, ,20 TERESA CIR,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.1,6.1,1/1/70 0:00,0,1/1/70 0:00, , , ,746104.8849,2982130.74, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-237.0390438, , ,0,0,0, ,0,HIGHWAY,Stormwater,432,-71.16686029,42.43063634
3495,swIN-3574,Catchbasin, ,140 HUTCHINSON RD,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.3,6.3,1/1/70 0:00,0,1/1/70 0:00, , , ,746783.1087,2983979.512, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-216.9437505, , ,0,0,0, ,0,HIGHWAY,Stormwater,1298,-71.16432114,42.43570204
3496,swIN-3575,Catchbasin, ,76 HODGE RD,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,3,7.3,1/1/70 0:00,0,1/1/70 0:00, , , ,747516.701,2982435.522, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,23.73075761, , ,0,0,0, ,0,HIGHWAY,Stormwater,325,-71.16162634,42.4314574
3497,swIN-3576,Catchbasin, ,112 HUTCHINSON RD,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,6,0,3,8.1,1/1/70 0:00,0,1/1/70 0:00, , , ,747171.7856,2983668.29, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-31.28718596, , ,0,0,0, ,0,HIGHWAY,Stormwater,1294,-71.16288589,42.43484384
3498,swIN-3577,Catchbasin, ,112 HUTCHINSON RD,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,7,0,2.5,8.5,1/1/70 0:00,0,1/1/70 0:00, , , ,747180.7423,2983690.358, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-31.28718596, , ,0,0,0, ,0,HIGHWAY,Stormwater,1294,-71.16285239,42.4349043
3499,swIN-3578,Catchbasin, ,98 HUTCHINSON RD,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,5,0,3.6,8.6,1/1/70 0:00,0,1/1/70 0:00, , , ,747401.3455,2983535.763, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-38.41432995, , ,0,0,0, ,0,HIGHWAY,Stormwater,1294,-71.16203748,42.4344777
3500,swIN-3580,Double Catchbasin, ,74 WINDMILL LN,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4.5,7.5,1/1/70 0:00,0,1/1/70 0:00, , , ,747896.883,2982656.926, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-231.3835391, , ,0,0,0, ,0,HIGHWAY,Stormwater,839,-71.16021483,42.43206078
3501,swIN-3581,Double Catchbasin, ,2 MORNINGSIDE DR,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.3,0,3.3,6.6,1/1/70 0:00,0,1/1/70 0:00, , , ,748377.7578,2982706.711, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-42.1608229, , ,0,0,0, ,0,HIGHWAY,Stormwater,1296,-71.15843286,42.43219211
3502,swIN-3582,Catchbasin, ,55 HUTCHINSON RD,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,4.2,6.2,1/1/70 0:00,0,1/1/70 0:00, , , ,748273.017,2982790.615, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-215.4807229, , ,0,0,0, ,0,HIGHWAY,Stormwater,1295,-71.15881959,42.4324235
3503,swIN-3583,Catchbasin, ,44 OLD COLONY RD,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,2.6,6.2,1/1/70 0:00,0,1/1/70 0:00, , , ,746636.1987,2982375.551, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-98.19995204, , ,0,0,0, ,0,HIGHWAY,Stormwater,1068,-71.1648887,42.43130238
3504,swIN-3584,Catchbasin, ,38 OLD COLONY RD,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,6.2,6.2,1/1/70 0:00,0,1/1/70 0:00, , , ,746657.743,2982375.095, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-98.19995204, , ,0,0,0, ,0,HIGHWAY,Stormwater,1068,-71.1648089,42.4313009
3505,swIN-3585,Double Catchbasin, ,28 WINDMILL LN,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.5,0,4,6.5,1/1/70 0:00,0,1/1/70 0:00, , , ,747116.6638,2983350.221, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-250.6977623, , ,0,0,0, ,0,HIGHWAY,Stormwater,838,-71.16309474,42.43397166
3506,swIN-3586,Catchbasin, ,2 ARTHUR RD,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.9,0,2.5,5.4,1/1/70 0:00,0,1/1/70 0:00, , , ,742409.8522,2982325.033, ,6/19/18 0:00,Town, ,Tablet, ,Final,53.73702063, , ,0,0,0, ,0,HIGHWAY,Stormwater,963,-71.18054427,42.43120828
3507,swIN-3587,Catchbasin, ,3 LORRAINE TER,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,4,6,1/1/70 0:00,0,1/1/70 0:00, , , ,744094.8782,2983650.649, ,6/19/18 0:00,Town, ,Tablet, ,Final,-121.7086023, , ,0,0,0, ,0,HIGHWAY,Stormwater,473,-71.17428399,42.43482825
3508,swIN-3588,Double Catchbasin, ,418 RIDGE ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,0,4,1/1/70 0:00,0,1/1/70 0:00, , , ,744921.1849,2983930.531, ,6/19/18 0:00,Town, ,Tablet, ,Final,-67.76007185, , ,0,0,0, ,0,HIGHWAY,Stormwater,449,-71.17121909,42.43558755
3509,swIN-3589,Catchbasin, ,5 OLD MIDDLESEX PATH,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,0,1/1/70 0:00, , , ,746745.1976,2983551.127, ,6/19/18 0:00,Town, ,Tablet, ,Final,-252.3925039, , ,0,0,0, ,0,HIGHWAY,Stormwater,1677,-71.16446782,42.43452697
3510,swIN-3590,Catchbasin, ,151 PHEASANT AVE,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,1.5,0,0,1.5,1/1/70 0:00,0,1/1/70 0:00, , , ,746438.2228,2981141.536, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,71.00987688, , ,0,0,0, ,0,HIGHWAY,Stormwater,652,-71.16563995,42.42791839
3511,swIN-3591,Double Catchbasin, ,23 TOWER RD,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.7,0,2.1,4.8,1/1/70 0:00,0,1/1/70 0:00, , , ,745537.2587,2982334.15, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-36.94277683, , ,0,0,0, ,0,HIGHWAY,Stormwater,178,-71.16895989,42.43120056
3512,swIN-3592,Double Catchbasin, ,10 TOWER RD,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.3,0,6.11,6.11,1/1/70 0:00,0,1/1/70 0:00, , , ,745523.2121,2982317.991, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-36.94277683, , ,0,0,0, ,0,HIGHWAY,Stormwater,178,-71.16901215,42.43115637
3513,swIN-3593,Double Catchbasin, ,94 HEMLOCK ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.3,0,0,3.3,1/1/70 0:00,0,1/1/70 0:00, , , ,746288.0507,2980793.927, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-229.0876341, , ,0,0,0, ,0,HIGHWAY,Stormwater,441,-71.16620122,42.42696617
3514,swIN-3594,Catchbasin, ,173 OVERLOOK RD,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4.5,0,2.5,7,1/1/70 0:00,0,1/1/70 0:00, , , ,745795.2689,2982139.772, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-37.14467587, , ,0,0,0, ,0,HIGHWAY,Stormwater,649,-71.168007,42.43066443
3515,swIN-3595,Catchbasin, ,171 OVERLOOK RD,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.4,0,0.5,2.9,1/1/70 0:00,0,1/1/70 0:00, , , ,745755.1183,2982138.013, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-37.14467587, , ,0,0,0, ,0,HIGHWAY,Stormwater,649,-71.16815574,42.43066004
3516,swIN-3596,Double Catchbasin, ,17 DICKSON AVE,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,1.4,4.4,1/1/70 0:00,0,1/1/70 0:00, , , ,745946.0037,2981999.963, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-213.9112727, , ,0,0,0, ,0,HIGHWAY,Stormwater,649,-71.16745069,42.43027919
3517,swIN-3597,Catchbasin, ,20 DICKSON AVE,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,2.5,4.5,1/1/70 0:00,0,1/1/70 0:00, , , ,745963.1269,2982015.734, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-213.9112727, , ,0,0,0, ,0,HIGHWAY,Stormwater,649,-71.16738703,42.43032228
3518,swIN-3598,Catchbasin, ,33 DICKSON AVE,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,52,5.6,1/1/70 0:00,0,1/1/70 0:00, , , ,746143.7963,2981861.078, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-34.90938386, , ,0,0,0, ,0,HIGHWAY,Stormwater,649,-71.16672006,42.42989597
3519,swIN-3599,Double Catchbasin, ,32 DICKSON AVE,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.5,0,1,4.5,1/1/70 0:00,0,1/1/70 0:00, , , ,746159.4586,2981880.369, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-34.90938386, , ,0,0,0, ,0,HIGHWAY,Stormwater,649,-71.16666177,42.42994874
3520,swIN-3600,Catchbasin, ,0 HEMLOCK ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.7,0,1.9,5.6,1/1/70 0:00,0,1/1/70 0:00, , , ,746563.4042,2980262.847, ,6/19/18 0:00,Town, ,Aerial Photo, ,Final,-256.7785659, , ,0,0,0, ,0,HIGHWAY,Stormwater,442,-71.16518907,42.42550593
3521,swIN-3601,Catchbasin, ,239 MOUNTAIN AVE,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.3,0,1.2,4.5,1/1/70 0:00,0,1/1/70 0:00, , , ,745319.0086,2982201.456, ,6/20/18 0:00,Town, ,Aerial Photo, ,Final,-36.53814153, , ,0,0,0, ,0,HIGHWAY,Stormwater,668,-71.16977022,42.43083877
3522,swIN-3602,Catchbasin, ,250 MOUNTAIN AVE,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.9,0,0.3,4.2,1/1/70 0:00,0,1/1/70 0:00, , , ,745229.4454,2982236.101, ,6/20/18 0:00,Town, ,Aerial Photo, ,Final,-217.5405659, , ,0,0,0, ,0,HIGHWAY,Stormwater,668,-71.17010147,42.43093479
3523,swIN-3603,Catchbasin, ,249 SUMMER ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.5,0,0.5,3,1/1/70 0:00,0,1/1/70 0:00, , , ,746509.2113,2979358.66, ,6/20/18 0:00,Town, ,Aerial Photo, ,Final,-185.41369, , ,0,0,0, ,0,HIGHWAY,Stormwater,1495,-71.16540293,42.42302544
3524,swIN-3604,Catchbasin, ,249 SUMMER ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.2,0,0.8,3,1/1/70 0:00,0,1/1/70 0:00, , , ,746527.8409,2979355.85, ,6/20/18 0:00,Town, ,Aerial Photo, ,Final,-194.7494993, , ,0,0,0, ,0,HIGHWAY,Stormwater,1495,-71.16533397,42.42301752
3525,swIN-3605,Catchbasin, ,0 SUMMER ST,1, , , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.4,0,0,3.4,1/1/70 0:00,0,1/1/70 0:00, , , ,746515.9883,2979322.457, ,6/20/18 0:00,Town, ,Aerial Photo, ,Final,-77.35333508, , ,0,0,0, ,0,HIGHWAY,Stormwater,1174,-71.16537836,42.42292602
