OBJECTID,AncillaryR,Enabled,Subtype,Administra,FacilityID,InstallDat,LocationDe,Operationa,Rotation,LifecycleS,WorkorderI,Elevation,ElevationS,WaterType,AccessDiam,AccessMate,AccesType,Invert,InvertElev,Source,Inline,LocationMe,Completed,Comment,WSE_GPS_ID,Owner,Latitude,Longitude
664,,1,1,,,,,,36.86989975,Active,,16.5,,Storm,24,Steel,Grate,,,AERIALS,,,,,573,CHELSEA,42.39803092,-71.02318761
668,,1,1,,,,,,36.2292366,Active,,7.639999866,,Storm,24,Steel,Grate,,,AERIALS,,,,,575,CHELSEA,42.39754957,-71.02268841
669,,1,1,,,,,,37.31809616,Active,,7.590000153,,Storm,24,Steel,Grate,,,AERIALS,,,,,576,CHELSEA,42.39747925,-71.02263258
671,,1,1,,,,,,319.7901306,Active,,13.26000023,,Storm,24,Steel,Grate,,,AERIALS,,,,,577,CHELSEA,42.39880787,-71.02106867
673,,1,1,,,,,,319.5942383,Active,,12.86999989,,Storm,24,Steel,Grate,,,AERIALS,,,,,578,CHELSEA,42.39887431,-71.02100453
674,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,579,CHELSEA,42.39726026,-71.02082048
675,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,580,CHELSEA,42.39757247,-71.02072223
676,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,581,CHELSEA,42.3977463,-71.02066265
677,,1,1,,,,,,78.01248932,Active,,8.470000267,,Storm,24,Steel,Grate,,,AERIALS,,,,,582,CHELSEA,42.39772959,-71.02065115
678,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,583,CHELSEA,42.39794792,-71.02057919
679,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,584,CHELSEA,42.39809077,-71.02053563
680,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,585,CHELSEA,42.39810607,-71.02032068
681,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,586,CHELSEA,42.39814969,-71.02053397
682,,1,1,,,,,,0,Abandoned,,,,Storm,24,Steel,Grate,,,,,,,,587,CHELSEA,42.3981149,-71.02017253
683,,1,1,,,,,,32.65080261,Active,,9.119999886,,Storm,24,Steel,Grate,,,AERIALS,,,,,588,CHELSEA,42.39805981,-71.02009013
684,,1,1,,,,,,0,Active,,9.159999847,,Storm,24,Steel,Grate,,,AERIALS,,,,,589,CHELSEA,42.39816344,-71.02012644
685,,1,1,,,,,,315,Active,,18.37999916,,Storm,24,Steel,Grate,,,AERIALS,,,,,590,CHELSEA,42.40142095,-71.01337599
686,,1,1,,,,,,0,Active,,22.98999977,,Storm,24,Steel,Grate,,,GPS,,,,,591,CHELSEA,42.40118659,-71.01347098
687,,1,1,,,,,,32.19573212,Active,,15.31999969,,Storm,24,Steel,Grate,,,AERIALS,,,,,592,CHELSEA,42.40204855,-71.01708304
688,,1,1,,,,,,348.1322632,Active,,13.94999981,,Storm,24,Steel,Grate,,,AERIALS,,,,,593,CHELSEA,42.40210656,-71.01694568
689,,1,1,,,,,,348.0348816,Active,,13.30000019,,Storm,24,Steel,Grate,,,AERIALS,,,,,594,CHELSEA,42.40220171,-71.01751029
690,,1,1,,,,,,348.5265198,Active,,13.75,,Storm,24,Steel,Grate,,,AERIALS,,,,,595,CHELSEA,42.40227605,-71.01795839
691,,1,1,,,,,,0,Active,,10.43000031,,Storm,24,Steel,Grate,,,GPS,,,,,596,CHELSEA,42.39405531,-71.03563645
1423,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,Chelsea RD,,DIGI,,,831,CHELSEA,42.39766988,-71.02257699
1424,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,Chelsea RD,,DIGI,,,832,CHELSEA,42.39769805,-71.02252021
692,,1,1,,,,,,82.67359161,Active,,10.32999992,,Storm,24,Steel,Grate,,,AERIALS,,,,,597,CHELSEA,42.39413856,-71.03570451
693,,1,1,,,,,,307.5686035,Active,,10.28999996,,Storm,24,Steel,Grate,,,AERIALS,,,,,598,CHELSEA,42.39418916,-71.03561161
694,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,599,CHELSEA,42.39411944,-71.03555579
695,,1,1,,,,,,38.15722656,Active,,9.920000076,,Storm,24,Steel,Grate,,,AERIALS,,,,,600,CHELSEA,42.39444416,-71.03499458
696,,1,1,,,,,,75.2803421,Active,,10.40999985,,Storm,24,Steel,Grate,,,AERIALS,,,,,601,CHELSEA,42.39500392,-71.03421481
697,,1,1,,,,,,309.1605225,Active,,10.67000008,,Storm,24,Steel,Grate,,,AERIALS,,,,,602,CHELSEA,42.39505018,-71.03411866
698,,1,1,,,,,,39.49958801,Active,,12.61999989,,Storm,24,Steel,Grate,,,GPS,,,,,603,CHELSEA,42.39382154,-71.03518837
699,,1,1,,,,,,38.45370865,Active,,12.47000027,,Storm,24,Steel,Grate,,,GPS,,,,,604,CHELSEA,42.39384641,-71.0352107
700,,1,1,,,,,,37.1042366,Active,,20.76000023,,Storm,24,Steel,Grate,,,AERIALS,,,,,605,CHELSEA,42.39130789,-71.03683578
701,,1,1,,,,,,42.83892059,Active,,19.09000015,,Storm,24,Steel,Grate,,,AERIALS,,,,,606,CHELSEA,42.39173892,-71.03607841
702,,1,1,,,,,,38.21102524,Active,,19.30999947,,Storm,24,Steel,Grate,,,AERIALS,,,,,607,CHELSEA,42.39165174,-71.03598979
703,,1,1,,,,,,309.3824158,Active,,19.5,,Storm,24,Steel,Grate,,,GPS,,,,,608,CHELSEA,42.3917189,-71.03586723
704,,1,1,,,,,,0,Active,,19.15999985,,Storm,24,Steel,Grate,,,AERIALS,,,,,609,CHELSEA,42.39181081,-71.03596667
705,,1,1,,,,,,37.80653,Active,,19.64999962,,Storm,24,Steel,Grate,,,GPS,,,,,610,CHELSEA,42.39191834,-71.03552321
706,,1,1,,,,,,38.1300087,Active,,20.5,,Storm,24,Steel,Grate,,,GPS,,,,,611,CHELSEA,42.39221786,-71.03523948
707,,1,1,,,00:00.0,,,84.97092438,Active,,24.5,,Storm,24,Steel,Grate,,,AERIALS,,,,,612,CHELSEA,42.39920783,-71.02172676
708,,1,1,,,00:00.0,,,319.1596375,Active,,24.81999969,,Storm,24,Steel,Grate,,,AERIALS,,,,,613,CHELSEA,42.39930001,-71.02169518
709,,1,1,,,,,,76.52684021,Active,,8.090000153,,Storm,24,Steel,Grate,,,AERIALS,,,,,614,CHELSEA,42.39856679,-71.02039512
711,,1,1,,,,,,336.7054443,Active,,20.85000038,,Storm,24,Steel,Grate,,,AERIALS,,,,,615,CHELSEA,42.39986858,-71.01664612
712,,1,1,,,,,,32.84909058,Active,,20.37999916,,Storm,24,Steel,Grate,,,GPS,,,,,616,CHELSEA,42.39984907,-71.01630725
713,,1,1,,,,,,0,Active,,19.96999931,,Storm,24,Steel,Grate,,,AERIALS,,,,,617,CHELSEA,42.39990648,-71.01639152
714,,1,1,,,,,,351.7028503,Active,,53.56000137,,Storm,24,Steel,Grate,,,AERIALS,,,,,618,CHELSEA,42.40070618,-71.01748264
716,,1,1,,,,,,282.9946289,Active,,12.59000015,,Storm,24,Steel,Grate,,,GPS,,,,,620,CHELSEA,42.39291558,-71.03881521
717,,1,1,,,,,,280.8640747,Active,,12.39999962,,Storm,24,Steel,Grate,,,GPS,,,,,621,CHELSEA,42.39282122,-71.03879009
718,,1,1,,,,,,283.0333557,Active,,11.03999996,,Storm,24,Steel,Grate,,,AERIALS,,,,City Of Chelsea Record Drawings,622,CHELSEA,42.39300886,-71.03904864
719,,1,1,,,,,,281.9908447,Active,,12.09000015,,Storm,24,Steel,Grate,,,GPS,,,,,623,CHELSEA,42.39239039,-71.03887653
720,,1,1,,,,,,35.90972137,Active,,67.90000153,,Storm,24,Steel,Grate,,,GPS,,,,,624,CHELSEA,42.39910221,-71.02612953
1244,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,City Of Chelsea Record Drawings,833,CHELSEA,42.39245264,-71.03864622
721,,1,1,,,,,,339.9047546,Active,,116.3300018,,Storm,24,Steel,Grate,,,AERIALS,,,,,625,CHELSEA,42.39989604,-71.02488536
722,,1,1,,,,,,328.6958618,Active,,114.8399963,,Storm,24,Steel,Grate,,,AERIALS,,,,,626,CHELSEA,42.3999347,-71.02473094
723,,1,1,,,,,,330.9935913,Active,,131,,Storm,24,Steel,Grate,,,GPS,,,,,627,CHELSEA,42.40891981,-71.03522143
724,,1,1,,,,,,331.7625427,Active,,129.3500061,,Storm,24,Steel,Grate,,,AERIALS,,,,,628,CHELSEA,42.40897578,-71.0351774
725,,1,1,,,,,,327.3807678,Active,,122.1800003,,Storm,24,Steel,Grate,,,GPS,,,,,629,CHELSEA,42.40866337,-71.03442513
726,,1,1,,,,,,104.9314194,Active,,123.2799988,,Storm,24,Steel,Grate,,,AERIALS,,,,,630,CHELSEA,42.40859078,-71.03449131
727,,1,1,,,,,,56.86439133,Active,,124.8000031,,Storm,24,Steel,Grate,,,GPS,,,,,631,CHELSEA,42.40848176,-71.03444313
728,,1,1,,,,,,150.0543213,Active,,142.5899963,,Storm,24,Steel,Grate,,,GPS,,,,,632,CHELSEA,42.40807147,-71.03514913
729,,1,1,,,,,,149.4391632,Active,,141.7899933,,Storm,24,Steel,Grate,,,GPS,,,,,633,CHELSEA,42.40808841,-71.03503122
730,,1,1,,,,,,9.462322235,Active,,32.24000168,,Storm,24,Steel,Grate,,,GPS,,,,,634,CHELSEA,42.40487533,-71.03446092
731,,1,1,,,,,,59.74356461,Active,,31.21999931,,Storm,24,Steel,Grate,,,AERIALS,,,,,635,CHELSEA,42.40491129,-71.03423331
732,,1,1,,,,,,282.9074097,Active,,31.12000084,,Storm,24,Steel,Grate,,,AERIALS,,,,,636,CHELSEA,42.40495225,-71.03414837
733,,1,1,,,00:00.0,,,10.61965466,Active,,27.98999977,,Storm,24,Steel,Grate,,,AERIALS,,,,,637,CHELSEA,42.40501769,-71.03326713
734,,1,1,,,00:00.0,,,102.5724487,Active,,27.87000084,,Storm,24,Steel,Grate,,,AERIALS,,,,,638,CHELSEA,42.40506534,-71.03319725
735,,1,1,,,00:00.0,,,188.6863556,Active,,27.69000053,,Storm,24,Steel,Grate,,,AERIALS,,,,,639,CHELSEA,42.40492338,-71.03322111
737,,1,1,,,,,,99.01932526,Active,,28.19000053,,Storm,24,Steel,Grate,,,AERIALS,,,,,640,CHELSEA,42.40474396,-71.0331158
738,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,641,CHELSEA,42.40505809,-71.03213313
739,,1,1,,,,,,8.841814995,Active,,23.53000069,,Storm,24,Steel,Grate,,,AERIALS,,,,,642,CHELSEA,42.40519688,-71.0317341
740,,1,1,,,,,,9.533232689,Active,,23.03000069,,Storm,24,Steel,Grate,,,AERIALS,,,,,643,CHELSEA,42.40521325,-71.03159001
741,,1,1,,,,,,8.914926529,Active,,23.25,,Storm,24,Steel,Grate,,,GPS,,,,,644,CHELSEA,42.40512018,-71.03159256
742,,1,1,,,,,,9.272602081,Active,,21.96999931,,Storm,24,Steel,Grate,,,AERIALS,,,,,645,CHELSEA,42.40521278,-71.03078117
743,,1,1,,,,,,8.530765533,Active,,21.86000061,,Storm,24,Steel,Grate,,,AERIALS,,,,,646,CHELSEA,42.40531264,-71.03074918
744,,1,1,,,,,,74.69072723,Active,,21.15999985,,Storm,24,Steel,Grate,,,GPS,,,,,647,CHELSEA,42.40488181,-71.03086672
745,,1,1,,,,,,75.7627182,Active,,20.29999924,,Storm,24,Steel,Grate,,,GPS,,,,,648,CHELSEA,42.40485786,-71.03078829
746,,1,1,,,,,,9.246112823,Active,,20.70999908,,Storm,24,Steel,Grate,,,AERIALS,,,,,649,CHELSEA,42.40540407,-71.02996246
747,,1,1,,,,,,72.8972702,Active,,19.31999969,,Storm,24,Steel,Grate,,,GPS,,,,,650,CHELSEA,42.40476498,-71.03005078
748,,1,1,,,,,,74.723526,Active,,18.88999939,,Storm,24,Steel,Grate,,,AERIALS,,,,,651,CHELSEA,42.40478947,-71.0301873
749,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,652,CHELSEA,42.40540407,-71.02996246
753,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,654,CHELSEA,42.40491393,-71.02887688
754,,1,1,,,,,,25.69370079,Active,,37.15999985,,Storm,24,Steel,Grate,,,AERIALS,,,,,655,CHELSEA,42.39144011,-71.025986
755,,1,1,,,,,,345.7354736,Active,,38.38000107,,Storm,24,Steel,Grate,,,AERIALS,,,,,656,CHELSEA,42.3913653,-71.02595769
756,,1,1,,,,,,334.2692871,Active,,28.14999962,,Storm,24,Steel,Grate,,,GPS,,,,,657,CHELSEA,42.39190321,-71.02629489
757,,1,1,,,,,,334.2039795,Active,,28.11000061,,Storm,24,Steel,Grate,,,GPS,,,,,658,CHELSEA,42.39194054,-71.0262567
758,,1,1,,,,,,347.1012573,Active,,42.54999924,,Storm,24,Steel,Grate,,,GPS,,,,,659,CHELSEA,42.39208384,-71.02717333
759,,1,1,,,,,,347.1012573,Active,,42.45000076,,Storm,24,Steel,Grate,,,GPS,,,,,660,CHELSEA,42.3921299,-71.02716336
760,,1,1,,,,,,341.9657288,Active,,55.09000015,,Storm,24,Steel,Grate,,,AERIALS,,,,,661,CHELSEA,42.39272014,-71.02971143
761,,1,1,,,,,,340.9743958,Active,,47.24000168,,Storm,24,Steel,Grate,,,GPS,,,,,662,CHELSEA,42.3930942,-71.03125958
762,,1,1,,,,,,31.21840286,Active,,33.33000183,,Storm,24,Steel,Grate,,,GPS,,,,,663,CHELSEA,42.393481,-71.03266891
763,,1,1,,,,,,340.1148376,Active,,33.66999817,,Storm,24,Steel,Grate,,,AERIALS,,,,,664,CHELSEA,42.39351125,-71.03251579
764,,1,1,,,,,,339.5815735,Active,,36.41999817,,Storm,24,Steel,Grate,,,GPS,,,,,665,CHELSEA,42.39248044,-71.03314582
765,,1,1,,,,,,341.2413635,Active,,36.20999908,,Storm,24,Steel,Grate,,,GPS,,,,,666,CHELSEA,42.39242532,-71.03318147
766,,1,1,,,,,,19.55825233,Active,,35.33000183,,Storm,24,Steel,Grate,,,AERIALS,,,,,667,CHELSEA,42.39304964,-71.03288714
767,,1,1,,,,,,340.0169067,Active,,27.85000038,,Storm,24,Steel,Grate,,,AERIALS,,,,,668,CHELSEA,42.39168712,-71.03455858
768,,1,1,,,,,,54.03948212,Active,,24.53000069,,Storm,24,Steel,Grate,,,GPS,,,,,669,CHELSEA,42.39277873,-71.03397874
769,,1,1,,,,,,34.82448959,Active,,23.62999916,,Storm,24,Steel,Grate,,,AERIALS,,,,,670,CHELSEA,42.39265683,-71.03406426
770,,1,1,,,,,,340.0169067,Active,,24.29000092,,Storm,24,Steel,Grate,,,AERIALS,,,,,671,CHELSEA,42.3927023,-71.0339502
771,,1,1,,,,,,41.71075821,Active,,25.73999977,,Storm,24,Steel,Grate,,,AERIALS,,,,,672,CHELSEA,42.39313951,-71.03360551
772,,1,1,,,,,,67.44275665,Active,,26.79000092,,Storm,24,Steel,Grate,,,AERIALS,,,,,673,CHELSEA,42.39046489,-71.03833997
773,,1,1,,,,,,76.78725433,Active,,22.17000008,,Storm,24,Steel,Grate,,,AERIALS,,,,,674,CHELSEA,42.39336476,-71.03395291
774,,1,1,,,,,,74.47589111,Active,,22.26000023,,Storm,24,Steel,Grate,,,GPS,,,,,675,CHELSEA,42.39361603,-71.03367596
775,,1,1,,,,,,38.82007599,Active,,11.98999977,,Storm,24,Steel,Grate,,,GPS,,,,,676,CHELSEA,42.39677735,-71.03356337
776,,1,1,,,,,,67.2702713,Active,,11.02000046,,Storm,24,Steel,Grate,,,AERIALS,,,,,677,CHELSEA,42.39722021,-71.03291852
777,,1,1,,,,,,312.9649658,Active,,53.09000015,,Storm,24,Steel,Grate,,,GPS,,,,,678,CHELSEA,42.39994994,-71.03157086
778,,1,1,,,,,,312.0113831,Active,,53.72999954,,Storm,24,Steel,Grate,,,AERIALS,,,,,679,CHELSEA,42.39995037,-71.03170403
779,,1,1,,,,,,312.7973938,Active,,92.09999847,,Storm,24,Steel,Grate,,,GPS,,,,,680,CHELSEA,42.40077446,-71.03266618
780,,1,1,,,,,,313.4518433,Active,,93.91000366,,Storm,24,Steel,Grate,,,GPS,,,,,681,CHELSEA,42.40086214,-71.03263532
781,,1,1,,,,,,313.0908508,Active,,102.4199982,,Storm,24,Steel,Grate,,,AERIALS,,,,,682,CHELSEA,42.40226564,-71.03441346
782,,1,1,,,,,,301.9081116,Active,,103.0199966,,Storm,24,Steel,Grate,,,AERIALS,,,,,683,CHELSEA,42.4022702,-71.03427725
783,,1,1,,,,,,348.9590454,Active,,100.3600006,,Storm,24,Steel,Grate,,,GPS,,,,,684,CHELSEA,42.40251792,-71.03452664
784,,1,1,,,,,,327.7712402,Active,,91.48999786,,Storm,24,Steel,Grate,,,AERIALS,,,,,685,CHELSEA,42.40263003,-71.03491577
785,,1,1,,,,,,313.2211914,Active,,91.70999908,,Storm,24,Steel,Grate,,,AERIALS,,,,,686,CHELSEA,42.40271894,-71.03485565
786,,1,1,,,,,,82.80908966,Active,,71.11000061,,Storm,24,Steel,Grate,,,AERIALS,,,,,687,CHELSEA,42.40232689,-71.03528243
787,,1,1,,,,,,0,Active,,41.90999985,,Storm,24,Steel,Grate,,,AERIALS,,,,,688,CHELSEA,42.40014302,-71.03426349
788,,1,1,,,,,,67.64311218,Active,,15.65999985,,Storm,24,Steel,Grate,,,GPS,,,,,689,CHELSEA,42.39761281,-71.03109919
789,,1,1,,,,,,308.5652466,Active,,5.449999809,,Storm,24,Steel,Grate,,,AERIALS,,,,,690,CHELSEA,42.39643455,-71.02386116
790,,1,1,,,,,,309.155426,Active,,5.460000038,,Storm,24,Steel,Grate,,,AERIALS,,,,,691,CHELSEA,42.39638984,-71.02394412
791,,1,1,,,,,,165.9637604,Active,,14.47000027,,Storm,24,Steel,Grate,,,AERIALS,,,,,692,CHELSEA,42.40968887,-71.03025085
792,,1,1,,,,,,310.8553772,Active,,16.20999908,,Storm,24,Steel,Grate,,,GPS,,,,,693,CHELSEA,42.39810788,-71.03066473
793,,1,1,,,,,,327.9221497,Active,,16.12000084,,Storm,24,Steel,Grate,,,AERIALS,,,,,694,CHELSEA,42.39831285,-71.0306404
794,,1,1,,,,,,39.04589462,Active,,15.68999958,,Storm,24,Steel,Grate,,,AERIALS,,,,,695,CHELSEA,42.39816984,-71.03066308
795,,1,1,,,,,,336.370636,Active,,15.89000034,,Storm,24,Steel,Grate,,,AERIALS,,,,,696,CHELSEA,42.39803883,-71.03071566
796,,1,1,,,,,,9.462322235,Active,,45.36000061,,Storm,24,Steel,Grate,,,AERIALS,,,,,697,CHELSEA,42.40279327,-71.03919816
798,,1,1,,,,,,330.5050354,Active,,45.65000153,,Storm,24,Steel,Grate,,,GPS,,,,,699,CHELSEA,42.40302141,-71.0394997
800,,1,1,,,,,,44.65691757,Active,,41.93999863,,Storm,24,Steel,Grate,,,AERIALS,,,,,701,CHELSEA,42.40342449,-71.03877972
801,,1,1,,,,,,46.15345001,Active,,41.75,,Storm,24,Steel,Grate,,,AERIALS,,,,,702,CHELSEA,42.40344253,-71.03879129
803,,1,1,,,,,,23.60018921,Active,,39.24000168,,Storm,24,Steel,Grate,,,AERIALS,,,,,704,CHELSEA,42.40362119,-71.0382215
804,,1,1,,,,,,55.78429794,Active,,42.59999847,,Storm,24,Steel,Grate,,,GPS,,,,,705,CHELSEA,42.40265885,-71.03956395
805,,1,1,,,,,,57.18863297,Active,,42.09999847,,Storm,24,Steel,Grate,,,AERIALS,,,,,706,CHELSEA,42.40266928,-71.03958416
806,,1,1,,,,,,53.02240372,Active,,35.97000122,,Storm,24,Steel,Grate,,,GPS,,,,,707,CHELSEA,42.40239992,-71.03983756
807,,1,1,,,,,,47.52082825,Active,,30.73999977,,Storm,24,Steel,Grate,,,AERIALS,,,,,708,CHELSEA,42.40224663,-71.03997452
808,,1,1,,,,,,299.4758911,Active,,31.85000038,,Storm,24,Steel,Grate,,,GPS,,,,,709,CHELSEA,42.40222143,-71.03980728
813,,1,1,,,,,,46.05440521,Active,,29.14999962,,Storm,24,Steel,Grate,,,GPS,,,,,714,CHELSEA,42.40224838,-71.04016471
814,,1,1,,,,,,168.8869629,Active,,40.77000046,,Storm,24,Steel,Grate,,,AERIALS,,,,,715,CHELSEA,42.40524998,-71.03658882
815,,1,1,,,,,,25.62199593,Active,,40.91999817,,Storm,24,Steel,Grate,,,AERIALS,,,,,716,CHELSEA,42.40531092,-71.03656724
816,,1,1,,,,,,349.4052429,Active,,38.65999985,,Storm,24,Steel,Grate,,,GPS,,,,,717,CHELSEA,42.405115,-71.03565737
817,,1,1,,,,,,67.5332489,Active,,40.27999878,,Storm,24,Steel,Grate,,,GPS,,,,,718,CHELSEA,42.40521612,-71.03547383
818,,1,1,,,,,,76.67546844,Active,,64.52999878,,Storm,24,Steel,Grate,,,AERIALS,,,,,719,CHELSEA,42.40613883,-71.03628661
819,,1,1,,,,,,77.72421265,Active,,64.56999969,,Storm,24,Steel,Grate,,,GPS,,,,,720,CHELSEA,42.40610013,-71.03621787
820,,1,1,,,,,,61.41950607,Active,,90.97000122,,Storm,24,Steel,Grate,,,GPS,,,,,721,CHELSEA,42.40705423,-71.03578627
821,,1,1,,,,,,60.66210556,Active,,91.25,,Storm,24,Steel,Grate,,,GPS,,,,,722,CHELSEA,42.40708519,-71.03585477
822,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,Chelsea RD,,DIGI,,,723,CHELSEA,42.4075488,-71.03391597
823,,1,1,,,,,,58.9582901,Active,,107.8300018,,Storm,24,Steel,Grate,,,AERIALS,,,,,724,CHELSEA,42.40740942,-71.03331634
824,,1,1,,,,,,149.3936005,Active,,109.3300018,,Storm,24,Steel,Grate,,,GPS,,,,,725,CHELSEA,42.40739826,-71.03339141
825,,1,1,,,,,,151.0735779,Active,,97.73000336,,Storm,24,Steel,Grate,,,GPS,,,,,726,CHELSEA,42.40715981,-71.03298816
826,,1,1,,,,,,150.6647339,Active,,97.19000244,,Storm,24,Steel,Grate,,,AERIALS,,,,,727,CHELSEA,42.40720899,-71.03294207
827,,1,1,,,00:00.0,,,293.7494812,Active,,68.70999908,,Storm,24,Steel,Grate,,,GPS,,,,,728,CHELSEA,42.40672799,-71.03229505
828,,1,1,,,00:00.0,,,293.0582886,Active,,68.19999695,,Storm,24,Steel,Grate,,,AERIALS,,,,,729,CHELSEA,42.40674615,-71.03221934
829,,1,1,,,,,,16.31385231,Active,,67.29000092,,Storm,24,Steel,Grate,,,GPS,,,,,730,CHELSEA,42.40667181,-71.03232001
830,,1,1,,,,,,287.9424438,Active,,15.06000042,,Storm,24,Steel,Grate,,,GPS,,,,,731,CHELSEA,42.40910949,-71.02980822
831,,1,1,,,,,,8.130102158,Active,,13.72999954,,Storm,24,Steel,Grate,,,AERIALS,,,,,732,CHELSEA,42.40918095,-71.03009614
832,,1,1,,,,,,64.37800598,Active,,13.51000023,,Storm,24,Steel,Grate,,,AERIALS,,,,,733,CHELSEA,42.40920731,-71.03022855
833,,1,1,,,,,,78.11134338,Active,,14.65999985,,Storm,24,Steel,Grate,,,GPS,,,,,734,CHELSEA,42.40940899,-71.0299039
834,,1,1,,,,,,0,Active,,55.97000122,,Storm,24,Steel,Grate,,,AERIALS,,,,,735,CHELSEA,42.39008318,-71.04349985
835,,1,1,,,,,,305.9524231,Active,,33.02999878,,Storm,24,Steel,Grate,,,AERIALS,,,,,736,CHELSEA,42.38854759,-71.04192514
836,,1,1,,,,,,300.0413513,Active,,31.79000092,,Storm,24,Steel,Grate,,,AERIALS,,,,,737,CHELSEA,42.38849692,-71.04203793
837,,1,1,,,,,,22.01128387,Active,,56.47000122,,Storm,24,Steel,Grate,,,AERIALS,,,,,738,CHELSEA,42.38976667,-71.04319352
838,,1,1,,,,,,38.60560226,Active,,34.20999908,,Storm,24,Steel,Grate,,,AERIALS,,,,,739,CHELSEA,42.39086315,-71.04429466
839,,1,1,,,,,,0,Active,,18.70999908,,Storm,24,Steel,Grate,,,AERIALS,,,,,740,CHELSEA,42.39106269,-71.04382187
840,,1,1,,,,,,60.70863724,Active,,12.63000011,,Storm,24,Steel,Grate,,,AERIALS,,,,,741,CHELSEA,42.39136154,-71.04344609
841,,1,1,,,,,,294.0151062,Active,,33.56999969,,Storm,24,Steel,Grate,,,AERIALS,,,,,742,CHELSEA,42.39084943,-71.04414354
842,,1,1,,,,,,62.73052979,Active,,25.15999985,,Storm,24,Steel,Grate,,,AERIALS,,,,,743,CHELSEA,42.3883688,-71.03979671
843,,1,1,,,,,,62.39332199,Active,,25.12999916,,Storm,24,Steel,Grate,,,AERIALS,,,,,744,CHELSEA,42.38832905,-71.03968425
844,,1,1,,,,,,71.79151917,Active,,23.84000015,,Storm,24,Steel,Grate,,,AERIALS,,,,,745,CHELSEA,42.38820817,-71.03990297
845,,1,1,,,,,,333.2211609,Active,,25.45999908,,Storm,24,Steel,Grate,,,AERIALS,,,,,746,CHELSEA,42.38835465,-71.03988158
846,,1,1,,,,,,293.1208496,Active,,23.15999985,,Storm,24,Steel,Grate,,,AERIALS,,,,,747,CHELSEA,42.38973493,-71.03765318
847,,1,1,,,,,,279.6375427,Active,,23.73999977,,Storm,24,Steel,Grate,,,GPS,,,,,748,CHELSEA,42.38953693,-71.03755346
848,,1,1,,,,,,11.11304092,Active,,22.79999924,,Storm,24,Steel,Grate,,,AERIALS,,,,,749,CHELSEA,42.38946969,-71.03759949
849,,1,1,,,,,,293.1208496,Active,,23.15999985,,Storm,24,Steel,Grate,,,AERIALS,,,,,750,CHELSEA,42.38973493,-71.03765318
852,,1,1,,,,,,308.061615,Active,,23.04000092,,Storm,24,Steel,Grate,,,AERIALS,,,,,753,CHELSEA,42.3898647,-71.03776347
853,,1,1,,,,,,18.32326126,Active,,24.02000046,,Storm,24,Steel,Grate,,,AERIALS,,,,,754,CHELSEA,42.38981093,-71.03779344
854,,1,1,,,,,,287.4880066,Active,,37.63999939,,Storm,24,Steel,Grate,,,GPS,,,,,755,CHELSEA,42.38905115,-71.0364589
855,,1,1,,,,,,34.50852203,Active,,24.20000076,,Storm,24,Steel,Grate,,,AERIALS,,,,,756,CHELSEA,42.39586026,-71.03260974
856,,1,1,,,,,,301.7989197,Active,,24.04999924,,Storm,24,Steel,Grate,,,AERIALS,,,,,757,CHELSEA,42.39593373,-71.03255289
857,,1,1,,,,,,0,Active,,26.96999931,,Storm,24,Steel,Grate,,,AERIALS,,,,,758,CHELSEA,42.40365072,-71.02912939
858,,1,1,,,,,,0,Active,,34.81999969,,Storm,24,Steel,Grate,,,AERIALS,,,,,759,CHELSEA,42.40365202,-71.02968965
859,,1,1,,,,,,0,Active,,34.29000092,,Storm,24,Steel,Grate,,,AERIALS,,,,,760,CHELSEA,42.40357893,-71.02969064
860,,1,1,,,,,,339.1253662,Active,,22.54000092,,Storm,24,Steel,Grate,,,AERIALS,,,,,761,CHELSEA,42.40353803,-71.02870273
861,,1,1,,,,,,342.7585449,Active,,22.48999977,,Storm,24,Steel,Grate,,,AERIALS,,,,,762,CHELSEA,42.40355092,-71.02875336
862,,1,1,,,,,,139.3987122,Active,,23.30999947,,Storm,24,Steel,Grate,,,GPS,,,,,763,CHELSEA,42.40353402,-71.02841977
863,,1,1,,,00:00.0,,,78.5304718,Active,,20.23999977,,Storm,24,Steel,Grate,,,AERIALS,,,,,764,CHELSEA,42.40169345,-71.01941253
