OBJECTID,AncillaryR,Enabled,Subtype,Administra,FacilityID,InstallDat,LocationDe,Operationa,Rotation,LifecycleS,WorkorderI,Elevation,ElevationS,WaterType,AccessDiam,AccessMate,AccesType,Invert,InvertElev,Source,Inline,LocationMe,Completed,Comment,WSE_GPS_ID,Owner,Latitude,Longitude
864,,1,1,,,00:00.0,,,35.31121445,Active,,21.13999939,,Storm,24,Steel,Grate,,,GPS,,,,,765,CHELSEA,42.40170517,-71.01925431
865,,1,1,,,,,,348.5549316,Active,,44.06000137,,Storm,24,Steel,Grate,,,GPS,,,,,766,CHELSEA,42.40140779,-71.01743812
866,,1,1,,,,,,347.2756348,Active,,44.61999893,,Storm,24,Steel,Grate,,,AERIALS,,,,,767,CHELSEA,42.40145041,-71.01722216
868,,1,1,,,,,,310.9143982,Active,,6.349999905,,Storm,24,Steel,Grate,0,,AERIALS,0,,0,,769,CHELSEA,42.39936058,-71.03985202
869,,1,1,,,,,,310.815094,Active,,6.360000134,,Storm,24,Steel,Grate,,,AERIALS,,,,,770,CHELSEA,42.39940245,-71.03979389
993,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,771,CHELSEA,42.40278199,-71.03919197
994,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,772,CHELSEA,42.40290437,-71.03915007
995,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,773,CHELSEA,42.40349787,-71.03840486
996,,1,1,,,,,,,Active,,40.46,,Storm,24,Steel,Grate,0,,,0,GPS,0,,774,CHELSEA,42.40353223,-71.03843945
1000,,1,1,,,,,,,Active,,41.75,,Storm,24,Steel,Grate,0,,,0,GPS,0,,778,CHELSEA,42.40347295,-71.03893825
1001,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,779,CHELSEA,42.40301357,-71.03950297
1002,,1,1,,,00:00.0,,,,Active,,0,,Storm,24,Steel,Cover,0,,,0,GPS,0,,780,CHELSEA,42.39845879,-71.04149272
1073,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,,,,781,CHELSEA,42.4122342,-71.0330957
1074,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,,,,782,CHELSEA,42.41208518,-71.03271961
1075,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,,,,783,CHELSEA,42.41136894,-71.0314853
1076,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,1,GPS,,,784,CHELSEA,42.41008558,-71.03385426
1077,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,785,CHELSEA,42.41016149,-71.02908581
1078,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,786,CHELSEA,42.41034201,-71.02906274
1343,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,834,CHELSEA,42.40223339,-71.03210387
1344,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,835,CHELSEA,42.40215583,-71.03216213
1079,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,,,,787,CHELSEA,42.41092605,-71.02995613
1080,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,788,CHELSEA,42.41087504,-71.02999828
1081,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,789,CHELSEA,42.40804857,-71.02970557
1082,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,790,CHELSEA,42.40811391,-71.02969879
1083,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,791,CHELSEA,42.40743832,-71.02829779
1084,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,792,CHELSEA,42.40738928,-71.02834637
1085,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,793,CHELSEA,42.4074601,-71.02808016
1086,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,794,CHELSEA,42.40749605,-71.02801377
1087,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,795,CHELSEA,42.40784442,-71.02892971
1088,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,796,CHELSEA,42.40784402,-71.02904486
1089,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,797,CHELSEA,42.40961257,-71.02902246
1090,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,798,CHELSEA,42.40958377,-71.02910007
1091,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,799,CHELSEA,42.40718088,-71.0288938
1092,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,800,CHELSEA,42.40671728,-71.02808839
1093,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,801,CHELSEA,42.40673838,-71.02815868
1094,,1,1,,,00:00.0,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,802,CHELSEA,42.40543417,-71.03330433
1095,,1,1,,,00:00.0,,,,Active,,0,,Storm,24,Steel,Grate,0,,Chelsea RD,0,DIGI,,,803,CHELSEA,42.40532644,-71.03332946
1097,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,,,,805,CHELSEA,42.40633137,-71.03349955
1099,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,807,CHELSEA,42.40528045,-71.03274667
1100,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,808,CHELSEA,42.40513989,-71.03247701
1101,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,DIGI,,,809,CHELSEA,42.40510746,-71.03255419
1102,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,810,CHELSEA,42.4065868,-71.03005473
1103,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,811,CHELSEA,42.40856025,-71.03438335
1104,,1,1,,,,,,,Active,,0,,Combined,24,Steel,Cover,0,,,0,GPS,,,812,CHELSEA,42.4079669,-71.03674974
1105,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,813,CHELSEA,42.40704221,-71.03429193
1106,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Cover,0,,,0,GPS,,,814,CHELSEA,42.40698801,-71.03431135
1107,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,,,815,CHELSEA,42.4070602,-71.03421037
1108,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,DIGI,0,,836,CHELSEA,42.39754471,-71.04314689
1110,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,837,CHELSEA,42.39882148,-71.04328511
1111,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Cover,0,,,0,,0,,838,CHELSEA,42.39942594,-71.04264158
1114,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,839,CHELSEA,42.39757326,-71.04033252
1118,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,843,CHELSEA,42.39816807,-71.04049863
1119,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,844,CHELSEA,42.39760718,-71.04017555
1120,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,845,CHELSEA,42.39735092,-71.04008652
1409,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Cover,,,,,DIGI,,,848,CHELSEA,42.39949324,-71.04271667
1123,,1,1,,,,C:\Documents and Settings\WSS User\My Documents\My Pictures\PictureProject\0105\STCN0108.JPG,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,Surcharged,849,CHELSEA,42.39814211,-71.04029297
1124,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,850,CHELSEA,42.39819545,-71.04035848
1125,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,851,CHELSEA,42.39841135,-71.03922672
1126,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,852,CHELSEA,42.398018,-71.03853111
1227,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,WSE-RD,853,CHELSEA,42.39678951,-71.02308184
1228,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,854,CHELSEA,42.39951603,-71.03207528
1229,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,855,CHELSEA,42.3994693,-71.0320185
1127,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,856,CHELSEA,42.39796083,-71.0384604
1128,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,857,CHELSEA,42.39795103,-71.03838217
1129,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,858,CHELSEA,42.39802091,-71.03833291
1130,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,859,CHELSEA,42.39808909,-71.03853388
1131,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,860,CHELSEA,42.39906257,-71.03962342
1133,,1,1,,,00:00.0,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,861,CHELSEA,42.3967842,-71.03718023
1134,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,862,CHELSEA,42.39715678,-71.04002613
1135,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,C:\Documents and Set,0,GPS,0,Poor Condition,863,CHELSEA,42.40005305,-71.04330793
1136,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,,0,,864,CHELSEA,42.40003671,-71.04332685
1137,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,865,CHELSEA,42.40009284,-71.04323564
1142,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,870,CHELSEA,42.40102327,-71.04139864
1143,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,871,CHELSEA,42.40161147,-71.04166918
1144,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,872,CHELSEA,42.40059286,-71.04111076
1145,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,873,CHELSEA,42.40055869,-71.04125497
1146,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Cover,0,,,0,GPS,0,Surcharged,874,CHELSEA,42.40049735,-71.04157344
1147,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,875,CHELSEA,42.399821,-71.04086613
1148,,1,1,,,00:00.0,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,876,CHELSEA,42.39684213,-71.03708904
1149,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,877,CHELSEA,42.39984795,-71.04103239
1150,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,878,CHELSEA,42.3963677,-71.04510914
1151,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,879,CHELSEA,42.39693818,-71.04425946
1152,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,880,CHELSEA,42.3969348,-71.04442713
1153,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,881,CHELSEA,42.3969763,-71.04441248
1154,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,882,CHELSEA,42.39716782,-71.04463213
1155,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,883,CHELSEA,42.39745431,-71.04492867
1156,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,884,CHELSEA,42.39846432,-71.04566769
1157,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,885,CHELSEA,42.398538,-71.04557137
1158,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,886,CHELSEA,42.39600597,-71.04553081
1160,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,887,CHELSEA,42.39685345,-71.04429891
1161,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,888,CHELSEA,42.39519895,-71.04468414
1162,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,889,CHELSEA,42.39472391,-71.04418857
1163,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,890,CHELSEA,42.39468018,-71.04414298
1164,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Cover,0,,,0,GPS,0,,891,CHELSEA,42.39422307,-71.04366501
1165,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,892,CHELSEA,42.39373948,-71.04315989
1166,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,893,CHELSEA,42.39366969,-71.04330103
1167,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,894,CHELSEA,42.39400863,-71.0437892
1168,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,895,CHELSEA,42.39412679,-71.0439136
1169,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,896,CHELSEA,42.39369707,-71.0443641
1170,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,897,CHELSEA,42.3941554,-71.04380869
1171,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,898,CHELSEA,42.39328307,-71.04440177
1172,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,,0,,899,CHELSEA,42.39316353,-71.04380872
1173,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,900,CHELSEA,42.39290785,-71.04375922
1174,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,901,CHELSEA,42.3929735,-71.04364975
1175,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,902,CHELSEA,42.39606325,-71.04581366
1176,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,903,CHELSEA,42.39512125,-71.04483138
1177,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,904,CHELSEA,42.39464488,-71.04431989
1178,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,905,CHELSEA,42.39460286,-71.04427618
1179,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,906,CHELSEA,42.39446958,-71.04431603
1180,,1,1,,,,,,,Active,,0,,Storm,24,Steel,Grate,0,,,0,GPS,0,,907,CHELSEA,42.39406374,-71.04412693
1181,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,908,CHELSEA,42.40757784,-71.0271457
1182,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,909,CHELSEA,42.40212201,-71.0175056
1197,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,923,CHELSEA,42.40532418,-71.0252973
1198,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,924,CHELSEA,42.40538997,-71.02534467
1199,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,925,CHELSEA,42.40561435,-71.02623824
1201,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,926,CHELSEA,42.40546202,-71.02642659
1202,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,927,CHELSEA,42.40552931,-71.02660242
1203,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,928,CHELSEA,42.40560664,-71.02674934
1204,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,929,CHELSEA,42.40570516,-71.02693581
1206,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,930,CHELSEA,42.40729175,-71.0273345
1207,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,931,CHELSEA,42.40725573,-71.02724621
1208,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,932,CHELSEA,42.40655954,-71.02754191
1209,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,933,CHELSEA,42.40659602,-71.02732393
1210,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,934,CHELSEA,42.40636213,-71.02735177
1213,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,937,CHELSEA,42.39829153,-71.0343949
1214,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,938,CHELSEA,42.39825645,-71.03446724
1215,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,939,CHELSEA,42.40175461,-71.03048981
1216,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,940,CHELSEA,42.40169389,-71.03025652
1217,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,941,CHELSEA,42.40150823,-71.02922181
1218,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,942,CHELSEA,42.40131104,-71.02908376
1225,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,943,CHELSEA,42.40031326,-71.01991749
1226,,1,1,,,00:00.0,,,0,Active,,15.95,,Storm,24,Steel,Grate,,,,,,,,944,CHELSEA,42.40047368,-71.01978917
1230,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,945,CHELSEA,42.39952997,-71.03225424
1231,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,946,CHELSEA,42.39948977,-71.03237215
1232,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,947,CHELSEA,42.39905698,-71.03287835
1233,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,948,CHELSEA,42.39901256,-71.0328157
1234,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,949,CHELSEA,42.39846396,-71.03357514
1235,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,950,CHELSEA,42.39850356,-71.03351561
1236,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,951,CHELSEA,42.39862763,-71.03376775
1237,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,952,CHELSEA,42.3986605,-71.03370184
1238,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,953,CHELSEA,42.39862079,-71.03350116
1239,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,954,CHELSEA,42.39866969,-71.03355008
1240,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,955,CHELSEA,42.39824465,-71.03416064
1241,,1,1,,,00:00.0,,,0,Active,,,,Storm,24,Steel,Grate,,,WSE-RD,,DIGI,,,956,CHELSEA,42.39828785,-71.03421725
1245,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,City Of Chelsea Record Drawings,957,CHELSEA,42.39234862,-71.0386562
1246,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,City Of Chelsea Record Drawings,958,CHELSEA,42.39454673,-71.03686573
1247,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,Chelsea R.D.,959,CHELSEA,42.39449166,-71.03673012
1248,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,960,CHELSEA,42.39424183,-71.03861254
1249,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,961,CHELSEA,42.39428916,-71.03852935
1250,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,962,CHELSEA,42.39616625,-71.03802123
1251,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,963,CHELSEA,42.39609031,-71.03793204
1252,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,964,CHELSEA,42.39577614,-71.03876053
1253,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,965,CHELSEA,42.39567549,-71.03865831
1254,,1,1,,,,,,0,Active,,13.28,,Storm,24,Steel,Grate,,,,,DIGI,,,966,CHELSEA,42.39469599,-71.04065161
1255,,1,1,,,,,,0,Active,,13.28,,Storm,24,Steel,Grate,,,,,DIGI,,,967,CHELSEA,42.39459288,-71.04055244
1256,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,968,CHELSEA,42.39427082,-71.04139459
1257,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,969,CHELSEA,42.3942289,-71.04146678
1258,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,970,CHELSEA,42.39412902,-71.04136382
1259,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,971,CHELSEA,42.39417737,-71.04128084
1260,,1,1,,,,,,0,Active,,9.62,,Storm,24,Steel,Grate,,,,,DIGI,,,972,CHELSEA,42.39712392,-71.04690966
1261,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,973,CHELSEA,42.39715717,-71.04673338
1262,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,974,CHELSEA,42.39668211,-71.04623651
1263,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,975,CHELSEA,42.39659965,-71.04636198
1267,,1,1,,,,,,0,Active,,12.3,,Storm,24,Steel,Grate,,,,,DIGI,,,976,CHELSEA,42.39882672,-71.01777911
1268,,1,1,,,,,,0,Active,,12.3,,Storm,24,Steel,Grate,,,,,DIGI,,,977,CHELSEA,42.3987669,-71.01771529
1269,,1,1,,,,,,0,Active,,12.5,,Storm,24,Steel,Grate,,,,,DIGI,,,978,CHELSEA,42.39902081,-71.01729575
1270,,1,1,,,,,,0,Active,,16.2,,Storm,24,Steel,Grate,,,,,DIGI,,,979,CHELSEA,42.39952568,-71.01716848
1271,,1,1,,,,,,0,Active,,16.2,,Storm,24,Steel,Grate,,,,,DIGI,,,980,CHELSEA,42.39942876,-71.01713509
1272,,1,1,,,,,,0,Active,,9.6,,Storm,24,Steel,Grate,,,,,DIGI,,,981,CHELSEA,42.39871622,-71.01828446
1273,,1,1,,,,,,0,Active,,9.8,,Storm,24,Steel,Grate,,,,,DIGI,,,982,CHELSEA,42.39854706,-71.01864835
1274,,1,1,,,,,,0,Active,,9.8,,Storm,24,Steel,Grate,,,,,DIGI,,,983,CHELSEA,42.39887223,-71.01891016
1275,,1,1,,,,,,0,Active,,11.25,,Storm,24,Steel,Grate,,,,,DIGI,,,984,CHELSEA,42.39890262,-71.01823236
1276,,1,1,,,,,,0,Active,,11.3,,Storm,24,Steel,Grate,,,,,DIGI,,,985,CHELSEA,42.39911353,-71.01820157
1277,,1,1,,,,,,0,Active,,10.8,,Storm,24,Steel,Grate,,,,,DIGI,,,986,CHELSEA,42.39937553,-71.01796691
1278,,1,1,,,,,,0,Active,,10.5,,Storm,24,Steel,Grate,,,,,DIGI,,,987,CHELSEA,42.3996924,-71.01833167
1279,,1,1,,,,,,0,Active,,9.6,,Storm,24,Steel,Grate,,,,,DIGI,,,988,CHELSEA,42.39901857,-71.0199747
1280,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,989,CHELSEA,42.39040254,-71.04226659
1281,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,990,CHELSEA,42.39033598,-71.04239297
1282,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,991,CHELSEA,42.39062884,-71.04145884
1283,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,992,CHELSEA,42.39053719,-71.04136252
1284,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,993,CHELSEA,42.39004176,-71.04189543
1285,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,994,CHELSEA,42.3910179,-71.04077833
1286,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,995,CHELSEA,42.39096583,-71.04061719
1287,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,996,CHELSEA,42.390986,-71.04046546
1288,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,997,CHELSEA,42.38964638,-71.04167208
1289,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,998,CHELSEA,42.38964297,-71.04148584
1291,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,999,CHELSEA,42.38957926,-71.0416099
1292,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,1000,CHELSEA,42.38971971,-71.04154406
1293,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,1001,CHELSEA,42.39231645,-71.04426223
1294,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,1002,CHELSEA,42.39229361,-71.04442725
1295,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,,,,1003,CHELSEA,42.39178902,-71.04111766
1296,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,1004,CHELSEA,42.39229695,-71.04055418
1297,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,1005,CHELSEA,42.39238907,-71.04064368
1298,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,,,DIGI,,,1006,CHELSEA,42.39282779,-71.03962735
1299,,1,1,,,,,,0,Active,,,,Storm,24,Steel,Grate,,,Chelsea R.D.,,DIGI,,,1007,CHELSEA,42.39292072,-71.03972015
