CB_ID,Grid,ID,StreetName,StreetSegm,Inspector,Inspection,Owner,GrateShape,GrateType,CatchBasin,GrateCondi,OilHood,StructureM,StructureC,StructureI,ConnectedT,StructureD,FieldSumpD,OverallIss,Comments,PlanRefere,PlanDate,PlanDatum,PlanRimEle,PlanRimE_1,Count,DepthCE,RimElevati,BaseElevat,DrawerNumb,PlanNumber,InstallDat,Longtitude,Latitude
12-188,"12","188",PLEASANT VIEW AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"424","010",1904/02/01,-71.04594550,42.40937418
12-189,"12","189",PLEASANT VIEW AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"424","010",1904/02/01,-71.04690700,42.40984498
12-59,"12","59",WOODLAWN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"733","014",1904/03/01,-71.04329090,42.41024271
12-60,"12","60",WOODLAWN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.04258220,42.41283701
12-61,"12","61",WOODLAWN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.04230120,42.41323930
12-62,"12","62",WOODLAWN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.04285150,42.41284088
12-63,"12","63",WOODLAWN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.04332610,42.41288008
13-34,"13","34",DARTMOUTH STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03679140,42.41044331
13-35,"13","35",ENGLEWOOD AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"487","034",1941/02/01,-71.03461420,42.41240613
13-36,"13","36",ENGLEWOOD AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"487","034",1941/02/01,-71.03452670,42.41234906
12-64,"12","64",CLARENCE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04451810,42.41187384
17-32,"17","32",CHELSEA STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","75",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04495170,42.40290132
17-33,"17","33",CHELSEA STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","75",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04510780,42.40291837
17-34,"17","34",CHELSEA STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","85",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04334230,42.40289206
17-35,"17","35",CHELSEA STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","82",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04329300,42.40289307
17-36,"17","36",CHELSEA STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04425820,42.40291869
17-37,"17","37",CHATHAM ROAD,"0",BETA,2014/11/25,City,"0","0","0","0","0","0","0","0",Yes,0.00000000000,0.00000000000,Yes,Found In Field Sept 2015,"0","0","0",0.00000000000,0.00000000000,"1","79",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04231060,42.40797430
17-38,"17","38",CHATHAM ROAD,"0",BETA,2014/11/25,City,"0","0","0","0","0","0","0","0",Yes,0.00000000000,0.00000000000,Yes,Found In Field Sept 2015,"0","0","0",0.00000000000,0.00000000000,"1","81",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04222730,42.40794782
17-39,"17","39",CHELSEA STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04755100,42.40347940
17-40,"17","40",CHELSEA STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"422","009",1902/03/01,-71.04595900,42.40338343
17-41,"17","41",CHELSEA STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"422","009",1902/03/01,-71.04579940,42.40313761
17-42,"17","42",CHELSEA STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"422","009",1902/03/01,-71.04569630,42.40299268
18-1,"1","18",FREMONT AVENUE,"0",BETA,2015/01/05,City,Square,Standard,Standard,Good,No,Barrel Block,Good,None,No,4.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03669580,42.40794684
22-90,"22","90",THIRD STREET,"0",BETA,2015/01/05,City,D Shaped,Standard,Standard,Good,No,Barrel Block,Good,None,No,4.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04557620,42.39852195
22-91,"22","91",THIRD STREET,"0",BETA,2015/01/05,City,D Shaped,Standard,Standard,Good,No,Barrel Block,Good,None,No,4.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04568100,42.39847010
16-184,"16","184",SCHOOL STREET,"0",BETA,2015/01/06,City,Square,Standard,Standard,Good,No,Barrel Block,Good,None,No,2.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05659140,42.40644585
16-187,"16","187",SCHOOL STREET,"0",BETA,2015/01/06,City,Square,Standard,Standard,Good,No,Barrel Block,Good,None,No,2.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05653520,42.40640178
17-162,"17","162",CHELSEA STREET,"0",BETA,2015/01/06,City,Square,Standard,Standard,Good,No,Unknown,Full of Debris,Debris,No,4.00000000000,0.00000000000,Yes,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04761570,42.40352218
21-17,"21","17",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04939570,42.40265069
21-18,"21","18",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04937480,42.40280825
21-19,"21","19",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04945110,42.40257286
21-20,"21","20",REVERE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",Yes,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05574390,42.40172434
21-21,"21","21",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04903180,42.39922047
21-22,"21","22",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04942400,42.39972777
21-23,"21","23",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04951050,42.39967503
21-24,"21","24",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04992360,42.40020529
21-25,"21","25",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.05001050,42.40015391
21-26,"21","26",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.05094990,42.40100840
21-27,"21","27",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.05101990,42.40094897
21-28,"21","28",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.05040530,42.40060751
21-29,"21","29",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.05048440,42.40054926
21-30,"21","30",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.05227380,42.40188341
21-31,"21","31",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.05211350,42.40176240
21-32,"21","32",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.05196770,42.40177319
21-33,"21","33",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.05225010,42.40198501
21-34,"21","34",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.05144600,42.40138340
21-35,"21","35",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.05153800,42.40133304
21-36,"21","36",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","67",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05205100,42.40183435
21-37,"21","37",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","61",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04932160,42.39963047
21-38,"21","38",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","91",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04939540,42.39956359
21-39,"21","39",SPRING STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.05206370,42.40243291
21-40,"21","40",SPRING STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.05216270,42.40243651
21-41,"21","41",SPRING STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05218600,42.40175396
21-42,"21","42",SPRING STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","70",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05222510,42.40166155
21-43,"21","43",SPRING STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","30",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05237610,42.40153042
21-44,"21","44",SPRING STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","69",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05254210,42.40114125
21-45,"21","45",SPRING STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","65",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05245890,42.40112454
21-46,"21","46",SPRING STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","45",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05235280,42.40112599
21-47,"21","47",SPRING STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","27",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05229250,42.40135077
21-48,"21","48",SPRING STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","35",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05231950,42.40125058
22-1,"22","1",VALE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04504410,42.40172821
22-2,"22","2",VALE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04497740,42.40177328
22-3,"22","3",VALE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04473630,42.40154246
22-4,"22","4",VALE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04480620,42.40150528
22-5,"22","5",VALE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","92",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04388130,42.40077781
22-6,"22","6",VALE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04399220,42.40073223
22-7,"22","7",VALE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","95",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04329950,42.40002777
22-8,"22","8",VALE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","97",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04317870,42.40008637
22-9,"22","9",BEECH STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","118",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04239880,42.40130060
22-10,"22","10",BOSTON STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04443110,42.40136557
22-11,"22","11",BOSTON STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04437130,42.40132006
22-12,"22","12",BOSTON STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04501240,42.40103532
22-13,"22","13",BOSTON STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04495930,42.40098286
22-14,"22","14",BOSTON STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04620440,42.40035906
22-15,"22","15",BOSTON STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04700300,42.39990063
12-174,"12","174",ROAD B,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","76",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04450310,42.41067076
12-175,"12","175",ROAD B,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","81",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04413120,42.41044699
12-176,"12","176",ROAD B,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","80",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04421780,42.41051058
12-177,"12","177",LAWRENCE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"733","014",1904/03/01,-71.03873970,42.40877188
12-178,"12","178",LAWRENCE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"733","014",1904/03/01,-71.03886130,42.40874171
12-179,"12","179",LAWRENCE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"733","014",1904/03/01,-71.03892010,42.40866761
12-180,"12","180",LAWRENCE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","54",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03856510,42.40910293
12-181,"12","181",MAPLEWOOD AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03914430,42.41094592
12-182,"12","182",MAPLEWOOD AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","019",1906/02/01,-71.03905990,42.41092201
12-183,"12","183",NICHOLS STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","75",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04467780,42.40841397
12-184,"12","184",NICHOLS STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","70",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04506080,42.40857933
12-185,"12","185",NICHOLS STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","82",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04509600,42.40870430
12-186,"12","186",PARK VIEW ROAD,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","016",1950/08/01,-71.04066610,42.41113196
12-187,"12","187",PARK VIEW ROAD,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"735","016",1950/08/01,-71.04058100,42.41110393
15-110,"15","110",SCHOOL STREET,"0",BETA,2015/01/06,Private,Round,Standard,Standard,Good,No,Barrel Block,Good,None,No,4.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.06069730,42.40350338
15-111,"15","111",MAIN STREET,"0",BETA,2015/01/06,City,D Shaped,CB w/ Curb Inlet,Standard,Sunken,No,Barrel Block,Fair,None,No,4.00000000000,0.00000000000,Yes,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.06114300,42.40358648
20-1,"20","1",ORIENT AVENUE,"0",BETA,2015/01/07,City,D Shaped,Standard,Standard,Good,No,Barrel Block,Good,None,No,4.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.06122080,42.39951782
12-221,"12","221",RUSSELL STREET,"0",BETA,2015/01/07,City,Square,Standard,Standard,Good,No,Precast Concrete,Good,None,No,4.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04347080,42.41375833
12-222,"12","222",RUSSELL STREET,"0",BETA,2015/01/07,City,Square,Standard,Standard,Good,No,Precast Concrete,Good,None,No,4.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04313590,42.41374833
22-20,"22","20",BOSTON STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","75",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04569350,42.40056087
22-21,"22","21",BOSTON STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","81",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04769950,42.39941064
22-22,"22","22",WEST THIRD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04833880,42.40060389
22-23,"22","23",THIRD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04711460,42.39985277
22-24,"22","24",THIRD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","85",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04637070,42.39914396
22-25,"22","25",THIRD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","75",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04629010,42.39920409
22-26,"22","26",CHELSEA STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","75",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04328360,42.40279148
22-27,"22","27",CHELSEA STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"422","009",1902/03/01,-71.04428950,42.40282365
22-28,"22","28",CHELSEA STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"422","009",1902/03/01,-71.04291020,42.40280155
22-29,"22","29",FIFTH STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","95",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04349760,42.40153343
22-30,"22","30",VINE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04773970,42.40060401
