CB_ID,Grid,ID,StreetName,StreetSegm,Inspector,Inspection,Owner,GrateShape,GrateType,CatchBasin,GrateCondi,OilHood,StructureM,StructureC,StructureI,ConnectedT,StructureD,FieldSumpD,OverallIss,Comments,PlanRefere,PlanDate,PlanDatum,PlanRimEle,PlanRimE_1,Count,DepthCE,RimElevati,BaseElevat,DrawerNumb,PlanNumber,InstallDat,Longtitude,Latitude
15-109,"15","109",SPALDING STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","91",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.06213850,42.40301453
6-1,"6","1",WOODLAND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","025",1966/05/01,-71.05446930,42.41484181
6-2,"6","2",WOODLAND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","025",1966/05/01,-71.05452040,42.41480705
6-3,"6","3",WOODLAND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","025",1966/05/01,-71.05422680,42.41465779
3-1,"3","1",ESTES STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","81",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03715930,42.42276020
3-2,"3","2",ESTES STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","78",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03718460,42.42281639
3-3,"3","3",ESTES STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","75",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03595080,42.42285579
3-4,"3","4",ESTES STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","80",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03595790,42.42291762
3-5,"3","5",FULLER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","74",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03421370,42.42249789
3-6,"3","6",FULLER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","22",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03421700,42.42243394
3-7,"3","7",FULLER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03528840,42.42234564
3-8,"3","8",FULLER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","74",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03610970,42.42233775
3-9,"3","9",FULLER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03607990,42.42228045
3-10,"3","10",FULLER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03691810,42.42220962
3-11,"3","11",FULLER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","67",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03690080,42.42227467
3-12,"3","12",GROVER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","82",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03504460,42.42327779
3-13,"3","13",GROVER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","83",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03503070,42.42321490
3-14,"3","14",GROVER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","82",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03547710,42.42317557
3-15,"3","15",GROVER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","85",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03533420,42.42317038
3-16,"3","16",GROVER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","79",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03649230,42.42335550
3-17,"3","17",GROVER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","75",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03649860,42.42329461
3-18,"3","18",GROVER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","73",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03573890,42.42328462
3-19,"3","19",GROVER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","78",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03575570,42.42322143
3-20,"3","20",GROVER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","58",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03762820,42.42335982
3-21,"3","21",GROVER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","69",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03763470,42.42330949
3-22,"3","22",MEADOWVIEW ROAD,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","85",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03540960,42.42282510
3-23,"3","23",MEADOWVIEW ROAD,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","84",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03532630,42.42282350
16-179,"16","179",WINTER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.05106130,42.40347235
16-180,"16","180",WINTHROP STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"425","055",1903/03/01,-71.05850390,42.40756900
16-181,"16","181",WINTHROP STREET,"0",BETA,2014/11/18,City,"0","0","0","0","0","0","0","0",Yes,0.00000000000,0.00000000000,Yes,Found In Field Sept 2015,"0","0","0",0.00000000000,0.00000000000,"1","72",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05979540,42.40734021
16-182,"16","182",WINTHROP STREET,"0",BETA,2014/11/18,City,"0","0","0","0","0","0","0","0",Yes,0.00000000000,0.00000000000,Yes,Connected To Sewer,"0","0","0",0.00000000000,0.00000000000,"1","87",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05887940,42.40742265
16-183,"16","183",WINTHROP STREET,"0",BETA,2014/11/18,City,"0","0","0","0","0","0","0","0",Yes,0.00000000000,0.00000000000,Yes,Found In Field Sept 2015,"0","0","0",0.00000000000,0.00000000000,"1","79",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05989640,42.40726195
6-4,"6","4",WOODLAND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","025",1966/05/01,-71.05524950,42.41536224
6-5,"6","5",WOODLAND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","025",1966/05/01,-71.05519070,42.41540856
6-6,"6","6",WOODWARD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05147330,42.41852597
6-7,"6","7",WALNUT STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"420","001",1915/02/08,-71.04974550,42.41585162
6-8,"6","8",WALNUT STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"420","003",1902/03/01,-71.04899670,42.41609132
6-9,"6","9",WALNUT STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"420","001",1915/02/08,-71.05242240,42.41395590
6-10,"6","10",WALNUT STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"420","003",1902/03/01,-71.04902400,42.41617015
6-11,"6","11",WAVERLY AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"420","003",1902/03/01,-71.04936050,42.41387804
6-12,"6","12",WALNUT STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"420","001",1915/02/08,-71.05046590,42.41534113
6-13,"6","13",WALNUT STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"420","001",1915/02/08,-71.05080870,42.41517772
6-14,"6","14",BENNETT STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05381890,42.41872931
6-15,"6","15",BENNETT STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05388620,42.41876978
6-16,"6","16",BENNETT STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05320280,42.41921600
6-17,"6","17",BENNETT STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05328940,42.41925470
6-18,"6","18",BENNETT STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05373990,42.41879684
6-19,"6","19",BETTINSON AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","95",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05180810,42.41720250
6-20,"6","20",BETTINSON AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","82",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05175620,42.41716128
6-21,"6","21",BRADFORD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","53",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05877200,42.41554525
6-22,"6","22",BRADFORD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"1168","052",1993/01/01,-71.05978840,42.41455728
6-23,"6","23",BRADFORD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05526900,42.41853854
6-24,"6","24",BRADFORD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"1168","054",1993/01/01,-71.05774110,42.41651779
6-25,"6","25",BRADFORD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",119.40000000000,114.00000000000,"1168","054",1993/01/01,-71.05768170,42.41647391
6-26,"6","26",BRADFORD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"1168","054",1993/01/01,-71.05805150,42.41617057
6-27,"6","27",BRADFORD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"1168","054",1993/01/01,-71.05813080,42.41610387
6-28,"6","28",BRADFORD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"1168","054",1993/01/01,-71.05868690,42.41563260
6-29,"6","29",BRADFORD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"1168","054",1993/01/01,-71.05875480,42.41568428
6-30,"6","30",BRADFORD STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"1168","050",1993/01/01,-71.05631930,42.41758563
6-31,"6","31",BRADFORD TERRACE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05456550,42.41903537
6-32,"6","32",BRADFORD TERRACE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05449250,42.41902441
6-33,"6","33",BRADFORD TERRACE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05438480,42.41938190
6-34,"6","34",BURDITT STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"420","003",1902/03/01,-71.04887050,42.41578881
6-35,"6","35",BURDITT STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"420","003",1902/03/01,-71.04956080,42.41531284
6-36,"6","36",BURDITT STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"420","003",1902/03/01,-71.04928170,42.41554941
6-37,"6","37",CARLSON STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05226720,42.41889583
6-38,"6","38",CEDAR STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","96",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05460200,42.41810146
6-39,"6","39",CEDAR STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05519430,42.41848984
6-40,"6","40",CEDAR STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05509320,42.41850943
6-41,"6","41",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","82",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05280790,42.41705511
6-42,"6","42",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05124150,42.41828894
6-43,"6","43",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05114850,42.41825003
6-44,"6","44",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05427340,42.41617389
6-45,"6","45",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1937/07/01,-71.05154730,42.41795714
6-46,"6","46",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05179550,42.41786731
6-47,"6","47",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05188480,42.41779489
6-48,"6","48",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05182540,42.41775083
6-49,"6","49",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05309360,42.41695000
6-50,"6","50",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05295460,42.41704353
6-51,"6","51",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05360190,42.41661547
6-52,"6","52",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","025",1966/05/01,-71.05479470,42.41579202
6-53,"6","53",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","025",1966/05/01,-71.05559020,42.41521182
6-54,"6","54",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","025",1966/05/01,-71.05551180,42.41526851
6-55,"6","55",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"1168","048",1993/01/01,-71.05640050,42.41463013
6-56,"6","56",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","78",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05681850,42.41432122
6-57,"6","57",CENTRAL AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","0",9999/09/09,-71.05352790,42.41657556
6-58,"6","58",MORRIS STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","83",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05300300,42.41444874
6-59,"6","59",MYRTLE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05435140,42.41612678
6-60,"6","60",MYRTLE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05464570,42.41633528
6-61,"6","61",MYRTLE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05454750,42.41634753
6-62,"6","62",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05343520,42.41520591
6-63,"6","63",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05369300,42.41492370
6-64,"6","64",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05357900,42.41500690
6-65,"6","65",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05338810,42.41514920
6-66,"6","66",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05178050,42.41641938
6-67,"6","67",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05172870,42.41637541
6-68,"6","68",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05094410,42.41704903
6-69,"6","69",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05089830,42.41699705
6-70,"6","70",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.04999950,42.41765974
6-71,"6","71",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","023",1936/04/01,-71.05007420,42.41771187
6-72,"6","72",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","025",1966/05/01,-71.05427230,42.41458409
6-73,"6","73",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"738","025",1966/05/01,-71.05408770,42.41463277
6-74,"6","74",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","90",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05286120,42.41563206
6-75,"6","75",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","92",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05278290,42.41569095
6-76,"6","76",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","40",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05272400,42.41563696
6-77,"6","77",VERNAL STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","78",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05490370,42.41402195
