lon,lat,owner,watershed,type,form
-78.99151098033487,35.98639304802381,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.95595992430164,35.89641409353773,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95594719043572,35.89642342938749,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95590185971344,35.89633698640351,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95588770825982,35.89634547010588,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95476327090134,35.89631775129601,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.9536859118741,35.89685870836672,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.9540251250822,35.89752667844088,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.9539185219518,35.89754567624481,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95416168397996,35.89797070303513,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95414695767931,35.89803934974788,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95399095857279,35.89799657223542,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95306852045151,35.898646013373494,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95284124847487,35.899290251162185,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95282585808376,35.899163957002045,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95507203804276,35.897831869076064,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95522065026314,35.89780082553249,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.9556864072636,35.89770706919713,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95607903064396,35.89767556355156,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95628184945595,35.89761440155144,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95644176955389,35.89758731652199,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.956421491348,35.897499069564795,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95710465690469,35.89739219875857,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95717305681127,35.89772081408073,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95726192993645,35.89770831806309,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95609686330025,35.89921866561721,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95610163895952,35.89912919143752,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95620503869984,35.89904302184901,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95641206761086,35.89913254441535,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95655209243284,35.89912586374977,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95827281632882,35.897584962060265,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95816456113072,35.897601188347416,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95840699583226,35.898892230026185,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.95862919351102,35.89896906199756,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.92260995714318,35.98356024679513,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92434879533992,35.982362748403624,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.924457178233,35.98233888822872,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92430303039431,35.98193117776695,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92036578575156,35.98184777195666,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92023877901934,35.981871616345046,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91918165858182,35.981959021001714,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91769874102755,35.982934103568056,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91788612214174,35.98290436869447,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92927796252447,36.00787496984026,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.9294174871395,36.00796276460331,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.92862852739141,36.00792772060864,CITY-ROW,Ellerbe Creek,COMBO INLET,BOX
-78.9290904692742,36.0088940529858,CITY-ROW,Ellerbe Creek,COMBO INLET,BOX
-78.93326605204406,35.915031768234506,CITY-ROW,Crooked Creek,COMBO INLET,BOX
-78.93341689004006,35.91501212593265,CITY-ROW,Crooked Creek,COMBO INLET,BOX
-78.94578950140763,35.912407061414505,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.9456318381716,35.9123435864867,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.91382104568818,35.95550718828172,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91371043594943,35.955558838629436,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92690952865274,35.950838346818145,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92671262357098,35.950949652581386,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92506873381934,35.94879278459683,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92403759080231,35.94820099080302,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92386023559486,35.948184012894494,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92372958853643,35.948077287443574,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92367723675505,35.94799008803103,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92367675787122,35.94788913039883,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92385495667176,35.94769158506075,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92424531194908,35.948045274727754,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.924471280978,35.948245433857906,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.96745278210808,36.03267722195094,CITY-ROW,Ellerbe Creek,COMBO INLET,BOX
-78.96738912072117,36.032454611803054,CITY-ROW,Ellerbe Creek,COMBO INLET,BOX
-78.96275940555526,36.01434205383258,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.96214243909655,36.01517713719403,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.9620886651364,36.01527293817396,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.9611017988622,36.014777222123584,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.96059291193372,36.01637527421344,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.96066235381949,36.01646743312965,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.96186189131816,36.0164662201168,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.96175328538438,36.01645926356853,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.96149418328082,36.01771022246559,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.96159655749186,36.017741516259726,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.95485809813812,36.004539292746,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.9545204835401,36.0047228371283,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.95616606512642,36.00438865229149,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.95622141684464,36.004313154973055,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.9556205103166,36.004118664825484,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.95568536002212,36.00404770387022,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.9557416470165,36.00362360286334,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.95563146801356,36.0036201015808,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.9555781324539,36.00291979685544,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.95561541028715,36.00300356884898,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.95634333049905,36.002938478120484,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.95643752980718,36.002856511429755,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.95700596297108,36.00402172138465,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.95709669977522,36.00409441349529,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.95676612974043,36.004709340169335,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.95673979446035,36.004580163269985,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.95665071434692,36.00482146243534,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.95657494825812,36.004760120765674,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.95248729469253,36.00639324728188,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.9525811753993,36.00634916572198,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.9888150739341,35.98888889682821,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.98261069124179,35.99086920986776,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.98260592210104,35.99072605821754,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.9826956017881,35.99072197778745,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.98123567295391,35.992261479500044,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.98133488448774,35.992268197600886,CITY-ROW,Mud Creek,COMBO INLET,BOX
-78.96373580784102,35.988413668213674,CITY-ROW,Sandy Creek,COMBO INLET,BOX
-78.88560058548137,36.025659595431286,CITY-ROW,Ellerbe Creek,COMBO INLET,BOX
-78.88574743266673,36.02572288762258,CITY-ROW,Ellerbe Creek,COMBO INLET,BOX
-78.8827251864596,36.025126056207654,CITY-ROW,Ellerbe Creek,COMBO INLET,BOX
-78.88290162260425,36.02590985061697,CITY-ROW,Ellerbe Creek,COMBO INLET,BOX
-78.88292802306918,36.02601063791028,CITY-ROW,Ellerbe Creek,COMBO INLET,BOX
-78.88243821299523,36.02610057329432,CITY-ROW,Ellerbe Creek,COMBO INLET,BOX
-78.88261874305125,36.02514018376501,CITY-ROW,Ellerbe Creek,COMBO INLET,BOX
-78.91529612722958,35.97527855767937,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91540578479227,35.97528956718208,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91540921125439,35.97537385087964,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91539135839547,35.97547853085778,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91500894562935,35.97436148265762,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91485234812345,35.97434923134685,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91407022898736,35.97385401126168,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92525369825418,35.975218028549065,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91103451503558,35.97401792788251,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91095516241182,35.97407924051268,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91426201763171,35.991286183625,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92165432592867,35.99080999528631,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92166647369926,35.98849939469147,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9257408614864,35.984997907264905,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92555615313566,35.98505941225978,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92555169298628,35.98491125848607,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92639484500943,35.98505739321849,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92649558971124,35.98499896814872,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91429574108348,35.98722460019079,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92702580586128,35.985235097051635,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92709074769263,35.98537246329996,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92089519731586,35.9885188690197,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.921001599969,35.98852465183984,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9210517471721,35.98777983670408,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92094764637818,35.987737134441616,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9202696294142,35.987249825833366,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92027326977028,35.987191727111615,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92017032443512,35.98724640951385,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92017535212922,35.98718688321124,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9203244600352,35.98601276121228,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92022604107437,35.986003604078235,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92039663458971,35.9846667847789,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9212040055321,35.98471777251584,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92192343295005,35.984764770377836,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92192361832998,35.98467798962392,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92023998451154,35.98400284588779,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.920366737609,35.983999659544644,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92335691508299,35.98485976644068,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92334908788743,35.9847733652546,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92354187283999,35.98478604032993,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92371192043362,35.98478793227212,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91956361292739,35.986715134969415,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91947347721347,35.98666936387794,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91928294224829,35.986397220511996,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91925520584736,35.986247924884424,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91930131469212,35.98610837530862,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91851225931867,35.98571457685429,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91435596043706,35.991250427439205,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91460353064102,35.98722973306878,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91485371902274,35.98723839625772,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.99586588421583,35.953685938582446,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.99594686647015,35.95380258449863,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.99853384489607,35.95282524091679,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.99853401621317,35.9526940653435,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.99763031602697,35.952792673204335,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.99772218385675,35.95274907796072,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.99741209624716,35.952485429464524,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.99761037852312,35.952901733971096,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.9976916328085,35.95301835129872,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.99638321167073,35.95345384985256,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.99646804629731,35.953567913243646,CITY-ROW,New Hope Creek,COMBO INLET,BOX
-78.91399235872157,35.982863421731906,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92087319643807,35.978623385884376,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9208713887089,35.978536768458845,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.915822080046,35.9797355810191,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92286570475025,35.978591448020836,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92286785167974,35.97867902711496,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91352255306072,35.97670707504911,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9133499627401,35.977011909186864,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.913237500686,35.977029795429964,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92151727316565,35.97654542263871,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92152183234936,35.97647941255699,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9158642488821,35.98003814872575,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91805612681631,35.980648204996726,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91364927579056,35.982974876809344,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91777885565259,35.98086819902409,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91443400185295,35.978734450255914,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91417820135455,35.97862510077724,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9137085372614,35.97809790229445,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91378352212692,35.97804570528077,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91508230867022,35.97896137415019,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91631621257918,35.97829899200752,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91639717021572,35.97822179881717,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91628882025273,35.978216944634895,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91728803194907,35.97743862830625,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91738835281899,35.97736218926534,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91349241632335,35.975751911466915,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91464175613447,35.97560415650647,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91464409817407,35.975690472318725,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91750623243964,35.98077205885743,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92065863243783,35.97692108428616,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9207865240045,35.976917376294914,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91866774545599,35.97994458593019,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91858751025958,35.97994266444211,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91868714629545,35.97974274158982,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91888146071419,35.97970062033011,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92625745324149,35.97957662217198,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92615363497445,35.97960306900605,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92606547405562,35.98124276204,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92025416758655,35.980459450461176,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92596768153176,35.981808935634284,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92595058949355,35.98209234382317,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92585095371577,35.9820877506569,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91472105016177,35.980905413304235,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9136419731519,35.98303984059673,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92038069893478,35.98046983465207,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91273486040889,35.98297683665356,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91265848136902,35.98290703314941,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92439111436384,35.980881509339056,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92440729940026,35.980778118378346,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92498780942994,35.98086731762012,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92491999433598,35.98095603486504,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92253384759164,35.98312989265638,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.92220724237339,35.98316440843098,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9221989107384,35.983252063119934,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90036889394969,35.982805516258345,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90016118067888,35.98281795584436,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90272964696325,35.977091407793836,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90279735379357,35.97705401861649,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90268681826977,35.97740610983157,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90267470866942,35.97733049977522,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90237714129597,35.97633877592393,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90238255056364,35.97642111110048,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90398181914347,35.97866212320884,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90396726187176,35.97865409021266,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90444903777801,35.97892027808333,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90300598095637,35.97938947257844,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90308122247643,35.97932733783688,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9050107688826,35.98037541841056,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90520147613869,35.98013143139098,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90497336227253,35.98358252197189,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90490494522079,35.9830429380093,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90673397006744,35.97775589755366,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90679715217921,35.977070102890664,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90688531189045,35.97699687729466,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90690177488506,35.97681780586262,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90682605872394,35.9765931170672,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90668428950039,35.97696548924566,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90664561852714,35.97679640265226,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90660475109775,35.976743956579675,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90848572004407,35.97576087164899,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90875899343443,35.97561622103498,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90821369505905,35.97563908044535,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90812947910388,35.97569415161016,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90813262856713,35.97580727994383,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90821697136539,35.9758784934898,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90772858911834,35.97619288923893,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90774994132485,35.97605148419782,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9094946812364,35.983444974708505,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90946319239285,35.98334344598232,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90956759585298,35.983286575918,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9102711330392,35.9832592117138,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91035414815516,35.983591040075986,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91091560034837,35.98221040043987,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90914631710912,35.98196534674016,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90870742211979,35.981558805359406,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91023516319679,35.981169272164756,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91022439883362,35.97942213327083,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91178536285088,35.980256714864865,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90351339847533,35.982153241505074,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91107724359064,35.98388325581915,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9109730098734,35.98387845487568,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9066642613433,35.978560801552206,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90667598671494,35.97838757797511,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90674578495963,35.98025385001908,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9068150821436,35.980186296664705,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90690834339517,35.98017634085229,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90681981291029,35.98062616663933,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90694484120625,35.98064909039846,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91343907045018,35.97567132842389,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90570088017452,35.98166472947712,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90563285808871,35.98159382914897,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90544825605873,35.98167351719809,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90545858564164,35.98174223024277,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90666844157406,35.981258187135765,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9269269295824,36.01129479036327,CITY-ROW,Ellerbe Creek,COMBO INLET,BOX
-78.92681415761544,36.011344032783136,CITY-ROW,Ellerbe Creek,COMBO INLET,BOX
-78.90886517046961,35.98385530809381,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90882212289297,35.983753605766985,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90278255355123,35.97915546129269,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91245642486717,35.98917101428329,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9064447543183,35.9891049129937,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90663155819097,35.98906420662139,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9120557136717,35.989251793207856,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91083356573216,35.98530286179612,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9118762000358,35.98716947497602,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9107238841816,35.985271244979366,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91209421296756,35.98717457684482,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.91262863538012,35.98718402570892,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9061942179142,35.990001839551,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9126171340696,35.98709858276188,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9132542733645,35.98928165958242,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90577574208676,35.986269010390586,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.9039199581579,35.98710122647926,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90399586604477,35.98716628248762,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
-78.90259127914683,35.98725601694072,CITY-ROW,Third Fork Creek,COMBO INLET,BOX
